OrderID,TransType,UserID,CryptocurrencyID,CryptoAmount,Timestamp
CryTrans1860001,Crypto Deposit,USR4479,CRY2,72.14,2023-12-30 22:46:43.147965
CryTrans1860002,Crypto Deposit,USR2224,CRY8,7.59,2023-04-13 05:36:16.252456
CryTrans1860003,Crypto Withdrawl,USR4228,CRY8,87.9,2023-09-02 11:25:55.886979
CryTrans1860004,Crypto Withdrawl,USR4647,CRY4,67.1,2023-05-23 04:06:06.531453
CryTrans1860005,Crypto Withdrawl,USR7431,CRY3,14.59,2023-08-19 21:08:06.836670
CryTrans1860006,Crypto Deposit,USR3913,CRY4,55.11,2023-03-18 19:59:17.280113
CryTrans1860007,Crypto Withdrawl,USR7640,CRY9,36.15,2023-04-14 13:18:08.026658
CryTrans1860008,Crypto Withdrawl,USR7827,CRY9,55.77,2023-03-22 13:02:45.459934
CryTrans1860009,Crypto Withdrawl,USR2191,CRY3,86.68,2023-09-18 06:34:01.714237
CryTrans1860010,Crypto Withdrawl,USR837,CRY10,23.22,2023-05-26 16:45:34.531114
CryTrans1860011,Crypto Deposit,USR1295,CRY9,70.57,2023-06-09 03:16:04.561889
CryTrans1860012,Crypto Deposit,USR6016,CRY7,10.35,2023-05-09 01:30:07.324911
CryTrans1860013,Crypto Deposit,USR8195,CRY9,68.22,2023-03-25 20:52:35.054517
CryTrans1860014,Crypto Withdrawl,USR7156,CRY2,88.85,2023-09-19 04:20:10.938773
CryTrans1860015,Crypto Deposit,USR835,CRY2,75.4,2023-09-26 22:18:33.056637
CryTrans1860016,Crypto Withdrawl,USR1251,CRY9,52.04,2023-06-28 07:00:55.609668
CryTrans1860017,Crypto Deposit,USR6905,CRY7,6.59,2023-10-28 08:13:47.175721
CryTrans1860018,Crypto Withdrawl,USR1899,CRY5,34.67,2023-10-23 10:47:18.032544
CryTrans1860019,Crypto Withdrawl,USR1101,CRY6,72.57,2023-05-17 00:34:45.220832
CryTrans1860020,Crypto Deposit,USR6161,CRY3,25.21,2023-05-28 17:03:23.301219
CryTrans1860021,Crypto Withdrawl,USR4785,CRY1,33.34,2023-11-02 03:30:35.888769
CryTrans1860022,Crypto Withdrawl,USR6472,CRY9,86.3,2023-03-01 06:40:39.630244
CryTrans1860023,Crypto Deposit,USR6059,CRY6,78.32,2023-11-21 11:43:35.886435
CryTrans1860024,Crypto Withdrawl,USR9362,CRY5,90.61,2023-10-03 08:16:22.515110
CryTrans1860025,Crypto Withdrawl,USR3736,CRY2,4.38,2023-08-29 19:14:42.336131
CryTrans1860026,Crypto Deposit,USR7517,CRY6,60.23,2024-01-06 21:14:43.511806
CryTrans1860027,Crypto Withdrawl,USR6017,CRY5,9.57,2024-01-01 00:17:27.655119
CryTrans1860028,Crypto Withdrawl,USR1798,CRY9,0.83,2023-03-08 15:07:14.669623
CryTrans1860029,Crypto Deposit,USR7957,CRY4,92.06,2023-10-16 20:30:46.368466
CryTrans1860030,Crypto Deposit,USR9645,CRY5,55.39,2024-01-15 19:31:09.586600
CryTrans1860031,Crypto Deposit,USR7748,CRY9,7.07,2023-11-22 17:30:17.446321
CryTrans1860032,Crypto Withdrawl,USR6671,CRY3,34.48,2023-06-19 09:14:40.752627
CryTrans1860033,Crypto Withdrawl,USR5894,CRY9,6.55,2023-03-26 17:56:06.105253
CryTrans1860034,Crypto Withdrawl,USR8456,CRY10,3.86,2023-11-15 15:17:08.318292
CryTrans1860035,Crypto Withdrawl,USR4861,CRY7,4.23,2024-01-13 20:05:55.690021
CryTrans1860036,Crypto Deposit,USR5899,CRY2,70.74,2023-10-31 06:39:52.582277
CryTrans1860037,Crypto Deposit,USR577,CRY1,90.87,2023-02-27 05:45:14.591560
CryTrans1860038,Crypto Withdrawl,USR40,CRY8,16.58,2024-02-03 01:03:01.386585
CryTrans1860039,Crypto Withdrawl,USR2777,CRY2,84.74,2023-07-02 08:04:25.881449
CryTrans1860040,Crypto Deposit,USR2693,CRY5,58.3,2024-01-13 16:25:54.553365
CryTrans1860041,Crypto Withdrawl,USR5178,CRY4,20.03,2023-07-30 12:59:13.534947
CryTrans1860042,Crypto Deposit,USR6126,CRY7,88.11,2023-11-26 19:03:57.711043
CryTrans1860043,Crypto Deposit,USR6136,CRY4,36.45,2023-05-25 09:34:56.158101
CryTrans1860044,Crypto Withdrawl,USR1212,CRY5,4.53,2023-04-19 03:19:14.097047
CryTrans1860045,Crypto Deposit,USR839,CRY5,38.95,2023-06-07 17:11:19.083128
CryTrans1860046,Crypto Deposit,USR207,CRY1,63.93,2023-09-26 11:56:39.174870
CryTrans1860047,Crypto Deposit,USR8650,CRY1,9.66,2023-03-19 21:49:02.394483
CryTrans1860048,Crypto Withdrawl,USR671,CRY10,59.54,2023-02-26 15:02:06.442303
CryTrans1860049,Crypto Deposit,USR3689,CRY9,6.51,2023-05-11 10:28:34.431038
CryTrans1860050,Crypto Withdrawl,USR6358,CRY9,44.7,2023-08-11 21:38:05.998769
CryTrans1860051,Crypto Withdrawl,USR1866,CRY6,22.79,2023-12-08 14:20:09.180675
CryTrans1860052,Crypto Deposit,USR6067,CRY9,61.04,2023-02-15 17:24:51.173824
CryTrans1860053,Crypto Withdrawl,USR1869,CRY10,63.2,2023-07-14 07:11:38.914999
CryTrans1860054,Crypto Withdrawl,USR6758,CRY1,16.09,2023-10-02 21:12:54.196785
CryTrans1860055,Crypto Withdrawl,USR2096,CRY7,17.86,2023-05-25 03:39:34.726716
CryTrans1860056,Crypto Deposit,USR7649,CRY10,71.0,2023-10-03 04:22:43.529955
CryTrans1860057,Crypto Withdrawl,USR6294,CRY3,20.75,2023-07-11 08:18:29.776821
CryTrans1860058,Crypto Withdrawl,USR7126,CRY10,22.74,2023-03-28 19:25:36.127970
CryTrans1860059,Crypto Withdrawl,USR4662,CRY4,61.56,2023-04-01 05:49:28.512479
CryTrans1860060,Crypto Deposit,USR1524,CRY9,21.69,2023-03-13 12:03:32.280470
CryTrans1860061,Crypto Deposit,USR1463,CRY7,51.28,2023-09-01 16:59:05.836109
CryTrans1860062,Crypto Withdrawl,USR7834,CRY3,83.05,2023-06-26 23:20:33.115297
CryTrans1860063,Crypto Withdrawl,USR7486,CRY8,86.86,2023-11-21 04:26:13.681332
CryTrans1860064,Crypto Deposit,USR1581,CRY5,20.92,2023-09-06 20:19:47.781428
CryTrans1860065,Crypto Deposit,USR1740,CRY6,36.53,2023-10-12 14:52:40.120054
CryTrans1860066,Crypto Deposit,USR6172,CRY5,19.87,2024-02-01 04:37:31.876632
CryTrans1860067,Crypto Withdrawl,USR3345,CRY5,87.25,2024-01-22 05:23:47.609877
CryTrans1860068,Crypto Deposit,USR6036,CRY9,22.61,2023-06-26 23:34:11.466087
CryTrans1860069,Crypto Withdrawl,USR7915,CRY5,46.75,2023-03-02 03:14:50.135400
CryTrans1860070,Crypto Deposit,USR8949,CRY5,25.72,2023-06-14 08:56:51.354803
CryTrans1860071,Crypto Deposit,USR6749,CRY3,92.77,2023-07-16 21:27:12.916295
CryTrans1860072,Crypto Deposit,USR6513,CRY4,96.5,2023-06-17 19:44:34.883584
CryTrans1860073,Crypto Withdrawl,USR6757,CRY5,88.1,2024-02-05 16:28:29.721404
