OrderID,TransType,UserID,CryptocurrencyID,CryptoAmount,Timestamp
CryTrans1900001,Crypto Withdrawl,USR524,CRY3,4.86,2023-10-10 23:45:59.255038
CryTrans1900002,Crypto Deposit,USR5855,CRY10,82.03,2023-03-10 00:13:10.933331
CryTrans1900003,Crypto Withdrawl,USR6818,CRY2,25.23,2023-07-29 05:31:30.033032
CryTrans1900004,Crypto Withdrawl,USR3547,CRY5,3.76,2023-03-12 13:46:56.296462
CryTrans1900005,Crypto Withdrawl,USR7545,CRY8,63.16,2023-10-02 20:19:11.602381
CryTrans1900006,Crypto Deposit,USR5770,CRY6,23.35,2023-11-19 14:11:38.759700
CryTrans1900007,Crypto Deposit,USR2478,CRY9,22.08,2023-08-24 04:47:54.202609
CryTrans1900008,Crypto Withdrawl,USR2516,CRY3,72.18,2023-11-05 07:01:58.077948
CryTrans1900009,Crypto Deposit,USR678,CRY3,56.02,2023-08-27 01:08:29.569916
CryTrans1900010,Crypto Deposit,USR2332,CRY3,45.74,2023-07-02 20:58:04.995960
CryTrans1900011,Crypto Withdrawl,USR9310,CRY4,37.83,2023-04-20 08:10:42.902670
CryTrans1900012,Crypto Withdrawl,USR9137,CRY9,71.49,2024-02-09 03:08:56.763841
CryTrans1900013,Crypto Deposit,USR224,CRY2,9.96,2023-09-15 21:16:10.494375
CryTrans1900014,Crypto Withdrawl,USR6115,CRY2,8.86,2023-09-30 09:49:16.527092
CryTrans1900015,Crypto Withdrawl,USR4713,CRY4,34.62,2023-02-12 01:22:22.417164
CryTrans1900016,Crypto Deposit,USR2150,CRY2,66.03,2023-09-10 12:48:30.672390
CryTrans1900017,Crypto Deposit,USR4965,CRY2,22.1,2023-06-26 12:33:54.092191
CryTrans1900018,Crypto Deposit,USR9838,CRY3,48.02,2023-02-21 08:09:18.970541
CryTrans1900019,Crypto Withdrawl,USR4955,CRY8,33.5,2023-09-02 16:47:26.277921
CryTrans1900020,Crypto Deposit,USR8160,CRY10,38.79,2023-04-15 12:04:53.486580
CryTrans1900021,Crypto Deposit,USR9384,CRY9,17.28,2023-03-21 13:32:07.579662
CryTrans1900022,Crypto Withdrawl,USR3141,CRY1,94.58,2023-12-27 06:30:54.815139
CryTrans1900023,Crypto Deposit,USR6145,CRY9,93.16,2023-08-27 00:48:34.486982
CryTrans1900024,Crypto Withdrawl,USR3905,CRY3,8.71,2023-04-23 09:00:41.284439
CryTrans1900025,Crypto Deposit,USR2140,CRY10,33.85,2023-07-04 09:16:47.723005
CryTrans1900026,Crypto Withdrawl,USR9662,CRY8,46.23,2023-04-20 06:18:23.804121
CryTrans1900027,Crypto Deposit,USR5774,CRY6,93.79,2023-04-07 20:40:12.068084
CryTrans1900028,Crypto Withdrawl,USR5707,CRY3,97.12,2024-01-14 13:44:02.737260
CryTrans1900029,Crypto Deposit,USR7435,CRY7,26.47,2023-05-11 22:31:38.219874
CryTrans1900030,Crypto Deposit,USR3794,CRY9,47.5,2023-10-01 08:12:02.353499
CryTrans1900031,Crypto Deposit,USR5901,CRY9,7.86,2023-03-05 23:32:35.159262
CryTrans1900032,Crypto Withdrawl,USR9607,CRY8,59.63,2023-09-21 13:28:10.236045
CryTrans1900033,Crypto Deposit,USR6798,CRY1,54.81,2023-11-05 17:46:42.810750
CryTrans1900034,Crypto Deposit,USR4616,CRY9,83.3,2023-07-17 14:53:04.276408
CryTrans1900035,Crypto Deposit,USR2086,CRY10,78.49,2023-09-23 18:33:50.408763
CryTrans1900036,Crypto Withdrawl,USR2989,CRY5,75.5,2023-05-28 23:40:01.978343
CryTrans1900037,Crypto Withdrawl,USR2973,CRY4,2.04,2023-08-01 00:36:27.056297
CryTrans1900038,Crypto Withdrawl,USR4598,CRY4,32.23,2023-12-21 01:29:26.248379
CryTrans1900039,Crypto Deposit,USR9946,CRY2,66.6,2023-10-21 00:38:43.618859
CryTrans1900040,Crypto Withdrawl,USR9089,CRY3,55.1,2024-01-29 10:33:37.090801
CryTrans1900041,Crypto Deposit,USR303,CRY8,9.13,2023-10-14 18:08:26.737608
CryTrans1900042,Crypto Withdrawl,USR3300,CRY5,66.47,2024-01-07 14:34:25.309590
CryTrans1900043,Crypto Deposit,USR2001,CRY4,2.51,2024-01-08 04:33:23.535609
CryTrans1900044,Crypto Deposit,USR4882,CRY8,72.29,2023-10-13 21:56:00.987574
CryTrans1900045,Crypto Withdrawl,USR8867,CRY8,85.99,2023-10-10 22:51:24.915183
CryTrans1900046,Crypto Deposit,USR4852,CRY3,48.73,2023-08-29 13:03:29.698022
CryTrans1900047,Crypto Withdrawl,USR5407,CRY8,5.12,2023-09-08 08:26:45.259490
CryTrans1900048,Crypto Withdrawl,USR5304,CRY10,92.77,2023-10-11 16:24:42.504065
CryTrans1900049,Crypto Withdrawl,USR7273,CRY9,64.65,2023-04-03 14:21:35.814839
CryTrans1900050,Crypto Withdrawl,USR3055,CRY4,59.82,2023-10-29 13:41:39.900057
CryTrans1900051,Crypto Deposit,USR8291,CRY1,74.89,2023-03-18 02:03:49.474461
CryTrans1900052,Crypto Deposit,USR2328,CRY3,90.99,2024-01-27 09:25:47.809370
CryTrans1900053,Crypto Deposit,USR2665,CRY6,13.83,2023-10-24 05:20:40.193440
CryTrans1900054,Crypto Withdrawl,USR2958,CRY3,16.54,2023-09-07 20:00:18.884204
CryTrans1900055,Crypto Deposit,USR1523,CRY3,44.21,2023-08-17 03:00:17.691136
CryTrans1900056,Crypto Deposit,USR3237,CRY9,78.58,2023-04-07 09:00:07.611790
CryTrans1900057,Crypto Withdrawl,USR1151,CRY5,30.15,2023-02-18 06:50:17.147082
CryTrans1900058,Crypto Withdrawl,USR5448,CRY3,27.05,2023-07-18 22:13:59.635698
CryTrans1900059,Crypto Withdrawl,USR1128,CRY1,45.56,2023-04-15 01:31:03.323638
CryTrans1900060,Crypto Withdrawl,USR8126,CRY9,64.01,2023-04-03 12:46:51.627720
CryTrans1900061,Crypto Withdrawl,USR5378,CRY6,50.33,2023-06-18 18:15:18.423979
CryTrans1900062,Crypto Withdrawl,USR1015,CRY8,59.61,2023-08-19 06:58:57.238983
CryTrans1900063,Crypto Withdrawl,USR4696,CRY1,80.05,2024-01-28 10:24:20.528881
CryTrans1900064,Crypto Deposit,USR2430,CRY2,52.3,2023-06-21 07:25:11.268383
CryTrans1900065,Crypto Deposit,USR5626,CRY10,60.64,2024-01-27 12:26:58.151426
CryTrans1900066,Crypto Deposit,USR6941,CRY9,38.99,2023-03-30 20:16:50.591460
CryTrans1900067,Crypto Deposit,USR2918,CRY7,69.41,2023-06-03 20:17:12.701731
CryTrans1900068,Crypto Deposit,USR304,CRY8,52.45,2023-04-11 07:46:13.092178
