OrderID,TransType,UserID,CryptocurrencyID,CryptoAmount,Timestamp
CryTrans220001,Crypto Withdrawl,USR1138,CRY10,88.63,2023-07-09 04:20:49.032624
CryTrans220002,Crypto Withdrawl,USR9597,CRY5,10.14,2023-10-05 12:13:52.642620
CryTrans220003,Crypto Withdrawl,USR4903,CRY5,64.76,2024-01-24 01:52:05.669728
CryTrans220004,Crypto Withdrawl,USR661,CRY4,79.98,2023-07-02 11:09:18.474994
CryTrans220005,Crypto Deposit,USR7821,CRY7,30.47,2023-12-31 21:50:01.284301
CryTrans220006,Crypto Withdrawl,USR6803,CRY10,9.87,2023-09-24 09:20:22.535504
CryTrans220007,Crypto Deposit,USR2733,CRY3,10.97,2023-05-02 20:30:13.730693
CryTrans220008,Crypto Deposit,USR9515,CRY3,31.44,2023-07-24 18:02:26.876138
CryTrans220009,Crypto Deposit,USR745,CRY7,9.04,2023-08-06 15:00:13.750773
CryTrans220010,Crypto Deposit,USR5689,CRY10,58.04,2023-09-25 18:47:39.454463
CryTrans220011,Crypto Deposit,USR2332,CRY9,79.85,2023-09-22 01:51:01.424337
CryTrans220012,Crypto Withdrawl,USR9942,CRY6,95.1,2023-04-14 08:28:17.518070
CryTrans220013,Crypto Deposit,USR3429,CRY3,34.41,2023-05-15 11:15:30.602161
CryTrans220014,Crypto Withdrawl,USR3222,CRY9,49.09,2024-02-05 05:15:03.071475
CryTrans220015,Crypto Deposit,USR6922,CRY2,36.6,2023-03-02 23:56:36.539036
CryTrans220016,Crypto Withdrawl,USR1473,CRY3,24.05,2023-05-05 20:46:05.592906
CryTrans220017,Crypto Deposit,USR1412,CRY2,42.12,2023-04-30 14:17:16.902830
CryTrans220018,Crypto Withdrawl,USR2848,CRY4,77.99,2023-06-11 20:52:59.115008
CryTrans220019,Crypto Withdrawl,USR380,CRY6,47.71,2023-02-19 13:32:42.180589
CryTrans220020,Crypto Withdrawl,USR5172,CRY7,62.73,2023-04-07 18:31:19.935525
CryTrans220021,Crypto Deposit,USR7396,CRY4,8.64,2023-09-26 04:32:59.747387
CryTrans220022,Crypto Withdrawl,USR2970,CRY4,63.57,2023-09-18 14:13:40.319122
CryTrans220023,Crypto Withdrawl,USR6694,CRY2,33.21,2023-11-13 13:45:07.704374
CryTrans220024,Crypto Withdrawl,USR3321,CRY6,55.16,2023-05-13 12:26:00.033144
CryTrans220025,Crypto Deposit,USR893,CRY10,80.99,2023-04-10 22:29:48.419254
CryTrans220026,Crypto Deposit,USR7504,CRY6,18.02,2023-12-25 16:17:13.681656
CryTrans220027,Crypto Withdrawl,USR5495,CRY7,51.3,2023-04-25 14:04:53.687558
CryTrans220028,Crypto Deposit,USR7830,CRY10,40.1,2024-01-26 13:09:36.176565
CryTrans220029,Crypto Deposit,USR5714,CRY1,69.05,2023-11-12 11:53:00.143300
CryTrans220030,Crypto Deposit,USR419,CRY3,41.81,2023-08-20 15:19:11.346208
CryTrans220031,Crypto Deposit,USR7357,CRY4,39.89,2023-12-14 03:26:24.642989
CryTrans220032,Crypto Deposit,USR5963,CRY9,7.48,2023-08-20 23:33:19.270606
CryTrans220033,Crypto Deposit,USR1370,CRY3,26.09,2023-05-12 19:50:01.038151
CryTrans220034,Crypto Withdrawl,USR9632,CRY6,59.97,2024-01-09 01:54:31.514246
CryTrans220035,Crypto Withdrawl,USR9866,CRY2,90.08,2023-07-28 14:54:36.578365
CryTrans220036,Crypto Withdrawl,USR8190,CRY3,63.77,2023-09-07 16:19:16.969683
CryTrans220037,Crypto Deposit,USR3338,CRY5,78.97,2023-10-22 04:46:59.298728
CryTrans220038,Crypto Deposit,USR2072,CRY9,22.94,2023-06-10 23:07:10.612577
CryTrans220039,Crypto Withdrawl,USR9223,CRY1,47.45,2023-02-25 13:25:49.558166
CryTrans220040,Crypto Deposit,USR9543,CRY6,84.56,2023-08-06 20:11:25.681905
CryTrans220041,Crypto Withdrawl,USR3992,CRY2,31.14,2023-04-13 23:52:38.211480
CryTrans220042,Crypto Deposit,USR8519,CRY3,69.75,2023-07-15 08:08:24.047848
CryTrans220043,Crypto Withdrawl,USR7666,CRY1,11.08,2023-09-20 16:32:06.034038
CryTrans220044,Crypto Withdrawl,USR3209,CRY7,14.55,2023-08-20 14:44:54.952787
CryTrans220045,Crypto Deposit,USR3229,CRY2,12.29,2023-11-19 07:24:46.972885
CryTrans220046,Crypto Deposit,USR9532,CRY5,71.31,2023-02-14 17:34:36.924757
CryTrans220047,Crypto Withdrawl,USR5834,CRY3,88.07,2023-12-21 03:29:44.238677
CryTrans220048,Crypto Withdrawl,USR8604,CRY1,61.36,2023-07-24 03:27:57.465710
CryTrans220049,Crypto Deposit,USR9184,CRY2,8.79,2023-09-13 21:45:34.841019
CryTrans220050,Crypto Withdrawl,USR4682,CRY2,3.38,2023-07-04 16:02:32.749669
CryTrans220051,Crypto Deposit,USR4132,CRY8,66.36,2023-09-08 00:17:21.555407
CryTrans220052,Crypto Withdrawl,USR8307,CRY3,7.58,2023-05-25 20:18:04.541752
CryTrans220053,Crypto Withdrawl,USR4204,CRY1,3.22,2023-06-09 18:21:37.196403
CryTrans220054,Crypto Deposit,USR7686,CRY7,81.16,2023-04-22 04:59:41.030113
CryTrans220055,Crypto Withdrawl,USR8691,CRY9,89.64,2023-06-23 18:52:39.575361
CryTrans220056,Crypto Deposit,USR8430,CRY7,17.0,2024-01-28 01:36:56.245633
CryTrans220057,Crypto Withdrawl,USR3146,CRY5,54.62,2023-04-26 03:57:33.430731
CryTrans220058,Crypto Withdrawl,USR1748,CRY1,62.88,2023-11-04 02:10:31.614850
CryTrans220059,Crypto Deposit,USR199,CRY10,82.65,2024-02-10 07:41:43.674984
CryTrans220060,Crypto Withdrawl,USR4172,CRY3,12.62,2023-04-03 20:57:29.016787
CryTrans220061,Crypto Withdrawl,USR2862,CRY5,4.19,2023-09-25 14:59:48.266491
CryTrans220062,Crypto Deposit,USR5250,CRY3,16.4,2023-09-03 12:44:13.761332
CryTrans220063,Crypto Withdrawl,USR7166,CRY5,80.09,2024-01-26 00:54:09.013922
CryTrans220064,Crypto Deposit,USR5669,CRY2,42.93,2023-10-02 10:20:31.440313
CryTrans220065,Crypto Withdrawl,USR8341,CRY10,60.1,2023-10-16 21:32:33.742285
CryTrans220066,Crypto Deposit,USR5475,CRY2,96.62,2023-11-12 17:01:38.756594
CryTrans220067,Crypto Withdrawl,USR4465,CRY3,66.34,2023-09-07 22:33:52.528497
CryTrans220068,Crypto Deposit,USR1021,CRY7,78.77,2024-02-01 09:44:23.089136
CryTrans220069,Crypto Deposit,USR2657,CRY2,74.76,2023-07-18 23:23:58.311011
CryTrans220070,Crypto Deposit,USR3253,CRY10,85.06,2023-03-05 14:50:26.045009
CryTrans220071,Crypto Deposit,USR2358,CRY5,92.38,2023-07-06 08:56:30.207978
CryTrans220072,Crypto Withdrawl,USR1632,CRY7,4.96,2023-11-12 12:38:53.444677
