OrderID,TransType,UserID,CryptocurrencyID,CryptoAmount,Timestamp
CryTrans1340001,Crypto Withdrawl,USR6659,CRY7,73.67,2023-07-25 12:59:12.478825
CryTrans1340002,Crypto Deposit,USR4084,CRY6,17.21,2023-02-18 11:57:01.193701
CryTrans1340003,Crypto Deposit,USR3109,CRY1,52.86,2023-11-27 17:30:30.663144
CryTrans1340004,Crypto Withdrawl,USR6533,CRY2,33.35,2023-11-16 03:09:12.391515
CryTrans1340005,Crypto Withdrawl,USR3892,CRY4,77.85,2023-05-17 16:46:51.004465
CryTrans1340006,Crypto Withdrawl,USR1416,CRY7,80.0,2023-11-22 20:41:23.347886
CryTrans1340007,Crypto Deposit,USR2142,CRY3,69.77,2023-11-12 07:41:11.083634
CryTrans1340008,Crypto Withdrawl,USR1351,CRY7,68.92,2023-04-18 21:26:17.082862
CryTrans1340009,Crypto Withdrawl,USR6516,CRY1,92.88,2023-04-23 23:53:51.003237
CryTrans1340010,Crypto Withdrawl,USR7674,CRY5,79.06,2023-08-27 09:02:15.806071
CryTrans1340011,Crypto Withdrawl,USR5293,CRY10,80.14,2023-07-20 17:56:30.924833
CryTrans1340012,Crypto Withdrawl,USR8259,CRY5,66.23,2023-03-13 14:57:50.112484
CryTrans1340013,Crypto Deposit,USR9418,CRY5,2.0,2023-09-02 03:40:08.059779
CryTrans1340014,Crypto Withdrawl,USR6398,CRY8,12.67,2023-12-18 07:39:59.667286
CryTrans1340015,Crypto Deposit,USR7325,CRY7,87.66,2023-02-19 17:15:45.260761
CryTrans1340016,Crypto Deposit,USR8704,CRY1,28.04,2023-12-30 03:59:41.930640
CryTrans1340017,Crypto Deposit,USR6313,CRY1,70.53,2023-04-07 00:15:23.218049
CryTrans1340018,Crypto Withdrawl,USR2388,CRY3,31.76,2023-11-14 18:46:13.633948
CryTrans1340019,Crypto Withdrawl,USR4167,CRY2,27.57,2023-06-26 07:46:57.765174
CryTrans1340020,Crypto Withdrawl,USR296,CRY3,5.01,2023-08-13 15:32:16.300977
CryTrans1340021,Crypto Withdrawl,USR9065,CRY1,51.88,2023-02-10 19:29:39.725055
CryTrans1340022,Crypto Withdrawl,USR6678,CRY6,39.81,2023-03-29 18:32:30.265370
CryTrans1340023,Crypto Deposit,USR1906,CRY1,76.23,2023-07-27 15:04:29.324793
CryTrans1340024,Crypto Deposit,USR6233,CRY7,81.6,2023-10-06 04:59:35.798321
CryTrans1340025,Crypto Deposit,USR773,CRY5,25.36,2023-04-29 19:41:36.998597
CryTrans1340026,Crypto Withdrawl,USR8582,CRY3,59.35,2023-09-19 12:24:30.281627
CryTrans1340027,Crypto Deposit,USR8787,CRY5,33.85,2023-06-04 13:54:48.301277
CryTrans1340028,Crypto Withdrawl,USR8852,CRY10,1.27,2023-05-08 12:54:54.379510
CryTrans1340029,Crypto Deposit,USR5118,CRY3,15.01,2023-08-17 01:23:56.755485
CryTrans1340030,Crypto Withdrawl,USR8422,CRY2,96.49,2023-03-19 16:58:11.132651
CryTrans1340031,Crypto Withdrawl,USR5626,CRY1,15.92,2023-12-07 05:14:16.415588
CryTrans1340032,Crypto Withdrawl,USR5414,CRY6,6.32,2023-06-07 00:35:37.780996
CryTrans1340033,Crypto Withdrawl,USR8115,CRY3,52.71,2023-03-29 16:59:46.704170
CryTrans1340034,Crypto Deposit,USR4493,CRY7,32.32,2024-01-20 22:51:08.046851
CryTrans1340035,Crypto Withdrawl,USR5984,CRY6,74.39,2023-04-18 18:55:04.763523
CryTrans1340036,Crypto Withdrawl,USR8864,CRY2,12.09,2023-07-28 09:18:47.608420
CryTrans1340037,Crypto Deposit,USR7360,CRY2,73.35,2023-10-24 20:54:26.100078
CryTrans1340038,Crypto Withdrawl,USR4770,CRY9,38.6,2024-01-17 17:38:55.519794
CryTrans1340039,Crypto Deposit,USR3725,CRY3,26.65,2023-10-13 20:59:48.560467
CryTrans1340040,Crypto Withdrawl,USR9418,CRY3,59.08,2023-12-01 07:28:57.498131
CryTrans1340041,Crypto Deposit,USR8063,CRY6,47.2,2023-12-30 03:23:47.171011
CryTrans1340042,Crypto Withdrawl,USR9632,CRY4,64.68,2023-11-16 00:45:40.773686
CryTrans1340043,Crypto Withdrawl,USR5281,CRY7,68.61,2023-10-16 20:16:13.451260
CryTrans1340044,Crypto Deposit,USR4993,CRY8,30.22,2023-12-14 17:51:04.760134
CryTrans1340045,Crypto Withdrawl,USR7089,CRY1,92.57,2023-04-05 20:38:05.131340
CryTrans1340046,Crypto Withdrawl,USR8207,CRY8,70.89,2023-02-15 19:33:47.243681
CryTrans1340047,Crypto Deposit,USR3017,CRY8,9.44,2023-03-01 01:29:53.075437
CryTrans1340048,Crypto Withdrawl,USR1068,CRY6,46.14,2023-07-28 00:25:39.586989
CryTrans1340049,Crypto Deposit,USR8332,CRY10,95.4,2023-04-01 11:39:34.879905
CryTrans1340050,Crypto Deposit,USR8970,CRY6,94.84,2023-09-30 19:06:51.360101
CryTrans1340051,Crypto Withdrawl,USR1929,CRY10,49.7,2024-02-07 18:24:46.549297
CryTrans1340052,Crypto Deposit,USR4080,CRY9,11.73,2023-12-03 18:03:40.057669
CryTrans1340053,Crypto Withdrawl,USR3939,CRY7,20.18,2024-02-05 22:45:34.051106
CryTrans1340054,Crypto Withdrawl,USR5037,CRY7,96.46,2023-09-03 00:31:51.675112
CryTrans1340055,Crypto Deposit,USR6696,CRY6,56.35,2023-05-05 00:20:58.895245
CryTrans1340056,Crypto Withdrawl,USR7989,CRY5,34.53,2024-01-20 18:56:57.028426
CryTrans1340057,Crypto Deposit,USR6857,CRY5,75.64,2023-08-27 21:51:16.192036
CryTrans1340058,Crypto Deposit,USR291,CRY8,40.21,2024-01-05 19:28:01.656181
CryTrans1340059,Crypto Withdrawl,USR8761,CRY8,39.9,2023-06-22 22:50:40.087296
