OrderID,TransType,UserID,CryptocurrencyID,CryptoAmount,Timestamp
CryTrans280001,Crypto Withdrawl,USR8602,CRY8,97.08,2023-05-19 04:56:02.791752
CryTrans280002,Crypto Withdrawl,USR5758,CRY10,6.55,2023-09-04 02:36:28.833565
CryTrans280003,Crypto Withdrawl,USR5701,CRY6,73.3,2023-04-25 16:03:52.974780
CryTrans280004,Crypto Withdrawl,USR4603,CRY3,51.74,2024-01-18 05:49:04.456397
CryTrans280005,Crypto Withdrawl,USR2100,CRY8,17.27,2023-05-10 20:10:59.834226
CryTrans280006,Crypto Withdrawl,USR7599,CRY9,17.8,2023-04-25 12:52:44.069907
CryTrans280007,Crypto Deposit,USR1416,CRY5,61.24,2023-12-19 16:38:50.072265
CryTrans280008,Crypto Withdrawl,USR7642,CRY10,77.35,2023-09-03 21:44:02.000424
CryTrans280009,Crypto Deposit,USR8799,CRY2,8.25,2024-01-19 04:21:51.959776
CryTrans280010,Crypto Withdrawl,USR2836,CRY1,73.68,2023-07-11 11:57:01.585859
CryTrans280011,Crypto Deposit,USR4378,CRY8,73.05,2023-04-03 04:54:23.340570
CryTrans280012,Crypto Withdrawl,USR6722,CRY10,79.28,2023-09-14 08:19:39.716063
CryTrans280013,Crypto Deposit,USR4756,CRY6,27.41,2023-09-01 19:52:43.210833
CryTrans280014,Crypto Withdrawl,USR8793,CRY3,21.25,2023-07-21 15:50:48.664541
CryTrans280015,Crypto Withdrawl,USR398,CRY4,89.26,2023-04-01 20:53:53.189807
CryTrans280016,Crypto Withdrawl,USR8382,CRY9,92.37,2023-02-24 20:29:07.989841
CryTrans280017,Crypto Withdrawl,USR3795,CRY2,86.43,2023-04-26 14:14:42.462997
CryTrans280018,Crypto Deposit,USR7195,CRY8,75.38,2023-06-24 20:19:48.088642
CryTrans280019,Crypto Deposit,USR6658,CRY7,32.72,2023-11-11 12:12:52.167687
CryTrans280020,Crypto Deposit,USR2774,CRY8,19.39,2023-10-09 17:01:29.474863
CryTrans280021,Crypto Withdrawl,USR9713,CRY1,0.7,2023-08-12 05:01:53.619126
CryTrans280022,Crypto Withdrawl,USR6984,CRY9,87.68,2023-04-02 22:19:14.508215
CryTrans280023,Crypto Deposit,USR5407,CRY10,0.21,2024-02-03 04:55:23.233661
CryTrans280024,Crypto Deposit,USR1937,CRY8,93.29,2023-07-21 13:16:05.518108
CryTrans280025,Crypto Withdrawl,USR1865,CRY8,92.05,2023-12-16 17:04:47.823414
CryTrans280026,Crypto Deposit,USR7832,CRY8,11.44,2023-08-30 06:33:46.721294
CryTrans280027,Crypto Deposit,USR4031,CRY5,86.61,2023-08-28 16:02:24.980143
CryTrans280028,Crypto Deposit,USR4173,CRY6,24.03,2023-02-13 17:59:50.810646
CryTrans280029,Crypto Deposit,USR3303,CRY1,36.14,2023-02-22 14:00:30.509647
CryTrans280030,Crypto Withdrawl,USR2857,CRY3,31.89,2023-04-26 21:26:55.002386
CryTrans280031,Crypto Withdrawl,USR8112,CRY5,45.78,2023-02-19 22:26:09.545758
CryTrans280032,Crypto Deposit,USR7195,CRY2,7.28,2023-10-15 11:19:19.525393
CryTrans280033,Crypto Deposit,USR1133,CRY1,94.27,2023-03-21 01:47:54.100780
CryTrans280034,Crypto Withdrawl,USR5962,CRY10,68.53,2023-02-23 08:06:04.306047
CryTrans280035,Crypto Withdrawl,USR7266,CRY5,87.42,2023-06-11 09:15:33.929102
CryTrans280036,Crypto Deposit,USR2864,CRY4,45.59,2023-10-22 23:50:54.922824
CryTrans280037,Crypto Deposit,USR4069,CRY1,97.09,2023-11-11 03:38:15.355630
CryTrans280038,Crypto Withdrawl,USR1232,CRY9,96.55,2023-09-09 18:47:56.130821
CryTrans280039,Crypto Withdrawl,USR6841,CRY1,94.46,2023-07-06 00:47:49.265584
CryTrans280040,Crypto Withdrawl,USR142,CRY2,35.49,2023-06-14 07:59:33.266854
CryTrans280041,Crypto Deposit,USR3690,CRY9,17.22,2023-08-04 00:49:07.012387
CryTrans280042,Crypto Withdrawl,USR7537,CRY9,7.32,2023-08-09 01:14:09.456094
CryTrans280043,Crypto Deposit,USR4605,CRY2,51.57,2024-01-06 02:35:06.030914
CryTrans280044,Crypto Withdrawl,USR6867,CRY10,32.75,2023-03-24 03:54:31.040922
CryTrans280045,Crypto Withdrawl,USR3289,CRY6,66.92,2023-10-15 17:44:07.809209
