OrderID,TransType,UserID,CryptocurrencyID,CryptoAmount,Timestamp
CryTrans1,Crypto Deposit,USR6476,CRY6,37.66,2023-07-01 18:08:29.472061
CryTrans2,Crypto Withdrawl,USR8981,CRY5,58.48,2023-08-17 18:02:26.080862
CryTrans3,Crypto Withdrawl,USR2938,CRY5,92.12,2023-12-10 11:31:30.749368
CryTrans4,Crypto Deposit,USR618,CRY5,12.12,2023-06-09 14:25:45.392682
CryTrans5,Crypto Deposit,USR8291,CRY10,42.26,2023-11-12 02:29:18.206980
CryTrans6,Crypto Deposit,USR8385,CRY5,44.0,2023-05-11 10:44:05.718768
CryTrans7,Crypto Deposit,USR5980,CRY4,82.54,2023-03-08 17:15:26.510528
CryTrans8,Crypto Deposit,USR6422,CRY3,93.72,2023-04-19 11:37:09.405358
CryTrans9,Crypto Deposit,USR9978,CRY9,17.27,2024-01-29 10:57:09.197505
CryTrans10,Crypto Withdrawl,USR2258,CRY2,37.04,2024-01-30 00:25:13.548240
CryTrans11,Crypto Withdrawl,USR4619,CRY3,77.6,2023-08-25 17:30:56.492161
CryTrans12,Crypto Withdrawl,USR7179,CRY1,41.31,2023-11-09 00:17:08.713490
CryTrans13,Crypto Deposit,USR6985,CRY6,89.81,2023-11-30 12:31:37.598536
CryTrans14,Crypto Deposit,USR4809,CRY7,11.4,2024-02-05 16:59:58.250684
CryTrans15,Crypto Withdrawl,USR371,CRY1,91.07,2023-06-14 23:11:41.605369
CryTrans16,Crypto Withdrawl,USR8944,CRY4,20.79,2023-03-18 16:22:07.095626
CryTrans17,Crypto Deposit,USR8475,CRY4,13.83,2023-08-11 11:01:50.724092
CryTrans18,Crypto Withdrawl,USR8998,CRY10,76.22,2024-01-15 08:58:02.351044
CryTrans19,Crypto Deposit,USR8506,CRY2,33.22,2023-02-15 01:44:20.082943
CryTrans20,Crypto Withdrawl,USR7334,CRY6,34.01,2023-09-24 19:26:43.527226
CryTrans21,Crypto Withdrawl,USR8868,CRY6,59.69,2023-04-10 21:38:07.978054
CryTrans22,Crypto Withdrawl,USR3799,CRY4,18.36,2023-07-22 23:43:05.839369
CryTrans23,Crypto Deposit,USR9304,CRY7,80.74,2023-03-01 17:06:59.580290
CryTrans24,Crypto Withdrawl,USR1890,CRY4,26.1,2024-02-10 06:50:47.185692
CryTrans25,Crypto Deposit,USR7780,CRY10,46.16,2023-02-12 09:17:57.185655
CryTrans26,Crypto Deposit,USR2871,CRY2,28.95,2023-05-29 01:54:34.592544
CryTrans27,Crypto Withdrawl,USR523,CRY4,38.71,2024-01-04 19:48:27.243421
CryTrans28,Crypto Withdrawl,USR5305,CRY2,39.0,2024-02-05 01:44:21.162448
CryTrans29,Crypto Deposit,USR8852,CRY3,50.47,2023-08-08 17:34:14.593481
CryTrans30,Crypto Deposit,USR8355,CRY8,34.2,2023-09-26 21:15:36.665592
CryTrans31,Crypto Deposit,USR216,CRY7,11.85,2023-09-17 04:17:16.833360
CryTrans32,Crypto Deposit,USR7013,CRY2,88.61,2023-12-03 17:54:00.531639
CryTrans33,Crypto Deposit,USR7281,CRY5,57.99,2023-09-19 17:20:55.603524
CryTrans34,Crypto Withdrawl,USR7925,CRY3,38.32,2023-09-04 16:36:54.172413
CryTrans35,Crypto Deposit,USR4828,CRY9,0.62,2023-03-27 19:01:45.733245
CryTrans36,Crypto Deposit,USR2720,CRY9,16.2,2023-04-08 01:20:08.038665
CryTrans37,Crypto Withdrawl,USR630,CRY9,74.85,2024-02-01 21:05:16.548320
CryTrans38,Crypto Withdrawl,USR7116,CRY2,90.89,2023-07-29 01:21:56.440212
CryTrans39,Crypto Deposit,USR1197,CRY7,26.96,2023-12-17 14:04:37.102976
CryTrans40,Crypto Deposit,USR8378,CRY1,62.21,2023-11-03 04:45:31.828067
CryTrans41,Crypto Withdrawl,USR1004,CRY9,82.36,2023-09-12 10:05:08.496487
CryTrans42,Crypto Withdrawl,USR8279,CRY3,19.91,2024-01-08 04:30:03.929118
CryTrans43,Crypto Withdrawl,USR3892,CRY1,13.28,2024-02-05 21:15:24.534605
CryTrans44,Crypto Deposit,USR9106,CRY7,31.48,2023-10-31 23:09:05.957355
CryTrans45,Crypto Deposit,USR4911,CRY10,4.63,2023-03-19 12:38:04.058887
CryTrans46,Crypto Withdrawl,USR5396,CRY10,19.24,2023-07-20 15:00:55.953030
CryTrans47,Crypto Withdrawl,USR8011,CRY7,12.83,2023-06-15 14:12:58.523348
CryTrans48,Crypto Withdrawl,USR1880,CRY6,30.19,2023-10-15 19:04:21.478418
CryTrans49,Crypto Withdrawl,USR5454,CRY2,84.62,2023-08-29 16:37:22.080732
CryTrans50,Crypto Withdrawl,USR5949,CRY7,22.65,2023-05-17 11:00:02.349034
CryTrans51,Crypto Withdrawl,USR8238,CRY10,11.95,2024-01-26 01:24:03.662155
CryTrans52,Crypto Deposit,USR6423,CRY7,94.8,2023-10-16 04:17:48.679982
CryTrans53,Crypto Withdrawl,USR9175,CRY10,51.16,2023-07-28 15:44:49.349097
CryTrans54,Crypto Deposit,USR1935,CRY6,13.65,2023-08-19 11:54:00.475009
CryTrans55,Crypto Withdrawl,USR5246,CRY1,2.26,2023-04-06 00:25:01.111069
CryTrans56,Crypto Deposit,USR6331,CRY4,95.36,2024-01-31 20:34:47.991602
CryTrans57,Crypto Withdrawl,USR8253,CRY1,18.62,2023-02-16 02:37:48.717948
