OrderID,TransType,UserID,CryptocurrencyID,CryptoAmount,Timestamp
CryTrans720001,Crypto Withdrawl,USR5462,CRY2,68.25,2023-09-07 04:36:29.914860
CryTrans720002,Crypto Deposit,USR5847,CRY1,14.26,2023-12-17 04:34:45.439231
CryTrans720003,Crypto Deposit,USR1763,CRY5,94.11,2023-08-19 02:10:08.483996
CryTrans720004,Crypto Deposit,USR8443,CRY3,71.89,2023-08-12 05:57:51.657080
CryTrans720005,Crypto Withdrawl,USR3758,CRY5,41.36,2023-02-15 10:47:34.117083
CryTrans720006,Crypto Withdrawl,USR8623,CRY7,59.77,2023-03-14 01:57:01.837948
CryTrans720007,Crypto Withdrawl,USR1790,CRY2,20.05,2023-09-22 00:48:21.361054
CryTrans720008,Crypto Withdrawl,USR9683,CRY3,2.64,2023-06-15 21:57:25.174970
CryTrans720009,Crypto Withdrawl,USR6403,CRY2,66.71,2023-06-25 05:26:12.835157
CryTrans720010,Crypto Withdrawl,USR5271,CRY8,72.35,2023-10-17 04:42:57.221704
CryTrans720011,Crypto Deposit,USR3519,CRY2,12.5,2023-07-20 06:24:55.029284
CryTrans720012,Crypto Withdrawl,USR4796,CRY3,45.07,2023-06-16 18:09:27.657966
CryTrans720013,Crypto Withdrawl,USR6306,CRY10,30.75,2023-08-25 13:03:11.523643
CryTrans720014,Crypto Withdrawl,USR5808,CRY10,42.24,2023-08-15 16:04:10.201463
CryTrans720015,Crypto Deposit,USR2323,CRY9,61.11,2023-03-25 01:08:30.651428
CryTrans720016,Crypto Withdrawl,USR1035,CRY9,80.38,2023-05-09 14:24:16.782129
CryTrans720017,Crypto Withdrawl,USR7116,CRY6,74.29,2023-06-13 23:28:02.836017
CryTrans720018,Crypto Deposit,USR8379,CRY7,13.23,2023-05-08 11:35:03.001445
CryTrans720019,Crypto Deposit,USR7195,CRY8,42.87,2023-11-27 17:33:55.655392
CryTrans720020,Crypto Withdrawl,USR2215,CRY9,6.02,2023-09-24 04:19:42.288496
CryTrans720021,Crypto Withdrawl,USR205,CRY9,29.9,2024-01-09 06:16:58.620188
CryTrans720022,Crypto Deposit,USR7147,CRY9,31.72,2023-05-14 11:31:14.891472
CryTrans720023,Crypto Withdrawl,USR9880,CRY7,54.78,2023-08-13 10:30:03.325673
CryTrans720024,Crypto Withdrawl,USR9378,CRY3,13.24,2023-11-21 07:08:03.525981
CryTrans720025,Crypto Withdrawl,USR4814,CRY5,68.62,2023-06-10 20:08:06.697322
CryTrans720026,Crypto Withdrawl,USR660,CRY4,81.74,2023-08-08 04:55:54.483334
CryTrans720027,Crypto Deposit,USR5705,CRY8,12.53,2023-09-04 15:39:54.764740
CryTrans720028,Crypto Withdrawl,USR4017,CRY1,94.68,2023-12-14 13:17:30.452363
CryTrans720029,Crypto Deposit,USR6238,CRY1,37.41,2023-07-01 02:03:08.637760
CryTrans720030,Crypto Deposit,USR2515,CRY6,52.73,2023-09-10 15:16:04.809054
CryTrans720031,Crypto Deposit,USR764,CRY10,30.58,2023-04-27 00:20:10.317514
CryTrans720032,Crypto Deposit,USR5107,CRY1,94.89,2023-02-27 02:52:58.818821
CryTrans720033,Crypto Withdrawl,USR6874,CRY7,28.72,2023-07-10 11:20:34.397345
CryTrans720034,Crypto Deposit,USR5692,CRY6,66.08,2023-09-30 01:32:20.967627
CryTrans720035,Crypto Deposit,USR9465,CRY1,9.78,2023-02-17 12:20:15.178616
CryTrans720036,Crypto Withdrawl,USR4587,CRY8,24.7,2023-12-16 08:30:17.764115
CryTrans720037,Crypto Withdrawl,USR9252,CRY9,78.08,2023-03-21 12:58:20.436187
CryTrans720038,Crypto Deposit,USR5118,CRY5,99.49,2023-04-27 09:47:22.961764
CryTrans720039,Crypto Withdrawl,USR5670,CRY1,39.2,2023-03-10 05:41:23.623917
CryTrans720040,Crypto Deposit,USR1117,CRY9,96.63,2023-02-15 01:59:27.261064
