OrderID,TransType,UserID,CryptocurrencyID,CryptoAmount,Timestamp
CryTrans1420001,Crypto Withdrawl,USR3182,CRY10,48.97,2023-10-19 10:47:16.357134
CryTrans1420002,Crypto Deposit,USR4642,CRY3,44.14,2023-07-09 09:21:15.443201
CryTrans1420003,Crypto Withdrawl,USR4934,CRY5,66.55,2024-01-27 18:43:59.659404
CryTrans1420004,Crypto Deposit,USR3780,CRY5,87.05,2023-06-14 03:31:38.148428
CryTrans1420005,Crypto Withdrawl,USR8962,CRY9,40.58,2023-07-15 20:59:03.662347
CryTrans1420006,Crypto Deposit,USR8611,CRY10,96.99,2023-08-12 09:53:49.895767
CryTrans1420007,Crypto Deposit,USR6083,CRY5,6.5,2023-04-10 07:20:23.898015
CryTrans1420008,Crypto Withdrawl,USR2351,CRY3,60.9,2023-10-29 07:54:59.471786
CryTrans1420009,Crypto Deposit,USR111,CRY10,63.79,2023-07-18 16:45:17.114991
CryTrans1420010,Crypto Withdrawl,USR4559,CRY9,55.62,2023-07-02 16:55:10.307177
CryTrans1420011,Crypto Withdrawl,USR2018,CRY4,61.66,2023-04-08 20:50:02.925347
CryTrans1420012,Crypto Withdrawl,USR9952,CRY1,4.99,2023-10-09 03:09:46.032616
CryTrans1420013,Crypto Deposit,USR4338,CRY1,96.81,2024-02-02 19:48:25.668933
CryTrans1420014,Crypto Withdrawl,USR1638,CRY5,32.21,2023-04-16 13:16:51.692189
CryTrans1420015,Crypto Withdrawl,USR6848,CRY1,26.64,2023-10-08 18:23:19.871951
CryTrans1420016,Crypto Withdrawl,USR7923,CRY5,42.74,2023-04-09 07:11:19.470709
CryTrans1420017,Crypto Deposit,USR5559,CRY6,0.12,2023-11-03 20:44:55.887758
CryTrans1420018,Crypto Withdrawl,USR1810,CRY2,52.07,2023-05-13 04:55:37.929507
CryTrans1420019,Crypto Withdrawl,USR9787,CRY5,96.16,2023-07-21 03:15:29.668188
CryTrans1420020,Crypto Withdrawl,USR6966,CRY10,21.96,2023-10-12 10:43:42.609073
CryTrans1420021,Crypto Deposit,USR709,CRY1,38.11,2023-06-22 10:35:02.124387
CryTrans1420022,Crypto Withdrawl,USR6155,CRY5,55.05,2023-09-13 17:22:01.306663
CryTrans1420023,Crypto Deposit,USR16,CRY6,66.98,2024-01-06 20:44:35.226458
CryTrans1420024,Crypto Withdrawl,USR2781,CRY1,61.66,2023-03-19 11:36:41.332727
CryTrans1420025,Crypto Deposit,USR8111,CRY9,60.85,2023-04-02 12:18:50.079073
CryTrans1420026,Crypto Deposit,USR387,CRY8,91.58,2023-04-15 15:46:51.568909
