OrderID,TransType,UserID,CryptocurrencyID,CryptoAmount,Timestamp
CryTrans1280001,Crypto Withdrawl,USR7540,CRY4,54.68,2023-03-05 05:03:51.236476
CryTrans1280002,Crypto Deposit,USR6643,CRY10,17.61,2023-04-26 20:05:43.788095
CryTrans1280003,Crypto Deposit,USR1817,CRY3,76.2,2023-11-30 17:21:56.616186
CryTrans1280004,Crypto Deposit,USR4755,CRY3,68.15,2023-08-05 19:38:29.943346
CryTrans1280005,Crypto Deposit,USR9934,CRY5,47.18,2023-08-05 17:14:44.838609
CryTrans1280006,Crypto Deposit,USR2018,CRY2,22.26,2023-06-10 21:45:57.784418
CryTrans1280007,Crypto Deposit,USR6087,CRY6,69.31,2023-08-10 00:22:19.462751
CryTrans1280008,Crypto Withdrawl,USR4655,CRY9,14.63,2023-02-24 02:22:14.378517
CryTrans1280009,Crypto Deposit,USR6150,CRY6,21.55,2023-07-08 09:02:33.387377
CryTrans1280010,Crypto Withdrawl,USR921,CRY7,89.52,2023-04-12 10:00:58.016500
CryTrans1280011,Crypto Withdrawl,USR6603,CRY5,63.96,2024-01-31 20:02:26.020679
CryTrans1280012,Crypto Withdrawl,USR9881,CRY10,39.01,2024-01-17 13:16:15.847583
CryTrans1280013,Crypto Withdrawl,USR7400,CRY1,96.54,2023-09-23 12:01:31.293112
CryTrans1280014,Crypto Deposit,USR6336,CRY10,11.88,2023-04-16 17:25:49.813249
CryTrans1280015,Crypto Deposit,USR5685,CRY3,34.95,2024-01-07 19:18:37.324073
CryTrans1280016,Crypto Deposit,USR2017,CRY5,20.64,2023-12-17 10:21:34.619437
CryTrans1280017,Crypto Deposit,USR6866,CRY10,35.99,2023-08-03 01:20:26.188306
CryTrans1280018,Crypto Deposit,USR3315,CRY7,95.52,2023-12-01 00:39:25.141295
CryTrans1280019,Crypto Withdrawl,USR8943,CRY5,63.53,2023-11-24 06:18:39.449492
CryTrans1280020,Crypto Deposit,USR9946,CRY8,22.66,2023-07-17 00:25:57.348821
CryTrans1280021,Crypto Deposit,USR1142,CRY4,38.24,2023-03-07 06:11:47.119181
CryTrans1280022,Crypto Deposit,USR3013,CRY9,7.52,2023-12-23 17:03:09.179643
CryTrans1280023,Crypto Withdrawl,USR1936,CRY3,37.12,2023-04-23 10:26:03.794101
CryTrans1280024,Crypto Withdrawl,USR3957,CRY5,67.18,2023-12-01 22:12:19.795863
CryTrans1280025,Crypto Deposit,USR4816,CRY6,13.74,2024-02-01 21:44:40.795115
CryTrans1280026,Crypto Withdrawl,USR9825,CRY8,39.15,2023-11-06 05:58:21.190707
CryTrans1280027,Crypto Withdrawl,USR1089,CRY6,12.68,2023-06-17 05:10:10.113022
CryTrans1280028,Crypto Withdrawl,USR4386,CRY10,15.19,2023-06-28 22:14:48.722200
CryTrans1280029,Crypto Withdrawl,USR7341,CRY2,43.82,2023-06-17 06:40:13.938897
CryTrans1280030,Crypto Withdrawl,USR1545,CRY4,7.43,2023-08-10 05:07:21.024012
CryTrans1280031,Crypto Deposit,USR6008,CRY9,93.55,2023-03-12 00:05:29.773777
CryTrans1280032,Crypto Deposit,USR5849,CRY1,52.69,2023-10-10 21:16:27.574315
CryTrans1280033,Crypto Withdrawl,USR654,CRY1,57.13,2023-05-23 13:23:52.840665
CryTrans1280034,Crypto Withdrawl,USR6741,CRY3,52.02,2023-10-04 06:12:31.942343
CryTrans1280035,Crypto Deposit,USR2023,CRY8,96.93,2023-03-10 14:44:56.269346
CryTrans1280036,Crypto Withdrawl,USR5300,CRY6,3.53,2024-01-18 07:18:31.512325
CryTrans1280037,Crypto Deposit,USR1547,CRY1,23.97,2023-07-26 09:59:27.754038
CryTrans1280038,Crypto Deposit,USR1509,CRY6,43.8,2023-03-15 18:11:38.853845
CryTrans1280039,Crypto Deposit,USR7915,CRY4,66.97,2023-11-17 02:25:53.356554
CryTrans1280040,Crypto Withdrawl,USR159,CRY4,96.12,2024-01-04 16:55:42.253564
CryTrans1280041,Crypto Deposit,USR9193,CRY9,93.51,2023-11-14 10:09:42.957158
CryTrans1280042,Crypto Withdrawl,USR6107,CRY2,28.49,2023-10-09 00:22:41.027141
CryTrans1280043,Crypto Deposit,USR8892,CRY6,24.05,2023-11-02 15:00:25.808994
CryTrans1280044,Crypto Deposit,USR5684,CRY5,57.6,2023-08-13 06:34:09.779269
CryTrans1280045,Crypto Withdrawl,USR8041,CRY1,10.66,2023-07-28 23:31:45.612994
CryTrans1280046,Crypto Deposit,USR3105,CRY1,37.23,2023-05-24 18:51:03.278311
CryTrans1280047,Crypto Deposit,USR4926,CRY4,98.99,2023-04-20 20:10:44.066302
CryTrans1280048,Crypto Withdrawl,USR2880,CRY3,63.48,2023-03-07 01:59:52.742730
CryTrans1280049,Crypto Withdrawl,USR2981,CRY8,8.55,2023-04-26 20:45:58.732518
CryTrans1280050,Crypto Withdrawl,USR1153,CRY8,98.27,2023-07-22 09:47:39.810365
CryTrans1280051,Crypto Withdrawl,USR9285,CRY1,17.38,2023-10-22 04:23:22.003562
CryTrans1280052,Crypto Deposit,USR2070,CRY2,65.19,2023-10-02 12:38:32.634043
CryTrans1280053,Crypto Deposit,USR957,CRY6,7.8,2023-12-23 03:34:36.248547
CryTrans1280054,Crypto Withdrawl,USR9330,CRY1,11.99,2023-08-17 20:10:22.451846
CryTrans1280055,Crypto Withdrawl,USR1629,CRY2,50.74,2023-03-23 11:24:16.173889
CryTrans1280056,Crypto Withdrawl,USR189,CRY2,92.02,2023-06-02 15:02:30.285253
CryTrans1280057,Crypto Withdrawl,USR5138,CRY8,94.29,2023-05-12 04:58:34.146263
CryTrans1280058,Crypto Deposit,USR617,CRY4,55.75,2023-07-29 23:46:19.297360
CryTrans1280059,Crypto Deposit,USR5220,CRY7,93.05,2023-04-05 00:47:37.715633
CryTrans1280060,Crypto Withdrawl,USR8530,CRY10,82.58,2023-07-15 08:30:45.777579
CryTrans1280061,Crypto Deposit,USR8975,CRY7,11.4,2023-07-06 04:27:33.232778
CryTrans1280062,Crypto Withdrawl,USR3457,CRY2,32.53,2023-06-24 20:19:57.441288
CryTrans1280063,Crypto Withdrawl,USR3751,CRY5,87.37,2023-10-16 02:50:39.031393
CryTrans1280064,Crypto Deposit,USR7277,CRY7,85.79,2023-09-03 13:53:40.720577
CryTrans1280065,Crypto Deposit,USR4916,CRY10,46.0,2023-05-26 12:56:10.072117
CryTrans1280066,Crypto Deposit,USR2367,CRY2,16.07,2023-08-28 15:03:23.538135
CryTrans1280067,Crypto Withdrawl,USR8044,CRY5,8.54,2023-11-26 05:22:08.479120
CryTrans1280068,Crypto Deposit,USR6251,CRY6,95.56,2023-10-11 03:00:33.063739
CryTrans1280069,Crypto Deposit,USR8600,CRY4,21.68,2023-08-15 07:24:36.786587
CryTrans1280070,Crypto Deposit,USR9001,CRY3,74.17,2023-03-31 06:13:53.968043
CryTrans1280071,Crypto Deposit,USR5679,CRY3,67.92,2023-08-11 23:30:11.019329
CryTrans1280072,Crypto Deposit,USR8078,CRY8,25.43,2023-04-21 05:28:01.763180
CryTrans1280073,Crypto Deposit,USR7163,CRY3,54.53,2023-08-05 19:18:34.917448
CryTrans1280074,Crypto Deposit,USR1641,CRY6,27.65,2023-03-14 04:51:22.228778
CryTrans1280075,Crypto Withdrawl,USR7352,CRY6,59.85,2023-09-05 18:54:36.920283
CryTrans1280076,Crypto Withdrawl,USR6879,CRY7,88.55,2024-01-18 05:57:09.116964
CryTrans1280077,Crypto Deposit,USR5171,CRY8,60.59,2023-03-07 14:10:18.382690
CryTrans1280078,Crypto Withdrawl,USR771,CRY8,33.82,2024-01-23 19:23:02.128740
CryTrans1280079,Crypto Withdrawl,USR4169,CRY8,32.76,2023-06-29 22:43:00.825462
CryTrans1280080,Crypto Deposit,USR4411,CRY9,99.96,2024-01-11 06:38:38.863083
