OrderID,TransType,UserID,CryptocurrencyID,CryptoAmount,Timestamp
CryTrans780001,Crypto Deposit,USR7269,CRY1,92.67,2024-01-18 13:53:03.210431
CryTrans780002,Crypto Withdrawl,USR3674,CRY4,94.52,2023-07-02 16:54:31.555293
CryTrans780003,Crypto Withdrawl,USR4822,CRY8,41.1,2023-07-18 19:59:59.417222
CryTrans780004,Crypto Deposit,USR2119,CRY7,70.57,2023-08-03 02:10:30.683704
CryTrans780005,Crypto Deposit,USR2724,CRY6,57.43,2023-04-17 23:43:53.566670
CryTrans780006,Crypto Withdrawl,USR4759,CRY2,93.44,2023-09-23 07:49:36.999732
CryTrans780007,Crypto Deposit,USR1038,CRY1,13.32,2023-06-23 18:02:34.729058
CryTrans780008,Crypto Withdrawl,USR7021,CRY1,94.88,2023-04-05 09:42:53.899047
CryTrans780009,Crypto Withdrawl,USR8834,CRY4,16.85,2023-07-24 10:26:39.423189
CryTrans780010,Crypto Withdrawl,USR4638,CRY10,98.01,2023-03-22 18:13:09.630310
CryTrans780011,Crypto Withdrawl,USR4019,CRY7,14.42,2023-05-11 19:18:47.110992
CryTrans780012,Crypto Withdrawl,USR6698,CRY2,27.69,2023-05-26 08:24:27.453173
CryTrans780013,Crypto Withdrawl,USR160,CRY3,49.44,2023-03-29 19:24:06.728794
CryTrans780014,Crypto Withdrawl,USR1934,CRY2,59.49,2023-05-29 16:25:07.494217
CryTrans780015,Crypto Withdrawl,USR3984,CRY1,18.51,2024-01-22 04:02:17.522616
CryTrans780016,Crypto Deposit,USR2436,CRY1,31.38,2023-07-29 00:10:35.488752
CryTrans780017,Crypto Withdrawl,USR2365,CRY5,41.97,2023-06-18 10:12:33.118459
CryTrans780018,Crypto Withdrawl,USR8907,CRY8,64.52,2023-06-16 18:46:37.189663
CryTrans780019,Crypto Deposit,USR1679,CRY1,48.28,2024-01-16 09:17:36.431849
CryTrans780020,Crypto Deposit,USR6997,CRY4,15.59,2023-02-14 10:34:30.731374
CryTrans780021,Crypto Withdrawl,USR3461,CRY10,88.32,2023-06-28 06:39:00.996390
CryTrans780022,Crypto Deposit,USR7960,CRY10,14.21,2023-04-19 21:57:31.310584
CryTrans780023,Crypto Deposit,USR1177,CRY10,0.49,2023-05-24 16:19:49.336808
CryTrans780024,Crypto Deposit,USR1323,CRY4,3.6,2023-12-27 07:42:11.928689
CryTrans780025,Crypto Withdrawl,USR5709,CRY9,96.77,2023-12-17 11:40:26.278754
CryTrans780026,Crypto Withdrawl,USR1075,CRY5,29.29,2023-03-12 21:02:31.231048
CryTrans780027,Crypto Withdrawl,USR9188,CRY4,6.39,2023-10-29 05:19:17.107528
CryTrans780028,Crypto Withdrawl,USR2388,CRY6,11.16,2023-03-31 23:32:32.500970
CryTrans780029,Crypto Withdrawl,USR8383,CRY2,78.24,2023-09-12 15:52:26.037702
CryTrans780030,Crypto Withdrawl,USR145,CRY6,28.83,2024-01-12 20:15:34.021341
CryTrans780031,Crypto Deposit,USR1776,CRY5,21.23,2023-04-22 16:40:02.827269
CryTrans780032,Crypto Withdrawl,USR639,CRY9,63.79,2023-05-01 07:14:26.471492
CryTrans780033,Crypto Withdrawl,USR2857,CRY9,33.51,2023-11-27 02:09:56.477114
CryTrans780034,Crypto Deposit,USR762,CRY8,60.04,2023-06-29 00:32:49.249437
CryTrans780035,Crypto Deposit,USR414,CRY3,91.14,2023-11-27 04:13:33.009599
CryTrans780036,Crypto Deposit,USR9323,CRY1,70.0,2023-07-29 20:19:06.189805
CryTrans780037,Crypto Deposit,USR5006,CRY5,54.02,2023-08-28 12:57:19.759671
CryTrans780038,Crypto Deposit,USR7686,CRY10,59.83,2023-09-20 11:31:09.292223
CryTrans780039,Crypto Withdrawl,USR5426,CRY5,67.6,2023-03-30 03:08:05.668205
CryTrans780040,Crypto Withdrawl,USR8397,CRY7,70.01,2023-08-04 13:16:04.178192
CryTrans780041,Crypto Deposit,USR2186,CRY4,92.67,2023-04-03 17:09:32.128278
CryTrans780042,Crypto Deposit,USR207,CRY5,9.69,2023-09-13 16:19:04.448037
CryTrans780043,Crypto Deposit,USR3470,CRY8,8.6,2023-03-20 11:39:32.676130
CryTrans780044,Crypto Deposit,USR3722,CRY2,69.99,2023-09-14 01:02:11.457085
CryTrans780045,Crypto Withdrawl,USR6178,CRY9,24.16,2023-10-17 14:54:00.399163
CryTrans780046,Crypto Withdrawl,USR501,CRY5,63.76,2023-07-26 03:09:08.264218
CryTrans780047,Crypto Withdrawl,USR6212,CRY9,41.46,2024-01-06 21:04:51.260273
CryTrans780048,Crypto Withdrawl,USR3163,CRY4,23.62,2023-12-20 04:46:47.518747
CryTrans780049,Crypto Deposit,USR5702,CRY2,18.87,2023-09-04 06:25:21.244014
CryTrans780050,Crypto Deposit,USR8754,CRY3,28.29,2023-03-07 00:31:58.052951
