OrderID,TransType,UserID,CryptocurrencyID,CryptoAmount,Timestamp
CryTrans540001,Crypto Deposit,USR3308,CRY4,48.96,2023-06-12 04:56:53.492696
CryTrans540002,Crypto Deposit,USR8042,CRY4,59.08,2023-11-19 05:42:07.713660
CryTrans540003,Crypto Deposit,USR7999,CRY2,10.4,2023-02-27 23:36:56.882122
CryTrans540004,Crypto Deposit,USR6363,CRY2,28.62,2024-01-16 08:35:39.220313
CryTrans540005,Crypto Withdrawl,USR2434,CRY4,61.86,2024-02-08 01:27:50.211489
CryTrans540006,Crypto Withdrawl,USR3597,CRY2,15.51,2023-12-15 03:53:39.095178
CryTrans540007,Crypto Deposit,USR9087,CRY3,13.55,2023-07-16 10:18:27.811109
CryTrans540008,Crypto Deposit,USR403,CRY9,63.75,2023-08-10 04:54:42.537431
CryTrans540009,Crypto Deposit,USR2839,CRY6,31.57,2023-11-17 11:12:56.203610
CryTrans540010,Crypto Deposit,USR4886,CRY3,78.68,2023-03-06 16:56:21.438743
CryTrans540011,Crypto Deposit,USR5552,CRY4,90.25,2023-10-22 22:02:33.991517
CryTrans540012,Crypto Deposit,USR2579,CRY2,67.22,2023-09-10 04:51:08.122427
CryTrans540013,Crypto Withdrawl,USR974,CRY9,89.52,2023-04-01 17:43:48.262348
CryTrans540014,Crypto Deposit,USR6072,CRY4,11.02,2023-07-25 10:54:03.907658
CryTrans540015,Crypto Withdrawl,USR2676,CRY3,86.68,2024-01-30 06:39:27.748171
CryTrans540016,Crypto Withdrawl,USR2280,CRY5,82.92,2024-01-01 00:01:58.678496
CryTrans540017,Crypto Withdrawl,USR8893,CRY7,59.98,2023-07-25 07:41:34.164694
CryTrans540018,Crypto Withdrawl,USR2063,CRY7,48.81,2024-02-07 05:21:28.060066
CryTrans540019,Crypto Withdrawl,USR2611,CRY9,44.58,2023-08-06 13:56:13.725714
CryTrans540020,Crypto Withdrawl,USR5279,CRY5,43.6,2023-02-19 04:20:28.464682
CryTrans540021,Crypto Deposit,USR3638,CRY10,24.13,2023-06-05 07:27:44.296931
CryTrans540022,Crypto Deposit,USR3903,CRY1,3.07,2023-10-08 07:09:31.133904
CryTrans540023,Crypto Deposit,USR3957,CRY2,25.75,2023-11-22 00:23:29.625419
CryTrans540024,Crypto Withdrawl,USR8857,CRY1,64.42,2023-03-09 20:32:18.490381
CryTrans540025,Crypto Withdrawl,USR138,CRY4,13.61,2023-09-07 18:34:09.361442
CryTrans540026,Crypto Deposit,USR6315,CRY6,94.39,2023-08-15 16:30:59.732654
CryTrans540027,Crypto Withdrawl,USR3700,CRY2,75.54,2023-09-17 04:37:53.989856
CryTrans540028,Crypto Withdrawl,USR7971,CRY9,44.92,2023-10-09 15:29:46.916269
CryTrans540029,Crypto Withdrawl,USR9282,CRY6,58.55,2023-11-15 12:08:17.947631
