OrderID,TransType,UserID,CryptocurrencyID,CryptoAmount,Timestamp
CryTrans180001,Crypto Deposit,USR2050,CRY10,30.62,2023-08-16 23:13:55.811984
CryTrans180002,Crypto Withdrawl,USR1062,CRY7,53.89,2023-04-26 20:45:22.500468
CryTrans180003,Crypto Withdrawl,USR4633,CRY6,44.8,2024-01-31 07:00:46.498430
CryTrans180004,Crypto Withdrawl,USR61,CRY10,52.8,2023-09-14 07:05:46.106797
CryTrans180005,Crypto Withdrawl,USR484,CRY5,22.27,2023-06-23 15:58:55.677191
CryTrans180006,Crypto Deposit,USR2598,CRY6,84.98,2023-04-25 18:12:28.899516
CryTrans180007,Crypto Deposit,USR8858,CRY4,4.25,2023-12-07 05:03:07.116404
CryTrans180008,Crypto Deposit,USR4800,CRY7,39.95,2023-05-21 19:51:48.401311
CryTrans180009,Crypto Deposit,USR1338,CRY8,20.77,2024-01-19 19:22:15.531492
CryTrans180010,Crypto Deposit,USR9399,CRY6,71.92,2023-03-07 20:13:54.933759
CryTrans180011,Crypto Deposit,USR6127,CRY9,46.43,2023-07-23 16:29:07.016359
CryTrans180012,Crypto Deposit,USR3642,CRY3,49.09,2023-06-30 14:46:02.437201
CryTrans180013,Crypto Deposit,USR5283,CRY5,25.76,2023-03-30 17:33:36.811867
CryTrans180014,Crypto Deposit,USR1640,CRY5,62.62,2023-04-24 09:00:28.945884
CryTrans180015,Crypto Withdrawl,USR9816,CRY5,30.78,2023-03-05 16:57:29.911628
CryTrans180016,Crypto Withdrawl,USR6818,CRY7,62.94,2023-09-27 22:41:27.406241
CryTrans180017,Crypto Deposit,USR8993,CRY4,4.75,2023-08-27 09:09:17.200200
CryTrans180018,Crypto Withdrawl,USR7417,CRY10,34.87,2023-06-19 05:04:03.213868
CryTrans180019,Crypto Deposit,USR5761,CRY9,86.72,2024-01-01 08:08:41.536859
CryTrans180020,Crypto Deposit,USR2907,CRY7,24.83,2024-01-03 21:03:02.883478
CryTrans180021,Crypto Withdrawl,USR3574,CRY3,17.53,2023-03-14 00:53:17.424828
CryTrans180022,Crypto Withdrawl,USR2665,CRY3,33.08,2023-09-23 14:08:38.688911
CryTrans180023,Crypto Withdrawl,USR9967,CRY8,48.12,2024-01-05 03:02:57.745750
CryTrans180024,Crypto Deposit,USR1620,CRY6,54.34,2023-06-18 09:10:31.725112
CryTrans180025,Crypto Deposit,USR5952,CRY1,5.23,2023-06-05 21:59:54.816424
