OrderID,TransType,UserID,CryptocurrencyID,CryptoAmount,Timestamp
CryTrans1040001,Crypto Deposit,USR8410,CRY10,87.05,2024-01-08 10:19:16.232904
CryTrans1040002,Crypto Deposit,USR196,CRY7,38.44,2023-06-24 12:10:06.990320
CryTrans1040003,Crypto Withdrawl,USR9516,CRY3,64.3,2023-02-26 14:03:48.521187
CryTrans1040004,Crypto Withdrawl,USR1263,CRY5,3.12,2023-09-27 11:11:06.975231
CryTrans1040005,Crypto Deposit,USR9669,CRY10,54.57,2023-06-17 21:40:57.769783
CryTrans1040006,Crypto Deposit,USR7153,CRY6,3.75,2023-12-29 19:09:03.032795
CryTrans1040007,Crypto Withdrawl,USR8615,CRY7,64.65,2023-02-19 09:33:17.670624
CryTrans1040008,Crypto Withdrawl,USR3102,CRY4,91.29,2023-06-18 16:24:01.519002
CryTrans1040009,Crypto Deposit,USR5497,CRY7,63.03,2023-04-20 15:49:59.417229
CryTrans1040010,Crypto Withdrawl,USR8651,CRY2,61.94,2023-07-30 14:40:32.104329
CryTrans1040011,Crypto Deposit,USR2110,CRY7,30.93,2023-07-03 09:23:09.090903
CryTrans1040012,Crypto Deposit,USR9240,CRY9,9.41,2024-02-01 16:45:21.725643
CryTrans1040013,Crypto Withdrawl,USR9877,CRY6,88.56,2023-11-09 22:53:05.301163
CryTrans1040014,Crypto Withdrawl,USR1518,CRY9,18.16,2023-06-28 10:26:56.988339
CryTrans1040015,Crypto Deposit,USR788,CRY7,62.78,2023-08-03 09:20:51.773491
CryTrans1040016,Crypto Withdrawl,USR4362,CRY5,84.62,2023-10-08 08:04:26.969231
CryTrans1040017,Crypto Withdrawl,USR2293,CRY5,90.43,2023-07-04 23:43:44.662934
CryTrans1040018,Crypto Withdrawl,USR774,CRY2,19.02,2023-09-01 14:32:33.040288
CryTrans1040019,Crypto Deposit,USR8487,CRY7,69.15,2024-01-07 17:34:14.592268
CryTrans1040020,Crypto Withdrawl,USR2132,CRY3,42.57,2023-06-23 11:26:10.517980
CryTrans1040021,Crypto Deposit,USR655,CRY1,57.26,2023-08-07 13:53:50.766209
CryTrans1040022,Crypto Withdrawl,USR9358,CRY8,94.35,2023-04-22 17:17:44.573615
CryTrans1040023,Crypto Deposit,USR637,CRY1,20.13,2023-10-07 12:37:52.904347
CryTrans1040024,Crypto Deposit,USR3963,CRY5,6.02,2024-02-02 14:32:56.883766
CryTrans1040025,Crypto Deposit,USR5785,CRY10,79.43,2023-12-03 17:36:57.721282
CryTrans1040026,Crypto Withdrawl,USR7094,CRY3,57.48,2024-02-08 07:42:51.150883
CryTrans1040027,Crypto Deposit,USR799,CRY9,71.1,2023-08-06 21:57:10.347969
CryTrans1040028,Crypto Deposit,USR5656,CRY4,88.87,2023-05-10 21:19:41.949735
CryTrans1040029,Crypto Withdrawl,USR2339,CRY9,34.25,2023-06-18 05:03:04.874923
CryTrans1040030,Crypto Deposit,USR1912,CRY6,48.17,2023-09-26 14:30:21.203638
CryTrans1040031,Crypto Withdrawl,USR4058,CRY9,35.86,2023-12-16 09:52:43.315017
CryTrans1040032,Crypto Withdrawl,USR6789,CRY10,11.83,2023-05-26 13:41:28.998531
CryTrans1040033,Crypto Deposit,USR5455,CRY4,17.52,2023-03-26 12:28:57.802742
CryTrans1040034,Crypto Withdrawl,USR2666,CRY8,80.63,2023-06-24 00:12:10.171508
CryTrans1040035,Crypto Withdrawl,USR370,CRY10,86.2,2023-11-21 12:31:53.762379
CryTrans1040036,Crypto Withdrawl,USR5288,CRY3,79.9,2023-05-16 17:48:07.564616
CryTrans1040037,Crypto Deposit,USR1073,CRY4,25.6,2023-10-24 06:25:52.105953
CryTrans1040038,Crypto Deposit,USR7818,CRY10,15.61,2023-07-02 23:33:09.689084
CryTrans1040039,Crypto Deposit,USR4043,CRY8,33.93,2023-07-28 16:39:58.272687
CryTrans1040040,Crypto Withdrawl,USR1517,CRY7,94.8,2023-04-02 11:40:06.080212
CryTrans1040041,Crypto Withdrawl,USR7258,CRY10,38.32,2023-03-16 02:42:30.412266
CryTrans1040042,Crypto Deposit,USR8338,CRY2,13.59,2023-05-03 17:19:58.685314
CryTrans1040043,Crypto Withdrawl,USR5218,CRY5,72.39,2023-07-29 02:24:19.084549
CryTrans1040044,Crypto Deposit,USR5412,CRY2,17.35,2023-04-09 12:48:01.036014
CryTrans1040045,Crypto Withdrawl,USR3494,CRY7,72.25,2023-06-28 14:32:47.236308
CryTrans1040046,Crypto Withdrawl,USR6776,CRY5,98.12,2023-05-19 22:57:39.613942
CryTrans1040047,Crypto Withdrawl,USR9678,CRY6,47.86,2023-11-23 21:01:18.053249
CryTrans1040048,Crypto Withdrawl,USR396,CRY3,85.11,2024-01-02 09:25:25.829653
CryTrans1040049,Crypto Withdrawl,USR6680,CRY1,80.81,2023-11-30 02:35:13.806591
CryTrans1040050,Crypto Deposit,USR9777,CRY1,96.37,2023-10-03 18:10:03.236264
CryTrans1040051,Crypto Withdrawl,USR4224,CRY4,19.02,2023-07-16 19:21:26.739627
CryTrans1040052,Crypto Deposit,USR1851,CRY3,52.73,2023-12-03 10:18:57.103336
CryTrans1040053,Crypto Withdrawl,USR2310,CRY1,55.51,2024-01-06 04:19:40.658748
CryTrans1040054,Crypto Deposit,USR6416,CRY2,17.85,2024-02-09 19:04:09.575431
CryTrans1040055,Crypto Deposit,USR5257,CRY4,10.24,2023-02-16 11:11:33.948431
CryTrans1040056,Crypto Withdrawl,USR4815,CRY6,41.73,2023-08-12 06:29:39.518398
CryTrans1040057,Crypto Deposit,USR558,CRY8,31.42,2023-05-18 12:37:45.183133
CryTrans1040058,Crypto Withdrawl,USR1057,CRY1,90.81,2024-01-23 17:39:07.585362
CryTrans1040059,Crypto Withdrawl,USR1666,CRY8,19.51,2023-12-18 09:30:24.833011
CryTrans1040060,Crypto Deposit,USR6511,CRY2,53.3,2023-03-03 13:47:54.750659
CryTrans1040061,Crypto Deposit,USR2584,CRY4,53.16,2024-01-05 07:40:14.656955
CryTrans1040062,Crypto Withdrawl,USR8033,CRY10,20.98,2023-07-09 07:28:01.436047
CryTrans1040063,Crypto Deposit,USR1818,CRY4,1.9,2023-09-28 16:46:43.367068
CryTrans1040064,Crypto Deposit,USR5227,CRY9,37.78,2023-12-22 06:17:18.280978
CryTrans1040065,Crypto Deposit,USR9455,CRY4,70.47,2024-01-31 17:49:41.491114
CryTrans1040066,Crypto Withdrawl,USR143,CRY1,75.7,2023-08-02 12:22:50.924220
CryTrans1040067,Crypto Deposit,USR8539,CRY1,6.86,2023-11-21 11:19:11.392395
CryTrans1040068,Crypto Withdrawl,USR407,CRY7,53.14,2023-11-18 10:52:14.414572
CryTrans1040069,Crypto Withdrawl,USR4463,CRY9,42.34,2024-01-23 16:52:07.332069
CryTrans1040070,Crypto Deposit,USR5773,CRY4,25.13,2023-07-07 03:48:33.294121
CryTrans1040071,Crypto Withdrawl,USR4472,CRY1,92.44,2023-03-18 09:02:01.947081
CryTrans1040072,Crypto Deposit,USR5060,CRY9,49.1,2023-06-24 12:05:04.790727
