OrderID,TransType,UserID,CryptocurrencyID,CryptoAmount,Timestamp
CryTrans380001,Crypto Withdrawl,USR1789,CRY4,57.33,2023-07-12 15:18:26.014439
CryTrans380002,Crypto Withdrawl,USR2909,CRY8,31.16,2023-06-09 09:34:02.631965
CryTrans380003,Crypto Deposit,USR9173,CRY1,65.15,2023-07-24 04:22:42.276531
CryTrans380004,Crypto Withdrawl,USR6573,CRY9,58.78,2023-09-19 17:49:04.427802
CryTrans380005,Crypto Deposit,USR3787,CRY10,42.23,2023-04-17 12:34:23.017436
CryTrans380006,Crypto Withdrawl,USR503,CRY4,24.89,2023-12-19 02:45:59.014561
CryTrans380007,Crypto Withdrawl,USR8082,CRY9,37.53,2023-03-07 18:16:44.271533
CryTrans380008,Crypto Deposit,USR4901,CRY9,16.39,2023-04-02 04:30:21.180644
CryTrans380009,Crypto Deposit,USR3814,CRY4,53.16,2023-03-26 17:43:50.436794
CryTrans380010,Crypto Deposit,USR924,CRY2,79.57,2023-07-07 17:02:37.114423
CryTrans380011,Crypto Withdrawl,USR2659,CRY2,74.92,2023-11-25 22:31:49.284620
CryTrans380012,Crypto Deposit,USR2039,CRY5,62.56,2023-11-30 23:31:51.449804
CryTrans380013,Crypto Deposit,USR8719,CRY5,76.32,2023-09-02 12:22:10.854922
CryTrans380014,Crypto Deposit,USR306,CRY1,10.9,2023-02-18 22:55:11.739324
CryTrans380015,Crypto Withdrawl,USR7818,CRY5,11.06,2023-05-04 09:00:43.817651
CryTrans380016,Crypto Deposit,USR8430,CRY10,39.19,2023-02-20 22:32:19.341770
CryTrans380017,Crypto Withdrawl,USR2497,CRY10,78.02,2023-07-08 14:43:17.530894
CryTrans380018,Crypto Withdrawl,USR3682,CRY6,95.27,2023-03-21 07:38:17.697247
CryTrans380019,Crypto Withdrawl,USR9241,CRY8,53.53,2023-09-17 21:50:12.141373
CryTrans380020,Crypto Deposit,USR7821,CRY8,2.26,2023-05-04 12:41:49.842984
CryTrans380021,Crypto Withdrawl,USR8261,CRY3,91.56,2023-09-11 07:18:22.744789
CryTrans380022,Crypto Withdrawl,USR1566,CRY1,38.92,2023-09-13 19:13:05.465117
