OrderID,TransType,UserID,CryptocurrencyID,CryptoAmount,Timestamp
CryTrans100001,Crypto Withdrawl,USR3299,CRY1,34.97,2023-08-31 14:17:38.679235
CryTrans100002,Crypto Withdrawl,USR7221,CRY4,55.21,2023-04-08 11:47:43.461311
CryTrans100003,Crypto Withdrawl,USR3122,CRY5,68.08,2023-04-08 12:01:58.842179
CryTrans100004,Crypto Withdrawl,USR3137,CRY5,84.58,2023-07-30 02:41:20.481786
CryTrans100005,Crypto Withdrawl,USR1338,CRY1,32.29,2023-06-01 06:09:50.202282
CryTrans100006,Crypto Withdrawl,USR9706,CRY6,46.81,2023-04-19 02:30:38.194275
CryTrans100007,Crypto Deposit,USR3639,CRY5,43.42,2023-10-29 10:24:07.876246
CryTrans100008,Crypto Deposit,USR454,CRY3,14.63,2024-02-01 12:15:28.049620
CryTrans100009,Crypto Withdrawl,USR8932,CRY2,48.41,2023-08-06 17:04:07.135224
CryTrans100010,Crypto Withdrawl,USR7797,CRY9,22.6,2023-10-11 14:06:33.362789
CryTrans100011,Crypto Withdrawl,USR1656,CRY7,73.29,2023-09-02 11:49:33.650610
CryTrans100012,Crypto Deposit,USR2291,CRY4,1.58,2023-06-21 17:02:07.348783
CryTrans100013,Crypto Deposit,USR9308,CRY3,10.9,2024-01-08 01:49:09.629974
CryTrans100014,Crypto Withdrawl,USR5362,CRY1,61.94,2023-10-31 16:07:03.786898
CryTrans100015,Crypto Withdrawl,USR4920,CRY1,15.49,2023-07-07 21:58:20.358151
CryTrans100016,Crypto Deposit,USR4162,CRY9,82.8,2023-05-07 09:50:50.238077
CryTrans100017,Crypto Withdrawl,USR7339,CRY7,98.81,2024-02-04 15:38:27.675745
CryTrans100018,Crypto Withdrawl,USR8664,CRY3,15.06,2023-08-30 05:15:37.448202
CryTrans100019,Crypto Deposit,USR9610,CRY8,32.84,2023-10-02 07:29:35.270108
CryTrans100020,Crypto Deposit,USR8388,CRY2,68.09,2023-09-17 17:30:31.986226
CryTrans100021,Crypto Deposit,USR4260,CRY4,35.85,2023-12-13 16:40:15.201793
CryTrans100022,Crypto Deposit,USR649,CRY7,51.1,2023-11-15 07:39:44.856462
CryTrans100023,Crypto Deposit,USR1970,CRY4,9.5,2024-01-27 10:42:24.128578
CryTrans100024,Crypto Deposit,USR8304,CRY8,69.83,2023-05-19 14:32:40.549623
CryTrans100025,Crypto Deposit,USR1451,CRY7,82.05,2023-05-23 01:29:59.770936
CryTrans100026,Crypto Deposit,USR682,CRY6,73.58,2023-03-03 05:06:02.779654
CryTrans100027,Crypto Deposit,USR6062,CRY2,11.32,2023-03-30 00:40:52.199251
CryTrans100028,Crypto Withdrawl,USR664,CRY9,20.16,2023-12-20 02:54:38.571329
CryTrans100029,Crypto Withdrawl,USR4040,CRY9,48.15,2023-03-05 10:23:22.035208
CryTrans100030,Crypto Deposit,USR5711,CRY4,28.4,2023-04-05 16:50:17.239176
CryTrans100031,Crypto Deposit,USR2320,CRY4,61.63,2023-10-05 05:01:56.690258
CryTrans100032,Crypto Withdrawl,USR8735,CRY7,26.57,2023-06-20 17:10:11.120358
CryTrans100033,Crypto Withdrawl,USR9885,CRY10,22.88,2023-12-25 22:34:18.368867
CryTrans100034,Crypto Withdrawl,USR3837,CRY7,30.27,2023-05-30 23:55:17.459179
CryTrans100035,Crypto Withdrawl,USR5019,CRY5,61.11,2023-08-01 05:40:32.836879
CryTrans100036,Crypto Deposit,USR4049,CRY4,57.1,2024-01-28 03:44:39.360514
