TradeID,UserID,ContractType,CryptocurrencyID,CryptoAmount,FiatID,FiatAmount,Timestamp
FUT1300001,USR6392,Short,CRY7,83.39,CUR21,3907.15,2023-03-06 15:10:05.459089
FUT1300002,USR4643,Long,CRY6,34.51,CUR27,5217.06,2023-06-21 17:46:03.072906
FUT1300003,USR7902,Short,CRY7,86.37,CUR2,5408.64,2023-04-19 05:03:49.972790
FUT1300004,USR3060,Long,CRY8,41.88,CUR16,4618.27,2023-03-02 10:10:40.853682
FUT1300005,USR7704,Long,CRY2,14.73,CUR12,550.78,2023-07-05 03:34:43.071591
FUT1300006,USR1125,Short,CRY5,96.11,CUR13,8847.68,2023-03-14 11:10:44.737959
FUT1300007,USR640,Short,CRY10,27.45,CUR10,5071.6,2023-08-13 20:09:35.408131
FUT1300008,USR8175,Long,CRY4,44.27,CUR25,5909.25,2024-01-12 02:53:06.001290
FUT1300009,USR9449,Long,CRY4,20.99,CUR4,7252.75,2023-12-23 01:59:02.271660
FUT1300010,USR9616,Short,CRY4,97.77,CUR6,5648.59,2023-07-05 19:37:03.891454
FUT1300011,USR3158,Short,CRY10,26.38,CUR29,9871.48,2023-05-09 11:05:25.173661
FUT1300012,USR778,Short,CRY9,48.57,CUR12,6757.79,2024-01-19 12:40:23.289084
FUT1300013,USR8492,Long,CRY3,40.62,CUR10,9809.64,2023-06-14 21:35:08.080497
FUT1300014,USR5752,Short,CRY5,85.84,CUR20,1417.15,2024-01-22 03:24:54.749282
FUT1300015,USR721,Short,CRY4,8.48,CUR20,4977.22,2024-01-12 06:14:16.988731
FUT1300016,USR1536,Long,CRY10,96.22,CUR15,1646.95,2023-04-19 04:45:49.146411
FUT1300017,USR885,Long,CRY4,73.85,CUR19,7903.07,2023-02-24 05:13:35.239712
FUT1300018,USR6767,Long,CRY1,90.78,CUR17,2454.08,2023-08-13 12:51:17.124907
FUT1300019,USR9631,Long,CRY4,88.16,CUR1,3336.46,2023-03-02 20:10:07.700542
FUT1300020,USR1910,Short,CRY9,34.86,CUR3,6257.44,2023-12-30 05:15:32.334405
FUT1300021,USR4282,Short,CRY3,92.5,CUR30,7268.76,2023-04-04 04:46:09.667084
FUT1300022,USR5864,Long,CRY4,42.78,CUR12,1542.23,2023-09-20 11:43:28.834704
FUT1300023,USR3942,Short,CRY1,18.18,CUR30,1368.98,2023-08-05 20:05:07.165262
FUT1300024,USR8929,Long,CRY10,19.26,CUR15,1954.94,2023-10-30 09:51:39.875941
FUT1300025,USR6149,Short,CRY6,24.62,CUR5,4503.78,2023-03-01 07:51:17.125732
FUT1300026,USR8075,Long,CRY9,69.3,CUR28,8041.95,2023-02-12 13:20:40.122247
FUT1300027,USR1844,Long,CRY9,81.0,CUR7,7210.28,2023-05-26 03:40:44.548502
FUT1300028,USR20,Long,CRY8,49.07,CUR24,7220.36,2023-11-05 18:01:16.631138
FUT1300029,USR2825,Short,CRY5,15.94,CUR19,165.29,2023-08-07 20:12:33.285425
FUT1300030,USR2792,Short,CRY9,19.35,CUR1,5757.75,2023-04-15 14:03:25.510426
FUT1300031,USR7665,Long,CRY2,69.1,CUR11,1553.51,2023-04-06 04:37:06.234570
FUT1300032,USR1100,Short,CRY2,36.96,CUR25,8798.54,2023-12-21 14:16:14.622850
FUT1300033,USR8421,Long,CRY4,2.1,CUR13,6454.25,2023-11-17 06:27:36.330261
FUT1300034,USR8080,Long,CRY8,66.38,CUR17,3432.42,2023-09-08 19:10:16.730209
FUT1300035,USR3655,Long,CRY7,41.31,CUR26,3480.08,2023-06-14 09:40:48.466686
FUT1300036,USR1740,Short,CRY8,45.33,CUR29,1700.68,2024-01-12 16:05:17.360278
FUT1300037,USR9308,Short,CRY1,62.28,CUR4,8485.52,2024-01-22 18:04:48.195443
FUT1300038,USR3177,Short,CRY3,67.36,CUR9,9356.87,2023-02-12 06:44:26.993509
FUT1300039,USR5749,Short,CRY6,73.17,CUR30,4948.49,2023-10-14 02:51:19.872929
FUT1300040,USR3450,Short,CRY8,40.39,CUR4,3492.64,2023-05-30 22:15:41.646715
FUT1300041,USR9550,Short,CRY5,82.99,CUR3,9994.26,2023-05-25 20:03:34.676672
FUT1300042,USR947,Short,CRY4,29.4,CUR18,4707.25,2024-02-03 09:42:48.209244
FUT1300043,USR9976,Long,CRY1,71.1,CUR30,9239.98,2024-01-03 22:59:14.136992
FUT1300044,USR3663,Long,CRY3,23.71,CUR26,182.32,2024-01-16 01:18:01.205887
FUT1300045,USR6020,Short,CRY10,72.61,CUR15,6284.49,2023-08-11 16:35:55.407736
FUT1300046,USR9703,Long,CRY2,78.54,CUR17,8049.76,2023-12-18 04:34:28.916263
FUT1300047,USR7308,Long,CRY7,86.17,CUR10,6496.25,2023-03-29 05:17:46.680544
FUT1300048,USR8902,Long,CRY7,44.59,CUR23,9619.19,2023-11-18 11:35:48.108073
FUT1300049,USR7877,Short,CRY3,65.53,CUR24,9480.0,2023-07-04 14:17:41.295957
FUT1300050,USR1705,Short,CRY8,37.35,CUR4,4157.16,2023-10-27 16:09:57.239668
FUT1300051,USR9678,Long,CRY10,73.87,CUR19,3886.98,2023-06-22 13:55:30.944684
FUT1300052,USR378,Short,CRY3,74.21,CUR19,4631.23,2024-01-10 05:53:49.939835
FUT1300053,USR9997,Long,CRY4,42.8,CUR16,6826.29,2023-04-29 02:20:49.153857
FUT1300054,USR7351,Long,CRY4,63.99,CUR18,4205.44,2024-01-31 11:18:12.278654
