TradeID,UserID,ContractType,CryptocurrencyID,CryptoAmount,FiatID,FiatAmount,Timestamp
FUT220001,USR6370,Long,CRY10,91.09,CUR15,2462.13,2023-03-06 18:53:56.119583
FUT220002,USR8092,Long,CRY5,18.16,CUR19,3851.76,2023-05-17 03:04:31.603588
FUT220003,USR513,Long,CRY5,35.9,CUR26,3839.26,2023-03-12 07:46:20.939727
FUT220004,USR6608,Short,CRY9,88.22,CUR19,3256.3,2023-10-10 16:18:30.804723
FUT220005,USR2181,Short,CRY10,52.13,CUR23,8063.12,2023-06-22 15:31:20.903264
FUT220006,USR3671,Short,CRY10,23.05,CUR18,8307.28,2023-10-14 05:40:38.421122
FUT220007,USR3260,Long,CRY7,63.99,CUR1,7273.68,2023-07-14 19:05:39.041308
FUT220008,USR2537,Long,CRY7,40.95,CUR1,2938.88,2023-03-26 21:03:25.295186
FUT220009,USR8224,Short,CRY9,7.95,CUR22,2750.74,2023-06-27 02:41:31.881256
FUT220010,USR254,Short,CRY8,15.87,CUR20,9470.16,2023-03-14 08:28:42.175899
FUT220011,USR1884,Long,CRY2,29.74,CUR8,9199.5,2023-11-05 16:04:22.159063
FUT220012,USR5591,Short,CRY6,53.1,CUR2,1595.08,2023-10-29 16:24:36.366349
FUT220013,USR9738,Short,CRY5,3.57,CUR11,3919.4,2023-05-27 23:57:18.214667
FUT220014,USR7971,Short,CRY5,70.5,CUR27,4488.02,2023-11-24 18:28:11.976365
FUT220015,USR8479,Short,CRY3,9.74,CUR3,3350.13,2023-05-30 17:59:23.498979
FUT220016,USR3037,Short,CRY1,14.31,CUR22,5876.7,2024-01-19 20:14:26.885532
FUT220017,USR6672,Short,CRY9,98.84,CUR8,430.45,2023-08-17 02:05:22.197194
FUT220018,USR9523,Short,CRY6,57.41,CUR27,9456.28,2023-10-01 15:12:01.423514
FUT220019,USR8896,Short,CRY3,26.38,CUR9,971.7,2023-12-17 21:59:54.506321
FUT220020,USR7621,Long,CRY3,3.72,CUR24,9302.91,2023-02-20 17:42:44.875115
FUT220021,USR7187,Long,CRY7,33.82,CUR10,190.84,2024-01-06 09:49:01.345077
