TradeID,UserID,ContractType,CryptocurrencyID,CryptoAmount,FiatID,FiatAmount,Timestamp
FUT1360001,USR7785,Long,CRY9,18.77,CUR1,1028.72,2023-09-14 16:15:04.529645
FUT1360002,USR1228,Short,CRY7,46.28,CUR16,3477.72,2023-10-07 04:41:14.412136
FUT1360003,USR9372,Short,CRY9,67.1,CUR18,8764.96,2023-11-22 10:46:32.498203
FUT1360004,USR2576,Short,CRY8,80.05,CUR16,9361.43,2023-06-24 05:18:51.947072
FUT1360005,USR7474,Short,CRY6,33.47,CUR25,5004.87,2023-12-23 07:18:14.853168
FUT1360006,USR9104,Short,CRY8,49.68,CUR3,7039.08,2023-05-02 10:57:21.595886
FUT1360007,USR8612,Long,CRY6,2.87,CUR22,8357.79,2023-02-22 18:54:13.618391
FUT1360008,USR7499,Long,CRY4,84.54,CUR27,2507.98,2023-12-29 12:54:17.614669
FUT1360009,USR3472,Short,CRY1,70.19,CUR19,2921.37,2023-09-05 22:05:25.245148
FUT1360010,USR9037,Long,CRY8,79.64,CUR22,212.04,2023-06-10 21:07:59.281934
FUT1360011,USR2201,Long,CRY9,84.96,CUR9,7354.79,2023-06-16 00:33:19.895611
FUT1360012,USR5508,Long,CRY7,57.0,CUR22,6609.0,2024-01-03 11:07:03.554379
FUT1360013,USR8295,Short,CRY8,5.45,CUR20,8342.25,2023-11-14 07:32:47.549156
FUT1360014,USR7859,Short,CRY7,93.82,CUR17,7132.96,2023-03-08 00:39:27.116359
FUT1360015,USR7588,Long,CRY6,13.03,CUR30,9787.88,2023-08-25 11:05:11.845950
FUT1360016,USR8171,Short,CRY5,11.51,CUR22,9266.08,2023-12-20 12:02:11.311655
FUT1360017,USR1151,Long,CRY2,39.16,CUR28,9889.35,2023-10-12 16:04:30.728101
FUT1360018,USR16,Short,CRY4,0.67,CUR26,5682.82,2023-06-16 09:36:46.373471
FUT1360019,USR3636,Long,CRY7,1.73,CUR17,8370.34,2024-01-14 16:33:27.476980
FUT1360020,USR2162,Long,CRY3,75.02,CUR21,6793.13,2023-05-20 20:05:00.268335
FUT1360021,USR3022,Short,CRY10,82.36,CUR29,7291.37,2023-06-06 04:06:16.651628
