TradeID,UserID,ContractType,CryptocurrencyID,CryptoAmount,FiatID,FiatAmount,Timestamp
FUT1600001,USR1623,Short,CRY2,34.04,CUR11,8748.67,2023-07-31 20:55:50.082854
FUT1600002,USR2479,Long,CRY10,54.67,CUR2,9245.17,2024-01-25 23:59:18.648171
FUT1600003,USR8779,Long,CRY7,71.82,CUR28,565.52,2023-12-30 12:13:04.579974
FUT1600004,USR6290,Short,CRY4,11.31,CUR2,4963.16,2023-02-14 17:24:23.681075
FUT1600005,USR5884,Short,CRY7,82.52,CUR26,9186.47,2023-11-09 13:45:41.011300
FUT1600006,USR6394,Long,CRY7,78.15,CUR26,3953.37,2023-04-08 02:19:39.613981
FUT1600007,USR6236,Long,CRY4,58.68,CUR11,6564.6,2023-10-12 11:52:58.455055
FUT1600008,USR5648,Long,CRY5,67.79,CUR18,8461.74,2023-06-08 03:23:28.136312
FUT1600009,USR2247,Long,CRY10,84.31,CUR10,9146.64,2023-08-28 02:45:48.419310
FUT1600010,USR3599,Short,CRY10,16.55,CUR16,3106.05,2023-10-14 07:16:48.328861
FUT1600011,USR3632,Long,CRY5,19.51,CUR5,7559.77,2023-08-17 02:04:19.850258
FUT1600012,USR5315,Long,CRY8,84.55,CUR23,9004.33,2024-02-01 03:11:19.161439
FUT1600013,USR2792,Short,CRY6,50.19,CUR10,9720.99,2023-09-13 17:57:54.548857
FUT1600014,USR552,Short,CRY6,33.49,CUR16,1620.81,2023-10-18 07:00:07.521178
FUT1600015,USR9117,Short,CRY8,49.88,CUR23,9771.99,2023-05-10 22:17:19.206791
FUT1600016,USR614,Long,CRY4,35.19,CUR22,5811.61,2024-01-09 01:04:25.612506
FUT1600017,USR2126,Short,CRY9,37.95,CUR14,2898.96,2023-08-10 10:34:23.624633
FUT1600018,USR2675,Long,CRY10,64.88,CUR23,2525.89,2023-10-25 10:02:57.781974
FUT1600019,USR8625,Short,CRY10,42.1,CUR4,2586.95,2023-09-20 18:11:31.802264
FUT1600020,USR8308,Short,CRY10,80.84,CUR7,7236.34,2023-10-14 12:43:36.556032
FUT1600021,USR8610,Short,CRY8,7.62,CUR6,1766.54,2023-12-14 02:38:35.281547
FUT1600022,USR5490,Short,CRY6,85.5,CUR28,8107.29,2024-01-27 17:26:48.075733
FUT1600023,USR9840,Long,CRY7,79.09,CUR8,1268.67,2024-01-12 01:46:09.243679
FUT1600024,USR4369,Short,CRY10,19.19,CUR25,5904.81,2023-05-30 09:47:16.435503
FUT1600025,USR9668,Short,CRY9,17.18,CUR4,7193.65,2024-01-09 00:52:29.446781
FUT1600026,USR8650,Long,CRY10,92.1,CUR3,7953.77,2023-07-21 08:52:22.399819
FUT1600027,USR3663,Long,CRY4,61.33,CUR1,4440.29,2023-12-15 06:29:40.556366
FUT1600028,USR121,Short,CRY1,34.24,CUR28,5307.85,2023-07-14 12:07:15.278166
FUT1600029,USR6048,Short,CRY2,96.51,CUR26,3468.87,2023-04-01 05:28:12.255758
FUT1600030,USR8377,Long,CRY7,36.79,CUR23,8008.08,2023-08-25 20:06:34.435846
FUT1600031,USR8492,Short,CRY4,12.78,CUR10,5400.79,2023-12-15 23:27:31.230704
FUT1600032,USR8051,Long,CRY10,70.91,CUR9,9878.06,2023-04-14 18:59:04.514166
FUT1600033,USR4600,Short,CRY4,40.96,CUR7,2323.37,2023-06-13 21:07:01.095874
