TradeID,UserID,ContractType,CryptocurrencyID,CryptoAmount,FiatID,FiatAmount,Timestamp
FUT260001,USR5299,Short,CRY8,71.35,CUR9,4473.21,2023-07-10 23:02:17.080506
FUT260002,USR8085,Short,CRY9,68.33,CUR24,1855.27,2023-12-10 22:58:14.259595
FUT260003,USR2893,Short,CRY9,71.06,CUR1,7141.59,2024-01-21 08:03:20.080812
FUT260004,USR7514,Long,CRY8,91.3,CUR5,226.19,2023-06-20 13:30:55.847201
FUT260005,USR5345,Long,CRY7,6.81,CUR19,6683.88,2023-07-24 19:44:54.269985
FUT260006,USR3317,Short,CRY9,50.78,CUR28,3419.04,2023-08-17 10:54:04.666872
FUT260007,USR9678,Long,CRY1,93.57,CUR1,2510.11,2024-01-08 01:18:42.869772
FUT260008,USR4669,Short,CRY7,76.49,CUR5,8493.02,2023-09-30 03:06:06.067814
FUT260009,USR6856,Long,CRY6,41.92,CUR13,6977.31,2023-08-01 06:27:01.492694
FUT260010,USR9522,Short,CRY1,0.95,CUR23,2692.32,2023-09-23 00:26:22.273293
FUT260011,USR5236,Long,CRY1,21.93,CUR2,2487.75,2023-10-17 12:31:21.629769
FUT260012,USR1346,Short,CRY4,74.64,CUR10,2242.12,2023-07-30 21:43:33.466567
FUT260013,USR8403,Short,CRY8,20.92,CUR19,8985.12,2023-03-14 17:33:39.467627
FUT260014,USR1449,Long,CRY1,9.3,CUR26,3204.64,2023-05-30 16:10:43.656235
FUT260015,USR6732,Short,CRY3,2.3,CUR1,3658.87,2024-02-02 23:57:23.677796
FUT260016,USR5743,Short,CRY3,21.35,CUR27,585.38,2023-07-25 04:01:59.642582
FUT260017,USR4524,Long,CRY3,76.23,CUR20,1869.06,2023-06-17 12:27:09.113300
FUT260018,USR9162,Short,CRY1,44.88,CUR28,6425.81,2023-07-31 04:28:10.585758
FUT260019,USR8653,Short,CRY9,13.3,CUR12,4341.09,2023-05-11 19:10:06.182772
FUT260020,USR6710,Short,CRY3,38.95,CUR23,7224.14,2023-03-18 05:25:39.508422
FUT260021,USR3873,Short,CRY9,22.89,CUR15,6719.59,2023-02-13 10:40:56.230253
FUT260022,USR5165,Short,CRY7,76.91,CUR18,606.35,2023-12-16 08:03:17.963695
FUT260023,USR4684,Long,CRY5,2.13,CUR29,3434.02,2023-05-08 10:57:12.862652
FUT260024,USR4659,Long,CRY8,59.4,CUR12,7582.27,2024-01-11 23:38:55.710860
FUT260025,USR6817,Short,CRY4,89.9,CUR20,4761.3,2024-01-25 20:34:26.995196
FUT260026,USR5886,Long,CRY4,94.83,CUR3,6124.0,2023-03-01 08:21:10.824823
FUT260027,USR2073,Short,CRY3,3.21,CUR12,2516.87,2023-11-20 03:32:40.340379
FUT260028,USR7870,Short,CRY2,56.67,CUR15,1336.13,2023-09-11 15:14:28.698668
FUT260029,USR2049,Long,CRY6,77.57,CUR11,3804.28,2023-02-17 14:24:07.968830
FUT260030,USR6822,Long,CRY10,48.52,CUR5,4688.95,2023-06-26 02:24:52.776570
FUT260031,USR8592,Short,CRY3,86.39,CUR25,2191.37,2023-02-26 03:17:52.177596
FUT260032,USR8360,Short,CRY5,79.87,CUR19,3972.12,2024-01-10 05:47:16.655557
FUT260033,USR4913,Short,CRY10,82.36,CUR10,3947.14,2023-03-23 17:08:05.886611
FUT260034,USR2737,Short,CRY2,94.59,CUR16,4324.38,2023-07-04 20:17:19.173941
FUT260035,USR2271,Long,CRY5,54.98,CUR12,9688.6,2023-10-22 13:04:40.043401
FUT260036,USR3851,Long,CRY5,86.68,CUR30,9246.28,2023-03-19 05:34:38.485355
FUT260037,USR350,Short,CRY9,92.99,CUR9,415.27,2023-12-09 07:19:05.107165
FUT260038,USR6024,Short,CRY6,27.84,CUR21,167.7,2023-05-08 12:47:35.282422
FUT260039,USR9151,Long,CRY10,77.88,CUR29,8631.61,2023-10-30 03:50:17.071368
FUT260040,USR7801,Short,CRY9,19.03,CUR17,1378.27,2024-01-26 06:28:19.916189
FUT260041,USR4198,Long,CRY5,58.41,CUR23,5783.19,2023-03-23 15:35:16.844160
FUT260042,USR2049,Short,CRY3,48.21,CUR6,4809.77,2023-08-02 06:33:53.099037
FUT260043,USR5792,Long,CRY6,71.23,CUR27,5890.83,2023-11-15 16:13:35.418189
FUT260044,USR2280,Long,CRY7,34.54,CUR25,6143.49,2023-11-11 09:04:40.261083
FUT260045,USR5383,Long,CRY1,91.57,CUR22,4767.18,2024-01-03 06:54:54.930183
FUT260046,USR1139,Short,CRY7,39.59,CUR6,4237.95,2024-01-14 11:05:26.194636
FUT260047,USR1411,Long,CRY4,63.28,CUR8,8954.43,2023-07-20 23:01:26.556073
FUT260048,USR3674,Long,CRY9,17.14,CUR22,4108.67,2023-04-19 09:33:03.034930
FUT260049,USR9206,Long,CRY2,4.45,CUR11,8926.18,2023-02-25 15:56:03.780660
FUT260050,USR3894,Long,CRY6,98.76,CUR2,156.4,2023-04-25 09:10:23.330398
FUT260051,USR6593,Long,CRY1,91.42,CUR19,9664.02,2023-04-27 05:03:03.637819
FUT260052,USR1720,Long,CRY8,31.98,CUR27,2021.4,2023-07-18 20:44:36.549485
FUT260053,USR3996,Short,CRY5,34.82,CUR18,8367.4,2023-08-02 19:35:09.212643
FUT260054,USR4101,Long,CRY7,16.21,CUR13,180.44,2023-10-23 12:56:37.044487
FUT260055,USR4942,Long,CRY4,27.37,CUR29,5897.78,2024-01-09 22:57:54.141000
FUT260056,USR5456,Long,CRY5,21.53,CUR25,1414.03,2023-10-19 09:18:07.935122
FUT260057,USR5320,Short,CRY8,28.64,CUR11,5315.34,2023-06-05 03:53:00.128502
FUT260058,USR3083,Short,CRY9,24.65,CUR12,3488.04,2023-03-06 09:39:36.415128
FUT260059,USR8542,Long,CRY5,84.9,CUR16,8863.36,2023-03-09 01:39:33.613456
FUT260060,USR1891,Long,CRY6,33.15,CUR27,1498.58,2023-12-27 01:55:06.319197
FUT260061,USR2929,Short,CRY4,57.35,CUR28,4847.05,2023-05-02 09:19:38.925054
FUT260062,USR5217,Short,CRY2,20.19,CUR11,4727.6,2023-09-13 21:58:11.647524
FUT260063,USR8643,Long,CRY6,92.87,CUR5,6037.49,2024-01-08 10:19:09.411773
FUT260064,USR1923,Long,CRY10,26.71,CUR11,5663.64,2023-03-02 10:05:37.844985
FUT260065,USR5371,Long,CRY1,83.12,CUR11,2313.16,2023-05-22 17:28:58.762118
FUT260066,USR1180,Short,CRY1,72.3,CUR23,9571.45,2023-10-15 18:42:35.156847
FUT260067,USR5903,Short,CRY4,97.92,CUR30,9332.67,2024-01-22 04:47:53.502467
FUT260068,USR701,Long,CRY5,83.17,CUR24,3033.88,2024-01-13 19:24:45.987489
FUT260069,USR8463,Short,CRY5,41.1,CUR30,9011.99,2023-07-15 08:02:30.458581
FUT260070,USR1252,Long,CRY2,71.29,CUR29,3717.58,2023-10-03 08:27:59.000314
FUT260071,USR8395,Short,CRY1,52.02,CUR1,2140.48,2023-12-03 07:32:29.694244
