TradeID,UserID,ContractType,CryptocurrencyID,CryptoAmount,FiatID,FiatAmount,Timestamp
FUT1960001,USR10000,Long,CRY8,43.02,CUR4,8893.02,2024-01-16 13:49:30.770233
FUT1960002,USR3656,Short,CRY3,82.55,CUR9,1090.2,2023-10-08 08:53:43.747998
FUT1960003,USR707,Long,CRY8,0.72,CUR11,6302.32,2023-08-24 18:41:53.115627
FUT1960004,USR8296,Short,CRY7,30.9,CUR24,4203.3,2023-08-02 11:04:25.828001
FUT1960005,USR4923,Short,CRY2,34.97,CUR30,2870.02,2023-12-13 17:38:04.319700
FUT1960006,USR24,Short,CRY5,60.97,CUR19,6717.28,2023-10-21 10:38:04.001248
FUT1960007,USR6566,Short,CRY9,93.13,CUR1,2267.94,2023-11-02 00:36:35.314979
FUT1960008,USR2099,Long,CRY3,45.0,CUR30,196.14,2023-11-02 03:04:45.769692
FUT1960009,USR5887,Short,CRY9,14.69,CUR19,1547.73,2024-01-01 19:58:40.412532
FUT1960010,USR2689,Short,CRY6,44.52,CUR13,5931.86,2023-05-18 10:37:17.336548
FUT1960011,USR2690,Short,CRY8,68.67,CUR1,8813.45,2023-12-18 05:19:24.140287
FUT1960012,USR1581,Long,CRY8,98.48,CUR14,1414.48,2023-02-22 07:34:10.352344
FUT1960013,USR2597,Long,CRY4,38.43,CUR6,4726.76,2023-06-15 07:46:25.565531
FUT1960014,USR5618,Long,CRY1,53.42,CUR2,7413.35,2023-11-02 19:36:54.760390
FUT1960015,USR6508,Short,CRY10,57.34,CUR10,8121.34,2024-01-10 15:33:54.682552
FUT1960016,USR2375,Long,CRY1,18.98,CUR13,7944.99,2023-02-28 05:41:32.962479
FUT1960017,USR4761,Short,CRY3,96.57,CUR16,4271.21,2024-01-21 13:51:55.799495
FUT1960018,USR1636,Short,CRY10,75.67,CUR5,6503.11,2023-02-12 21:54:22.574418
FUT1960019,USR8613,Short,CRY8,15.46,CUR27,4541.85,2023-03-05 13:01:48.300011
FUT1960020,USR1106,Long,CRY9,60.5,CUR22,9436.57,2023-11-08 00:19:31.887069
FUT1960021,USR1596,Short,CRY8,20.55,CUR1,9366.64,2023-03-02 09:53:35.610509
FUT1960022,USR5998,Short,CRY5,80.11,CUR17,6057.07,2023-03-07 05:25:20.808830
FUT1960023,USR6388,Long,CRY7,67.55,CUR26,5979.78,2023-10-19 21:13:37.071393
FUT1960024,USR3174,Short,CRY2,1.42,CUR21,6544.79,2023-12-19 22:52:45.424951
FUT1960025,USR6250,Short,CRY2,51.12,CUR1,8785.53,2023-09-14 08:00:39.740841
FUT1960026,USR5344,Short,CRY4,58.24,CUR7,2157.49,2023-06-12 00:24:47.854582
FUT1960027,USR4244,Long,CRY1,33.86,CUR18,9245.69,2024-01-08 16:47:31.399512
FUT1960028,USR1669,Long,CRY6,12.19,CUR22,6722.03,2023-10-13 02:47:21.314510
FUT1960029,USR1148,Short,CRY9,25.75,CUR25,6264.95,2023-06-27 23:23:22.938170
FUT1960030,USR4108,Long,CRY1,98.16,CUR21,7123.64,2023-06-08 02:26:08.082674
FUT1960031,USR5293,Long,CRY10,7.38,CUR30,5866.19,2023-02-19 15:02:19.522002
FUT1960032,USR6150,Long,CRY10,90.57,CUR11,546.32,2023-11-03 08:51:07.440247
FUT1960033,USR4136,Long,CRY10,31.02,CUR29,6498.09,2023-11-03 20:44:52.473133
FUT1960034,USR7180,Short,CRY3,64.39,CUR22,5945.93,2023-08-02 09:37:14.760087
FUT1960035,USR4049,Long,CRY2,72.97,CUR24,998.47,2023-05-13 23:40:08.094868
FUT1960036,USR3082,Short,CRY10,58.29,CUR12,5375.42,2023-05-23 16:49:26.896086
FUT1960037,USR2110,Short,CRY1,1.7,CUR11,4120.97,2023-09-24 05:45:44.812298
FUT1960038,USR7024,Short,CRY8,25.43,CUR17,6857.63,2023-09-04 09:34:28.395223
FUT1960039,USR2861,Long,CRY2,97.08,CUR2,1581.01,2023-03-18 11:07:13.372344
FUT1960040,USR5966,Long,CRY9,89.37,CUR20,801.26,2023-02-14 07:50:07.193168
FUT1960041,USR2144,Short,CRY9,83.38,CUR8,9572.07,2023-10-30 03:33:31.016978
FUT1960042,USR8898,Short,CRY4,46.43,CUR2,6823.67,2023-09-22 16:43:11.722280
FUT1960043,USR6253,Long,CRY9,10.18,CUR9,4064.74,2023-12-29 04:54:09.172081
FUT1960044,USR1326,Long,CRY4,91.96,CUR1,7470.91,2023-04-19 21:59:20.398973
FUT1960045,USR9477,Short,CRY5,90.57,CUR17,2258.25,2023-04-19 13:29:19.190128
FUT1960046,USR936,Long,CRY4,5.03,CUR26,5082.82,2023-05-07 20:51:08.294613
FUT1960047,USR995,Short,CRY5,88.84,CUR27,1544.82,2023-11-16 10:45:56.912323
FUT1960048,USR7084,Long,CRY3,22.2,CUR18,7508.52,2023-05-17 07:44:47.168766
FUT1960049,USR8508,Short,CRY5,11.44,CUR10,5014.3,2023-07-17 14:05:04.330489
FUT1960050,USR5604,Long,CRY9,59.06,CUR28,6141.8,2023-09-09 02:19:00.579143
FUT1960051,USR4140,Long,CRY4,57.47,CUR26,2571.27,2023-11-07 17:55:32.701415
FUT1960052,USR4583,Short,CRY1,22.4,CUR16,5980.37,2023-12-21 00:29:05.750086
FUT1960053,USR5141,Long,CRY2,26.24,CUR25,7563.08,2023-12-24 20:47:00.333054
FUT1960054,USR4056,Short,CRY9,1.68,CUR16,5508.57,2023-10-25 12:13:22.932862
FUT1960055,USR8355,Short,CRY7,22.2,CUR13,8462.98,2023-08-02 11:41:08.452527
FUT1960056,USR5791,Short,CRY5,96.46,CUR29,4160.86,2024-01-03 02:53:35.495058
FUT1960057,USR1640,Long,CRY7,33.61,CUR12,9410.41,2024-01-08 16:39:42.499126
FUT1960058,USR3976,Short,CRY7,35.07,CUR14,8485.28,2023-07-26 11:49:48.910790
FUT1960059,USR925,Long,CRY2,67.51,CUR11,4540.64,2023-07-11 15:12:50.854292
FUT1960060,USR7703,Short,CRY6,43.25,CUR9,6637.55,2024-01-08 08:44:22.166469
FUT1960061,USR5004,Long,CRY9,15.88,CUR8,3530.55,2023-08-27 17:43:19.122073
FUT1960062,USR7257,Short,CRY4,45.87,CUR21,9858.02,2023-04-23 23:27:06.931405
FUT1960063,USR7776,Short,CRY10,12.98,CUR25,8654.09,2023-05-16 09:44:37.022278
FUT1960064,USR1848,Long,CRY10,20.97,CUR22,5745.93,2023-05-17 11:45:58.889517
FUT1960065,USR6509,Long,CRY6,32.26,CUR18,9796.76,2023-07-02 15:07:18.651780
FUT1960066,USR8352,Long,CRY1,77.91,CUR18,3912.16,2023-08-07 20:00:15.622480
FUT1960067,USR2534,Short,CRY10,73.62,CUR7,6662.53,2023-11-21 21:32:20.004493
FUT1960068,USR5101,Short,CRY7,80.93,CUR3,8696.87,2023-06-12 04:08:43.629481
FUT1960069,USR1106,Short,CRY3,80.68,CUR30,1535.11,2023-07-01 02:31:32.252372
FUT1960070,USR8322,Long,CRY4,86.9,CUR30,5753.67,2023-04-03 15:04:53.460791
