TradeID,UserID,ContractType,CryptocurrencyID,CryptoAmount,FiatID,FiatAmount,Timestamp
FUT940001,USR9061,Short,CRY4,37.63,CUR20,6934.13,2023-10-17 00:55:03.073177
FUT940002,USR7572,Long,CRY1,22.12,CUR2,1589.89,2023-07-25 00:32:11.413600
FUT940003,USR2047,Short,CRY10,17.23,CUR27,161.12,2023-12-27 22:06:31.827258
FUT940004,USR1047,Long,CRY8,82.58,CUR9,1171.24,2023-10-02 04:41:28.507861
FUT940005,USR320,Short,CRY5,19.66,CUR23,3627.46,2024-01-28 18:42:14.956705
FUT940006,USR3064,Long,CRY1,15.43,CUR21,2371.83,2023-09-05 15:26:50.902936
FUT940007,USR8227,Short,CRY1,89.9,CUR23,9932.14,2023-06-23 16:13:27.133617
FUT940008,USR7375,Long,CRY4,80.83,CUR28,1506.69,2024-01-19 19:09:24.858536
FUT940009,USR5895,Short,CRY3,48.14,CUR28,4615.87,2023-05-24 11:58:44.327872
FUT940010,USR341,Short,CRY5,83.68,CUR23,8519.02,2024-01-31 12:15:17.241794
FUT940011,USR186,Long,CRY7,57.88,CUR6,8147.59,2023-09-25 09:52:25.373012
FUT940012,USR9031,Long,CRY8,25.42,CUR21,2538.02,2023-07-01 12:14:32.726240
FUT940013,USR2014,Short,CRY1,92.6,CUR16,7999.08,2023-05-14 04:55:26.309507
FUT940014,USR779,Short,CRY7,57.63,CUR26,8200.5,2023-12-24 11:29:25.357202
FUT940015,USR7302,Long,CRY3,86.31,CUR13,7011.9,2023-05-12 23:57:34.885536
FUT940016,USR8808,Long,CRY10,64.37,CUR9,845.17,2023-05-18 03:18:39.378425
FUT940017,USR509,Long,CRY5,92.22,CUR22,4824.36,2023-08-06 14:44:53.247091
FUT940018,USR1774,Long,CRY2,46.03,CUR12,7523.87,2023-04-18 09:42:30.948557
FUT940019,USR9904,Short,CRY6,5.36,CUR8,6461.97,2023-06-03 19:16:48.202572
FUT940020,USR6646,Long,CRY1,53.92,CUR29,7308.21,2024-01-13 17:17:24.398703
FUT940021,USR9155,Short,CRY10,60.93,CUR25,3128.92,2024-01-24 14:29:53.017288
FUT940022,USR3364,Short,CRY2,92.33,CUR12,9704.67,2023-12-26 19:43:04.228530
FUT940023,USR2612,Long,CRY6,33.85,CUR24,6848.69,2023-09-16 04:23:14.834134
FUT940024,USR7344,Long,CRY2,22.96,CUR16,8100.05,2024-01-05 05:01:57.767469
FUT940025,USR5914,Short,CRY2,4.38,CUR18,1887.76,2024-01-09 04:00:48.547856
FUT940026,USR3257,Long,CRY7,24.49,CUR20,825.25,2023-11-06 03:56:42.600808
FUT940027,USR1344,Long,CRY3,21.68,CUR7,2931.89,2023-05-24 04:49:47.668984
FUT940028,USR4231,Short,CRY6,76.79,CUR10,4963.54,2023-11-16 15:38:55.513169
FUT940029,USR7282,Short,CRY5,57.35,CUR2,8366.49,2023-11-24 01:43:45.236667
FUT940030,USR2357,Long,CRY5,48.01,CUR7,9324.97,2024-01-11 12:30:18.641155
FUT940031,USR8702,Short,CRY2,76.08,CUR25,4072.18,2023-06-12 12:08:43.890146
FUT940032,USR5878,Short,CRY5,1.81,CUR19,5995.23,2024-02-05 03:28:11.054719
FUT940033,USR4227,Short,CRY9,18.64,CUR15,9607.07,2023-10-26 14:53:11.883735
FUT940034,USR2076,Short,CRY6,44.76,CUR15,3365.0,2023-08-14 21:25:25.225965
FUT940035,USR2255,Short,CRY6,78.65,CUR27,2450.85,2023-08-12 13:53:27.633040
FUT940036,USR8527,Short,CRY3,32.23,CUR29,6572.22,2023-12-13 03:48:43.965068
FUT940037,USR4613,Long,CRY10,6.01,CUR13,5248.18,2023-08-15 11:51:04.961071
FUT940038,USR5314,Short,CRY3,55.25,CUR20,5667.17,2023-03-14 21:55:54.694456
FUT940039,USR9998,Short,CRY3,3.37,CUR25,5055.09,2023-03-20 19:22:05.699484
FUT940040,USR4342,Short,CRY7,9.27,CUR22,3711.03,2023-03-14 21:48:06.399541
FUT940041,USR4681,Long,CRY3,25.96,CUR24,1984.64,2023-10-22 23:20:50.827182
FUT940042,USR7516,Short,CRY1,85.01,CUR22,6341.4,2024-01-14 14:44:17.372870
FUT940043,USR9159,Long,CRY9,45.15,CUR7,8410.55,2023-04-29 03:50:11.303854
FUT940044,USR3898,Short,CRY10,59.54,CUR22,9122.65,2023-07-09 09:36:07.915454
FUT940045,USR7565,Long,CRY2,86.33,CUR6,792.51,2023-04-10 22:30:40.531869
FUT940046,USR667,Long,CRY2,44.83,CUR12,8804.82,2023-08-30 12:02:37.487688
FUT940047,USR1166,Long,CRY9,42.21,CUR8,2143.77,2023-05-01 04:15:25.209558
FUT940048,USR8145,Long,CRY1,78.77,CUR5,1072.82,2023-09-09 12:47:38.345042
FUT940049,USR6274,Short,CRY2,66.27,CUR29,1999.98,2024-02-04 13:18:55.049516
FUT940050,USR9710,Long,CRY10,89.6,CUR4,5170.78,2023-07-08 04:04:13.103109
FUT940051,USR3642,Short,CRY2,98.71,CUR1,5035.39,2023-06-01 11:39:18.733711
FUT940052,USR8900,Short,CRY1,1.39,CUR24,3951.1,2023-05-14 03:03:42.550785
FUT940053,USR9473,Short,CRY8,39.63,CUR6,1492.12,2023-12-28 18:53:01.239022
