TradeID,UserID,ContractType,CryptocurrencyID,CryptoAmount,FiatID,FiatAmount,Timestamp
FUT420001,USR6039,Long,CRY5,72.51,CUR30,9900.63,2023-11-15 04:29:41.029949
FUT420002,USR1456,Short,CRY10,14.46,CUR9,6052.08,2023-05-11 01:24:29.360904
FUT420003,USR7013,Long,CRY9,95.07,CUR23,1022.22,2024-01-25 10:45:49.535365
FUT420004,USR7558,Short,CRY9,42.94,CUR19,3844.05,2023-09-06 12:50:03.589550
FUT420005,USR6381,Short,CRY8,42.85,CUR8,1353.68,2023-08-01 22:10:52.836025
FUT420006,USR9170,Long,CRY4,31.74,CUR24,9197.77,2023-05-08 20:23:24.423407
FUT420007,USR1204,Short,CRY1,62.69,CUR7,2526.18,2023-10-30 11:23:00.783417
FUT420008,USR359,Short,CRY6,71.68,CUR18,6473.77,2023-04-22 12:53:18.803993
FUT420009,USR1571,Short,CRY1,10.53,CUR6,7277.36,2023-10-24 04:17:00.936735
FUT420010,USR91,Short,CRY2,81.08,CUR3,4361.63,2023-05-07 23:01:22.927128
FUT420011,USR6543,Short,CRY8,94.65,CUR27,8538.43,2023-10-31 10:37:28.293767
FUT420012,USR5275,Long,CRY4,76.13,CUR2,4316.92,2023-10-21 01:20:36.168903
FUT420013,USR9941,Long,CRY7,6.59,CUR2,4240.41,2023-02-10 11:29:20.165416
FUT420014,USR4636,Short,CRY6,19.74,CUR25,5595.03,2023-12-16 15:36:36.387076
FUT420015,USR7252,Long,CRY3,48.5,CUR26,2859.43,2023-02-20 18:06:40.253118
FUT420016,USR824,Short,CRY9,24.04,CUR6,6241.55,2023-12-18 15:03:02.861534
FUT420017,USR5628,Long,CRY7,36.7,CUR2,9577.39,2023-05-24 04:34:31.540759
FUT420018,USR6816,Short,CRY2,16.99,CUR2,9204.26,2023-08-30 03:27:16.963900
FUT420019,USR9551,Long,CRY3,79.12,CUR30,194.75,2023-05-27 14:44:15.501042
FUT420020,USR2807,Long,CRY3,63.04,CUR21,1144.94,2023-05-15 15:13:13.464623
FUT420021,USR549,Short,CRY4,17.59,CUR21,6992.34,2023-09-27 13:52:16.596047
FUT420022,USR2727,Short,CRY6,56.79,CUR30,5238.59,2023-05-30 02:43:31.708113
FUT420023,USR8711,Long,CRY10,85.99,CUR4,5399.66,2023-07-22 21:41:48.115640
FUT420024,USR7894,Long,CRY9,33.7,CUR30,2254.03,2023-09-21 03:02:38.681854
FUT420025,USR6461,Short,CRY3,31.19,CUR30,6833.36,2023-10-27 13:27:24.253458
FUT420026,USR1566,Short,CRY4,70.46,CUR14,1970.88,2023-11-18 19:15:43.355147
FUT420027,USR4663,Short,CRY3,45.23,CUR4,5288.05,2024-01-02 18:20:41.890723
FUT420028,USR5998,Long,CRY8,19.1,CUR30,8472.85,2023-03-28 15:45:18.439563
FUT420029,USR7657,Long,CRY8,33.55,CUR20,9439.98,2023-06-17 05:03:44.945580
FUT420030,USR387,Long,CRY3,72.07,CUR25,8753.46,2024-01-12 05:47:01.223808
FUT420031,USR3851,Short,CRY6,82.1,CUR28,2376.88,2023-08-02 17:57:16.763371
FUT420032,USR2105,Short,CRY5,73.35,CUR4,7786.32,2023-12-27 15:01:06.867471
FUT420033,USR393,Short,CRY8,45.01,CUR28,9943.08,2023-07-08 19:51:32.311400
FUT420034,USR2730,Long,CRY5,58.58,CUR12,6701.51,2024-02-02 12:26:16.359834
FUT420035,USR3466,Short,CRY7,70.26,CUR8,1263.85,2023-09-30 22:03:48.626783
FUT420036,USR7011,Long,CRY6,32.28,CUR28,3132.56,2023-06-24 11:03:17.713398
FUT420037,USR4220,Short,CRY6,44.26,CUR29,4170.28,2023-03-29 20:56:56.456538
FUT420038,USR3982,Short,CRY10,75.36,CUR2,4097.27,2023-12-14 04:52:40.324959
FUT420039,USR6976,Short,CRY1,9.98,CUR19,1712.59,2023-08-29 02:10:01.209723
FUT420040,USR4409,Long,CRY5,14.32,CUR23,5027.83,2024-02-08 00:51:03.619437
FUT420041,USR8122,Short,CRY2,99.18,CUR22,755.88,2024-01-03 09:28:20.569383
FUT420042,USR9867,Short,CRY2,50.35,CUR13,8324.78,2023-10-25 13:21:16.290349
FUT420043,USR349,Short,CRY8,8.03,CUR16,1300.55,2023-02-23 14:47:58.590739
FUT420044,USR1590,Long,CRY4,51.31,CUR27,8992.46,2023-09-06 22:14:23.644436
FUT420045,USR6165,Short,CRY4,21.2,CUR18,122.11,2023-03-30 14:57:22.113079
FUT420046,USR3531,Short,CRY10,88.15,CUR29,9985.42,2023-07-11 00:06:05.882095
FUT420047,USR2597,Long,CRY6,46.19,CUR2,3465.43,2023-02-14 09:50:51.255658
FUT420048,USR2942,Short,CRY4,54.98,CUR29,8097.71,2023-05-31 10:50:19.708808
FUT420049,USR3494,Long,CRY8,69.02,CUR23,3633.74,2023-06-16 23:45:49.821057
FUT420050,USR2271,Short,CRY8,92.49,CUR19,6134.7,2023-05-04 10:17:10.071505
FUT420051,USR5519,Short,CRY9,51.93,CUR13,535.68,2024-01-07 03:03:24.954930
FUT420052,USR6272,Long,CRY2,75.67,CUR2,1053.11,2023-08-08 02:34:52.281121
FUT420053,USR3914,Short,CRY1,61.32,CUR7,7120.41,2024-01-21 07:48:23.266064
FUT420054,USR4081,Short,CRY3,52.55,CUR29,755.91,2023-04-18 03:10:55.112278
FUT420055,USR7561,Short,CRY4,78.79,CUR29,6440.61,2023-08-15 19:05:51.445211
FUT420056,USR6551,Long,CRY2,4.07,CUR27,7391.73,2023-04-30 01:22:21.132797
FUT420057,USR2518,Long,CRY9,77.47,CUR14,6338.59,2024-02-05 14:31:45.110091
