TradeID,UserID,ContractType,CryptocurrencyID,CryptoAmount,FiatID,FiatAmount,Timestamp
FUT1640001,USR1801,Long,CRY10,26.78,CUR19,7447.52,2023-04-25 16:52:49.864387
FUT1640002,USR9601,Long,CRY6,97.92,CUR23,4869.5,2023-07-23 20:30:47.076307
FUT1640003,USR7436,Short,CRY8,37.75,CUR13,6517.98,2023-12-06 04:51:28.529108
FUT1640004,USR9465,Short,CRY2,94.74,CUR20,7487.34,2023-07-27 11:59:23.138677
FUT1640005,USR2064,Long,CRY9,49.13,CUR3,5537.4,2023-12-30 00:54:15.857461
FUT1640006,USR8687,Long,CRY3,43.1,CUR27,1937.82,2023-05-07 11:03:06.431000
FUT1640007,USR9518,Short,CRY7,0.19,CUR27,1494.45,2023-06-19 23:34:06.356380
FUT1640008,USR7481,Short,CRY10,65.84,CUR20,8198.43,2023-03-27 23:26:42.626751
FUT1640009,USR6411,Long,CRY7,68.48,CUR28,720.33,2023-09-13 14:22:27.718372
FUT1640010,USR7079,Short,CRY5,26.9,CUR24,3266.79,2023-07-26 13:48:48.325580
FUT1640011,USR1414,Short,CRY3,38.25,CUR11,7821.23,2023-02-15 10:48:04.194924
FUT1640012,USR1663,Short,CRY4,92.95,CUR15,6630.23,2023-12-23 20:08:14.377381
FUT1640013,USR700,Short,CRY4,53.6,CUR7,3419.82,2023-12-11 07:32:03.586838
FUT1640014,USR6279,Long,CRY8,35.57,CUR28,3772.1,2023-07-28 07:41:01.856980
FUT1640015,USR3580,Long,CRY10,64.45,CUR28,8033.96,2024-01-16 21:28:10.508271
FUT1640016,USR5553,Long,CRY2,88.65,CUR22,8250.39,2023-02-21 16:04:09.326972
FUT1640017,USR1875,Short,CRY7,53.18,CUR17,2810.35,2023-04-25 02:52:35.468621
FUT1640018,USR9652,Long,CRY1,72.12,CUR7,1942.5,2023-03-08 20:55:42.728885
FUT1640019,USR4903,Short,CRY7,8.83,CUR20,3821.15,2023-07-14 05:41:02.766647
FUT1640020,USR5133,Long,CRY2,76.99,CUR17,5959.16,2023-04-24 12:05:58.563006
FUT1640021,USR76,Short,CRY7,12.1,CUR14,8999.2,2023-11-03 21:39:13.027955
FUT1640022,USR7550,Short,CRY1,24.26,CUR10,7554.29,2023-11-26 05:09:52.050454
FUT1640023,USR919,Short,CRY6,32.42,CUR19,9346.55,2023-03-29 06:04:04.462164
FUT1640024,USR4660,Long,CRY3,82.72,CUR16,3981.57,2023-09-14 05:47:43.392934
FUT1640025,USR7263,Long,CRY8,66.46,CUR24,6412.56,2023-11-24 12:18:05.735764
FUT1640026,USR2340,Long,CRY3,16.93,CUR1,3420.9,2023-05-05 05:45:09.749554
FUT1640027,USR6185,Short,CRY5,53.46,CUR4,343.38,2023-03-21 01:54:15.321312
FUT1640028,USR256,Short,CRY10,12.65,CUR29,8316.91,2023-03-11 23:03:44.547242
FUT1640029,USR8661,Long,CRY8,50.6,CUR2,6232.72,2023-02-27 23:05:41.307269
FUT1640030,USR9513,Long,CRY9,84.63,CUR22,914.53,2023-12-23 00:56:25.457351
FUT1640031,USR4280,Long,CRY3,84.14,CUR8,5826.32,2023-05-20 13:10:31.535597
FUT1640032,USR3742,Long,CRY6,16.08,CUR29,6778.93,2023-05-02 13:12:36.131415
FUT1640033,USR3374,Short,CRY1,60.78,CUR21,7041.83,2024-02-06 17:43:19.298676
FUT1640034,USR592,Short,CRY8,98.33,CUR3,9850.02,2023-07-11 14:52:32.809003
FUT1640035,USR791,Long,CRY5,90.23,CUR10,1968.68,2023-07-31 09:55:38.931957
FUT1640036,USR50,Short,CRY8,2.46,CUR19,4184.03,2023-08-05 20:33:13.548587
