TradeID,UserID,ContractType,CryptocurrencyID,CryptoAmount,FiatID,FiatAmount,Timestamp
FUT1180001,USR1420,Short,CRY2,36.13,CUR25,4010.85,2023-03-05 18:02:08.763776
FUT1180002,USR9680,Long,CRY1,83.02,CUR7,5021.27,2023-07-17 17:04:03.463148
FUT1180003,USR4685,Short,CRY1,51.51,CUR20,2114.66,2023-06-13 19:19:08.856590
FUT1180004,USR3243,Long,CRY7,77.75,CUR27,5555.89,2023-11-07 07:59:49.002980
FUT1180005,USR8585,Short,CRY10,34.55,CUR27,7261.48,2023-03-15 11:22:29.332894
FUT1180006,USR4435,Long,CRY1,68.96,CUR7,7358.47,2023-08-31 23:57:16.262912
FUT1180007,USR7773,Long,CRY9,4.81,CUR28,6225.11,2023-06-15 19:47:53.403342
FUT1180008,USR7966,Long,CRY4,48.5,CUR30,3985.96,2023-12-16 04:15:08.300785
FUT1180009,USR4251,Short,CRY10,36.26,CUR25,6579.98,2023-08-07 07:18:12.495683
FUT1180010,USR6580,Short,CRY5,55.74,CUR29,2862.82,2024-02-01 15:29:11.834913
FUT1180011,USR1279,Short,CRY5,34.19,CUR12,7663.45,2023-11-22 12:01:27.911239
FUT1180012,USR85,Short,CRY7,21.68,CUR20,5798.33,2023-08-10 15:17:42.999696
FUT1180013,USR2732,Short,CRY3,14.46,CUR29,8642.04,2023-09-14 17:30:21.602359
FUT1180014,USR8452,Long,CRY1,57.32,CUR16,4953.75,2023-08-12 12:10:53.420664
FUT1180015,USR9001,Long,CRY6,43.08,CUR11,2217.0,2023-05-29 21:13:34.060909
FUT1180016,USR3934,Long,CRY4,0.13,CUR11,9387.75,2023-11-06 13:14:56.463528
FUT1180017,USR6782,Long,CRY8,89.82,CUR11,4744.32,2023-11-10 05:14:15.342690
FUT1180018,USR1675,Long,CRY10,13.15,CUR21,644.79,2023-12-04 03:09:20.709177
FUT1180019,USR2892,Long,CRY3,71.09,CUR20,2366.74,2023-09-16 22:43:42.491736
FUT1180020,USR7916,Short,CRY4,62.64,CUR18,3181.46,2023-10-04 09:06:13.935855
FUT1180021,USR259,Long,CRY6,29.97,CUR14,7100.9,2023-04-02 23:17:05.723933
FUT1180022,USR3185,Long,CRY6,23.83,CUR26,3622.87,2023-04-20 15:41:24.170540
FUT1180023,USR9789,Short,CRY1,39.88,CUR30,5413.87,2024-01-05 00:03:15.914129
FUT1180024,USR9749,Long,CRY6,99.46,CUR21,4873.64,2023-09-08 09:09:12.036489
FUT1180025,USR3469,Long,CRY4,33.18,CUR7,1990.66,2023-12-15 08:27:34.269428
FUT1180026,USR8849,Short,CRY9,52.22,CUR30,7510.84,2023-08-22 18:53:50.751207
FUT1180027,USR4393,Long,CRY7,49.17,CUR1,8084.5,2023-09-21 02:46:34.347469
FUT1180028,USR5526,Short,CRY6,76.97,CUR23,3762.87,2023-11-28 11:04:39.573175
FUT1180029,USR786,Short,CRY8,86.11,CUR21,5844.52,2023-05-09 02:04:04.598500
FUT1180030,USR5023,Long,CRY6,17.57,CUR25,8962.24,2023-10-29 01:27:48.926881
FUT1180031,USR2142,Long,CRY9,23.62,CUR10,6632.99,2023-06-10 08:12:05.842422
FUT1180032,USR6463,Long,CRY1,54.96,CUR16,3065.3,2023-04-30 01:18:40.755007
FUT1180033,USR6646,Short,CRY3,5.02,CUR8,7107.62,2023-08-03 02:59:50.385152
FUT1180034,USR5489,Long,CRY7,89.28,CUR28,7766.65,2023-09-19 06:53:26.808408
FUT1180035,USR8380,Long,CRY2,43.41,CUR1,5542.68,2023-10-29 10:49:26.890221
FUT1180036,USR8065,Short,CRY5,16.36,CUR14,8108.78,2023-08-03 11:20:55.921806
FUT1180037,USR3261,Short,CRY7,8.91,CUR23,5795.2,2023-07-06 17:19:12.998185
FUT1180038,USR7554,Long,CRY2,72.1,CUR16,3806.05,2023-03-31 06:14:15.131981
FUT1180039,USR6238,Long,CRY3,74.66,CUR22,7736.57,2023-11-26 05:59:24.551096
FUT1180040,USR2472,Short,CRY1,84.34,CUR10,5344.94,2023-04-15 07:03:31.117191
FUT1180041,USR1216,Short,CRY8,31.86,CUR5,7905.09,2023-03-04 19:11:39.161336
FUT1180042,USR8316,Long,CRY1,0.29,CUR15,5527.62,2024-02-03 18:18:36.074023
FUT1180043,USR885,Short,CRY4,77.93,CUR29,4347.63,2023-03-19 03:40:37.001093
FUT1180044,USR1649,Short,CRY8,70.41,CUR26,3069.04,2023-02-24 08:38:30.909684
FUT1180045,USR482,Long,CRY9,19.98,CUR25,6849.04,2023-08-23 11:36:22.499052
FUT1180046,USR3,Short,CRY8,4.51,CUR23,3038.04,2023-12-03 11:14:56.072525
FUT1180047,USR4216,Long,CRY5,94.29,CUR15,2282.47,2023-04-09 11:34:58.475533
FUT1180048,USR9250,Short,CRY10,65.99,CUR19,952.48,2023-12-13 18:09:44.210708
FUT1180049,USR9258,Long,CRY7,35.24,CUR12,2404.85,2023-05-11 20:40:53.751828
