TradeID,UserID,ContractType,CryptocurrencyID,CryptoAmount,FiatID,FiatAmount,Timestamp
FUT1060001,USR496,Long,CRY6,97.25,CUR2,6871.37,2023-11-08 05:37:31.300668
FUT1060002,USR1752,Short,CRY8,16.47,CUR10,7192.25,2023-05-24 09:41:00.413976
FUT1060003,USR2720,Short,CRY9,57.76,CUR9,8317.34,2023-05-04 11:08:30.566263
FUT1060004,USR9622,Short,CRY9,22.83,CUR11,6590.04,2023-04-17 06:23:38.216433
FUT1060005,USR7380,Short,CRY9,35.61,CUR17,1492.39,2023-12-04 03:18:07.259355
FUT1060006,USR3739,Short,CRY5,14.88,CUR8,2642.05,2023-02-26 19:08:07.362839
FUT1060007,USR5819,Long,CRY7,73.47,CUR4,550.76,2024-01-11 22:09:56.477321
FUT1060008,USR4452,Short,CRY3,37.3,CUR13,220.23,2023-11-29 07:27:59.858710
FUT1060009,USR9399,Long,CRY1,60.96,CUR22,1375.0,2023-12-20 03:17:14.935359
FUT1060010,USR8510,Long,CRY1,46.29,CUR10,8555.03,2024-01-27 22:06:35.263914
FUT1060011,USR1695,Long,CRY3,51.63,CUR5,1984.99,2023-12-09 03:31:00.222566
FUT1060012,USR479,Long,CRY7,6.39,CUR12,9758.45,2023-04-19 10:36:33.897147
FUT1060013,USR5507,Short,CRY2,36.97,CUR21,2930.11,2024-01-29 05:30:13.508991
FUT1060014,USR8658,Long,CRY4,98.73,CUR13,8872.68,2023-04-14 00:42:21.152154
FUT1060015,USR4100,Short,CRY10,13.59,CUR2,8973.63,2023-08-28 00:53:29.282537
FUT1060016,USR9673,Short,CRY9,38.35,CUR2,2458.39,2024-01-04 20:06:24.148124
FUT1060017,USR8865,Short,CRY9,14.02,CUR3,6623.05,2023-11-09 20:12:01.858615
FUT1060018,USR6336,Short,CRY4,62.62,CUR4,7730.57,2023-12-15 16:05:03.312546
FUT1060019,USR2620,Long,CRY9,88.43,CUR11,1212.76,2023-04-14 00:09:00.414483
FUT1060020,USR5309,Short,CRY5,35.53,CUR1,643.72,2023-03-29 02:07:23.112427
FUT1060021,USR2102,Short,CRY1,34.34,CUR30,6215.47,2023-06-23 19:03:20.484190
FUT1060022,USR6503,Short,CRY6,23.07,CUR15,8146.58,2023-11-15 02:31:02.579064
FUT1060023,USR984,Short,CRY2,8.83,CUR15,9614.91,2023-09-28 13:08:42.037976
FUT1060024,USR478,Short,CRY1,34.96,CUR29,2968.84,2023-02-15 03:35:11.464998
FUT1060025,USR5124,Long,CRY8,53.54,CUR14,3828.56,2023-03-23 22:57:46.597224
FUT1060026,USR9098,Short,CRY9,69.18,CUR16,5437.98,2023-09-16 23:06:38.937489
FUT1060027,USR241,Short,CRY5,50.31,CUR17,3287.86,2023-07-06 01:11:15.139258
FUT1060028,USR6332,Short,CRY5,41.17,CUR7,6002.72,2023-09-02 09:40:00.437289
FUT1060029,USR254,Short,CRY3,86.16,CUR10,8538.96,2023-11-11 06:36:20.663040
FUT1060030,USR1235,Short,CRY9,8.83,CUR6,2368.38,2023-07-05 02:32:07.997074
FUT1060031,USR5898,Long,CRY10,50.94,CUR28,6312.54,2023-07-19 10:46:31.860508
FUT1060032,USR4386,Short,CRY9,78.15,CUR2,2991.61,2023-12-05 13:56:28.865455
FUT1060033,USR4913,Short,CRY1,50.29,CUR20,6046.36,2023-10-20 18:49:57.545626
FUT1060034,USR3595,Short,CRY10,30.82,CUR16,9504.74,2023-03-04 15:40:48.374041
FUT1060035,USR4497,Short,CRY8,54.68,CUR3,3633.35,2023-05-11 07:17:34.351984
FUT1060036,USR9552,Short,CRY4,41.23,CUR16,4741.6,2023-05-06 02:23:36.896623
FUT1060037,USR9396,Short,CRY9,47.42,CUR1,6686.57,2023-05-12 04:36:21.991560
FUT1060038,USR3170,Short,CRY7,78.77,CUR22,842.82,2023-07-08 13:27:51.959799
FUT1060039,USR5372,Long,CRY1,17.58,CUR16,1608.04,2023-04-28 01:49:37.728664
FUT1060040,USR1801,Long,CRY9,40.56,CUR5,7709.01,2023-11-26 22:49:24.451738
FUT1060041,USR9269,Long,CRY6,14.94,CUR9,7452.89,2023-06-05 04:01:25.426635
FUT1060042,USR7295,Long,CRY9,92.67,CUR17,9535.21,2023-10-26 06:02:26.470644
FUT1060043,USR4728,Long,CRY8,69.57,CUR1,9555.07,2023-12-13 08:12:31.586118
FUT1060044,USR463,Short,CRY10,45.84,CUR27,759.13,2023-08-29 20:47:40.589313
FUT1060045,USR1002,Short,CRY5,15.46,CUR1,6807.79,2023-06-08 18:04:52.396744
FUT1060046,USR9327,Long,CRY9,3.56,CUR8,3449.17,2023-10-10 13:21:54.362562
FUT1060047,USR4366,Short,CRY7,76.82,CUR16,4771.97,2023-05-21 17:14:09.539506
FUT1060048,USR7392,Long,CRY1,75.23,CUR11,5310.62,2023-07-19 12:10:58.890321
FUT1060049,USR1187,Long,CRY1,79.03,CUR28,6711.18,2023-11-14 15:23:27.616107
FUT1060050,USR8204,Short,CRY8,49.01,CUR25,3939.65,2024-01-05 18:16:32.755058
FUT1060051,USR4332,Short,CRY1,80.38,CUR24,1134.43,2023-03-11 21:41:30.249828
FUT1060052,USR5530,Long,CRY9,57.77,CUR5,8050.95,2023-04-30 01:06:02.447504
FUT1060053,USR3687,Short,CRY8,52.08,CUR23,5251.28,2024-01-28 13:07:49.957533
