TradeID,UserID,ContractType,CryptocurrencyID,CryptoAmount,FiatID,FiatAmount,Timestamp
FUT1000001,USR3389,Long,CRY4,86.49,CUR2,8511.83,2023-09-09 20:20:08.528461
FUT1000002,USR8856,Long,CRY9,73.71,CUR2,2268.47,2023-07-28 06:07:43.035952
FUT1000003,USR8050,Long,CRY7,68.67,CUR3,6829.74,2023-07-04 02:53:26.601882
FUT1000004,USR1916,Short,CRY10,79.44,CUR19,1936.22,2023-07-06 07:25:59.679203
FUT1000005,USR3507,Long,CRY4,48.02,CUR23,6312.02,2023-10-17 19:43:46.283768
FUT1000006,USR1889,Short,CRY9,89.5,CUR25,7908.0,2023-12-25 03:23:41.856465
FUT1000007,USR1290,Short,CRY4,93.01,CUR14,7420.91,2023-04-08 06:51:37.503611
FUT1000008,USR7669,Short,CRY10,69.25,CUR3,689.0,2023-08-03 22:18:14.686579
FUT1000009,USR1120,Short,CRY1,20.07,CUR11,6299.35,2023-11-05 12:26:44.553033
FUT1000010,USR9609,Short,CRY4,14.16,CUR25,8243.56,2023-12-06 15:52:16.635523
FUT1000011,USR4735,Long,CRY8,68.48,CUR25,9133.78,2023-10-11 09:16:48.500251
FUT1000012,USR6115,Short,CRY2,41.33,CUR14,3659.26,2023-04-15 21:54:25.267958
FUT1000013,USR6806,Long,CRY5,70.39,CUR25,9970.94,2023-03-22 10:22:24.462364
FUT1000014,USR1033,Short,CRY8,64.45,CUR7,2179.23,2023-02-15 04:09:17.216449
FUT1000015,USR8842,Short,CRY6,22.71,CUR4,3347.93,2023-07-11 01:42:55.079176
FUT1000016,USR7256,Long,CRY10,21.5,CUR19,324.81,2023-11-18 21:51:35.837405
FUT1000017,USR3093,Long,CRY2,19.17,CUR1,7765.32,2023-11-08 12:04:12.441974
FUT1000018,USR847,Long,CRY2,51.24,CUR19,8659.03,2023-06-17 17:34:31.896489
FUT1000019,USR1567,Short,CRY10,71.36,CUR9,2138.58,2024-01-14 00:56:51.335148
FUT1000020,USR6557,Long,CRY3,21.39,CUR6,8901.61,2023-02-20 06:33:07.708918
FUT1000021,USR8219,Long,CRY6,75.5,CUR20,6501.1,2023-02-18 23:04:38.876174
FUT1000022,USR740,Long,CRY9,28.59,CUR7,2862.64,2024-01-30 20:42:47.899294
FUT1000023,USR1680,Short,CRY5,94.16,CUR7,2224.69,2023-06-23 17:17:56.158021
FUT1000024,USR7849,Long,CRY4,70.44,CUR2,4190.21,2023-12-21 11:54:22.751744
FUT1000025,USR9178,Long,CRY7,82.9,CUR19,193.03,2023-12-29 07:06:25.974543
FUT1000026,USR1947,Short,CRY5,90.21,CUR12,5154.76,2023-06-30 06:16:39.286123
FUT1000027,USR9931,Short,CRY8,87.83,CUR24,8090.2,2023-06-11 11:46:38.760926
FUT1000028,USR5070,Long,CRY9,46.48,CUR29,9172.69,2024-01-03 01:19:46.800551
FUT1000029,USR874,Short,CRY7,22.32,CUR24,3422.0,2023-11-20 09:53:49.548949
FUT1000030,USR5750,Long,CRY3,20.15,CUR17,3259.49,2023-03-07 19:07:55.560708
FUT1000031,USR5944,Short,CRY1,84.04,CUR8,5096.5,2023-05-21 04:12:48.974920
FUT1000032,USR1966,Short,CRY2,73.39,CUR4,7339.13,2023-10-28 11:41:39.942962
FUT1000033,USR694,Short,CRY6,69.58,CUR12,862.45,2023-02-17 09:44:04.244181
FUT1000034,USR7362,Long,CRY9,63.24,CUR24,3037.39,2023-08-19 08:17:53.240382
FUT1000035,USR8026,Short,CRY8,64.08,CUR3,3758.44,2023-07-07 16:03:11.256266
FUT1000036,USR6993,Long,CRY8,15.64,CUR24,9302.47,2023-11-25 19:26:26.322958
FUT1000037,USR7452,Long,CRY10,83.23,CUR4,6890.74,2023-11-28 00:50:56.740931
FUT1000038,USR2478,Short,CRY2,66.49,CUR28,1727.82,2023-09-04 19:17:00.115773
FUT1000039,USR8094,Long,CRY9,19.99,CUR6,2964.29,2023-11-17 09:03:37.444113
FUT1000040,USR6661,Long,CRY6,63.15,CUR28,687.91,2023-06-11 12:58:36.682206
FUT1000041,USR3802,Long,CRY10,26.56,CUR10,1403.77,2023-05-04 16:03:59.464989
FUT1000042,USR2738,Short,CRY1,66.06,CUR8,8759.57,2024-01-06 03:37:38.483976
FUT1000043,USR5875,Long,CRY3,0.33,CUR29,1176.49,2023-02-18 19:20:31.117539
FUT1000044,USR6519,Short,CRY9,88.2,CUR24,7975.19,2023-11-07 12:27:40.638252
FUT1000045,USR371,Short,CRY6,74.99,CUR23,6521.21,2023-07-14 10:41:17.747839
FUT1000046,USR6837,Long,CRY5,95.18,CUR28,2264.66,2023-04-29 12:51:01.171659
FUT1000047,USR6732,Long,CRY9,11.68,CUR19,8331.14,2024-01-11 20:24:03.677686
FUT1000048,USR6347,Short,CRY1,27.19,CUR17,4340.47,2023-06-09 11:06:00.351515
FUT1000049,USR9642,Short,CRY2,71.24,CUR10,2725.07,2023-11-22 22:46:32.346895
FUT1000050,USR3707,Short,CRY6,81.91,CUR3,3164.22,2024-01-19 00:52:07.407190
FUT1000051,USR6279,Short,CRY10,22.02,CUR29,5049.33,2023-08-27 00:14:53.072177
FUT1000052,USR1181,Long,CRY10,85.65,CUR24,7753.94,2023-08-10 17:33:54.559638
FUT1000053,USR9395,Short,CRY7,92.44,CUR27,1710.65,2023-06-23 14:00:41.949358
FUT1000054,USR1842,Short,CRY2,96.44,CUR14,5949.86,2023-03-24 19:46:29.547876
FUT1000055,USR4225,Short,CRY4,29.95,CUR13,5062.45,2023-05-16 15:31:25.013111
FUT1000056,USR7421,Long,CRY3,94.22,CUR23,2828.72,2023-11-13 23:12:23.640270
FUT1000057,USR1140,Short,CRY6,89.45,CUR4,480.54,2023-04-25 01:53:28.330760
FUT1000058,USR5396,Long,CRY10,77.66,CUR3,7356.29,2023-05-17 00:44:03.412606
FUT1000059,USR7750,Long,CRY5,1.93,CUR28,5207.51,2023-08-03 18:40:32.113488
FUT1000060,USR4241,Short,CRY2,55.98,CUR4,5283.8,2023-03-29 15:27:48.543621
FUT1000061,USR3044,Long,CRY3,98.24,CUR27,2679.84,2024-01-06 15:18:22.098541
FUT1000062,USR1190,Long,CRY5,86.64,CUR5,7795.13,2023-06-24 01:31:10.357655
FUT1000063,USR5151,Long,CRY6,60.48,CUR3,4803.2,2023-05-03 07:33:54.855585
FUT1000064,USR5530,Long,CRY3,90.76,CUR17,5180.49,2023-03-12 03:12:17.494599
FUT1000065,USR1220,Long,CRY2,33.47,CUR10,7407.22,2023-12-14 11:52:58.247705
FUT1000066,USR2498,Short,CRY10,62.89,CUR5,5723.15,2023-08-10 05:22:41.468698
FUT1000067,USR9709,Short,CRY4,98.75,CUR13,3001.68,2023-11-04 21:10:47.644711
FUT1000068,USR7914,Long,CRY4,64.25,CUR19,8738.48,2024-02-04 16:00:25.694531
FUT1000069,USR7174,Long,CRY3,46.85,CUR11,8992.82,2023-07-26 20:36:59.756486
FUT1000070,USR8849,Short,CRY2,64.38,CUR6,7078.35,2024-01-18 02:36:11.002401
FUT1000071,USR3725,Short,CRY3,65.82,CUR16,2153.71,2023-09-30 06:16:24.104789
FUT1000072,USR8181,Long,CRY6,20.96,CUR26,3412.26,2023-09-28 07:36:17.186174
FUT1000073,USR9388,Short,CRY4,11.06,CUR12,610.9,2023-04-14 22:50:05.197064
FUT1000074,USR2501,Long,CRY3,64.04,CUR13,301.72,2023-10-24 13:26:53.666804
FUT1000075,USR8288,Short,CRY9,88.4,CUR14,9303.78,2023-03-17 22:48:09.116298
FUT1000076,USR2621,Short,CRY9,23.51,CUR30,869.22,2023-09-05 07:21:50.961322
FUT1000077,USR161,Long,CRY9,35.4,CUR12,8738.42,2023-08-06 04:31:50.436211
FUT1000078,USR7215,Short,CRY3,56.28,CUR28,8354.07,2023-08-01 14:49:15.321625
FUT1000079,USR7363,Long,CRY1,39.58,CUR14,2896.93,2023-07-09 06:15:20.455796
FUT1000080,USR5825,Long,CRY5,7.98,CUR30,9103.23,2023-05-21 16:32:14.311373
FUT1000081,USR5060,Short,CRY1,81.3,CUR28,9620.61,2023-02-19 18:07:28.991466
FUT1000082,USR7273,Short,CRY3,44.55,CUR6,7672.58,2023-08-30 09:13:11.955628
FUT1000083,USR405,Long,CRY4,36.65,CUR6,2819.89,2023-08-22 01:10:00.581284
FUT1000084,USR5146,Short,CRY3,66.09,CUR9,7560.4,2023-03-22 18:13:49.408809
FUT1000085,USR5991,Short,CRY3,9.37,CUR3,5842.76,2023-11-22 16:41:52.035084
FUT1000086,USR8015,Short,CRY4,70.75,CUR6,2107.67,2023-10-22 00:17:04.162282
FUT1000087,USR1183,Long,CRY6,21.66,CUR28,3378.56,2023-05-16 07:14:28.914344
FUT1000088,USR7974,Long,CRY10,91.67,CUR29,6968.41,2023-07-10 03:07:36.243239
FUT1000089,USR9281,Short,CRY8,22.07,CUR5,137.38,2023-09-25 23:59:03.089385
FUT1000090,USR8378,Short,CRY2,73.42,CUR22,3086.01,2023-12-20 07:41:17.678878
FUT1000091,USR90,Short,CRY3,48.42,CUR25,167.7,2023-04-26 01:09:15.428899
FUT1000092,USR865,Long,CRY3,60.55,CUR12,5364.69,2023-05-05 12:02:09.909032
FUT1000093,USR2627,Long,CRY5,74.86,CUR10,4271.03,2023-09-19 04:39:26.813035
FUT1000094,USR5011,Long,CRY5,14.83,CUR21,3275.38,2023-11-04 15:17:38.111052
FUT1000095,USR7561,Long,CRY9,47.2,CUR29,9265.13,2024-01-16 23:17:25.685732
FUT1000096,USR9863,Short,CRY6,65.65,CUR23,3467.58,2023-10-21 00:32:09.571655
FUT1000097,USR231,Short,CRY3,37.06,CUR17,1977.03,2023-12-25 12:38:09.721517
FUT1000098,USR7832,Long,CRY2,24.29,CUR15,5528.71,2023-06-26 14:26:44.408320
FUT1000099,USR4352,Short,CRY9,67.08,CUR24,2275.86,2024-01-13 11:31:40.689453
FUT1000100,USR6202,Long,CRY5,19.82,CUR26,233.08,2023-10-11 07:51:07.143199
FUT1000101,USR3312,Long,CRY7,5.59,CUR16,2134.72,2023-11-29 23:31:30.077267
FUT1000102,USR674,Long,CRY5,80.42,CUR17,906.88,2023-04-23 01:01:50.295760
FUT1000103,USR9881,Long,CRY5,19.51,CUR16,2139.85,2023-03-19 20:50:24.093655
FUT1000104,USR3241,Short,CRY4,4.73,CUR21,4011.42,2023-12-16 14:58:15.112685
FUT1000105,USR6899,Long,CRY5,87.62,CUR15,4830.15,2023-09-28 21:33:47.629665
FUT1000106,USR9488,Short,CRY9,56.1,CUR23,2209.84,2023-07-27 08:40:13.109176
FUT1000107,USR1530,Short,CRY4,31.99,CUR8,9219.15,2023-12-16 10:00:37.784273
FUT1000108,USR4186,Short,CRY5,78.13,CUR9,9765.7,2023-06-13 11:07:22.895439
FUT1000109,USR5229,Short,CRY1,32.53,CUR24,1295.06,2023-04-23 10:57:25.700056
FUT1000110,USR58,Short,CRY7,58.54,CUR23,8182.54,2023-05-19 07:31:16.700007
FUT1000111,USR7564,Long,CRY6,49.05,CUR29,7689.57,2023-08-22 01:33:05.556280
FUT1000112,USR9887,Long,CRY2,29.28,CUR27,6983.49,2023-04-10 21:39:20.117343
FUT1000113,USR7817,Short,CRY10,41.45,CUR19,9768.23,2023-03-22 19:35:33.436300
FUT1000114,USR3261,Short,CRY3,44.36,CUR10,4161.15,2023-04-27 22:37:18.179718
FUT1000115,USR5388,Long,CRY3,86.59,CUR27,8935.21,2023-03-09 15:09:29.123152
FUT1000116,USR3950,Long,CRY2,75.62,CUR11,5546.7,2023-10-21 12:27:02.493772
FUT1000117,USR6649,Short,CRY5,87.98,CUR25,573.46,2023-05-22 10:05:37.631266
FUT1000118,USR9708,Short,CRY8,84.47,CUR25,7938.38,2023-11-21 12:59:15.172290
FUT1000119,USR9468,Long,CRY5,62.46,CUR7,8093.06,2023-09-18 06:50:53.570925
FUT1000120,USR198,Long,CRY1,89.19,CUR20,8329.74,2023-05-07 06:14:53.401930
FUT1000121,USR4270,Long,CRY9,79.74,CUR22,6239.93,2023-11-26 05:15:47.891916
FUT1000122,USR4894,Long,CRY6,6.46,CUR14,1269.4,2024-01-03 17:27:24.265863
FUT1000123,USR4888,Long,CRY10,11.91,CUR23,599.41,2023-06-02 01:11:59.605961
FUT1000124,USR3760,Long,CRY9,63.78,CUR27,347.11,2023-11-03 20:02:26.697325
FUT1000125,USR6804,Long,CRY5,54.84,CUR28,3324.11,2023-06-07 20:49:46.242146
FUT1000126,USR7328,Long,CRY6,2.29,CUR17,8371.32,2023-11-04 18:59:37.336851
FUT1000127,USR9592,Short,CRY2,10.0,CUR24,5416.57,2023-07-19 14:06:37.740067
FUT1000128,USR7341,Long,CRY6,8.91,CUR25,7938.82,2023-06-22 08:14:54.203067
FUT1000129,USR8052,Short,CRY2,91.27,CUR14,3779.42,2023-03-25 02:37:28.239633
FUT1000130,USR8309,Long,CRY7,59.39,CUR26,6440.5,2023-11-27 17:54:02.407104
FUT1000131,USR2018,Long,CRY2,1.59,CUR17,1037.51,2023-08-17 22:42:54.696339
FUT1000132,USR2630,Long,CRY5,30.69,CUR12,8388.78,2023-10-14 09:05:19.444878
