TradeID,UserID,ContractType,CryptocurrencyID,CryptoAmount,FiatID,FiatAmount,Timestamp
FUT720001,USR1991,Long,CRY10,51.76,CUR30,1417.26,2023-08-12 04:55:05.362709
FUT720002,USR8908,Short,CRY1,81.1,CUR20,2566.71,2023-07-21 19:30:14.681896
FUT720003,USR3023,Short,CRY8,45.82,CUR2,2031.97,2023-09-24 09:09:17.073190
FUT720004,USR6560,Short,CRY8,8.37,CUR21,9806.03,2023-09-15 22:30:23.004223
FUT720005,USR8963,Short,CRY10,20.49,CUR12,4832.32,2023-04-16 22:04:55.669458
FUT720006,USR2287,Short,CRY9,73.57,CUR3,4941.59,2023-10-20 16:17:41.229614
FUT720007,USR1712,Short,CRY3,55.89,CUR30,8099.9,2023-03-02 23:10:48.282650
FUT720008,USR8233,Short,CRY8,91.57,CUR20,3710.52,2023-09-26 02:05:07.121564
FUT720009,USR5816,Short,CRY8,95.1,CUR21,7955.01,2024-01-23 10:46:16.540528
FUT720010,USR4821,Long,CRY6,76.16,CUR10,4162.67,2023-10-16 21:03:08.817836
FUT720011,USR775,Long,CRY2,18.43,CUR5,5817.79,2023-08-31 09:02:39.342153
FUT720012,USR217,Short,CRY1,57.01,CUR3,2374.82,2023-11-08 04:22:52.724232
FUT720013,USR2265,Long,CRY3,41.58,CUR5,2101.27,2023-06-29 10:00:06.614539
FUT720014,USR807,Long,CRY6,79.78,CUR22,8734.76,2023-12-09 16:39:57.653486
FUT720015,USR9597,Short,CRY8,8.27,CUR3,3745.72,2023-06-28 12:41:49.975671
FUT720016,USR7256,Short,CRY3,4.39,CUR28,1267.92,2023-05-25 12:09:59.725096
FUT720017,USR960,Long,CRY4,83.26,CUR15,3959.95,2023-05-01 19:23:23.356651
FUT720018,USR4641,Long,CRY8,90.62,CUR17,5418.03,2023-04-09 12:28:11.644462
FUT720019,USR4250,Long,CRY2,86.21,CUR22,6925.23,2023-09-10 07:29:02.871733
FUT720020,USR9551,Short,CRY2,19.98,CUR19,1314.3,2023-08-13 15:20:13.809977
FUT720021,USR2824,Long,CRY4,35.44,CUR13,5363.31,2023-10-28 16:44:08.176677
FUT720022,USR5688,Long,CRY6,38.46,CUR19,1257.59,2023-05-11 08:45:01.074022
FUT720023,USR5914,Long,CRY2,85.28,CUR11,8397.56,2023-08-31 22:02:11.862996
FUT720024,USR2829,Long,CRY3,5.02,CUR14,2038.3,2023-12-28 07:30:12.718151
FUT720025,USR476,Short,CRY8,99.58,CUR25,186.47,2024-02-03 22:47:00.193139
FUT720026,USR8766,Long,CRY2,53.27,CUR29,9307.1,2023-05-17 05:36:11.870729
FUT720027,USR4162,Short,CRY6,14.07,CUR15,8166.53,2023-07-06 15:56:27.381544
FUT720028,USR134,Long,CRY1,83.58,CUR30,2655.67,2023-03-30 23:16:50.317775
FUT720029,USR9099,Short,CRY8,13.76,CUR30,2904.37,2023-10-15 14:19:54.043884
FUT720030,USR1477,Long,CRY2,99.8,CUR24,6836.16,2023-12-16 19:56:44.050742
FUT720031,USR1776,Short,CRY4,41.86,CUR26,8302.33,2023-11-22 11:18:33.641856
FUT720032,USR7460,Long,CRY9,33.87,CUR18,6307.67,2023-06-12 16:09:44.535235
FUT720033,USR3787,Long,CRY4,56.05,CUR25,1553.39,2023-11-16 20:48:01.174955
