TradeID,UserID,ContractType,CryptocurrencyID,CryptoAmount,FiatID,FiatAmount,Timestamp
FUT100001,USR7505,Long,CRY10,81.77,CUR24,5044.43,2023-12-09 14:10:07.365768
FUT100002,USR6116,Short,CRY4,25.15,CUR25,3121.16,2023-08-04 07:33:38.092652
FUT100003,USR6901,Long,CRY9,53.87,CUR6,4178.75,2023-04-03 06:06:31.516399
FUT100004,USR6961,Long,CRY4,25.5,CUR21,3538.5,2023-06-16 07:50:00.468454
FUT100005,USR6803,Short,CRY9,97.12,CUR4,8877.89,2023-07-15 20:34:27.097066
FUT100006,USR22,Long,CRY1,8.64,CUR8,5234.19,2023-03-05 03:06:00.859664
FUT100007,USR4714,Long,CRY9,22.28,CUR18,1026.58,2023-10-08 22:07:24.737764
FUT100008,USR4730,Long,CRY2,39.23,CUR26,1030.47,2023-11-19 02:56:13.394733
FUT100009,USR8864,Short,CRY4,18.99,CUR12,3962.28,2023-06-23 13:00:19.892848
FUT100010,USR6980,Short,CRY7,60.76,CUR13,7358.35,2023-04-06 06:46:00.121618
FUT100011,USR3766,Long,CRY9,36.55,CUR12,138.01,2023-12-29 16:59:56.496072
FUT100012,USR6532,Long,CRY9,44.2,CUR4,1662.63,2023-05-17 23:36:37.882297
FUT100013,USR4980,Long,CRY6,58.06,CUR11,9266.94,2023-09-18 09:42:06.210387
FUT100014,USR6980,Long,CRY1,33.61,CUR19,4349.46,2023-07-01 02:47:16.020092
FUT100015,USR7269,Short,CRY4,81.28,CUR8,3971.99,2023-11-09 18:26:46.600383
FUT100016,USR321,Long,CRY10,53.15,CUR6,5427.83,2024-02-03 03:02:58.498215
FUT100017,USR4919,Long,CRY2,78.49,CUR3,2375.51,2023-12-19 01:31:37.637984
FUT100018,USR713,Short,CRY7,56.99,CUR28,5598.13,2023-07-01 07:12:30.050159
FUT100019,USR7183,Short,CRY9,52.36,CUR13,2254.6,2023-09-16 18:29:18.776875
FUT100020,USR145,Long,CRY7,14.67,CUR9,8461.26,2023-05-26 14:06:07.730477
FUT100021,USR4787,Short,CRY2,42.27,CUR6,4219.26,2023-06-29 09:55:11.628573
FUT100022,USR378,Long,CRY4,97.23,CUR17,7791.08,2024-01-22 23:23:11.075132
FUT100023,USR4109,Short,CRY10,45.62,CUR15,885.78,2023-05-16 22:24:37.301307
FUT100024,USR5845,Short,CRY10,51.21,CUR10,7841.09,2023-12-21 15:29:31.316668
FUT100025,USR8981,Short,CRY6,76.3,CUR29,2073.04,2023-05-30 05:25:33.386084
FUT100026,USR7988,Long,CRY4,23.83,CUR1,8882.94,2023-06-19 13:47:24.208911
FUT100027,USR3940,Long,CRY9,44.82,CUR18,211.52,2024-01-11 13:03:42.521613
FUT100028,USR2517,Short,CRY6,97.14,CUR9,4746.09,2023-05-13 09:34:32.093602
FUT100029,USR1370,Short,CRY2,67.85,CUR28,4286.27,2024-02-06 09:02:44.070625
FUT100030,USR9075,Long,CRY6,89.15,CUR19,1747.01,2023-12-08 13:59:09.690392
FUT100031,USR4981,Long,CRY5,0.97,CUR7,884.81,2023-09-20 09:24:34.627528
FUT100032,USR4902,Long,CRY1,52.96,CUR23,2166.95,2023-05-20 17:15:36.301764
FUT100033,USR7127,Short,CRY8,85.03,CUR17,8331.65,2023-03-22 18:00:35.338881
FUT100034,USR9676,Short,CRY4,50.6,CUR19,6091.16,2023-02-11 02:46:38.133717
FUT100035,USR5667,Short,CRY9,85.86,CUR29,2825.1,2023-07-12 14:35:11.052278
FUT100036,USR1789,Short,CRY8,59.54,CUR10,3999.27,2023-12-02 14:36:14.877800
