TradeID,UserID,ContractType,CryptocurrencyID,CryptoAmount,FiatID,FiatAmount,Timestamp
FUT340001,USR3343,Short,CRY5,71.25,CUR10,9918.13,2023-02-20 03:15:06.732578
FUT340002,USR8052,Long,CRY8,48.66,CUR18,3094.3,2023-12-27 20:09:16.193585
FUT340003,USR2610,Short,CRY1,66.36,CUR11,4569.8,2023-05-02 23:19:51.463043
FUT340004,USR3854,Short,CRY1,77.39,CUR30,9797.82,2023-08-29 08:48:00.778651
FUT340005,USR6745,Long,CRY6,75.33,CUR24,7409.57,2023-08-11 02:35:08.985447
FUT340006,USR7017,Long,CRY4,18.96,CUR20,1442.02,2023-03-25 21:09:16.057683
FUT340007,USR3648,Long,CRY10,57.9,CUR4,5501.85,2023-06-13 00:04:45.329811
FUT340008,USR9411,Short,CRY3,17.78,CUR13,3825.44,2023-10-29 07:45:11.782573
FUT340009,USR1738,Long,CRY8,54.22,CUR10,2161.02,2023-09-18 00:07:13.113381
FUT340010,USR719,Short,CRY6,13.32,CUR4,3534.29,2023-11-24 18:37:05.037423
FUT340011,USR6025,Short,CRY9,6.4,CUR29,113.67,2023-06-26 05:46:52.198524
FUT340012,USR4483,Long,CRY1,97.29,CUR12,8259.85,2024-01-09 15:36:12.973191
FUT340013,USR3916,Long,CRY2,28.38,CUR28,4682.77,2023-03-16 12:36:23.589967
FUT340014,USR7210,Short,CRY1,14.06,CUR2,949.2,2023-02-25 18:52:24.209552
FUT340015,USR1172,Short,CRY4,90.68,CUR19,4946.53,2023-10-13 14:01:44.531269
FUT340016,USR9972,Long,CRY10,89.54,CUR17,4158.84,2023-11-20 04:50:37.925931
FUT340017,USR7962,Long,CRY6,2.45,CUR5,6466.85,2023-04-26 04:21:05.920366
FUT340018,USR245,Long,CRY10,88.57,CUR19,7845.47,2023-06-17 22:54:13.572304
FUT340019,USR6269,Long,CRY10,42.12,CUR17,3699.11,2023-05-02 03:51:31.904689
FUT340020,USR6172,Short,CRY3,89.67,CUR5,286.67,2023-02-27 05:22:12.056511
FUT340021,USR59,Short,CRY9,28.81,CUR19,442.9,2024-01-16 16:44:21.330029
FUT340022,USR6580,Long,CRY5,15.53,CUR3,3280.25,2024-01-12 02:47:44.228484
FUT340023,USR4290,Short,CRY4,51.64,CUR28,3971.02,2023-05-31 22:19:50.273414
FUT340024,USR3888,Long,CRY9,17.84,CUR4,5684.26,2023-09-02 02:06:51.634529
FUT340025,USR475,Long,CRY3,79.25,CUR29,4948.84,2023-07-25 21:00:56.944768
FUT340026,USR2850,Long,CRY1,9.49,CUR17,3130.56,2023-10-24 22:38:06.869556
FUT340027,USR6332,Long,CRY1,89.29,CUR10,9465.88,2023-12-19 11:52:58.732180
FUT340028,USR6965,Short,CRY9,47.8,CUR29,7782.66,2023-08-23 21:46:37.567249
FUT340029,USR1395,Long,CRY3,38.84,CUR20,6154.41,2023-07-07 06:32:48.130373
FUT340030,USR8972,Long,CRY5,33.51,CUR6,8723.14,2024-01-10 19:45:07.960011
FUT340031,USR4159,Long,CRY9,83.17,CUR15,3998.63,2023-03-16 19:37:28.858544
FUT340032,USR1964,Short,CRY1,58.77,CUR9,679.0,2023-04-16 00:54:19.159230
FUT340033,USR7032,Long,CRY10,95.82,CUR1,4400.61,2023-12-23 23:37:01.982397
FUT340034,USR9993,Long,CRY4,10.3,CUR8,2871.18,2023-07-16 18:18:50.869820
FUT340035,USR807,Short,CRY8,19.44,CUR19,8363.13,2023-07-09 13:37:32.280890
FUT340036,USR4065,Short,CRY4,28.91,CUR14,4818.9,2023-02-14 19:25:22.375416
FUT340037,USR1028,Short,CRY2,40.92,CUR2,7087.94,2023-08-05 15:08:56.422401
FUT340038,USR522,Long,CRY10,36.78,CUR23,8338.95,2023-06-13 22:47:01.854415
FUT340039,USR7315,Short,CRY4,63.72,CUR6,6101.64,2023-08-12 20:12:07.042338
FUT340040,USR2558,Long,CRY3,89.94,CUR24,2243.91,2023-02-23 10:36:57.180535
FUT340041,USR6722,Long,CRY5,90.95,CUR8,9982.87,2023-07-17 17:09:23.200284
FUT340042,USR6462,Long,CRY1,81.2,CUR23,4177.83,2024-01-21 12:12:11.384102
FUT340043,USR7265,Short,CRY9,97.1,CUR25,7584.58,2024-02-03 12:28:15.021158
FUT340044,USR1568,Short,CRY9,12.39,CUR26,9557.23,2023-09-10 20:06:14.135218
FUT340045,USR5729,Short,CRY5,70.6,CUR19,4837.95,2023-09-23 11:23:55.247630
FUT340046,USR5529,Long,CRY5,42.33,CUR29,3985.25,2023-08-23 16:52:14.138018
FUT340047,USR2223,Short,CRY9,79.03,CUR3,965.72,2023-02-19 12:32:42.395336
FUT340048,USR5077,Short,CRY8,88.77,CUR10,4247.7,2023-06-08 18:11:40.174661
FUT340049,USR7288,Long,CRY5,90.95,CUR20,3972.98,2023-04-11 15:14:10.327419
FUT340050,USR2165,Long,CRY9,32.05,CUR25,9472.25,2023-10-13 21:23:10.907991
FUT340051,USR3314,Short,CRY6,29.46,CUR13,5291.75,2023-08-08 06:33:01.425458
FUT340052,USR8761,Long,CRY8,13.3,CUR18,3216.11,2023-11-05 14:26:29.685463
FUT340053,USR3752,Long,CRY1,88.32,CUR7,9215.29,2023-09-17 06:26:14.220539
FUT340054,USR7204,Short,CRY7,48.91,CUR17,3808.68,2023-06-30 14:40:30.058542
FUT340055,USR1864,Short,CRY10,39.55,CUR1,3159.15,2023-11-21 09:18:11.416933
FUT340056,USR311,Long,CRY4,67.41,CUR17,2713.5,2023-07-23 02:05:16.066019
FUT340057,USR8592,Long,CRY1,35.8,CUR9,9492.23,2023-04-01 22:24:53.470393
FUT340058,USR593,Long,CRY7,84.72,CUR15,4459.26,2023-11-12 20:18:31.123828
FUT340059,USR500,Long,CRY4,3.02,CUR17,7975.75,2023-08-06 03:37:03.517070
FUT340060,USR1794,Short,CRY8,24.87,CUR23,3960.02,2024-02-02 03:57:25.158347
FUT340061,USR2140,Short,CRY1,80.14,CUR19,6570.06,2023-07-09 00:20:51.722311
FUT340062,USR1692,Long,CRY5,41.38,CUR11,542.21,2023-03-16 09:33:32.171877
FUT340063,USR5527,Long,CRY2,27.69,CUR3,1501.48,2023-12-13 19:54:52.822337
FUT340064,USR1159,Long,CRY9,17.54,CUR18,1510.48,2024-01-13 20:33:05.925846
FUT340065,USR8177,Short,CRY4,61.18,CUR20,6810.06,2023-08-29 06:16:59.889710
FUT340066,USR7381,Short,CRY8,5.3,CUR7,3476.08,2024-01-30 17:47:58.478763
FUT340067,USR9239,Short,CRY1,41.95,CUR16,2111.53,2023-05-31 01:10:43.522240
FUT340068,USR1086,Long,CRY3,45.71,CUR21,1210.38,2024-01-29 07:30:37.232169
FUT340069,USR3724,Short,CRY3,14.74,CUR2,2885.79,2024-01-20 14:20:55.789026
FUT340070,USR2089,Short,CRY3,95.58,CUR1,5720.48,2023-10-10 15:50:05.400855
FUT340071,USR6375,Long,CRY4,46.58,CUR2,475.35,2023-12-03 08:59:13.645009
FUT340072,USR1450,Short,CRY7,28.03,CUR21,8116.9,2023-05-03 14:53:43.090173
FUT340073,USR6385,Short,CRY7,83.8,CUR20,8261.17,2023-12-16 00:06:40.561021
FUT340074,USR2207,Short,CRY2,62.77,CUR14,5785.04,2023-10-23 00:19:57.781451
FUT340075,USR9362,Short,CRY9,43.22,CUR10,7519.98,2023-06-20 04:54:43.657709
FUT340076,USR3873,Short,CRY2,67.81,CUR12,3481.33,2023-08-26 17:27:14.068874
FUT340077,USR1369,Long,CRY1,97.12,CUR25,7584.27,2023-04-05 04:04:14.035435
