TradeID,UserID,ContractType,CryptocurrencyID,CryptoAmount,FiatID,FiatAmount,Timestamp
FUT1820001,USR6603,Short,CRY1,96.46,CUR4,1140.1,2023-10-03 22:39:31.161094
FUT1820002,USR290,Short,CRY6,46.03,CUR16,2898.39,2023-07-03 06:26:04.891810
FUT1820003,USR7861,Long,CRY9,83.11,CUR22,6801.53,2023-05-17 05:07:48.975153
FUT1820004,USR19,Short,CRY1,81.17,CUR27,2978.73,2023-04-16 04:47:56.774824
FUT1820005,USR4898,Long,CRY5,16.62,CUR2,6498.55,2023-06-08 06:15:24.270775
FUT1820006,USR1702,Short,CRY1,37.4,CUR15,4416.68,2023-05-29 20:05:04.397264
FUT1820007,USR5067,Short,CRY4,87.32,CUR11,9398.31,2023-10-10 20:00:39.896344
FUT1820008,USR5598,Long,CRY3,44.54,CUR7,7573.73,2023-05-20 03:20:34.783475
FUT1820009,USR2386,Long,CRY7,59.98,CUR12,8409.04,2023-12-28 16:03:25.897649
FUT1820010,USR4009,Short,CRY8,70.89,CUR16,4375.57,2024-01-29 10:31:03.511269
FUT1820011,USR4220,Short,CRY1,25.48,CUR7,276.67,2023-11-12 18:01:24.059825
FUT1820012,USR6702,Short,CRY1,38.35,CUR6,3324.23,2024-01-19 11:22:37.588811
FUT1820013,USR9317,Long,CRY5,45.76,CUR13,1586.29,2023-04-28 17:05:58.079281
FUT1820014,USR1423,Long,CRY2,59.46,CUR9,1265.61,2023-04-21 02:39:44.053790
FUT1820015,USR6475,Long,CRY1,94.84,CUR8,4888.41,2023-06-23 16:58:18.470378
FUT1820016,USR6764,Long,CRY9,12.8,CUR13,1112.39,2023-05-28 22:09:20.193877
FUT1820017,USR2409,Short,CRY10,62.16,CUR8,8969.55,2024-01-19 11:14:54.284652
FUT1820018,USR7130,Long,CRY6,83.03,CUR4,7709.63,2023-04-03 01:26:23.042067
FUT1820019,USR7969,Short,CRY4,97.06,CUR2,4638.23,2023-03-16 04:11:30.771535
FUT1820020,USR4885,Short,CRY6,1.27,CUR21,1084.2,2023-12-03 17:37:44.073109
FUT1820021,USR4119,Long,CRY8,77.08,CUR8,2506.32,2023-05-14 03:52:51.160738
FUT1820022,USR2724,Long,CRY8,70.98,CUR24,6851.12,2023-08-10 08:47:13.940002
FUT1820023,USR2888,Short,CRY5,64.68,CUR20,4210.29,2023-10-29 11:04:40.405865
FUT1820024,USR5083,Short,CRY10,90.03,CUR29,7234.77,2023-11-27 06:51:40.168601
FUT1820025,USR5045,Long,CRY7,63.7,CUR20,3442.68,2023-03-22 13:44:55.161827
FUT1820026,USR6199,Long,CRY6,82.01,CUR10,3711.37,2023-02-25 17:03:46.430511
FUT1820027,USR5078,Long,CRY5,92.98,CUR24,6123.16,2023-06-11 22:12:51.105936
FUT1820028,USR4876,Short,CRY3,98.87,CUR28,3645.99,2023-09-15 12:25:36.990554
FUT1820029,USR7658,Long,CRY5,92.96,CUR30,3235.32,2023-12-07 02:14:51.801697
FUT1820030,USR7511,Long,CRY8,49.55,CUR22,245.65,2024-01-07 17:27:28.108460
FUT1820031,USR6784,Long,CRY7,99.86,CUR14,2074.67,2024-01-29 16:49:14.754241
FUT1820032,USR3655,Long,CRY1,4.5,CUR9,7010.61,2023-04-19 09:51:08.095925
FUT1820033,USR5354,Long,CRY10,92.51,CUR26,6866.43,2023-08-30 05:53:31.904305
FUT1820034,USR2095,Short,CRY3,22.93,CUR22,706.17,2023-10-13 10:24:06.733787
FUT1820035,USR6358,Long,CRY6,69.02,CUR20,395.99,2023-09-12 11:08:31.131378
FUT1820036,USR5847,Long,CRY3,5.7,CUR26,3360.93,2023-07-05 12:12:21.336073
FUT1820037,USR6979,Short,CRY8,86.3,CUR10,9401.3,2023-10-29 06:47:47.069027
FUT1820038,USR7530,Long,CRY6,51.34,CUR17,4924.98,2023-02-13 14:32:49.227278
FUT1820039,USR2518,Long,CRY1,19.44,CUR29,1763.52,2023-09-03 23:18:50.500208
FUT1820040,USR1692,Long,CRY1,91.44,CUR2,2625.42,2023-12-14 06:33:01.837567
FUT1820041,USR6220,Short,CRY2,40.58,CUR6,6511.9,2023-09-15 02:35:24.810632
FUT1820042,USR4779,Long,CRY3,87.28,CUR26,4881.61,2023-12-10 01:55:18.733669
FUT1820043,USR7544,Short,CRY1,45.59,CUR4,2100.14,2023-02-11 23:21:49.590768
FUT1820044,USR2875,Long,CRY4,82.84,CUR6,8600.55,2023-12-17 16:43:08.221272
FUT1820045,USR9945,Short,CRY1,59.99,CUR29,219.31,2023-09-28 22:56:46.519489
FUT1820046,USR9849,Long,CRY8,89.83,CUR28,6628.02,2023-11-22 00:16:11.262133
FUT1820047,USR5028,Long,CRY1,73.29,CUR19,5463.56,2023-09-06 19:06:35.806240
FUT1820048,USR5806,Short,CRY2,39.3,CUR10,1061.57,2023-03-22 15:16:49.057397
FUT1820049,USR2680,Short,CRY4,58.48,CUR1,6987.78,2023-05-29 23:22:57.804919
FUT1820050,USR3994,Short,CRY4,25.04,CUR6,601.18,2023-07-19 09:48:00.254580
FUT1820051,USR1482,Long,CRY4,64.79,CUR3,7975.78,2023-10-11 18:45:50.287184
FUT1820052,USR1230,Long,CRY8,63.09,CUR22,8325.87,2023-09-30 13:31:26.257522
FUT1820053,USR3449,Long,CRY2,51.61,CUR24,4925.33,2023-12-05 15:11:14.489780
FUT1820054,USR5930,Long,CRY4,34.58,CUR13,7263.13,2023-09-20 21:24:00.390233
FUT1820055,USR4479,Short,CRY8,41.73,CUR17,8314.09,2023-05-14 11:52:50.558297
FUT1820056,USR4603,Long,CRY10,21.3,CUR15,3491.7,2023-06-10 11:29:49.449547
