TradeID,UserID,ContractType,CryptocurrencyID,CryptoAmount,FiatID,FiatAmount,Timestamp
FUT1040001,USR6790,Long,CRY4,59.87,CUR29,8027.05,2023-07-13 00:03:06.803999
FUT1040002,USR3789,Short,CRY10,28.6,CUR14,8270.33,2023-06-04 02:26:04.165559
FUT1040003,USR9541,Long,CRY4,82.26,CUR6,7533.14,2023-08-17 05:26:06.082951
FUT1040004,USR3715,Short,CRY1,94.28,CUR6,2794.59,2024-01-02 19:47:02.865492
FUT1040005,USR25,Short,CRY7,74.75,CUR28,794.35,2024-01-31 00:07:04.691913
FUT1040006,USR599,Long,CRY10,38.45,CUR4,3757.86,2023-04-22 03:16:38.438854
FUT1040007,USR2794,Short,CRY7,87.34,CUR27,3970.02,2023-07-11 09:06:57.248491
FUT1040008,USR8717,Long,CRY5,3.72,CUR27,1663.0,2023-07-13 17:08:19.186264
FUT1040009,USR915,Short,CRY6,39.76,CUR18,4972.42,2023-04-05 01:35:40.970844
FUT1040010,USR842,Long,CRY10,88.96,CUR21,8805.61,2023-06-02 16:05:19.525136
FUT1040011,USR8934,Long,CRY1,90.23,CUR16,6575.93,2023-08-10 12:33:42.108239
FUT1040012,USR8299,Short,CRY8,54.99,CUR25,6463.38,2024-01-27 06:02:50.778878
FUT1040013,USR8655,Short,CRY9,54.24,CUR22,6977.07,2023-05-30 19:58:55.682400
FUT1040014,USR9671,Long,CRY5,92.31,CUR22,8966.74,2023-12-25 11:22:06.965835
FUT1040015,USR8965,Short,CRY1,27.96,CUR5,9195.22,2024-01-23 22:01:01.837007
FUT1040016,USR7871,Long,CRY2,28.05,CUR14,5924.98,2023-08-31 12:39:08.342275
FUT1040017,USR6099,Long,CRY5,5.42,CUR27,7216.13,2023-04-25 03:10:32.104325
FUT1040018,USR1409,Short,CRY1,19.0,CUR15,9275.12,2024-01-10 21:58:25.029019
FUT1040019,USR7022,Short,CRY9,41.65,CUR14,4161.22,2023-10-06 05:13:55.563166
FUT1040020,USR2254,Short,CRY6,87.26,CUR30,9813.91,2023-03-01 21:45:34.821151
FUT1040021,USR854,Short,CRY3,3.66,CUR10,6394.64,2024-01-04 03:21:05.327477
FUT1040022,USR3283,Long,CRY6,58.55,CUR19,8769.91,2023-08-18 04:36:21.153559
FUT1040023,USR7748,Short,CRY6,14.17,CUR29,7151.52,2023-06-05 22:33:19.939076
FUT1040024,USR1429,Long,CRY6,50.02,CUR20,8529.31,2023-03-12 14:50:48.305456
FUT1040025,USR6253,Short,CRY8,14.02,CUR30,1273.81,2023-03-14 16:59:33.450752
FUT1040026,USR5066,Long,CRY9,50.41,CUR12,8011.65,2023-05-06 02:52:27.251553
FUT1040027,USR8716,Long,CRY1,45.31,CUR3,2079.46,2023-06-26 06:49:42.624100
FUT1040028,USR4871,Long,CRY10,59.62,CUR11,4295.5,2024-01-07 02:17:09.357559
FUT1040029,USR4002,Long,CRY9,48.04,CUR23,1008.5,2023-06-19 17:31:08.532691
FUT1040030,USR6336,Long,CRY7,88.21,CUR16,4753.02,2023-05-12 07:51:20.982954
FUT1040031,USR8585,Short,CRY6,15.84,CUR17,3629.92,2023-07-24 05:20:29.923707
FUT1040032,USR1957,Short,CRY3,62.47,CUR18,7428.63,2023-08-20 08:53:23.916785
FUT1040033,USR9405,Short,CRY3,39.49,CUR22,6263.1,2023-02-27 15:52:08.764738
FUT1040034,USR5970,Long,CRY3,88.15,CUR8,9686.73,2023-08-25 18:58:19.079981
FUT1040035,USR2278,Long,CRY9,14.56,CUR25,3037.86,2023-04-09 07:23:16.621190
FUT1040036,USR6775,Short,CRY7,12.83,CUR16,5380.8,2023-12-17 09:04:53.267156
FUT1040037,USR6445,Long,CRY4,26.38,CUR2,4119.2,2023-09-26 05:19:11.630411
FUT1040038,USR7703,Long,CRY1,89.84,CUR22,840.0,2023-03-30 04:28:26.541030
FUT1040039,USR5246,Short,CRY8,12.14,CUR9,5868.59,2023-10-28 07:27:08.578923
FUT1040040,USR369,Short,CRY6,12.1,CUR24,7728.54,2023-12-31 08:35:38.930059
FUT1040041,USR4282,Long,CRY4,55.34,CUR3,1994.46,2023-11-07 01:11:07.805805
FUT1040042,USR2105,Long,CRY6,36.29,CUR25,9918.62,2023-10-13 20:48:40.996382
FUT1040043,USR651,Short,CRY2,26.2,CUR1,1766.74,2023-07-06 21:46:32.161610
FUT1040044,USR4494,Long,CRY5,50.54,CUR10,6404.61,2023-08-03 23:01:35.578676
FUT1040045,USR5149,Long,CRY6,49.82,CUR3,4184.07,2023-03-05 01:28:49.295211
FUT1040046,USR6492,Long,CRY7,18.98,CUR1,585.49,2023-10-18 10:13:36.541612
FUT1040047,USR9516,Short,CRY6,48.02,CUR6,3678.16,2023-02-15 21:09:20.740760
FUT1040048,USR9313,Short,CRY3,98.94,CUR13,5123.38,2023-11-19 11:24:28.564159
FUT1040049,USR4403,Short,CRY8,54.32,CUR4,4256.59,2023-06-24 08:13:58.120079
FUT1040050,USR6428,Long,CRY4,97.53,CUR27,3821.11,2023-07-22 11:34:34.520935
FUT1040051,USR1233,Short,CRY6,34.4,CUR21,7107.04,2023-09-23 16:15:09.895243
FUT1040052,USR9881,Short,CRY8,60.97,CUR3,2263.52,2023-04-17 01:53:16.816006
FUT1040053,USR9351,Short,CRY4,87.69,CUR16,520.6,2023-06-12 18:08:03.351391
FUT1040054,USR1943,Long,CRY6,20.27,CUR16,4834.35,2023-05-16 20:29:11.508500
FUT1040055,USR6299,Short,CRY6,71.86,CUR18,7638.6,2023-07-27 06:19:44.644714
FUT1040056,USR6178,Short,CRY7,43.96,CUR6,842.33,2023-11-26 23:27:09.421104
FUT1040057,USR1997,Long,CRY10,42.54,CUR8,5472.63,2023-08-06 10:17:16.524684
FUT1040058,USR1071,Short,CRY3,97.17,CUR6,6225.92,2023-04-07 04:33:33.378950
FUT1040059,USR4251,Long,CRY7,10.59,CUR16,8634.32,2023-07-21 05:44:53.820327
FUT1040060,USR9111,Short,CRY3,31.16,CUR23,9535.85,2023-06-19 15:02:13.352012
FUT1040061,USR7058,Short,CRY4,99.11,CUR11,613.68,2023-04-14 15:35:52.286683
FUT1040062,USR4080,Long,CRY9,27.73,CUR24,343.17,2023-02-25 09:58:42.343886
FUT1040063,USR1385,Long,CRY8,69.25,CUR2,810.43,2023-05-29 04:02:04.946226
FUT1040064,USR8454,Long,CRY3,6.24,CUR4,5637.95,2023-04-10 01:37:37.974874
FUT1040065,USR8807,Short,CRY8,86.89,CUR22,1798.43,2023-10-06 22:07:00.831607
FUT1040066,USR618,Short,CRY1,60.94,CUR30,6683.92,2023-08-20 01:16:09.758758
FUT1040067,USR1780,Long,CRY3,2.72,CUR2,115.29,2023-07-13 07:15:36.611795
FUT1040068,USR4163,Short,CRY10,94.81,CUR13,2729.88,2024-02-07 12:52:09.684233
FUT1040069,USR3631,Short,CRY8,81.61,CUR14,6608.58,2023-10-14 11:33:41.992993
FUT1040070,USR8723,Short,CRY1,33.57,CUR6,1922.93,2023-08-15 10:21:45.990937
FUT1040071,USR7863,Short,CRY2,71.66,CUR12,8614.37,2023-09-11 07:34:44.092753
FUT1040072,USR5595,Short,CRY1,61.86,CUR4,3194.28,2023-07-29 20:26:07.435349
FUT1040073,USR9986,Long,CRY5,27.8,CUR13,2520.59,2023-04-04 22:59:22.845092
FUT1040074,USR3790,Long,CRY8,14.58,CUR28,9574.37,2024-01-14 17:55:02.687538
FUT1040075,USR2974,Short,CRY3,72.13,CUR24,8740.86,2024-01-05 02:05:29.446206
FUT1040076,USR9782,Long,CRY2,25.66,CUR27,4469.4,2023-04-02 18:39:22.223026
FUT1040077,USR7506,Short,CRY1,24.63,CUR12,3969.7,2023-04-25 16:44:18.889353
FUT1040078,USR9288,Short,CRY4,64.79,CUR20,7769.42,2023-07-26 01:05:42.538659
FUT1040079,USR2142,Short,CRY1,97.51,CUR30,7343.58,2023-12-24 12:13:43.525735
