TradeID,UserID,ContractType,CryptocurrencyID,CryptoAmount,FiatID,FiatAmount,Timestamp
FUT760001,USR1440,Short,CRY2,93.6,CUR17,4590.06,2023-07-30 04:04:39.363599
FUT760002,USR2611,Long,CRY8,78.0,CUR23,8214.06,2023-06-07 19:20:37.578958
FUT760003,USR2223,Short,CRY8,41.21,CUR4,497.73,2023-11-01 03:53:33.065018
FUT760004,USR1203,Long,CRY10,43.75,CUR23,4942.57,2023-03-19 14:51:06.950008
FUT760005,USR5673,Long,CRY10,80.68,CUR25,7867.76,2023-05-28 14:44:37.493490
FUT760006,USR7236,Short,CRY6,91.63,CUR25,9506.28,2023-07-14 15:36:44.016819
FUT760007,USR7443,Long,CRY2,24.37,CUR8,6833.42,2023-06-21 03:22:22.722367
FUT760008,USR6716,Long,CRY9,75.08,CUR11,5717.46,2023-07-13 09:50:13.451393
FUT760009,USR777,Short,CRY7,68.19,CUR13,4090.24,2023-11-25 01:34:45.560693
FUT760010,USR927,Long,CRY9,99.81,CUR25,4637.48,2023-07-17 03:44:13.184752
FUT760011,USR5811,Short,CRY10,97.0,CUR17,7096.29,2023-10-05 05:14:34.104452
FUT760012,USR6406,Short,CRY9,54.53,CUR16,6891.66,2023-03-17 08:06:53.490465
FUT760013,USR4204,Short,CRY9,80.71,CUR16,406.56,2023-12-04 06:26:47.972752
FUT760014,USR9571,Long,CRY9,74.42,CUR8,9666.69,2023-04-12 07:57:58.552462
FUT760015,USR283,Short,CRY3,56.9,CUR21,8173.85,2024-01-26 08:04:55.357470
FUT760016,USR9177,Short,CRY10,47.96,CUR19,5279.06,2023-08-17 19:30:50.231933
FUT760017,USR3944,Long,CRY10,60.79,CUR25,4454.41,2023-10-05 17:27:45.135285
FUT760018,USR786,Short,CRY10,29.18,CUR21,4430.54,2023-05-02 20:57:32.129463
FUT760019,USR4753,Long,CRY1,1.81,CUR23,5426.15,2023-06-09 00:35:17.114407
FUT760020,USR9770,Long,CRY6,32.77,CUR26,6775.3,2023-06-06 06:28:10.761025
FUT760021,USR5040,Long,CRY4,96.89,CUR3,3641.93,2023-10-09 22:18:56.003990
FUT760022,USR9976,Short,CRY10,14.58,CUR1,7270.05,2023-04-04 04:31:38.518477
FUT760023,USR606,Long,CRY9,62.76,CUR9,8282.48,2023-07-03 08:52:38.792199
FUT760024,USR3464,Long,CRY8,36.64,CUR14,1541.21,2023-04-07 22:40:32.623709
FUT760025,USR5088,Short,CRY10,56.61,CUR24,7918.72,2023-10-07 22:18:44.171641
FUT760026,USR9462,Long,CRY7,78.37,CUR16,7144.15,2023-05-18 22:57:27.017223
FUT760027,USR4460,Long,CRY7,24.84,CUR18,1236.3,2023-07-17 03:33:43.858560
FUT760028,USR3899,Short,CRY9,19.56,CUR6,4845.86,2023-08-29 02:25:37.016406
FUT760029,USR371,Short,CRY10,50.01,CUR2,3770.62,2023-10-02 03:41:25.438494
FUT760030,USR8249,Long,CRY6,83.07,CUR6,1019.4,2024-01-13 04:56:22.730887
FUT760031,USR9906,Short,CRY10,11.05,CUR4,6373.04,2023-05-14 20:00:21.479515
FUT760032,USR7085,Short,CRY3,10.28,CUR19,5981.47,2023-11-05 08:55:54.953117
