TradeID,UserID,ContractType,CryptocurrencyID,CryptoAmount,FiatID,FiatAmount,Timestamp
FUT1200001,USR657,Long,CRY2,33.37,CUR11,8716.86,2023-04-30 12:49:28.802094
FUT1200002,USR6394,Short,CRY1,50.2,CUR7,8881.94,2024-02-05 03:28:16.507514
FUT1200003,USR6006,Short,CRY1,53.7,CUR11,4876.92,2023-02-26 21:46:17.574509
FUT1200004,USR4804,Long,CRY6,78.23,CUR19,1981.96,2023-03-15 16:40:58.902760
FUT1200005,USR7501,Short,CRY2,1.29,CUR30,2909.25,2024-01-31 14:24:35.287490
FUT1200006,USR1821,Short,CRY3,24.82,CUR6,5974.26,2024-01-23 07:03:00.580384
FUT1200007,USR6695,Short,CRY8,0.67,CUR20,9806.69,2023-07-26 07:55:31.629860
FUT1200008,USR2407,Short,CRY2,63.63,CUR18,5771.19,2023-11-25 02:12:08.942483
FUT1200009,USR8717,Long,CRY1,38.99,CUR22,3349.33,2023-12-01 21:32:12.449298
FUT1200010,USR9831,Short,CRY4,99.36,CUR24,6015.5,2023-03-05 15:04:36.749891
FUT1200011,USR5271,Long,CRY3,97.22,CUR14,6217.45,2023-08-31 10:42:27.519307
FUT1200012,USR7978,Short,CRY3,67.59,CUR19,8422.59,2023-03-18 21:51:19.610088
FUT1200013,USR3246,Short,CRY4,11.46,CUR19,7818.86,2023-09-03 17:53:24.470772
FUT1200014,USR2838,Long,CRY5,6.73,CUR14,3352.37,2023-04-27 07:00:22.533891
FUT1200015,USR7070,Long,CRY7,90.9,CUR7,1498.03,2023-08-17 12:30:10.270970
FUT1200016,USR6316,Long,CRY4,22.59,CUR8,9377.41,2023-03-08 19:40:19.373446
FUT1200017,USR7923,Long,CRY8,93.26,CUR20,9851.46,2023-03-28 06:05:25.984020
FUT1200018,USR336,Short,CRY10,31.2,CUR28,174.19,2023-08-11 20:01:37.033153
FUT1200019,USR9094,Long,CRY2,3.34,CUR14,8506.82,2023-02-25 05:32:11.372638
FUT1200020,USR2502,Short,CRY8,60.21,CUR8,5518.03,2023-08-05 07:45:41.701750
FUT1200021,USR6136,Short,CRY9,6.45,CUR20,7723.7,2023-11-28 21:34:59.942098
FUT1200022,USR4521,Long,CRY8,86.15,CUR29,8185.05,2023-06-22 12:08:36.334392
FUT1200023,USR9342,Short,CRY8,68.45,CUR18,6647.28,2023-10-08 08:10:51.253567
FUT1200024,USR9028,Short,CRY4,27.46,CUR16,135.16,2023-03-20 02:23:34.777113
FUT1200025,USR4458,Long,CRY4,63.79,CUR30,6577.85,2023-11-03 23:45:09.252122
FUT1200026,USR8876,Long,CRY1,48.42,CUR7,8214.1,2023-06-23 00:46:28.534242
FUT1200027,USR6350,Long,CRY10,72.63,CUR25,3009.3,2024-02-02 22:55:29.112422
FUT1200028,USR2759,Long,CRY5,26.25,CUR24,9951.15,2024-02-03 12:18:14.646657
FUT1200029,USR335,Short,CRY5,28.58,CUR19,8936.89,2023-04-21 16:53:53.743357
FUT1200030,USR7122,Long,CRY6,60.76,CUR18,6114.65,2023-12-18 20:26:01.726273
FUT1200031,USR3322,Short,CRY3,64.78,CUR24,5295.11,2023-06-03 04:53:38.056087
FUT1200032,USR4036,Short,CRY10,59.2,CUR15,3810.88,2023-08-28 10:46:24.905814
FUT1200033,USR1560,Long,CRY2,5.65,CUR28,8030.07,2023-12-08 16:19:13.743178
FUT1200034,USR7312,Long,CRY5,15.99,CUR15,433.93,2024-02-02 08:15:28.248396
FUT1200035,USR9362,Short,CRY3,44.25,CUR21,5320.61,2023-11-21 05:30:33.747875
FUT1200036,USR3359,Short,CRY5,17.41,CUR15,2580.21,2024-01-14 07:51:13.631374
FUT1200037,USR1275,Long,CRY4,7.74,CUR14,7756.27,2023-07-13 19:25:42.685569
FUT1200038,USR2531,Long,CRY8,48.52,CUR18,7201.32,2023-05-14 13:56:43.395609
FUT1200039,USR1935,Long,CRY6,61.58,CUR15,9208.13,2023-10-01 03:57:04.802021
FUT1200040,USR6870,Short,CRY8,45.33,CUR25,6151.57,2023-09-25 23:04:16.054503
FUT1200041,USR663,Short,CRY3,74.92,CUR4,4828.23,2023-07-12 22:45:57.645839
FUT1200042,USR2844,Short,CRY1,10.17,CUR15,9947.45,2023-11-03 15:33:49.300811
FUT1200043,USR9617,Long,CRY10,47.78,CUR2,1652.01,2023-08-11 06:57:22.759474
FUT1200044,USR5832,Long,CRY5,37.93,CUR23,1350.71,2023-04-05 00:37:25.384602
FUT1200045,USR2265,Long,CRY8,70.31,CUR24,8333.38,2023-06-19 18:50:00.537020
FUT1200046,USR2090,Long,CRY9,78.71,CUR13,823.92,2023-06-04 00:40:31.715834
FUT1200047,USR7958,Long,CRY5,15.2,CUR5,5587.21,2023-12-11 13:58:36.198419
FUT1200048,USR2057,Long,CRY9,2.92,CUR5,9194.69,2024-01-11 07:35:44.755957
FUT1200049,USR813,Short,CRY2,5.73,CUR9,6495.9,2023-06-06 20:16:46.651347
FUT1200050,USR3654,Long,CRY5,50.4,CUR16,8731.01,2023-12-19 16:41:17.629622
FUT1200051,USR3430,Long,CRY7,56.92,CUR7,5268.03,2023-12-20 08:57:10.300690
FUT1200052,USR193,Long,CRY4,89.35,CUR14,1473.73,2023-12-14 13:29:31.738374
FUT1200053,USR9956,Long,CRY7,40.58,CUR3,2561.91,2023-06-05 15:34:56.288878
FUT1200054,USR7576,Long,CRY7,73.44,CUR5,7498.06,2023-12-09 11:46:52.511676
FUT1200055,USR9557,Long,CRY3,20.1,CUR18,2059.58,2023-09-15 08:30:51.103947
FUT1200056,USR2306,Short,CRY8,38.12,CUR27,9792.02,2023-09-11 17:38:24.718022
FUT1200057,USR8385,Long,CRY3,7.78,CUR10,8562.82,2023-04-15 15:30:16.202173
FUT1200058,USR6030,Long,CRY4,1.5,CUR2,9859.43,2023-05-31 06:08:21.710091
FUT1200059,USR8659,Short,CRY7,86.96,CUR20,8430.2,2023-10-04 18:02:49.490206
FUT1200060,USR4748,Short,CRY4,94.59,CUR23,9103.97,2023-12-03 23:38:19.825839
FUT1200061,USR5227,Long,CRY1,87.5,CUR5,7908.54,2023-05-28 21:59:26.999127
FUT1200062,USR7531,Long,CRY3,87.31,CUR17,5032.19,2023-09-30 04:14:49.004413
FUT1200063,USR2852,Long,CRY3,48.84,CUR9,4336.81,2023-09-28 09:31:00.429993
FUT1200064,USR9991,Long,CRY10,31.62,CUR23,4430.84,2023-09-30 23:21:38.566055
FUT1200065,USR5723,Long,CRY3,73.77,CUR12,4367.59,2023-04-11 06:34:59.437813
FUT1200066,USR133,Short,CRY7,47.67,CUR26,5790.59,2023-02-23 17:08:56.405822
FUT1200067,USR8938,Long,CRY6,60.41,CUR2,3511.29,2023-06-14 15:05:06.298096
FUT1200068,USR6695,Short,CRY5,59.16,CUR15,1520.62,2023-09-18 05:08:16.213499
FUT1200069,USR3620,Short,CRY2,78.37,CUR9,6079.05,2023-04-05 09:54:36.381607
