TradeID,UserID,ContractType,CryptocurrencyID,CryptoAmount,FiatID,FiatAmount,Timestamp
FUT1940001,USR3852,Short,CRY2,59.79,CUR14,5911.61,2023-03-19 22:14:24.426882
FUT1940002,USR9033,Short,CRY6,15.62,CUR18,5399.75,2023-02-22 03:42:06.745259
FUT1940003,USR3553,Long,CRY4,23.74,CUR29,7650.65,2023-04-07 22:37:01.720194
FUT1940004,USR1643,Short,CRY3,47.23,CUR13,4477.93,2023-06-22 22:46:39.212507
FUT1940005,USR9086,Short,CRY3,71.79,CUR28,3035.21,2024-01-03 14:18:49.573179
FUT1940006,USR5474,Short,CRY5,95.95,CUR28,6128.75,2023-07-27 23:33:38.129425
FUT1940007,USR3486,Short,CRY9,32.65,CUR9,9287.42,2023-03-11 13:13:33.323488
FUT1940008,USR8835,Long,CRY9,84.68,CUR26,5461.73,2024-01-16 08:37:13.688324
FUT1940009,USR2042,Short,CRY7,88.79,CUR15,5732.04,2023-06-15 04:32:09.590133
FUT1940010,USR9075,Short,CRY10,35.71,CUR14,2463.9,2023-07-21 02:09:16.197307
FUT1940011,USR1658,Long,CRY1,71.11,CUR16,3341.55,2023-06-02 06:15:41.493847
FUT1940012,USR2593,Long,CRY4,80.55,CUR17,4581.44,2023-08-17 16:42:58.050337
FUT1940013,USR3486,Short,CRY9,46.08,CUR2,6863.42,2023-09-29 02:16:42.936488
FUT1940014,USR1844,Short,CRY5,79.32,CUR27,8229.76,2023-12-18 03:47:51.940598
FUT1940015,USR289,Short,CRY4,41.77,CUR16,6100.89,2023-12-09 21:04:43.234409
FUT1940016,USR6619,Long,CRY7,80.9,CUR9,6155.42,2024-01-29 20:39:21.988053
FUT1940017,USR3756,Long,CRY4,8.44,CUR6,8551.49,2024-01-06 22:21:21.416778
FUT1940018,USR6482,Short,CRY9,36.5,CUR21,9691.49,2023-03-25 15:51:06.653772
FUT1940019,USR5187,Long,CRY4,30.76,CUR28,8065.38,2023-12-27 18:56:56.198981
