OrderID,OrderType,UserID,CryptocurrencyID,CryptoAmount,FiatAmount,FiatID,Timestamp
SPT1460001,Buy,USR6413,CRY2,81.53,6946.54,CUR17,2023-11-02 06:33:53.911497
SPT1460002,Buy,USR3171,CRY2,69.01,1083.4,CUR29,2023-11-24 01:23:47.833477
SPT1460003,Buy,USR2247,CRY2,42.93,4989.07,CUR3,2023-08-12 03:12:55.797887
SPT1460004,Buy,USR8086,CRY10,72.31,2782.46,CUR24,2023-10-20 22:57:25.281777
SPT1460005,Sell,USR6700,CRY10,48.09,3611.56,CUR10,2023-10-19 09:11:38.009513
SPT1460006,Sell,USR6213,CRY10,83.71,5426.06,CUR23,2023-05-28 11:07:11.429716
SPT1460007,Buy,USR867,CRY7,7.25,132.36,CUR15,2023-06-12 21:53:59.580371
SPT1460008,Buy,USR7213,CRY8,33.17,8864.34,CUR13,2023-08-26 11:35:15.269562
SPT1460009,Buy,USR7865,CRY8,84.93,2567.58,CUR2,2023-12-02 21:43:01.745733
SPT1460010,Sell,USR7933,CRY3,94.33,7281.15,CUR17,2024-02-09 16:48:44.839512
SPT1460011,Sell,USR9624,CRY6,44.24,9649.91,CUR25,2023-06-15 02:14:25.962775
SPT1460012,Buy,USR6349,CRY1,56.63,798.09,CUR19,2023-03-07 01:51:47.730068
SPT1460013,Sell,USR3491,CRY4,94.47,8472.38,CUR20,2023-08-14 10:38:49.355861
SPT1460014,Sell,USR5230,CRY8,70.79,8926.63,CUR20,2023-06-08 05:28:02.974935
SPT1460015,Buy,USR3858,CRY4,62.15,3397.86,CUR15,2023-07-30 22:18:55.851104
SPT1460016,Buy,USR7419,CRY10,74.79,7700.14,CUR24,2023-08-11 18:14:15.810982
SPT1460017,Sell,USR4066,CRY1,14.78,4061.25,CUR20,2023-06-09 01:19:52.872087
SPT1460018,Sell,USR1310,CRY5,24.91,3651.78,CUR17,2024-01-29 16:09:03.701450
SPT1460019,Buy,USR3691,CRY8,94.81,4518.94,CUR20,2023-12-19 05:10:54.412632
SPT1460020,Buy,USR6568,CRY3,28.02,8377.46,CUR10,2023-02-15 05:23:23.798569
SPT1460021,Buy,USR2788,CRY10,28.3,2815.78,CUR27,2023-09-01 21:03:44.847632
SPT1460022,Buy,USR4261,CRY5,60.08,4688.39,CUR3,2024-02-06 04:07:45.066792
SPT1460023,Sell,USR4976,CRY2,85.52,4260.86,CUR29,2023-04-16 01:55:32.260868
SPT1460024,Buy,USR936,CRY5,60.95,8961.04,CUR4,2023-02-16 08:52:06.218722
SPT1460025,Sell,USR5318,CRY8,52.64,4804.24,CUR6,2023-10-02 08:37:06.712207
SPT1460026,Buy,USR610,CRY2,15.16,6145.24,CUR11,2023-05-02 07:27:20.913119
SPT1460027,Buy,USR9026,CRY6,69.4,2322.37,CUR4,2023-11-20 12:04:10.487328
SPT1460028,Sell,USR1434,CRY10,17.45,3390.81,CUR10,2023-09-12 07:41:17.710349
SPT1460029,Buy,USR6461,CRY2,64.42,6642.63,CUR11,2023-07-27 04:48:31.699970
SPT1460030,Sell,USR4819,CRY9,27.35,5613.16,CUR29,2023-11-25 03:44:25.090496
SPT1460031,Buy,USR7276,CRY7,85.35,7409.08,CUR2,2024-01-25 20:36:59.318299
SPT1460032,Sell,USR9517,CRY9,54.42,2211.77,CUR18,2024-01-17 20:20:04.948284
SPT1460033,Buy,USR2368,CRY3,30.39,8072.96,CUR10,2023-12-24 07:43:23.539176
SPT1460034,Buy,USR9185,CRY8,36.78,363.7,CUR9,2023-04-29 04:03:02.303924
SPT1460035,Buy,USR1560,CRY10,10.75,9927.29,CUR4,2023-03-28 14:41:13.947770
SPT1460036,Sell,USR2713,CRY6,48.34,1100.96,CUR8,2023-10-07 17:25:50.276313
SPT1460037,Buy,USR3286,CRY3,58.02,1656.61,CUR14,2023-12-07 11:29:13.891131
SPT1460038,Buy,USR7687,CRY3,51.12,5333.15,CUR14,2023-08-10 14:05:40.118499
SPT1460039,Sell,USR5555,CRY9,73.47,548.78,CUR4,2023-12-01 17:22:17.098428
SPT1460040,Buy,USR8991,CRY5,84.38,8558.38,CUR17,2023-02-19 18:15:48.443299
SPT1460041,Buy,USR5925,CRY9,8.89,9977.44,CUR16,2023-06-26 04:52:07.336672
SPT1460042,Buy,USR1235,CRY9,70.35,5264.06,CUR21,2024-01-11 14:18:04.089883
SPT1460043,Sell,USR9558,CRY9,47.72,967.51,CUR22,2023-07-26 14:23:16.609587
SPT1460044,Sell,USR9643,CRY9,43.37,8515.59,CUR7,2023-04-04 21:22:55.248081
SPT1460045,Sell,USR999,CRY9,96.24,1881.19,CUR24,2023-05-07 14:28:38.616346
SPT1460046,Sell,USR5584,CRY9,61.22,6709.61,CUR20,2023-05-08 11:19:25.542012
SPT1460047,Sell,USR5963,CRY9,9.22,1161.33,CUR17,2023-07-11 21:39:07.425587
SPT1460048,Buy,USR254,CRY7,81.96,3717.98,CUR4,2023-02-20 23:43:02.581937
SPT1460049,Sell,USR3947,CRY4,17.32,5266.48,CUR13,2023-07-28 19:21:13.079305
SPT1460050,Buy,USR7597,CRY8,90.03,4445.74,CUR20,2023-07-14 11:23:48.261272
SPT1460051,Buy,USR5870,CRY7,27.97,5693.45,CUR21,2023-03-03 05:51:35.316696
SPT1460052,Sell,USR1687,CRY3,15.68,9689.03,CUR13,2023-12-30 14:57:39.009151
SPT1460053,Sell,USR4263,CRY7,29.99,4703.5,CUR9,2023-05-30 02:28:55.694754
SPT1460054,Buy,USR1880,CRY6,24.92,9123.19,CUR25,2024-01-22 12:38:27.155874
SPT1460055,Buy,USR5807,CRY5,36.78,8941.36,CUR8,2023-07-18 07:09:51.302320
SPT1460056,Buy,USR4966,CRY7,19.89,9522.94,CUR6,2024-01-13 10:19:31.508403
SPT1460057,Buy,USR2920,CRY3,62.29,8453.89,CUR26,2024-01-28 09:49:25.314895
SPT1460058,Buy,USR1917,CRY6,20.64,9272.67,CUR23,2023-08-05 12:11:09.337126
SPT1460059,Buy,USR948,CRY1,69.37,4162.74,CUR10,2024-02-03 18:42:28.904152
SPT1460060,Buy,USR2851,CRY2,71.19,1420.27,CUR17,2023-07-10 14:22:36.622877
SPT1460061,Sell,USR8167,CRY3,98.25,3671.33,CUR30,2023-05-03 23:08:04.908225
SPT1460062,Buy,USR8504,CRY6,63.39,8116.63,CUR21,2023-06-26 20:33:19.556352
SPT1460063,Sell,USR5327,CRY2,69.61,5284.66,CUR2,2023-07-15 07:45:10.703603
SPT1460064,Sell,USR8865,CRY7,98.31,1756.28,CUR1,2023-06-29 18:15:08.200289
SPT1460065,Buy,USR4295,CRY5,84.25,8349.55,CUR27,2023-09-06 21:52:08.238275
SPT1460066,Buy,USR9632,CRY7,55.29,2636.74,CUR18,2023-05-28 16:15:47.780756
SPT1460067,Buy,USR1589,CRY5,80.23,145.12,CUR22,2023-02-23 16:54:28.445242
SPT1460068,Buy,USR5369,CRY6,2.16,7813.17,CUR18,2023-08-05 12:40:11.288954
SPT1460069,Buy,USR8614,CRY2,57.65,5839.97,CUR14,2023-05-14 08:05:00.928412
SPT1460070,Sell,USR5655,CRY4,52.65,6088.11,CUR14,2023-02-26 02:53:03.573561
SPT1460071,Sell,USR3887,CRY5,28.79,5729.1,CUR14,2023-08-11 05:59:37.097706
SPT1460072,Sell,USR7756,CRY1,96.77,9249.92,CUR9,2023-04-06 23:32:42.987643
SPT1460073,Sell,USR9008,CRY8,62.62,7494.07,CUR16,2023-09-21 10:42:54.778668
SPT1460074,Buy,USR134,CRY4,69.46,3919.14,CUR1,2023-11-17 19:21:41.815745
SPT1460075,Sell,USR8249,CRY7,4.84,3470.8,CUR29,2023-07-06 02:40:36.157657
SPT1460076,Buy,USR5169,CRY8,46.68,8485.83,CUR14,2024-02-03 09:46:49.726447
SPT1460077,Buy,USR5050,CRY10,87.02,7898.65,CUR2,2023-12-28 13:03:29.186057
SPT1460078,Sell,USR3967,CRY4,59.89,5428.27,CUR19,2023-09-30 19:10:28.585979
SPT1460079,Buy,USR4770,CRY2,59.12,4413.1,CUR5,2023-03-18 20:07:31.568615
SPT1460080,Buy,USR944,CRY10,38.32,589.98,CUR5,2023-08-11 17:42:14.683583
SPT1460081,Buy,USR3029,CRY10,23.28,7926.81,CUR15,2023-10-15 08:26:27.790442
SPT1460082,Sell,USR3181,CRY5,43.88,4587.77,CUR1,2023-10-26 08:45:55.408194
SPT1460083,Buy,USR9661,CRY1,41.67,4868.37,CUR7,2023-02-11 14:38:29.238595
SPT1460084,Buy,USR4254,CRY2,19.9,2382.29,CUR16,2023-12-31 09:49:33.752351
SPT1460085,Sell,USR4315,CRY10,4.69,7818.9,CUR29,2023-10-18 03:01:24.294939
SPT1460086,Buy,USR9982,CRY9,64.23,9489.08,CUR3,2023-03-26 00:41:04.091998
SPT1460087,Buy,USR9281,CRY2,77.04,389.6,CUR10,2023-12-23 00:22:08.880623
SPT1460088,Sell,USR365,CRY9,72.17,4679.07,CUR18,2024-01-08 22:24:22.680912
SPT1460089,Sell,USR381,CRY5,22.28,9197.62,CUR21,2023-11-19 03:01:01.143700
SPT1460090,Buy,USR2146,CRY2,93.11,2254.74,CUR25,2023-07-31 03:09:21.484544
SPT1460091,Sell,USR8961,CRY2,34.15,5609.88,CUR29,2023-03-29 17:01:34.830415
SPT1460092,Sell,USR2592,CRY8,50.94,693.89,CUR3,2023-07-11 01:57:06.073504
SPT1460093,Buy,USR808,CRY9,33.52,6307.3,CUR14,2023-02-13 04:42:00.491894
SPT1460094,Buy,USR7813,CRY4,48.37,1487.97,CUR19,2023-05-13 04:02:39.841517
SPT1460095,Sell,USR8888,CRY10,77.09,6331.69,CUR9,2023-11-13 22:23:49.478374
SPT1460096,Sell,USR1666,CRY6,16.27,7588.21,CUR23,2023-05-11 10:18:44.433536
SPT1460097,Sell,USR4170,CRY6,18.23,274.56,CUR22,2023-04-22 14:31:39.110112
SPT1460098,Buy,USR6212,CRY5,61.21,4729.37,CUR12,2023-04-20 15:14:58.163133
SPT1460099,Sell,USR7501,CRY6,76.95,4244.14,CUR26,2023-04-20 08:18:59.105536
SPT1460100,Buy,USR7749,CRY8,82.54,8564.69,CUR6,2023-12-15 14:37:38.347160
SPT1460101,Sell,USR3105,CRY3,20.65,1666.82,CUR13,2023-07-23 02:58:13.927578
SPT1460102,Buy,USR2669,CRY8,56.6,3037.9,CUR2,2023-09-19 14:25:04.394462
SPT1460103,Sell,USR8697,CRY3,55.6,2737.44,CUR25,2024-01-13 09:25:37.625746
SPT1460104,Buy,USR8808,CRY2,65.69,9208.52,CUR18,2023-05-03 17:35:39.680134
SPT1460105,Buy,USR2683,CRY6,51.93,9921.82,CUR21,2023-12-23 21:54:29.271869
SPT1460106,Buy,USR548,CRY4,77.69,8973.82,CUR23,2023-04-05 00:08:44.094081
SPT1460107,Sell,USR8587,CRY4,32.79,5265.77,CUR21,2023-10-07 00:30:27.893485
SPT1460108,Buy,USR9140,CRY7,22.32,7938.41,CUR25,2023-02-21 07:39:36.479065
SPT1460109,Sell,USR8965,CRY6,44.28,3135.66,CUR13,2023-02-12 16:24:50.802150
SPT1460110,Buy,USR2578,CRY8,29.81,1390.25,CUR2,2023-10-06 16:03:54.451330
SPT1460111,Buy,USR8573,CRY1,0.93,4733.67,CUR24,2023-09-01 09:59:55.237252
SPT1460112,Sell,USR9005,CRY9,28.23,751.28,CUR12,2024-01-21 08:29:30.713981
SPT1460113,Sell,USR8466,CRY4,68.14,3469.54,CUR26,2023-06-04 19:04:54.658646
SPT1460114,Sell,USR759,CRY3,3.68,9449.62,CUR6,2023-10-23 11:06:00.441922
SPT1460115,Sell,USR3592,CRY10,98.73,6122.31,CUR9,2023-05-10 07:33:33.408329
SPT1460116,Buy,USR2031,CRY2,84.6,7921.63,CUR17,2023-04-23 14:44:42.815771
SPT1460117,Buy,USR4328,CRY5,88.25,7427.59,CUR29,2023-06-27 01:33:22.356734
SPT1460118,Sell,USR3011,CRY1,35.63,7731.23,CUR12,2023-12-19 06:18:27.474479
SPT1460119,Buy,USR3070,CRY2,26.06,2844.82,CUR1,2023-03-22 17:19:02.022572
SPT1460120,Sell,USR2511,CRY1,80.56,4490.11,CUR17,2023-04-10 14:25:41.277905
SPT1460121,Buy,USR8817,CRY3,66.25,6560.99,CUR12,2023-07-11 23:29:29.070073
SPT1460122,Sell,USR2041,CRY8,48.58,4540.36,CUR29,2023-05-25 13:14:22.359743
SPT1460123,Buy,USR5096,CRY6,14.4,3331.06,CUR21,2023-10-13 09:04:23.408315
SPT1460124,Buy,USR1558,CRY2,11.62,9925.86,CUR3,2023-03-16 19:30:40.409381
SPT1460125,Sell,USR7743,CRY2,62.76,3048.35,CUR3,2023-12-15 07:44:29.194526
SPT1460126,Buy,USR2987,CRY2,76.96,9129.78,CUR9,2023-09-04 11:42:10.285229
SPT1460127,Sell,USR3978,CRY9,24.44,4364.96,CUR3,2023-12-25 00:35:56.119355
SPT1460128,Sell,USR9163,CRY7,55.74,5470.14,CUR1,2024-01-17 02:39:15.897165
SPT1460129,Buy,USR8991,CRY7,39.09,9627.99,CUR29,2023-05-29 03:26:02.204117
SPT1460130,Buy,USR6521,CRY7,29.17,7037.89,CUR16,2024-01-21 15:11:59.529777
SPT1460131,Buy,USR4267,CRY3,99.24,2218.51,CUR9,2023-11-05 01:09:05.476729
SPT1460132,Sell,USR4797,CRY6,63.51,1099.87,CUR8,2023-07-03 20:37:07.421474
SPT1460133,Buy,USR7920,CRY4,6.98,7172.24,CUR15,2023-06-18 12:08:56.584624
SPT1460134,Sell,USR307,CRY8,36.66,7627.82,CUR6,2023-07-20 14:10:41.490978
SPT1460135,Buy,USR8888,CRY9,19.77,7878.3,CUR22,2023-04-08 11:41:03.331482
SPT1460136,Sell,USR2940,CRY10,76.56,9794.12,CUR16,2023-11-03 12:56:26.892432
SPT1460137,Buy,USR6199,CRY5,90.35,7189.85,CUR7,2023-08-15 09:29:31.034575
SPT1460138,Buy,USR7774,CRY7,71.36,1465.91,CUR14,2023-02-24 19:51:00.085170
SPT1460139,Buy,USR4325,CRY9,12.48,9156.24,CUR22,2023-11-17 15:40:15.555881
SPT1460140,Sell,USR5726,CRY2,85.69,4838.36,CUR2,2023-02-19 21:28:01.652724
SPT1460141,Buy,USR2577,CRY4,18.9,8101.9,CUR15,2023-05-15 06:39:48.113480
SPT1460142,Buy,USR3694,CRY2,100.0,599.82,CUR5,2023-08-15 23:49:57.532022
SPT1460143,Buy,USR3236,CRY8,30.97,5780.15,CUR17,2023-06-13 17:48:35.478086
SPT1460144,Buy,USR6228,CRY5,60.52,987.68,CUR2,2023-06-11 00:53:50.461383
SPT1460145,Sell,USR9201,CRY6,88.39,9054.99,CUR23,2023-08-18 16:40:09.246994
SPT1460146,Sell,USR7723,CRY6,4.8,308.12,CUR25,2023-09-09 11:25:15.137670
SPT1460147,Sell,USR5656,CRY6,88.47,7656.08,CUR22,2023-08-18 10:27:25.958751
SPT1460148,Buy,USR5296,CRY7,31.87,2616.4,CUR18,2023-08-12 09:06:51.759300
SPT1460149,Sell,USR5155,CRY2,61.03,4841.42,CUR19,2023-12-11 15:47:33.897362
SPT1460150,Buy,USR5215,CRY2,48.35,8520.4,CUR5,2024-02-05 12:42:50.885646
SPT1460151,Buy,USR5737,CRY9,44.06,9967.77,CUR26,2023-04-13 18:42:09.739732
SPT1460152,Buy,USR6921,CRY9,86.46,1075.06,CUR9,2023-11-01 14:20:57.481609
SPT1460153,Sell,USR8164,CRY5,37.9,2310.17,CUR15,2023-03-03 01:29:24.170593
SPT1460154,Sell,USR9707,CRY4,38.89,6782.36,CUR21,2024-01-08 13:20:06.839893
SPT1460155,Buy,USR4823,CRY9,89.17,4684.6,CUR16,2023-08-14 19:27:14.393919
SPT1460156,Sell,USR2673,CRY10,10.66,2021.08,CUR16,2023-06-21 09:08:06.295339
SPT1460157,Buy,USR9566,CRY6,11.93,2590.53,CUR19,2023-07-19 07:34:33.290104
SPT1460158,Buy,USR6161,CRY10,13.0,5850.33,CUR3,2024-01-18 14:39:36.855280
SPT1460159,Sell,USR2068,CRY7,26.95,8879.83,CUR2,2023-09-23 04:55:45.224838
SPT1460160,Buy,USR141,CRY4,30.08,926.46,CUR2,2023-03-23 12:21:08.635995
SPT1460161,Sell,USR2840,CRY2,75.19,2221.01,CUR9,2023-05-14 07:42:13.727816
SPT1460162,Sell,USR7059,CRY2,76.45,7253.61,CUR24,2023-07-06 08:45:25.034335
SPT1460163,Sell,USR8994,CRY10,79.71,487.59,CUR26,2023-08-01 01:18:52.214378
SPT1460164,Buy,USR3877,CRY4,25.89,9584.11,CUR2,2023-07-04 06:14:14.599044
SPT1460165,Buy,USR304,CRY1,71.97,3870.14,CUR28,2023-08-09 22:24:18.625936
SPT1460166,Sell,USR5157,CRY8,73.81,7508.38,CUR18,2023-07-28 17:20:50.498455
SPT1460167,Buy,USR1606,CRY4,63.03,4335.08,CUR2,2023-04-19 03:43:39.381521
SPT1460168,Sell,USR6344,CRY1,41.69,4202.2,CUR25,2023-03-23 11:31:19.372320
SPT1460169,Buy,USR1093,CRY2,0.52,9406.56,CUR6,2023-11-17 03:49:06.029466
SPT1460170,Sell,USR8361,CRY5,2.1,8197.48,CUR18,2023-09-08 21:32:45.826427
SPT1460171,Sell,USR2686,CRY2,43.04,1634.77,CUR7,2023-06-14 14:32:20.154162
SPT1460172,Buy,USR3284,CRY7,8.45,5318.01,CUR13,2023-11-27 06:52:06.530272
SPT1460173,Buy,USR1487,CRY2,59.41,5821.76,CUR2,2023-10-15 01:13:13.196239
SPT1460174,Sell,USR7273,CRY6,30.81,553.14,CUR21,2023-08-02 00:09:28.421049
SPT1460175,Buy,USR5870,CRY4,87.85,8285.51,CUR6,2023-11-27 22:50:15.843124
SPT1460176,Buy,USR5018,CRY2,76.52,7951.27,CUR18,2023-09-21 17:24:18.645737
SPT1460177,Sell,USR5654,CRY7,79.87,775.8,CUR14,2023-05-02 22:45:10.232431
SPT1460178,Buy,USR2094,CRY7,32.07,6584.71,CUR3,2023-02-10 21:53:13.952389
SPT1460179,Buy,USR4213,CRY3,11.97,3552.21,CUR13,2023-06-21 04:04:55.618412
