OrderID,OrderType,UserID,CryptocurrencyID,CryptoAmount,FiatAmount,FiatID,Timestamp
SPT1560001,Buy,USR2457,CRY7,39.18,9543.92,CUR18,2023-08-10 03:50:32.326129
SPT1560002,Buy,USR7974,CRY7,25.42,9935.39,CUR8,2023-04-14 12:44:25.121563
SPT1560003,Buy,USR8277,CRY2,11.36,1935.65,CUR3,2023-10-20 10:57:06.506661
SPT1560004,Sell,USR5839,CRY4,98.04,9219.6,CUR19,2023-06-12 05:44:48.800809
SPT1560005,Buy,USR6495,CRY7,54.13,5575.79,CUR7,2023-07-01 15:31:44.551290
SPT1560006,Buy,USR2506,CRY9,86.63,4865.21,CUR26,2023-09-05 05:41:53.760430
SPT1560007,Buy,USR7405,CRY7,73.13,9406.43,CUR22,2023-11-04 15:43:21.351071
SPT1560008,Sell,USR1349,CRY8,41.67,4238.2,CUR7,2023-03-12 13:39:59.160933
SPT1560009,Sell,USR542,CRY2,41.23,2022.14,CUR15,2023-11-23 11:08:35.296528
SPT1560010,Sell,USR738,CRY7,18.16,1052.95,CUR19,2023-05-29 04:59:34.245470
SPT1560011,Buy,USR1769,CRY7,60.29,6923.93,CUR24,2023-11-06 16:02:47.308346
SPT1560012,Sell,USR8906,CRY8,13.3,7930.79,CUR28,2023-12-23 00:38:17.373206
SPT1560013,Sell,USR8036,CRY2,60.35,6423.7,CUR18,2023-04-06 08:01:55.385301
SPT1560014,Sell,USR9981,CRY1,87.9,5611.36,CUR21,2023-02-22 02:46:03.741685
SPT1560015,Buy,USR3489,CRY7,54.69,7922.82,CUR14,2023-10-27 01:04:52.784109
SPT1560016,Buy,USR9567,CRY5,20.92,3824.92,CUR8,2023-02-25 18:45:28.323210
SPT1560017,Buy,USR6989,CRY5,30.86,9193.62,CUR19,2023-04-19 14:53:48.266787
SPT1560018,Sell,USR8634,CRY7,39.33,6767.74,CUR18,2023-11-09 05:55:57.756364
SPT1560019,Sell,USR3792,CRY5,10.8,9673.39,CUR27,2023-10-27 17:44:47.033334
SPT1560020,Sell,USR8965,CRY2,93.29,2584.94,CUR9,2023-03-26 14:00:19.570064
SPT1560021,Buy,USR4724,CRY7,69.44,5036.19,CUR14,2023-07-20 03:15:20.296969
SPT1560022,Sell,USR3390,CRY4,17.23,1885.49,CUR11,2023-11-20 19:48:28.338553
SPT1560023,Sell,USR2758,CRY8,19.05,299.35,CUR20,2023-12-13 20:06:43.419189
SPT1560024,Buy,USR690,CRY3,31.94,722.84,CUR7,2023-09-25 22:38:39.156573
SPT1560025,Sell,USR7771,CRY5,50.34,6449.88,CUR30,2023-06-09 04:11:55.743962
SPT1560026,Sell,USR4168,CRY10,21.39,2888.34,CUR21,2023-11-18 03:52:28.940654
SPT1560027,Sell,USR5445,CRY3,61.13,2205.95,CUR25,2023-12-29 22:27:09.818326
SPT1560028,Buy,USR4194,CRY10,90.44,6874.82,CUR11,2023-08-02 19:18:45.675202
SPT1560029,Sell,USR9271,CRY6,74.41,1611.03,CUR8,2023-10-20 18:43:14.969253
SPT1560030,Buy,USR3481,CRY10,7.0,3849.67,CUR15,2023-04-12 10:40:00.937927
SPT1560031,Buy,USR1879,CRY6,82.46,6734.34,CUR16,2024-01-09 02:30:08.571389
SPT1560032,Sell,USR9388,CRY1,6.82,5473.7,CUR9,2023-03-08 15:33:21.108311
SPT1560033,Buy,USR2686,CRY9,20.7,6257.36,CUR23,2023-10-07 02:31:56.098510
SPT1560034,Buy,USR143,CRY8,79.09,2715.29,CUR16,2024-01-24 22:13:28.528610
SPT1560035,Sell,USR2218,CRY2,2.4,1030.04,CUR5,2023-02-26 21:32:04.290012
SPT1560036,Buy,USR5733,CRY6,26.47,6127.34,CUR30,2023-12-18 23:32:30.137421
SPT1560037,Sell,USR1213,CRY1,78.24,4477.52,CUR4,2023-10-26 12:22:25.262662
SPT1560038,Sell,USR7768,CRY10,89.51,4706.97,CUR14,2023-06-18 19:52:15.202957
SPT1560039,Buy,USR4443,CRY9,65.97,3146.05,CUR16,2023-08-27 04:42:15.456256
SPT1560040,Buy,USR1790,CRY5,16.7,7046.77,CUR12,2023-08-03 21:31:28.232785
SPT1560041,Sell,USR6516,CRY7,85.88,5452.27,CUR22,2023-08-12 22:29:21.675371
SPT1560042,Sell,USR9825,CRY7,4.67,9462.66,CUR11,2023-06-25 09:16:59.658257
SPT1560043,Sell,USR3490,CRY1,19.24,1815.85,CUR26,2023-03-15 01:33:21.832043
SPT1560044,Sell,USR6072,CRY6,9.42,116.53,CUR21,2023-08-21 18:25:30.147514
SPT1560045,Sell,USR8193,CRY1,78.77,3186.21,CUR5,2024-02-03 00:57:55.090901
SPT1560046,Buy,USR9423,CRY10,51.12,352.67,CUR21,2023-11-20 11:30:25.341207
SPT1560047,Sell,USR2640,CRY2,96.48,6622.82,CUR1,2023-03-23 07:37:00.238387
SPT1560048,Sell,USR6401,CRY3,8.7,6421.94,CUR30,2023-08-05 09:19:06.657471
SPT1560049,Sell,USR209,CRY5,9.55,5182.1,CUR17,2023-07-19 00:12:49.341882
SPT1560050,Buy,USR3703,CRY4,29.46,259.34,CUR11,2023-05-27 04:08:27.821610
SPT1560051,Buy,USR9504,CRY7,25.7,202.93,CUR4,2023-09-06 11:07:48.306761
SPT1560052,Buy,USR9930,CRY3,83.19,7714.39,CUR27,2023-06-12 18:11:03.082338
SPT1560053,Sell,USR9766,CRY9,1.31,210.63,CUR24,2023-03-05 06:09:42.087388
SPT1560054,Buy,USR8454,CRY3,79.23,9547.73,CUR3,2023-11-27 18:23:42.001559
SPT1560055,Buy,USR2676,CRY2,95.92,6717.33,CUR2,2023-10-12 18:21:23.969799
SPT1560056,Sell,USR2109,CRY7,90.1,664.08,CUR21,2023-06-12 00:19:15.415758
SPT1560057,Sell,USR5923,CRY7,92.42,2290.59,CUR9,2023-11-03 16:47:59.409441
SPT1560058,Buy,USR6307,CRY3,29.02,6244.72,CUR12,2023-09-01 20:41:21.250505
SPT1560059,Sell,USR2448,CRY9,13.21,8525.89,CUR27,2023-06-23 22:02:19.487490
SPT1560060,Sell,USR5030,CRY9,17.55,6435.13,CUR19,2023-04-27 22:24:03.175005
SPT1560061,Buy,USR2041,CRY1,89.11,3031.44,CUR16,2023-04-04 03:35:58.297347
SPT1560062,Sell,USR3188,CRY7,20.8,7425.51,CUR6,2023-12-25 22:08:56.299451
SPT1560063,Sell,USR3043,CRY1,95.87,6892.57,CUR3,2023-10-15 18:28:28.185276
SPT1560064,Buy,USR7091,CRY7,53.7,670.27,CUR1,2023-10-10 05:18:23.062348
SPT1560065,Sell,USR8033,CRY1,90.7,7789.24,CUR10,2023-12-22 16:20:55.161550
SPT1560066,Buy,USR4,CRY7,71.11,6672.47,CUR26,2023-11-21 09:13:08.128626
SPT1560067,Sell,USR4125,CRY3,68.44,6645.15,CUR15,2023-06-08 18:45:59.013733
SPT1560068,Sell,USR2941,CRY5,80.97,4625.85,CUR3,2023-03-27 17:11:13.315279
SPT1560069,Sell,USR8641,CRY2,12.6,5075.17,CUR2,2023-11-21 18:42:39.850049
SPT1560070,Sell,USR5927,CRY4,54.91,8606.96,CUR13,2023-09-18 16:37:03.542346
SPT1560071,Buy,USR6254,CRY10,27.93,2906.48,CUR22,2023-05-11 16:49:42.124725
SPT1560072,Buy,USR1755,CRY6,68.6,5924.21,CUR25,2023-05-22 22:35:24.817400
SPT1560073,Buy,USR2073,CRY8,88.99,1785.54,CUR25,2024-01-09 02:10:55.016348
SPT1560074,Sell,USR5929,CRY3,73.27,3323.47,CUR12,2023-03-02 09:28:18.536797
SPT1560075,Buy,USR5377,CRY10,39.38,2119.4,CUR4,2023-11-10 17:43:38.649837
SPT1560076,Buy,USR5130,CRY3,88.95,553.13,CUR27,2023-07-23 20:31:32.707921
SPT1560077,Sell,USR9858,CRY8,55.46,5372.67,CUR13,2023-09-21 11:06:27.674695
SPT1560078,Sell,USR7836,CRY8,50.63,5049.21,CUR25,2023-10-31 20:05:00.823569
SPT1560079,Sell,USR4588,CRY1,66.48,2752.25,CUR17,2023-04-18 22:35:35.813763
SPT1560080,Buy,USR3231,CRY7,96.7,5613.31,CUR5,2024-02-09 23:58:08.791795
SPT1560081,Buy,USR2054,CRY8,32.0,472.26,CUR1,2023-06-20 03:47:51.417867
SPT1560082,Sell,USR1936,CRY10,10.24,2863.12,CUR6,2023-09-15 05:05:41.819096
SPT1560083,Buy,USR7067,CRY6,17.9,9565.22,CUR23,2023-10-20 08:18:11.121187
SPT1560084,Buy,USR8440,CRY3,98.84,5232.05,CUR13,2023-03-02 23:53:46.992674
SPT1560085,Sell,USR5478,CRY3,30.5,1429.17,CUR9,2023-09-13 13:37:58.497399
SPT1560086,Buy,USR639,CRY3,71.19,8804.67,CUR24,2024-01-12 21:35:02.986019
SPT1560087,Buy,USR3679,CRY3,76.52,7389.38,CUR13,2023-06-12 21:07:10.099654
SPT1560088,Sell,USR9521,CRY10,50.91,1482.73,CUR15,2023-11-14 17:06:09.665519
SPT1560089,Sell,USR533,CRY5,35.0,879.9,CUR22,2023-12-01 02:35:04.295143
SPT1560090,Buy,USR5928,CRY1,12.92,1969.25,CUR20,2023-09-14 12:53:06.152489
SPT1560091,Sell,USR349,CRY5,60.02,8175.83,CUR8,2023-09-10 21:32:38.641194
SPT1560092,Buy,USR9936,CRY4,58.28,1167.3,CUR19,2023-06-05 07:55:17.994357
SPT1560093,Buy,USR3824,CRY5,0.54,3664.66,CUR4,2023-05-12 08:30:27.956851
SPT1560094,Buy,USR8327,CRY8,0.9,6960.41,CUR27,2023-09-08 10:53:01.894072
SPT1560095,Sell,USR5927,CRY3,10.63,8844.77,CUR9,2023-02-18 03:54:23.845459
SPT1560096,Sell,USR6430,CRY10,11.29,1968.19,CUR1,2023-12-01 15:49:17.374364
SPT1560097,Sell,USR755,CRY4,27.76,8435.65,CUR24,2023-12-01 16:51:22.206105
SPT1560098,Buy,USR4688,CRY10,2.24,8417.6,CUR12,2023-05-23 23:39:40.920859
SPT1560099,Buy,USR3168,CRY1,52.86,711.66,CUR2,2023-04-02 21:32:49.571880
SPT1560100,Buy,USR8988,CRY8,1.08,8116.88,CUR6,2023-07-20 20:29:51.369743
SPT1560101,Sell,USR5596,CRY4,88.67,9672.43,CUR7,2023-03-13 11:46:09.069438
SPT1560102,Sell,USR5387,CRY6,93.04,7840.53,CUR12,2024-01-22 15:30:13.569283
SPT1560103,Buy,USR5319,CRY3,51.35,1793.69,CUR27,2023-05-02 18:02:55.053019
SPT1560104,Sell,USR8764,CRY4,38.61,7280.0,CUR8,2023-04-26 01:13:34.999503
SPT1560105,Buy,USR9968,CRY10,84.13,3796.97,CUR10,2023-11-13 19:41:32.924631
SPT1560106,Sell,USR5502,CRY7,42.15,5771.35,CUR21,2023-08-10 22:26:35.635302
SPT1560107,Buy,USR4374,CRY3,64.15,8020.39,CUR3,2023-03-19 06:31:16.143763
SPT1560108,Buy,USR2966,CRY3,90.84,4255.96,CUR5,2023-05-29 20:14:44.191265
SPT1560109,Buy,USR1590,CRY5,53.02,9173.38,CUR17,2023-09-07 14:31:04.635719
SPT1560110,Buy,USR3461,CRY8,31.59,2850.7,CUR8,2023-08-02 08:24:58.274178
SPT1560111,Sell,USR9653,CRY1,27.95,7466.61,CUR11,2023-11-27 10:01:57.612851
SPT1560112,Buy,USR8077,CRY8,93.47,2833.51,CUR8,2024-01-18 12:01:44.464329
SPT1560113,Buy,USR3705,CRY5,43.93,8934.06,CUR24,2024-01-22 05:27:41.157856
SPT1560114,Sell,USR1305,CRY1,36.31,7266.42,CUR26,2023-04-28 03:35:24.363898
SPT1560115,Sell,USR232,CRY9,81.8,2592.13,CUR11,2023-05-14 03:11:49.466602
SPT1560116,Buy,USR408,CRY4,97.22,1333.28,CUR4,2023-08-02 06:47:26.835770
SPT1560117,Sell,USR4897,CRY10,72.16,1793.93,CUR27,2024-02-05 21:11:04.074727
SPT1560118,Buy,USR5777,CRY8,27.16,101.15,CUR1,2023-09-17 21:25:03.464258
