OrderID,OrderType,UserID,CryptocurrencyID,CryptoAmount,FiatAmount,FiatID,Timestamp
SPT340001,Sell,USR3641,CRY10,64.34,3000.27,CUR21,2023-12-16 16:58:53.271975
SPT340002,Buy,USR9054,CRY3,99.56,8203.65,CUR27,2024-01-19 18:08:29.150427
SPT340003,Sell,USR9872,CRY3,65.71,4533.18,CUR4,2023-05-07 20:20:05.714628
SPT340004,Sell,USR2496,CRY7,43.03,401.28,CUR11,2023-10-25 22:42:49.382943
SPT340005,Buy,USR9923,CRY4,20.55,1447.59,CUR1,2023-11-02 18:25:36.484434
SPT340006,Buy,USR2113,CRY4,23.69,4361.42,CUR12,2024-01-16 16:58:27.175920
SPT340007,Sell,USR4840,CRY7,94.13,9071.73,CUR10,2023-03-19 05:50:04.655089
SPT340008,Sell,USR2015,CRY4,84.79,2979.94,CUR14,2023-07-14 06:11:04.059675
SPT340009,Buy,USR2779,CRY10,11.35,9457.78,CUR18,2023-11-01 10:20:10.972028
SPT340010,Sell,USR5217,CRY2,70.47,9902.31,CUR25,2023-11-19 05:36:20.397660
SPT340011,Sell,USR6363,CRY4,71.71,7905.66,CUR14,2023-10-13 06:36:04.578569
SPT340012,Sell,USR547,CRY3,67.08,563.41,CUR23,2023-03-29 02:18:28.267874
SPT340013,Sell,USR4590,CRY6,39.07,230.95,CUR13,2023-12-27 12:56:14.928700
SPT340014,Buy,USR3168,CRY10,29.75,7271.28,CUR3,2023-05-23 03:33:35.383240
SPT340015,Buy,USR1056,CRY6,84.93,6077.87,CUR11,2023-05-28 00:01:56.798944
SPT340016,Buy,USR7082,CRY9,63.14,3855.09,CUR23,2023-07-25 18:01:47.750126
SPT340017,Sell,USR7378,CRY10,27.92,5649.06,CUR28,2023-07-29 02:51:04.855367
SPT340018,Sell,USR1552,CRY6,79.36,9808.95,CUR15,2024-01-22 08:18:13.415182
SPT340019,Sell,USR2933,CRY8,2.59,4016.5,CUR13,2023-11-13 03:39:18.865598
SPT340020,Buy,USR1099,CRY9,58.53,8263.71,CUR1,2023-03-16 16:42:46.389832
SPT340021,Sell,USR110,CRY7,82.71,9610.22,CUR17,2023-10-21 08:04:24.774347
SPT340022,Buy,USR6338,CRY9,4.87,3537.57,CUR22,2023-08-21 04:29:02.952686
SPT340023,Sell,USR8666,CRY2,32.61,8942.17,CUR28,2023-09-12 01:00:46.392607
SPT340024,Buy,USR9008,CRY4,3.81,1523.5,CUR8,2023-06-02 22:29:38.557628
SPT340025,Sell,USR4782,CRY6,27.15,3841.66,CUR25,2023-08-25 16:15:01.695934
SPT340026,Sell,USR4929,CRY2,23.15,3383.07,CUR24,2023-07-27 13:23:57.330033
