OrderID,OrderType,UserID,CryptocurrencyID,CryptoAmount,FiatAmount,FiatID,Timestamp
SPT320001,Sell,USR3274,CRY7,25.57,5783.75,CUR7,2023-03-25 12:46:46.697840
SPT320002,Sell,USR1416,CRY7,33.07,4413.02,CUR16,2024-02-08 10:54:54.295546
SPT320003,Buy,USR490,CRY4,27.44,9167.9,CUR14,2023-12-05 01:55:03.859240
SPT320004,Sell,USR5464,CRY6,80.08,4960.97,CUR7,2023-05-21 01:18:55.032386
SPT320005,Buy,USR6161,CRY3,53.6,8792.43,CUR12,2023-08-21 17:06:11.415710
SPT320006,Sell,USR8319,CRY3,38.46,3597.88,CUR5,2023-07-16 13:03:41.178899
SPT320007,Sell,USR4555,CRY7,69.06,7284.31,CUR3,2023-04-08 10:20:10.337630
SPT320008,Buy,USR2799,CRY9,67.35,2097.39,CUR8,2023-11-12 02:02:21.156823
SPT320009,Sell,USR4697,CRY1,28.16,5565.45,CUR23,2023-12-06 14:43:27.925228
SPT320010,Sell,USR1087,CRY10,69.3,3560.91,CUR15,2023-05-24 11:32:40.742474
SPT320011,Sell,USR7170,CRY2,45.46,6521.49,CUR28,2023-06-18 08:12:55.055180
SPT320012,Buy,USR3578,CRY7,86.8,3296.24,CUR7,2023-11-17 07:36:23.560240
SPT320013,Buy,USR3218,CRY2,2.15,5109.46,CUR8,2023-06-28 11:05:08.919419
SPT320014,Buy,USR8013,CRY7,30.14,4754.74,CUR12,2023-07-26 20:29:59.261218
SPT320015,Buy,USR3123,CRY3,77.42,4590.37,CUR23,2023-07-23 13:00:00.792196
SPT320016,Sell,USR8014,CRY1,91.85,4847.57,CUR12,2024-01-12 23:45:34.647605
SPT320017,Buy,USR7105,CRY4,15.26,4765.23,CUR7,2023-12-14 11:47:03.926598
SPT320018,Sell,USR5787,CRY8,76.33,8138.92,CUR20,2023-08-06 13:47:42.292178
SPT320019,Buy,USR776,CRY10,38.74,3897.33,CUR1,2023-10-10 12:15:02.997448
SPT320020,Sell,USR1582,CRY10,84.37,1436.22,CUR25,2023-09-16 03:29:07.485460
SPT320021,Buy,USR7703,CRY7,69.01,5929.04,CUR2,2023-12-20 23:45:55.286424
SPT320022,Buy,USR8818,CRY2,94.01,6322.18,CUR29,2023-11-06 23:59:53.141106
SPT320023,Sell,USR5736,CRY1,87.71,3339.04,CUR18,2023-06-03 15:10:22.031400
SPT320024,Buy,USR7367,CRY10,27.03,6977.79,CUR13,2023-08-24 05:45:56.245224
SPT320025,Buy,USR5990,CRY6,41.6,5899.34,CUR14,2023-03-15 18:37:27.444869
SPT320026,Sell,USR4475,CRY9,86.38,5481.75,CUR8,2023-11-20 17:28:20.652770
SPT320027,Buy,USR4391,CRY5,51.05,5823.58,CUR30,2024-01-29 21:09:07.767250
SPT320028,Buy,USR5039,CRY5,20.13,8756.32,CUR20,2023-04-30 15:06:31.062952
SPT320029,Buy,USR36,CRY7,92.47,3079.22,CUR14,2023-08-17 15:29:06.528671
SPT320030,Buy,USR5444,CRY4,93.54,4682.09,CUR18,2024-02-07 21:57:09.135991
SPT320031,Sell,USR4880,CRY6,60.24,4556.02,CUR28,2023-05-03 14:53:02.879986
SPT320032,Buy,USR9721,CRY7,1.79,6858.36,CUR8,2023-09-29 11:28:38.273375
