OrderID,OrderType,UserID,CryptocurrencyID,CryptoAmount,FiatAmount,FiatID,Timestamp
SPT1100001,Sell,USR366,CRY3,33.03,1854.68,CUR10,2023-09-03 14:02:08.801518
SPT1100002,Buy,USR2091,CRY5,99.2,8419.33,CUR20,2023-08-12 12:11:47.076110
SPT1100003,Buy,USR1787,CRY4,99.59,514.94,CUR1,2023-03-26 08:52:40.538414
SPT1100004,Buy,USR1750,CRY1,58.72,6073.14,CUR25,2023-12-30 16:48:53.493947
SPT1100005,Buy,USR6346,CRY2,19.88,8651.64,CUR11,2023-03-25 03:15:28.452862
SPT1100006,Buy,USR8349,CRY2,18.41,9050.69,CUR23,2023-08-15 13:58:33.051724
SPT1100007,Sell,USR3425,CRY3,74.49,5117.64,CUR6,2023-02-17 19:17:27.319969
SPT1100008,Sell,USR2612,CRY5,4.37,2581.01,CUR22,2023-05-14 14:29:12.394934
SPT1100009,Buy,USR3038,CRY2,2.1,4761.77,CUR18,2023-08-13 16:13:42.368639
SPT1100010,Sell,USR73,CRY3,37.95,3224.16,CUR23,2023-07-11 00:34:53.368255
SPT1100011,Sell,USR504,CRY10,64.16,6149.8,CUR13,2023-04-22 04:58:34.214778
SPT1100012,Buy,USR5624,CRY7,34.73,9899.37,CUR9,2023-08-25 23:09:50.910452
SPT1100013,Sell,USR8487,CRY7,22.9,4462.5,CUR28,2023-06-14 15:30:41.799237
SPT1100014,Buy,USR4797,CRY8,21.94,6719.95,CUR18,2023-03-25 15:29:23.992203
SPT1100015,Buy,USR9145,CRY7,37.48,3274.37,CUR2,2023-08-26 21:20:28.953268
SPT1100016,Sell,USR9116,CRY7,79.34,4233.54,CUR20,2023-08-24 23:26:24.792879
SPT1100017,Buy,USR2928,CRY6,11.07,3419.13,CUR27,2024-01-08 06:52:07.260244
SPT1100018,Sell,USR7812,CRY2,24.99,7292.91,CUR1,2023-02-21 10:05:17.385237
SPT1100019,Buy,USR6276,CRY5,41.67,1957.58,CUR26,2023-07-27 14:00:38.914867
SPT1100020,Buy,USR2735,CRY7,56.28,6617.08,CUR2,2023-12-30 08:27:14.001261
SPT1100021,Sell,USR5734,CRY9,77.5,7227.29,CUR26,2023-08-28 20:56:14.443168
SPT1100022,Buy,USR9464,CRY4,7.11,3625.28,CUR29,2023-05-13 10:07:24.437157
SPT1100023,Buy,USR6957,CRY4,16.69,9073.92,CUR14,2023-11-05 23:54:02.678353
SPT1100024,Sell,USR4162,CRY5,63.74,4012.25,CUR16,2023-06-26 01:17:44.243803
SPT1100025,Buy,USR1412,CRY7,0.3,3094.71,CUR9,2023-08-09 21:48:02.795195
SPT1100026,Buy,USR1445,CRY10,57.37,4195.16,CUR11,2023-03-24 16:27:58.090397
SPT1100027,Sell,USR7061,CRY6,62.49,8602.02,CUR24,2023-11-05 14:43:40.149544
SPT1100028,Sell,USR6957,CRY3,38.74,551.8,CUR4,2023-11-26 22:50:09.498211
SPT1100029,Sell,USR4446,CRY6,79.5,3735.38,CUR22,2023-09-12 00:45:06.329923
SPT1100030,Buy,USR6733,CRY5,62.99,7971.79,CUR8,2023-08-03 00:40:44.860092
SPT1100031,Buy,USR8309,CRY7,34.1,1638.88,CUR17,2023-04-22 22:54:03.062806
SPT1100032,Buy,USR6109,CRY3,52.51,7393.07,CUR18,2023-05-05 06:25:47.120724
SPT1100033,Buy,USR5169,CRY7,98.33,2855.24,CUR15,2023-07-07 15:03:20.150020
SPT1100034,Sell,USR5669,CRY10,88.08,8306.07,CUR29,2023-10-18 04:46:16.245840
SPT1100035,Sell,USR3611,CRY4,87.83,213.15,CUR9,2023-04-22 13:00:27.206664
SPT1100036,Buy,USR6780,CRY9,46.69,5329.1,CUR21,2023-12-17 09:40:12.187649
SPT1100037,Buy,USR6798,CRY3,48.47,2976.17,CUR18,2023-04-13 05:20:43.743981
SPT1100038,Sell,USR6508,CRY9,62.9,5972.14,CUR25,2023-07-01 22:47:24.780128
SPT1100039,Buy,USR6830,CRY4,34.45,2358.3,CUR26,2023-07-11 16:53:36.771900
SPT1100040,Buy,USR7320,CRY8,6.04,2960.16,CUR10,2023-07-28 23:39:16.205717
SPT1100041,Buy,USR2338,CRY7,61.89,7186.13,CUR1,2024-01-12 19:53:36.846784
SPT1100042,Sell,USR5308,CRY7,39.31,200.97,CUR8,2023-09-18 01:38:10.592995
SPT1100043,Sell,USR3247,CRY3,71.15,5878.74,CUR9,2023-08-10 19:07:35.111083
SPT1100044,Buy,USR9603,CRY1,59.18,7361.31,CUR4,2023-07-14 16:40:29.050345
SPT1100045,Buy,USR5796,CRY6,16.19,5872.5,CUR28,2023-10-05 22:24:13.765209
SPT1100046,Buy,USR7273,CRY7,34.85,1730.05,CUR30,2023-05-24 05:07:53.581854
SPT1100047,Buy,USR8661,CRY1,62.42,9644.1,CUR24,2023-11-23 23:52:39.113777
SPT1100048,Buy,USR4129,CRY10,37.47,3108.07,CUR9,2023-08-30 16:06:07.891258
SPT1100049,Buy,USR6519,CRY2,73.07,5408.47,CUR17,2023-11-04 16:49:43.927866
SPT1100050,Sell,USR1831,CRY4,76.02,2789.1,CUR15,2023-03-07 07:06:17.989057
SPT1100051,Sell,USR2523,CRY7,13.13,3846.47,CUR15,2023-03-25 08:27:46.933057
SPT1100052,Sell,USR5816,CRY10,68.86,1744.29,CUR21,2023-03-20 19:03:30.754299
SPT1100053,Sell,USR3007,CRY5,37.87,3313.81,CUR18,2023-07-08 08:07:04.691025
SPT1100054,Sell,USR4952,CRY5,58.57,1926.01,CUR2,2023-06-08 22:30:14.859987
SPT1100055,Sell,USR5012,CRY1,35.17,3293.79,CUR28,2023-08-04 06:24:18.019210
SPT1100056,Buy,USR2187,CRY3,96.47,8681.01,CUR9,2023-09-06 20:06:04.922950
SPT1100057,Buy,USR5345,CRY3,79.09,9439.23,CUR30,2023-11-27 21:36:21.125417
SPT1100058,Buy,USR9884,CRY2,1.39,7392.2,CUR28,2023-12-27 06:55:25.996657
SPT1100059,Buy,USR4932,CRY6,23.39,2219.03,CUR15,2023-11-11 21:03:02.283591
SPT1100060,Buy,USR4252,CRY10,85.98,7554.55,CUR15,2023-03-02 01:30:11.468975
SPT1100061,Buy,USR4565,CRY8,56.84,6940.78,CUR3,2024-01-29 00:18:32.419913
SPT1100062,Buy,USR9931,CRY2,32.23,2617.94,CUR19,2023-03-17 14:10:32.648218
SPT1100063,Buy,USR2609,CRY6,23.69,4660.24,CUR28,2023-06-24 01:54:38.027349
SPT1100064,Buy,USR2876,CRY10,68.34,1689.54,CUR11,2023-03-19 04:16:19.255488
SPT1100065,Sell,USR2228,CRY6,23.57,2267.07,CUR13,2023-07-22 11:29:03.406780
SPT1100066,Sell,USR2795,CRY4,95.23,1723.74,CUR29,2023-08-23 09:00:32.148327
SPT1100067,Buy,USR5905,CRY4,22.62,5744.75,CUR12,2023-07-12 23:25:17.899331
SPT1100068,Sell,USR3502,CRY2,34.55,9870.12,CUR20,2023-03-17 14:31:05.862988
SPT1100069,Buy,USR5027,CRY6,9.96,2567.0,CUR7,2023-04-17 22:00:14.806881
SPT1100070,Sell,USR1461,CRY3,52.74,4572.09,CUR29,2023-11-12 16:06:58.766148
SPT1100071,Buy,USR3025,CRY4,44.2,1167.8,CUR11,2023-10-14 06:49:52.774192
SPT1100072,Buy,USR6559,CRY10,42.28,7406.42,CUR24,2023-07-03 02:51:08.587295
SPT1100073,Sell,USR419,CRY4,23.34,7078.19,CUR11,2023-03-01 04:45:23.016858
SPT1100074,Sell,USR3319,CRY9,90.74,5143.19,CUR1,2023-11-05 12:38:15.802937
SPT1100075,Sell,USR9860,CRY10,31.17,822.82,CUR12,2023-09-10 04:54:55.034827
SPT1100076,Buy,USR47,CRY3,53.89,6765.01,CUR24,2023-03-29 21:04:28.802135
SPT1100077,Sell,USR9400,CRY8,37.39,9271.55,CUR30,2024-01-24 22:49:33.166402
SPT1100078,Sell,USR9907,CRY7,99.29,758.09,CUR27,2023-02-24 15:42:48.415077
SPT1100079,Sell,USR7761,CRY7,14.35,6032.15,CUR19,2024-01-23 21:47:50.238593
SPT1100080,Buy,USR5474,CRY5,20.72,8463.37,CUR6,2023-07-10 16:22:58.531725
SPT1100081,Buy,USR9370,CRY9,82.77,8065.28,CUR11,2023-07-14 15:06:38.577646
SPT1100082,Sell,USR519,CRY6,63.65,986.47,CUR5,2024-01-16 15:23:18.329557
SPT1100083,Buy,USR4329,CRY8,26.91,1291.44,CUR9,2023-09-17 06:52:01.221992
SPT1100084,Buy,USR2548,CRY6,47.2,5359.82,CUR4,2023-11-17 23:29:25.522557
SPT1100085,Buy,USR8691,CRY9,31.84,8850.25,CUR18,2023-04-27 22:28:52.974814
SPT1100086,Sell,USR2554,CRY3,0.98,3982.78,CUR7,2023-12-16 19:22:23.305084
SPT1100087,Buy,USR9644,CRY4,15.41,571.65,CUR3,2023-02-12 01:26:20.947138
SPT1100088,Sell,USR1638,CRY6,94.66,2464.99,CUR13,2023-12-04 05:30:11.672998
SPT1100089,Buy,USR3481,CRY1,19.52,3008.3,CUR17,2023-08-21 09:25:00.334722
SPT1100090,Buy,USR2057,CRY4,31.01,811.04,CUR1,2023-11-28 16:59:06.809033
SPT1100091,Sell,USR8450,CRY1,12.57,5959.01,CUR21,2023-04-09 18:15:27.327508
SPT1100092,Buy,USR6712,CRY8,9.46,3886.68,CUR8,2023-06-14 23:54:12.909147
SPT1100093,Buy,USR7993,CRY10,22.27,6428.46,CUR21,2024-01-02 09:32:52.772848
SPT1100094,Sell,USR6833,CRY10,63.84,3535.05,CUR29,2023-03-13 03:11:28.822172
SPT1100095,Sell,USR8846,CRY5,18.6,879.3,CUR5,2023-06-26 10:24:38.676548
SPT1100096,Buy,USR2025,CRY3,55.91,3049.79,CUR21,2023-07-03 13:25:34.750765
SPT1100097,Sell,USR7659,CRY3,88.04,7002.33,CUR16,2023-04-26 02:19:22.946186
SPT1100098,Buy,USR7266,CRY7,53.33,562.63,CUR9,2024-02-07 18:01:05.250175
SPT1100099,Sell,USR8613,CRY9,81.5,1732.13,CUR27,2023-12-04 08:52:56.108805
SPT1100100,Buy,USR9463,CRY2,63.83,2643.51,CUR7,2023-05-21 23:47:08.422029
SPT1100101,Buy,USR8214,CRY4,47.46,2150.5,CUR7,2023-04-21 17:36:32.207731
SPT1100102,Buy,USR1536,CRY2,41.91,628.46,CUR14,2023-11-19 16:03:53.476608
SPT1100103,Sell,USR1054,CRY3,42.49,7305.54,CUR21,2023-11-29 10:16:08.511444
SPT1100104,Sell,USR3950,CRY6,45.69,7953.18,CUR9,2023-12-18 09:38:51.973740
SPT1100105,Buy,USR2942,CRY10,85.12,7892.31,CUR28,2023-06-22 01:52:53.441803
SPT1100106,Sell,USR3922,CRY10,9.68,9774.07,CUR20,2023-05-03 19:54:35.388014
SPT1100107,Buy,USR2191,CRY4,70.07,4250.61,CUR30,2023-06-12 03:30:22.488321
SPT1100108,Sell,USR9301,CRY10,90.05,7526.58,CUR7,2023-03-01 12:00:33.052779
SPT1100109,Sell,USR1760,CRY2,90.52,207.5,CUR27,2023-12-02 04:03:43.059088
SPT1100110,Buy,USR8647,CRY9,80.56,1629.79,CUR19,2023-03-05 13:50:44.835696
SPT1100111,Buy,USR6911,CRY7,41.56,6717.95,CUR21,2023-02-10 13:03:08.486475
SPT1100112,Buy,USR3184,CRY6,57.53,3567.18,CUR16,2023-07-05 17:32:05.136389
SPT1100113,Buy,USR4152,CRY6,73.78,8810.05,CUR22,2023-08-30 22:14:15.773652
SPT1100114,Sell,USR1628,CRY7,61.75,7916.45,CUR22,2023-09-10 15:43:40.790406
SPT1100115,Sell,USR4951,CRY7,89.95,340.91,CUR3,2023-05-18 23:54:27.982563
SPT1100116,Buy,USR6608,CRY5,27.33,7891.54,CUR9,2023-07-07 14:07:09.906334
SPT1100117,Sell,USR8058,CRY9,98.22,7121.98,CUR3,2023-07-07 01:58:29.948737
SPT1100118,Sell,USR9538,CRY9,34.51,6652.76,CUR19,2023-02-28 16:13:42.286642
SPT1100119,Buy,USR8448,CRY1,24.49,2136.13,CUR23,2023-06-01 15:58:36.606321
SPT1100120,Sell,USR9943,CRY9,42.44,7207.04,CUR4,2023-06-30 15:48:54.654855
SPT1100121,Buy,USR4588,CRY1,90.91,2569.04,CUR3,2023-09-28 16:07:02.827561
SPT1100122,Buy,USR4323,CRY9,55.82,9081.02,CUR12,2023-11-02 21:58:48.564281
SPT1100123,Buy,USR1141,CRY1,59.05,7734.02,CUR1,2023-09-18 10:51:18.200860
SPT1100124,Buy,USR468,CRY6,2.86,7301.7,CUR22,2023-05-08 05:01:37.273607
SPT1100125,Buy,USR3719,CRY7,45.14,8224.33,CUR1,2023-07-14 05:45:08.296442
SPT1100126,Sell,USR546,CRY4,29.42,4692.21,CUR19,2023-02-27 10:27:59.902078
SPT1100127,Buy,USR7246,CRY8,29.18,2126.48,CUR5,2023-03-26 16:31:27.924181
SPT1100128,Sell,USR6672,CRY10,83.95,3212.03,CUR7,2023-07-11 02:29:02.399454
SPT1100129,Sell,USR3589,CRY1,71.47,7632.2,CUR16,2023-02-25 05:39:55.159001
