OrderID,OrderType,UserID,CryptocurrencyID,CryptoAmount,FiatAmount,FiatID,Timestamp
SPT100001,Buy,USR5003,CRY9,60.32,3221.51,CUR13,2023-07-18 04:20:02.171336
SPT100002,Buy,USR3730,CRY7,49.21,3496.06,CUR7,2023-10-28 10:14:15.119122
SPT100003,Buy,USR1626,CRY10,18.51,4263.35,CUR14,2023-11-05 15:37:17.172872
SPT100004,Buy,USR4435,CRY10,68.53,2459.05,CUR24,2023-12-14 23:12:16.495078
SPT100005,Sell,USR4408,CRY7,33.37,4747.41,CUR19,2023-06-07 22:00:34.427105
SPT100006,Sell,USR5057,CRY9,57.44,9322.15,CUR26,2024-02-09 02:43:13.169083
SPT100007,Buy,USR9770,CRY1,41.5,2409.28,CUR2,2023-05-21 02:14:19.414493
SPT100008,Buy,USR2012,CRY5,95.79,1464.95,CUR21,2024-01-18 05:52:08.200477
SPT100009,Buy,USR3885,CRY4,74.55,3433.04,CUR1,2023-05-21 08:03:54.930856
SPT100010,Buy,USR2461,CRY1,15.34,9171.12,CUR15,2023-06-11 04:06:33.234946
SPT100011,Buy,USR3628,CRY1,37.19,1370.28,CUR8,2023-12-11 08:49:09.225624
SPT100012,Buy,USR2099,CRY9,70.58,9324.57,CUR14,2023-05-13 19:48:15.982456
SPT100013,Sell,USR8281,CRY9,35.55,2274.98,CUR19,2023-05-21 12:43:04.529707
SPT100014,Buy,USR8067,CRY6,94.93,4333.94,CUR6,2023-07-15 18:58:42.327027
SPT100015,Sell,USR15,CRY2,82.54,2270.85,CUR25,2023-04-11 12:12:13.374534
SPT100016,Buy,USR8344,CRY6,16.24,9056.29,CUR20,2023-12-10 03:04:59.260305
SPT100017,Sell,USR2714,CRY1,91.53,3265.64,CUR30,2023-12-01 02:27:15.490470
SPT100018,Buy,USR2524,CRY2,41.56,1693.52,CUR13,2023-10-12 16:23:25.036977
SPT100019,Sell,USR92,CRY3,35.32,1005.6,CUR22,2023-10-23 18:33:59.936648
SPT100020,Sell,USR6017,CRY2,4.73,9938.51,CUR1,2024-01-30 19:26:39.839549
SPT100021,Sell,USR3453,CRY10,20.3,6899.56,CUR28,2023-07-06 05:33:33.608005
SPT100022,Buy,USR8043,CRY3,11.4,2366.31,CUR10,2023-12-30 00:54:22.264944
SPT100023,Buy,USR1908,CRY1,56.1,8774.94,CUR26,2023-10-07 19:21:20.597775
SPT100024,Sell,USR3526,CRY8,67.81,8112.01,CUR28,2023-03-29 11:43:49.046252
SPT100025,Buy,USR7191,CRY1,38.56,3681.29,CUR3,2023-04-07 10:50:24.183276
SPT100026,Sell,USR3470,CRY1,68.16,5390.35,CUR7,2023-12-03 10:36:26.446058
