OrderID,OrderType,UserID,CryptocurrencyID,CryptoAmount,FiatAmount,FiatID,Timestamp
SPT1940001,Sell,USR9242,CRY2,98.04,7120.61,CUR22,2024-01-08 18:53:57.852868
SPT1940002,Sell,USR5521,CRY2,97.62,6532.54,CUR7,2023-02-15 13:11:14.295923
SPT1940003,Sell,USR7687,CRY9,56.52,3558.39,CUR25,2023-09-15 06:06:19.266821
SPT1940004,Sell,USR9882,CRY1,43.65,9194.05,CUR30,2024-02-06 08:23:32.566677
SPT1940005,Buy,USR456,CRY1,12.9,5532.0,CUR25,2023-11-18 21:38:03.200419
SPT1940006,Buy,USR4435,CRY2,11.11,1270.37,CUR1,2023-09-06 19:00:02.119254
SPT1940007,Sell,USR472,CRY2,6.41,3833.22,CUR20,2024-02-03 20:21:48.361487
SPT1940008,Sell,USR1622,CRY10,98.22,5540.01,CUR12,2023-11-02 11:23:16.815811
SPT1940009,Buy,USR8717,CRY1,16.75,3861.23,CUR24,2024-02-05 12:45:50.977160
SPT1940010,Buy,USR1422,CRY7,35.94,4076.59,CUR11,2023-12-25 02:31:56.485247
SPT1940011,Sell,USR9338,CRY7,46.68,5877.25,CUR3,2024-02-09 03:15:49.413747
SPT1940012,Buy,USR9360,CRY7,62.84,1038.14,CUR11,2023-08-18 08:19:09.075794
SPT1940013,Sell,USR3759,CRY4,68.61,2664.8,CUR28,2023-05-27 12:03:08.373431
SPT1940014,Buy,USR3299,CRY4,10.97,3557.04,CUR26,2023-07-26 14:23:36.991255
SPT1940015,Sell,USR6461,CRY1,24.11,5977.89,CUR11,2023-02-21 17:19:30.834204
SPT1940016,Buy,USR9376,CRY7,76.58,4215.23,CUR10,2023-03-22 03:45:16.856497
SPT1940017,Sell,USR3409,CRY6,87.63,7589.78,CUR8,2023-07-08 00:58:49.910390
SPT1940018,Sell,USR5423,CRY10,28.6,4895.48,CUR13,2023-07-31 19:33:01.675632
SPT1940019,Sell,USR8130,CRY4,16.03,2515.07,CUR28,2023-12-29 21:47:14.117937
SPT1940020,Sell,USR9289,CRY1,16.23,8898.73,CUR27,2023-07-23 04:42:23.643783
SPT1940021,Sell,USR8220,CRY4,1.25,6051.81,CUR25,2023-07-20 16:49:50.972391
SPT1940022,Buy,USR3068,CRY7,47.25,4445.6,CUR30,2023-09-07 00:43:24.601895
SPT1940023,Sell,USR6876,CRY1,31.23,8729.11,CUR14,2023-11-13 03:08:15.042062
SPT1940024,Buy,USR8268,CRY3,37.9,3590.85,CUR25,2023-04-19 04:13:29.382343
SPT1940025,Sell,USR775,CRY8,5.4,7466.19,CUR30,2023-04-22 13:22:51.950468
SPT1940026,Sell,USR5353,CRY5,93.05,4728.95,CUR9,2024-02-06 05:21:09.691668
SPT1940027,Sell,USR8824,CRY4,57.52,409.64,CUR4,2023-05-17 18:45:17.173569
SPT1940028,Sell,USR4878,CRY7,43.62,2608.58,CUR15,2023-12-14 01:51:20.094401
SPT1940029,Buy,USR1920,CRY9,87.84,8325.09,CUR24,2023-08-21 05:04:21.184861
SPT1940030,Sell,USR5405,CRY3,33.03,6290.36,CUR24,2023-11-21 00:31:46.594887
SPT1940031,Sell,USR3056,CRY9,6.89,6105.25,CUR20,2023-05-13 04:22:40.283471
SPT1940032,Sell,USR4457,CRY1,42.22,7507.69,CUR3,2024-02-06 06:01:28.577633
SPT1940033,Sell,USR2064,CRY1,74.29,3336.65,CUR30,2023-10-27 02:17:24.789245
SPT1940034,Sell,USR8893,CRY9,0.86,2387.57,CUR7,2023-08-25 03:49:40.558359
SPT1940035,Buy,USR7509,CRY4,84.1,7211.51,CUR19,2024-01-18 08:05:59.389677
SPT1940036,Sell,USR9312,CRY5,89.39,4730.53,CUR16,2023-07-01 18:45:58.670591
SPT1940037,Sell,USR3796,CRY7,20.0,4936.66,CUR2,2023-08-23 12:29:30.320791
SPT1940038,Buy,USR7133,CRY7,85.55,170.69,CUR9,2024-02-09 21:29:39.767565
SPT1940039,Buy,USR1532,CRY9,56.22,6228.51,CUR30,2023-03-07 23:19:48.990043
SPT1940040,Buy,USR9111,CRY9,10.88,3794.56,CUR9,2023-12-07 12:59:39.779792
SPT1940041,Sell,USR4680,CRY6,47.61,3586.64,CUR29,2024-01-24 05:52:37.402221
SPT1940042,Sell,USR2750,CRY8,58.64,3570.29,CUR27,2023-12-22 08:17:56.947069
SPT1940043,Sell,USR2465,CRY2,19.51,5564.49,CUR25,2023-05-30 20:19:21.527606
SPT1940044,Sell,USR1040,CRY5,88.83,8831.36,CUR3,2023-12-20 20:49:34.593250
SPT1940045,Sell,USR4022,CRY3,13.28,4786.54,CUR5,2023-04-01 05:52:25.992049
SPT1940046,Sell,USR1273,CRY1,58.28,8605.32,CUR3,2023-05-26 22:40:17.945866
SPT1940047,Buy,USR4316,CRY4,97.88,4118.87,CUR21,2023-04-28 19:17:26.547223
SPT1940048,Buy,USR3430,CRY9,88.78,9055.58,CUR25,2023-07-30 10:35:56.724034
SPT1940049,Sell,USR8962,CRY1,68.38,9038.12,CUR21,2023-06-27 23:00:17.189393
SPT1940050,Sell,USR5754,CRY7,35.95,2989.59,CUR5,2023-03-29 23:49:00.150859
SPT1940051,Sell,USR6755,CRY6,42.25,8867.73,CUR8,2023-07-22 06:14:02.629071
SPT1940052,Sell,USR8931,CRY10,49.31,3469.23,CUR6,2023-11-27 05:55:28.665437
SPT1940053,Sell,USR9866,CRY5,50.57,5309.21,CUR9,2024-01-04 14:57:34.970606
SPT1940054,Buy,USR7464,CRY5,58.02,3015.61,CUR5,2023-09-24 17:08:32.908125
SPT1940055,Sell,USR4252,CRY4,19.2,501.16,CUR11,2023-11-08 14:13:41.929232
SPT1940056,Buy,USR1319,CRY1,17.53,8350.01,CUR22,2023-08-16 11:03:37.514266
SPT1940057,Sell,USR5596,CRY2,71.33,9218.85,CUR18,2023-04-02 04:20:17.118630
SPT1940058,Sell,USR2785,CRY6,32.42,8500.05,CUR3,2023-03-30 02:22:58.839391
SPT1940059,Buy,USR7283,CRY7,41.09,6878.14,CUR9,2023-09-01 06:32:19.203377
SPT1940060,Buy,USR7778,CRY9,35.44,4389.66,CUR2,2023-09-16 13:49:40.306565
SPT1940061,Buy,USR3658,CRY8,37.33,7195.1,CUR25,2024-01-28 17:36:16.215482
SPT1940062,Sell,USR7364,CRY10,76.47,2630.49,CUR19,2023-08-13 20:25:54.280286
SPT1940063,Sell,USR1472,CRY6,83.4,8688.1,CUR10,2023-03-21 21:19:48.397620
SPT1940064,Sell,USR3634,CRY7,87.26,6982.02,CUR2,2023-09-19 18:39:00.875016
SPT1940065,Buy,USR4416,CRY9,30.96,7761.33,CUR13,2024-02-03 01:26:43.697536
SPT1940066,Buy,USR4682,CRY4,56.69,509.95,CUR23,2024-02-06 23:12:07.255013
SPT1940067,Buy,USR4593,CRY7,64.53,550.41,CUR22,2023-10-17 20:57:38.714142
SPT1940068,Buy,USR6757,CRY5,76.78,5638.63,CUR2,2023-05-23 07:09:40.678394
SPT1940069,Sell,USR8750,CRY6,43.92,9739.22,CUR10,2023-10-10 05:32:00.881149
SPT1940070,Buy,USR9463,CRY7,27.36,3162.34,CUR22,2023-09-20 07:19:02.778450
SPT1940071,Sell,USR1554,CRY8,57.98,4090.61,CUR18,2023-05-27 07:56:54.590639
SPT1940072,Sell,USR783,CRY5,28.96,8723.72,CUR16,2023-11-09 20:12:20.106643
SPT1940073,Sell,USR3292,CRY3,82.06,5326.12,CUR16,2023-11-12 08:02:09.872270
SPT1940074,Buy,USR8525,CRY10,78.24,4583.81,CUR8,2023-03-01 18:44:07.001126
SPT1940075,Sell,USR5786,CRY9,49.25,1185.59,CUR22,2023-05-18 11:39:57.990847
SPT1940076,Buy,USR4623,CRY3,42.29,3510.2,CUR10,2023-10-24 12:41:51.034913
SPT1940077,Buy,USR7077,CRY1,97.25,2972.16,CUR7,2024-01-14 14:05:55.570418
SPT1940078,Buy,USR1736,CRY6,45.3,8063.0,CUR4,2023-06-09 05:17:38.160323
SPT1940079,Buy,USR9374,CRY7,82.65,6524.31,CUR2,2023-08-19 03:06:59.281129
SPT1940080,Buy,USR554,CRY1,99.17,7449.06,CUR5,2023-05-20 14:19:01.299888
SPT1940081,Sell,USR3589,CRY6,8.87,6183.12,CUR4,2023-08-26 16:17:31.076658
SPT1940082,Buy,USR3765,CRY10,13.59,8248.42,CUR2,2023-04-10 05:07:25.395682
SPT1940083,Sell,USR9801,CRY7,43.12,6676.89,CUR29,2023-09-20 06:53:43.717036
SPT1940084,Sell,USR2827,CRY3,64.15,8443.39,CUR4,2023-02-14 23:36:37.012340
SPT1940085,Sell,USR4397,CRY6,33.85,8072.4,CUR18,2023-04-18 04:41:36.994349
SPT1940086,Sell,USR5524,CRY3,66.83,3432.01,CUR14,2023-12-10 04:45:41.760974
SPT1940087,Buy,USR7401,CRY8,99.64,546.45,CUR25,2023-12-08 21:06:06.746611
SPT1940088,Sell,USR9265,CRY10,35.46,6523.44,CUR11,2023-07-06 14:06:01.323467
SPT1940089,Buy,USR1863,CRY1,4.35,2544.0,CUR4,2023-07-10 23:33:31.121951
SPT1940090,Sell,USR1569,CRY7,49.58,321.2,CUR28,2023-10-22 22:07:21.290280
SPT1940091,Buy,USR8877,CRY4,84.89,6425.17,CUR9,2023-03-15 20:57:19.215537
SPT1940092,Sell,USR5187,CRY5,7.68,6925.95,CUR7,2023-10-15 23:22:22.175398
SPT1940093,Buy,USR2933,CRY10,25.47,6138.37,CUR3,2023-04-22 10:25:21.829824
SPT1940094,Sell,USR7187,CRY2,0.73,884.72,CUR13,2023-06-12 15:00:58.007296
