OrderID,OrderType,UserID,CryptocurrencyID,CryptoAmount,FiatAmount,FiatID,Timestamp
SPT860001,Sell,USR6425,CRY4,16.55,312.92,CUR30,2024-02-05 10:35:01.014378
SPT860002,Buy,USR8047,CRY10,62.21,4614.67,CUR1,2023-08-18 04:03:23.881099
SPT860003,Buy,USR9908,CRY8,42.94,4773.94,CUR8,2023-02-18 00:52:00.179646
SPT860004,Sell,USR6328,CRY1,92.63,6242.09,CUR4,2023-06-25 19:44:59.118955
SPT860005,Buy,USR4805,CRY2,77.16,6873.01,CUR1,2023-06-07 11:51:44.504209
SPT860006,Sell,USR8569,CRY1,14.69,7702.18,CUR6,2024-02-08 16:34:07.964107
SPT860007,Buy,USR2113,CRY1,16.67,2129.03,CUR21,2023-10-30 16:54:08.612004
SPT860008,Sell,USR2748,CRY2,69.6,1512.78,CUR7,2023-09-19 17:58:06.983547
SPT860009,Sell,USR6606,CRY8,29.35,2961.51,CUR18,2023-10-14 23:25:26.746889
SPT860010,Sell,USR9862,CRY10,9.32,8431.19,CUR3,2023-10-09 21:43:55.876670
SPT860011,Buy,USR5509,CRY2,12.97,5958.53,CUR14,2023-09-19 14:00:01.808321
SPT860012,Buy,USR7289,CRY8,12.98,7912.41,CUR24,2023-03-31 04:19:01.450885
SPT860013,Buy,USR8288,CRY3,55.44,1397.04,CUR14,2023-08-21 07:19:14.954787
SPT860014,Buy,USR7206,CRY8,90.76,6708.72,CUR7,2023-05-27 02:02:54.089447
SPT860015,Sell,USR8310,CRY8,84.69,1286.45,CUR19,2023-08-19 23:38:39.819846
SPT860016,Sell,USR6548,CRY1,91.32,1892.72,CUR20,2023-03-25 02:09:09.723500
SPT860017,Sell,USR1204,CRY5,4.26,4592.73,CUR11,2023-03-28 03:48:40.104130
SPT860018,Buy,USR3594,CRY4,13.35,7679.78,CUR14,2023-02-13 06:58:49.784961
SPT860019,Buy,USR7350,CRY7,47.6,4115.62,CUR6,2023-02-10 05:16:09.301181
SPT860020,Sell,USR4029,CRY10,7.52,8498.73,CUR11,2023-06-29 08:31:58.520423
SPT860021,Buy,USR3368,CRY10,75.97,4039.72,CUR21,2024-02-05 12:42:39.798842
SPT860022,Sell,USR3602,CRY6,40.25,2425.84,CUR6,2023-04-25 03:56:14.902843
SPT860023,Buy,USR5920,CRY5,27.57,7179.18,CUR20,2023-07-08 23:13:14.239143
SPT860024,Sell,USR7147,CRY7,5.13,423.68,CUR22,2023-12-02 17:41:40.813905
SPT860025,Sell,USR7779,CRY5,38.42,1446.85,CUR30,2024-01-27 08:48:26.481520
SPT860026,Sell,USR5579,CRY4,74.59,8454.92,CUR13,2023-12-11 08:51:44.632291
SPT860027,Sell,USR940,CRY9,80.41,6347.72,CUR27,2023-03-04 14:06:48.731765
SPT860028,Buy,USR7872,CRY7,70.67,6075.02,CUR7,2023-02-14 03:21:20.106497
SPT860029,Sell,USR9497,CRY3,45.36,9653.98,CUR25,2023-03-13 04:49:53.114405
SPT860030,Sell,USR2279,CRY9,89.88,7615.7,CUR20,2024-02-07 22:24:02.286536
SPT860031,Buy,USR1506,CRY9,54.23,8121.18,CUR22,2023-05-30 18:11:27.132349
SPT860032,Sell,USR3492,CRY1,26.31,6672.15,CUR9,2023-11-07 11:43:49.284986
SPT860033,Sell,USR7246,CRY6,61.76,9748.25,CUR29,2023-08-17 01:46:31.860845
SPT860034,Sell,USR9673,CRY2,85.11,9829.22,CUR21,2023-04-14 23:36:53.846821
SPT860035,Sell,USR1818,CRY10,70.37,570.13,CUR27,2023-07-24 04:54:04.261394
