OrderID,OrderType,UserID,CryptocurrencyID,CryptoAmount,FiatAmount,FiatID,Timestamp
SPT1880001,Sell,USR7676,CRY9,94.01,4357.52,CUR7,2023-05-18 15:48:34.664412
SPT1880002,Buy,USR3026,CRY10,58.79,2866.48,CUR15,2023-11-25 01:31:40.812137
SPT1880003,Buy,USR7681,CRY4,83.86,9960.23,CUR5,2023-02-16 02:46:34.096777
SPT1880004,Buy,USR6054,CRY7,14.98,8961.45,CUR4,2023-07-09 21:19:22.138159
SPT1880005,Sell,USR1027,CRY7,53.79,125.64,CUR27,2023-11-29 18:57:15.961618
SPT1880006,Sell,USR4322,CRY4,87.3,4001.02,CUR1,2023-03-12 17:21:54.665318
SPT1880007,Buy,USR5015,CRY2,8.93,5186.72,CUR28,2024-01-09 16:51:57.587482
SPT1880008,Sell,USR5542,CRY10,75.3,3988.81,CUR16,2023-04-28 05:19:32.271986
SPT1880009,Sell,USR1009,CRY2,40.63,6683.4,CUR10,2023-11-15 19:04:41.126649
SPT1880010,Sell,USR2118,CRY4,45.36,8086.44,CUR16,2023-12-05 23:17:17.071841
SPT1880011,Buy,USR7247,CRY5,46.82,717.05,CUR26,2023-09-16 01:57:04.335579
SPT1880012,Sell,USR7203,CRY4,38.16,4277.08,CUR8,2023-03-14 03:35:37.864836
SPT1880013,Sell,USR8086,CRY8,67.57,5845.92,CUR11,2023-09-07 04:59:48.935314
SPT1880014,Sell,USR1528,CRY3,32.03,2517.96,CUR28,2023-12-22 03:59:49.401048
SPT1880015,Buy,USR7799,CRY4,45.3,6351.27,CUR2,2023-07-25 07:38:12.314654
SPT1880016,Sell,USR4688,CRY3,62.26,2552.29,CUR26,2023-05-23 21:54:58.093653
SPT1880017,Sell,USR4195,CRY9,3.84,8073.92,CUR16,2023-11-24 00:50:55.912432
SPT1880018,Sell,USR7077,CRY8,4.51,5906.23,CUR13,2023-07-22 08:00:19.547554
SPT1880019,Buy,USR176,CRY9,10.46,9881.61,CUR22,2023-02-28 18:13:48.539110
SPT1880020,Sell,USR2848,CRY6,99.0,9963.38,CUR12,2023-08-31 08:09:39.255998
SPT1880021,Buy,USR4297,CRY10,51.77,5767.47,CUR12,2023-12-09 15:52:49.348893
SPT1880022,Buy,USR907,CRY7,11.24,1422.09,CUR23,2023-09-03 03:33:13.377574
SPT1880023,Buy,USR9160,CRY6,44.81,4455.54,CUR1,2023-05-28 08:18:13.016470
SPT1880024,Buy,USR7752,CRY1,86.15,4519.45,CUR19,2024-01-27 02:00:30.454793
SPT1880025,Buy,USR7058,CRY10,36.61,7531.42,CUR7,2023-05-08 07:09:28.289541
SPT1880026,Buy,USR7994,CRY3,80.63,1825.37,CUR16,2023-11-20 19:44:16.165931
SPT1880027,Buy,USR384,CRY9,17.85,8121.48,CUR24,2023-07-11 07:57:09.041842
SPT1880028,Buy,USR5125,CRY6,17.03,1449.18,CUR19,2024-01-07 21:01:54.021583
