OrderID,OrderType,SellerUserID,BuyerUserID,CryptocurrencyID,CryptoAmount,FiatAmount,FiatID,Timestamp
OTC520001,Buy,USR2776,USR8494,CRY8,72.48,4839.37,CUR3,2024-02-08 05:05:37.352692
OTC520002,Buy,USR1091,USR5832,CRY10,38.2,3580.17,CUR9,2024-01-16 05:10:31.133045
OTC520003,Buy,USR8484,USR5918,CRY3,5.26,6828.26,CUR24,2023-05-12 02:44:04.876611
OTC520004,Buy,USR2606,USR185,CRY6,89.07,9252.1,CUR15,2023-05-23 03:23:50.342654
OTC520005,Buy,USR1372,USR6329,CRY4,56.53,3604.97,CUR3,2023-04-14 06:44:01.833218
OTC520006,Sell,USR298,USR9833,CRY1,26.28,1823.78,CUR28,2023-06-16 13:05:47.105057
OTC520007,Buy,USR9198,USR8734,CRY9,47.96,7216.99,CUR7,2023-04-03 18:03:03.521338
OTC520008,Buy,USR7692,USR7093,CRY3,55.75,1668.55,CUR26,2024-02-07 05:28:51.369159
OTC520009,Buy,USR4191,USR5343,CRY4,59.8,1083.13,CUR12,2023-11-15 13:16:06.076404
OTC520010,Buy,USR6500,USR4051,CRY1,69.27,3375.41,CUR10,2024-01-27 18:10:01.853000
OTC520011,Sell,USR3138,USR3007,CRY4,51.79,6790.15,CUR16,2023-05-24 02:23:22.931361
OTC520012,Buy,USR5564,USR2046,CRY4,40.17,5262.69,CUR25,2023-10-08 16:46:30.713467
OTC520013,Sell,USR9806,USR402,CRY1,6.26,6646.44,CUR26,2023-12-25 08:06:41.380195
OTC520014,Sell,USR7331,USR2257,CRY1,68.1,6604.35,CUR5,2023-11-14 18:06:52.950962
OTC520015,Sell,USR3173,USR6551,CRY7,68.31,8657.08,CUR22,2024-02-03 22:28:04.053039
OTC520016,Sell,USR1250,USR5531,CRY3,39.45,2283.44,CUR17,2023-08-03 06:41:30.127916
OTC520017,Sell,USR5167,USR7539,CRY2,67.85,8818.11,CUR11,2023-09-16 10:04:11.178581
OTC520018,Sell,USR1691,USR4402,CRY1,51.44,7678.01,CUR3,2023-10-16 23:05:39.079866
OTC520019,Buy,USR9306,USR2449,CRY1,23.37,6759.67,CUR28,2023-03-01 19:06:58.858170
OTC520020,Buy,USR3904,USR8468,CRY3,3.2,6598.92,CUR13,2024-02-04 08:33:14.367070
OTC520021,Sell,USR7510,USR697,CRY8,75.87,2766.06,CUR14,2024-01-21 07:18:11.609372
OTC520022,Sell,USR9966,USR3447,CRY4,11.29,785.88,CUR12,2023-02-12 16:27:41.768779
OTC520023,Sell,USR4228,USR9220,CRY3,3.82,6769.13,CUR19,2023-10-06 11:59:44.123082
OTC520024,Buy,USR2013,USR2257,CRY2,84.08,7940.21,CUR5,2023-11-19 01:03:17.932913
OTC520025,Buy,USR6794,USR5325,CRY3,52.57,3617.22,CUR4,2023-09-17 16:06:21.735895
OTC520026,Buy,USR293,USR8122,CRY8,92.48,585.03,CUR1,2023-12-07 15:10:13.699537
OTC520027,Buy,USR7313,USR7137,CRY6,15.24,7747.94,CUR24,2023-11-02 19:51:03.523199
OTC520028,Sell,USR4023,USR7981,CRY1,71.52,8463.69,CUR4,2023-03-08 06:03:47.186937
OTC520029,Sell,USR2820,USR1286,CRY8,27.82,1174.11,CUR23,2023-02-20 06:38:38.148299
OTC520030,Sell,USR9338,USR2262,CRY6,21.88,4343.9,CUR15,2023-11-25 02:34:22.255981
OTC520031,Sell,USR1910,USR3892,CRY1,90.56,3423.42,CUR13,2023-06-10 00:30:33.125381
OTC520032,Sell,USR8396,USR2686,CRY6,91.16,3051.08,CUR8,2023-10-06 06:17:51.858608
OTC520033,Sell,USR1584,USR8874,CRY6,28.77,2936.45,CUR25,2024-02-05 19:53:30.975407
OTC520034,Buy,USR9325,USR3622,CRY2,14.3,7828.55,CUR5,2023-12-18 22:03:51.500015
OTC520035,Sell,USR1879,USR9633,CRY8,72.63,6946.94,CUR25,2023-03-17 10:18:05.907865
OTC520036,Sell,USR2868,USR198,CRY4,90.45,3924.33,CUR28,2023-12-06 10:01:32.614641
OTC520037,Buy,USR5098,USR8182,CRY5,38.51,1585.7,CUR4,2023-11-24 09:47:01.170046
OTC520038,Sell,USR4313,USR279,CRY8,25.59,1134.03,CUR11,2023-10-07 19:09:36.822175
OTC520039,Sell,USR2162,USR3993,CRY1,32.1,4824.32,CUR21,2023-06-08 22:46:54.159218
