OrderID,OrderType,SellerUserID,BuyerUserID,CryptocurrencyID,CryptoAmount,FiatAmount,FiatID,Timestamp
OTC1180001,Buy,USR1035,USR4459,CRY2,74.21,4493.97,CUR26,2023-12-22 03:30:03.695869
OTC1180002,Buy,USR4937,USR4243,CRY10,28.35,3941.35,CUR2,2023-08-30 00:38:34.786535
OTC1180003,Buy,USR6346,USR1727,CRY10,3.29,523.51,CUR3,2023-09-10 15:08:38.490741
OTC1180004,Buy,USR4599,USR4754,CRY5,6.09,9358.35,CUR5,2023-12-05 13:41:05.568478
OTC1180005,Sell,USR2944,USR5610,CRY5,43.58,4353.09,CUR19,2023-02-27 22:29:48.648078
OTC1180006,Buy,USR8143,USR6289,CRY1,52.47,5798.41,CUR30,2023-07-18 04:12:28.982635
OTC1180007,Sell,USR6259,USR6461,CRY4,42.64,7241.55,CUR5,2024-01-07 23:00:11.099753
OTC1180008,Buy,USR2185,USR9343,CRY4,87.57,3610.74,CUR23,2023-10-19 14:40:47.796626
OTC1180009,Sell,USR3662,USR6634,CRY10,39.91,6585.32,CUR6,2023-05-17 23:04:45.534856
OTC1180010,Sell,USR1253,USR3256,CRY5,34.87,5801.71,CUR4,2023-05-12 04:38:48.113728
OTC1180011,Buy,USR2915,USR6356,CRY8,34.91,2371.17,CUR30,2023-03-27 12:18:17.145233
OTC1180012,Buy,USR1993,USR6347,CRY1,16.57,5313.26,CUR6,2023-06-06 08:09:38.678967
OTC1180013,Buy,USR573,USR8410,CRY10,98.67,9842.86,CUR28,2023-04-10 06:08:39.072743
OTC1180014,Sell,USR3645,USR9556,CRY7,66.55,4703.1,CUR8,2023-03-26 13:07:53.355303
OTC1180015,Sell,USR8989,USR5082,CRY2,96.3,1184.75,CUR11,2024-01-12 11:13:41.636396
OTC1180016,Sell,USR4348,USR8992,CRY8,86.75,581.67,CUR24,2023-05-15 06:57:07.777079
OTC1180017,Buy,USR8761,USR9307,CRY8,82.06,7068.19,CUR15,2024-01-12 01:28:37.828817
OTC1180018,Buy,USR2164,USR2165,CRY1,74.07,4252.79,CUR19,2024-01-01 00:49:37.339503
OTC1180019,Sell,USR8755,USR9742,CRY4,60.58,6667.47,CUR11,2023-05-20 13:10:04.337656
OTC1180020,Sell,USR6441,USR7122,CRY3,64.12,1282.51,CUR15,2023-06-16 07:14:49.412611
OTC1180021,Sell,USR7177,USR2632,CRY9,10.49,6249.44,CUR18,2023-04-27 09:10:58.618565
OTC1180022,Sell,USR7252,USR6263,CRY4,47.7,5099.0,CUR9,2023-04-30 02:21:13.016951
OTC1180023,Sell,USR6465,USR5134,CRY5,71.8,4647.79,CUR3,2023-06-23 05:20:29.714056
OTC1180024,Sell,USR7379,USR8330,CRY9,99.64,6398.18,CUR29,2023-10-22 01:23:13.279696
OTC1180025,Sell,USR1633,USR6389,CRY10,39.58,4184.18,CUR6,2023-05-05 18:21:47.135040
OTC1180026,Sell,USR6041,USR7407,CRY6,31.86,2115.69,CUR23,2023-11-12 07:37:31.422424
OTC1180027,Sell,USR6362,USR6721,CRY9,12.16,4461.27,CUR20,2023-12-15 15:57:56.397365
OTC1180028,Sell,USR3792,USR2827,CRY1,36.56,3116.15,CUR21,2023-10-09 09:00:01.589602
OTC1180029,Sell,USR8559,USR1851,CRY1,38.67,4708.65,CUR15,2023-10-06 11:15:15.931210
OTC1180030,Sell,USR8078,USR2415,CRY10,62.85,7923.2,CUR1,2023-03-03 16:06:43.711333
OTC1180031,Sell,USR6195,USR6403,CRY8,15.36,5243.96,CUR30,2023-09-19 17:48:33.990723
OTC1180032,Sell,USR4337,USR2569,CRY6,53.75,2832.89,CUR6,2023-05-28 10:34:59.076647
OTC1180033,Sell,USR3351,USR2112,CRY9,63.85,1831.86,CUR29,2024-01-02 18:50:24.612833
OTC1180034,Buy,USR5724,USR4372,CRY10,57.71,5254.72,CUR2,2023-03-23 04:15:55.549678
