OrderID,OrderType,SellerUserID,BuyerUserID,CryptocurrencyID,CryptoAmount,FiatAmount,FiatID,Timestamp
OTC1200001,Sell,USR3023,USR6891,CRY3,5.63,6099.9,CUR28,2023-07-29 03:59:20.662009
OTC1200002,Sell,USR2367,USR5681,CRY1,23.21,7160.87,CUR12,2023-12-03 06:04:59.848065
OTC1200003,Sell,USR2217,USR3391,CRY2,89.97,4134.21,CUR26,2023-09-29 14:58:00.069033
OTC1200004,Sell,USR9372,USR4006,CRY5,51.1,5224.79,CUR18,2023-09-18 13:57:49.942801
OTC1200005,Buy,USR48,USR4991,CRY8,81.67,5195.86,CUR7,2023-11-29 10:37:34.926818
OTC1200006,Sell,USR7288,USR3031,CRY9,56.71,5015.96,CUR24,2023-11-17 09:17:54.638267
OTC1200007,Sell,USR9914,USR5735,CRY10,28.95,7817.37,CUR19,2023-10-04 17:50:54.166011
OTC1200008,Sell,USR3964,USR2958,CRY8,47.87,1861.86,CUR5,2023-03-16 09:38:44.366725
OTC1200009,Buy,USR2138,USR9295,CRY9,75.02,8074.29,CUR12,2023-06-18 04:32:34.657851
OTC1200010,Sell,USR3966,USR1436,CRY7,97.68,1695.05,CUR29,2023-07-10 10:56:11.863899
OTC1200011,Sell,USR2640,USR2771,CRY7,74.35,7745.22,CUR14,2023-12-07 19:18:30.242110
OTC1200012,Sell,USR9635,USR9101,CRY10,54.11,5626.25,CUR13,2023-09-21 15:13:22.259343
OTC1200013,Buy,USR1099,USR9472,CRY6,70.2,7505.95,CUR27,2023-04-27 03:37:10.944272
OTC1200014,Sell,USR2142,USR1605,CRY10,74.12,7385.8,CUR17,2023-09-01 15:55:21.083541
OTC1200015,Sell,USR2148,USR607,CRY5,6.24,1829.41,CUR24,2024-01-05 08:05:10.808070
OTC1200016,Sell,USR736,USR4693,CRY10,76.81,796.62,CUR4,2023-08-14 16:28:23.267887
OTC1200017,Sell,USR849,USR2591,CRY9,94.68,6993.35,CUR21,2023-05-14 17:55:14.688622
OTC1200018,Buy,USR545,USR6705,CRY6,72.14,4740.42,CUR21,2023-09-01 10:06:03.269609
OTC1200019,Buy,USR4182,USR1826,CRY1,53.08,546.64,CUR28,2023-04-16 04:14:41.485768
OTC1200020,Buy,USR9534,USR9998,CRY3,68.4,5123.67,CUR12,2023-10-25 14:15:00.197982
OTC1200021,Sell,USR4234,USR2203,CRY6,8.79,4963.15,CUR13,2024-01-10 19:02:42.459040
OTC1200022,Buy,USR733,USR6299,CRY4,77.78,2877.12,CUR4,2023-12-16 10:00:11.817756
OTC1200023,Buy,USR4792,USR5508,CRY10,47.88,5373.02,CUR15,2023-06-14 17:01:29.159480
OTC1200024,Sell,USR2660,USR3552,CRY10,53.7,6143.69,CUR15,2023-04-15 21:04:33.309098
OTC1200025,Buy,USR7302,USR3018,CRY1,39.3,9954.82,CUR3,2023-09-23 02:34:15.445592
OTC1200026,Buy,USR9047,USR9786,CRY8,81.46,4660.65,CUR26,2023-08-30 18:13:41.545841
OTC1200027,Sell,USR2519,USR6435,CRY7,37.48,8193.84,CUR26,2023-04-20 14:25:55.289045
OTC1200028,Buy,USR410,USR9256,CRY8,3.95,2823.17,CUR16,2023-09-28 13:58:32.926445
