OrderID,OrderType,SellerUserID,BuyerUserID,CryptocurrencyID,CryptoAmount,FiatAmount,FiatID,Timestamp
OTC1020001,Sell,USR9522,USR2253,CRY7,47.04,6752.71,CUR29,2023-04-06 04:07:49.390582
OTC1020002,Buy,USR8376,USR6834,CRY9,14.59,5004.67,CUR9,2023-04-05 06:48:44.582365
OTC1020003,Buy,USR5287,USR1339,CRY5,79.54,9104.78,CUR7,2023-06-21 01:13:22.934316
OTC1020004,Sell,USR6323,USR5838,CRY7,88.43,2987.25,CUR2,2023-06-18 12:56:50.926330
OTC1020005,Buy,USR1398,USR1735,CRY9,69.67,3448.54,CUR22,2023-06-10 18:59:27.990173
OTC1020006,Sell,USR6311,USR9063,CRY10,58.36,7945.66,CUR5,2023-12-26 08:33:03.451065
OTC1020007,Sell,USR5585,USR7260,CRY4,85.89,3254.98,CUR13,2023-08-15 23:48:48.820237
OTC1020008,Sell,USR6717,USR2930,CRY9,22.53,8463.85,CUR20,2023-05-04 20:40:25.275683
OTC1020009,Sell,USR5310,USR1442,CRY6,95.32,970.91,CUR25,2023-06-22 00:55:11.596274
OTC1020010,Sell,USR6711,USR6414,CRY4,18.51,7849.13,CUR18,2023-06-15 09:36:50.467121
OTC1020011,Buy,USR1282,USR2767,CRY4,52.18,9847.86,CUR16,2023-07-25 03:12:13.822441
OTC1020012,Sell,USR5632,USR6914,CRY8,57.66,1170.32,CUR2,2023-04-15 09:12:05.450196
OTC1020013,Buy,USR893,USR4757,CRY10,88.64,3147.97,CUR30,2023-10-15 07:18:26.246941
OTC1020014,Sell,USR6611,USR2557,CRY1,0.71,3037.05,CUR4,2024-01-06 19:47:58.912238
OTC1020015,Buy,USR3682,USR8158,CRY4,8.83,1056.75,CUR14,2023-10-31 23:29:11.420172
OTC1020016,Buy,USR6637,USR1297,CRY3,15.51,914.02,CUR20,2023-04-01 00:16:17.798040
OTC1020017,Sell,USR2408,USR6052,CRY7,48.43,6864.54,CUR12,2023-12-26 02:10:11.028362
OTC1020018,Buy,USR5913,USR2044,CRY9,43.8,1763.25,CUR16,2023-12-15 04:05:40.628506
