OrderID,OrderType,SellerUserID,BuyerUserID,CryptocurrencyID,CryptoAmount,FiatAmount,FiatID,Timestamp
OTC1340001,Sell,USR9480,USR4801,CRY1,45.6,5921.09,CUR10,2024-01-23 04:17:07.860157
OTC1340002,Buy,USR1140,USR9235,CRY7,30.95,8802.79,CUR13,2023-12-06 20:32:55.952768
OTC1340003,Buy,USR1597,USR3214,CRY7,10.12,5803.05,CUR10,2024-01-08 12:35:46.774676
OTC1340004,Sell,USR3779,USR8452,CRY9,8.98,305.68,CUR6,2024-01-11 10:29:36.949831
OTC1340005,Buy,USR1054,USR1517,CRY5,40.86,4534.87,CUR6,2023-03-22 19:06:44.173112
OTC1340006,Sell,USR4991,USR9218,CRY5,85.63,1442.49,CUR26,2024-01-05 02:28:54.434385
OTC1340007,Sell,USR1737,USR3570,CRY1,98.64,8321.49,CUR12,2023-06-29 00:00:36.671518
OTC1340008,Buy,USR6389,USR9773,CRY1,68.34,7276.05,CUR22,2023-06-01 08:09:34.276492
OTC1340009,Sell,USR6324,USR4491,CRY9,41.34,2170.85,CUR6,2023-02-21 20:22:32.835781
OTC1340010,Sell,USR4330,USR6779,CRY10,85.63,6165.53,CUR9,2023-08-24 00:42:08.699604
OTC1340011,Buy,USR7143,USR138,CRY8,36.73,2064.96,CUR5,2023-12-07 15:47:02.169944
OTC1340012,Sell,USR6448,USR2808,CRY4,95.69,7873.87,CUR28,2023-10-18 15:42:28.916283
OTC1340013,Sell,USR3548,USR945,CRY3,71.3,4390.75,CUR8,2023-06-12 07:24:24.771832
OTC1340014,Buy,USR6718,USR1199,CRY10,46.19,8121.57,CUR8,2023-12-14 20:00:49.181577
OTC1340015,Buy,USR6216,USR2685,CRY1,31.67,7321.28,CUR19,2023-11-27 22:16:36.706710
OTC1340016,Sell,USR4593,USR8941,CRY5,43.02,9552.51,CUR25,2023-04-07 13:09:40.678645
OTC1340017,Buy,USR8417,USR8750,CRY7,51.93,4738.47,CUR7,2023-08-26 15:38:45.348738
