OrderID,OrderType,SellerUserID,BuyerUserID,CryptocurrencyID,CryptoAmount,FiatAmount,FiatID,Timestamp
OTC380001,Sell,USR2036,USR4108,CRY2,85.94,8703.73,CUR24,2023-11-17 08:44:53.166315
OTC380002,Sell,USR5620,USR6577,CRY9,99.89,2919.73,CUR27,2023-04-16 12:51:22.042344
OTC380003,Sell,USR8015,USR9286,CRY9,27.61,1022.72,CUR27,2023-12-04 03:42:00.335616
OTC380004,Buy,USR7604,USR3234,CRY7,17.33,1679.11,CUR18,2023-11-29 10:23:35.827231
OTC380005,Sell,USR2011,USR3247,CRY7,26.61,6630.89,CUR30,2023-04-24 12:56:55.132774
OTC380006,Buy,USR6163,USR7933,CRY3,85.3,5727.2,CUR3,2023-02-19 07:26:53.278807
OTC380007,Buy,USR4517,USR3161,CRY1,25.21,4077.86,CUR25,2023-10-23 04:55:52.534793
OTC380008,Buy,USR2400,USR9629,CRY4,6.04,336.56,CUR5,2023-03-16 10:15:16.119582
OTC380009,Buy,USR7953,USR7178,CRY7,92.82,7343.13,CUR1,2023-04-13 02:40:59.131123
OTC380010,Sell,USR5565,USR1750,CRY1,57.81,7102.88,CUR26,2024-02-06 07:14:33.632972
OTC380011,Buy,USR9546,USR9424,CRY8,88.75,2817.54,CUR4,2023-09-22 15:25:11.687978
OTC380012,Buy,USR7704,USR1696,CRY9,4.66,8215.69,CUR19,2023-04-29 12:26:12.371448
OTC380013,Buy,USR3316,USR1214,CRY5,65.59,5353.67,CUR4,2023-09-15 13:17:04.965011
OTC380014,Buy,USR1625,USR5168,CRY4,67.76,6085.75,CUR19,2023-08-12 17:59:42.022256
OTC380015,Sell,USR8697,USR3883,CRY7,99.91,958.84,CUR1,2023-12-26 20:27:40.149808
OTC380016,Buy,USR697,USR3947,CRY3,27.84,6500.46,CUR16,2023-05-16 07:05:29.537173
OTC380017,Buy,USR9375,USR1867,CRY3,79.86,5208.53,CUR3,2023-05-25 04:37:28.502380
OTC380018,Buy,USR464,USR3282,CRY4,67.81,5930.69,CUR1,2023-03-08 08:05:35.921631
OTC380019,Buy,USR3737,USR8707,CRY7,68.52,8773.25,CUR1,2023-08-02 00:23:39.066653
OTC380020,Buy,USR2526,USR4526,CRY5,46.96,7251.87,CUR10,2023-12-29 21:46:17.924563
OTC380021,Buy,USR3860,USR3987,CRY10,35.97,9933.78,CUR28,2023-03-02 04:32:53.345052
OTC380022,Buy,USR8327,USR7927,CRY8,24.05,2157.5,CUR26,2023-12-16 14:08:17.294618
OTC380023,Sell,USR3993,USR8044,CRY4,34.43,1804.5,CUR8,2023-05-07 11:25:40.949775
OTC380024,Buy,USR7205,USR5677,CRY1,64.41,9984.89,CUR16,2024-01-05 19:33:25.666497
OTC380025,Buy,USR2997,USR4459,CRY2,39.27,230.37,CUR13,2023-07-24 14:09:54.427273
OTC380026,Sell,USR9269,USR1663,CRY5,42.93,3941.92,CUR6,2023-08-31 12:41:10.519648
OTC380027,Sell,USR4700,USR4325,CRY9,75.52,4958.72,CUR11,2023-11-25 19:50:40.501483
OTC380028,Sell,USR2504,USR2514,CRY9,2.56,458.21,CUR26,2023-02-26 05:21:28.482459
OTC380029,Buy,USR8027,USR8299,CRY6,87.94,7019.43,CUR6,2024-01-25 23:44:31.486655
OTC380030,Buy,USR7961,USR5749,CRY1,23.59,6402.3,CUR10,2023-04-08 05:13:21.634375
OTC380031,Buy,USR9518,USR5982,CRY9,70.39,1352.82,CUR2,2023-10-12 13:34:22.920832
OTC380032,Buy,USR2111,USR7648,CRY3,1.66,7098.92,CUR21,2023-10-14 15:44:25.107491
OTC380033,Buy,USR4857,USR3058,CRY10,72.83,4555.25,CUR16,2023-04-08 08:38:55.391998
OTC380034,Sell,USR5946,USR4572,CRY4,41.76,3291.69,CUR10,2023-02-28 22:45:23.491979
OTC380035,Buy,USR126,USR6792,CRY10,36.98,2989.19,CUR12,2023-12-04 03:53:58.292578
OTC380036,Sell,USR3269,USR5382,CRY5,33.33,5142.12,CUR18,2023-02-22 05:13:12.099534
OTC380037,Sell,USR7900,USR1984,CRY2,72.07,4354.1,CUR3,2023-12-23 23:35:12.908318
OTC380038,Buy,USR3175,USR5661,CRY6,26.03,2322.7,CUR4,2023-07-26 20:09:36.436249
OTC380039,Buy,USR900,USR3849,CRY10,40.8,9178.86,CUR11,2024-02-06 20:37:06.037299
OTC380040,Buy,USR9746,USR8560,CRY3,11.51,621.5,CUR1,2023-06-25 13:16:36.890164
OTC380041,Sell,USR7728,USR9036,CRY6,7.35,8524.06,CUR28,2023-08-07 13:07:20.304184
OTC380042,Buy,USR9083,USR5318,CRY7,95.24,1940.25,CUR27,2023-10-02 16:35:57.706636
OTC380043,Sell,USR758,USR6375,CRY6,75.37,8892.8,CUR22,2023-02-14 03:17:26.198397
