OrderID,OrderType,SellerUserID,BuyerUserID,CryptocurrencyID,CryptoAmount,FiatAmount,FiatID,Timestamp
OTC860001,Buy,USR7823,USR180,CRY9,51.72,6565.62,CUR27,2023-08-31 13:57:44.319022
OTC860002,Sell,USR9021,USR4490,CRY6,7.79,4148.56,CUR9,2023-11-10 10:29:18.537503
OTC860003,Sell,USR342,USR5628,CRY6,57.06,6223.6,CUR12,2023-12-19 11:06:08.808481
OTC860004,Buy,USR9713,USR7940,CRY7,72.12,3791.63,CUR26,2023-03-23 06:36:24.212190
OTC860005,Buy,USR7183,USR9257,CRY8,87.09,5759.99,CUR3,2023-02-19 09:07:06.139456
OTC860006,Buy,USR8652,USR448,CRY8,38.43,9082.74,CUR14,2023-12-08 12:59:40.155966
OTC860007,Sell,USR8083,USR2964,CRY3,15.83,4444.97,CUR26,2023-07-01 00:32:00.473629
OTC860008,Buy,USR1775,USR5510,CRY8,53.13,7964.75,CUR2,2023-09-07 14:29:38.685765
OTC860009,Buy,USR92,USR4578,CRY2,91.46,1172.05,CUR5,2024-01-22 04:18:43.672898
OTC860010,Buy,USR4473,USR3260,CRY3,76.29,4605.06,CUR4,2023-12-31 13:39:46.880645
OTC860011,Buy,USR7405,USR9619,CRY8,7.25,1088.33,CUR2,2023-08-29 22:01:28.567666
OTC860012,Sell,USR3961,USR8778,CRY4,18.86,5747.11,CUR2,2023-09-26 08:25:41.608923
OTC860013,Sell,USR2786,USR5682,CRY6,82.91,561.95,CUR28,2023-09-07 06:47:38.734624
OTC860014,Buy,USR1555,USR5239,CRY8,63.21,632.33,CUR12,2023-10-20 22:06:23.464071
OTC860015,Buy,USR650,USR60,CRY7,96.34,7618.03,CUR2,2024-02-05 05:55:26.912956
OTC860016,Sell,USR8931,USR8221,CRY6,91.19,1803.43,CUR10,2023-12-13 05:48:36.091547
OTC860017,Sell,USR9107,USR572,CRY8,96.26,3790.6,CUR7,2023-06-18 18:24:35.398975
OTC860018,Sell,USR4422,USR3444,CRY2,79.49,9861.21,CUR11,2023-05-27 01:16:05.319582
OTC860019,Sell,USR3662,USR585,CRY10,14.33,5179.29,CUR4,2023-07-17 22:15:40.545291
OTC860020,Sell,USR492,USR2739,CRY4,30.07,6041.58,CUR12,2023-05-30 21:40:51.679627
OTC860021,Buy,USR3291,USR7234,CRY5,76.5,8433.34,CUR3,2023-06-16 12:58:17.930037
OTC860022,Sell,USR1263,USR6657,CRY1,14.95,1707.86,CUR8,2023-07-17 16:12:17.350528
OTC860023,Sell,USR9387,USR3650,CRY6,39.39,5501.45,CUR1,2023-10-30 21:03:27.462186
OTC860024,Sell,USR1365,USR2457,CRY10,93.11,9813.07,CUR21,2023-03-24 08:08:04.821383
OTC860025,Sell,USR437,USR6068,CRY7,23.87,6219.06,CUR11,2024-01-21 12:35:03.232571
OTC860026,Buy,USR1290,USR6205,CRY6,13.66,5030.78,CUR1,2023-07-26 19:23:26.420038
OTC860027,Sell,USR3236,USR3852,CRY3,10.74,5809.16,CUR6,2023-05-10 02:49:24.744312
OTC860028,Buy,USR3120,USR8990,CRY4,53.35,4011.32,CUR22,2023-09-17 09:57:22.229330
OTC860029,Buy,USR6205,USR2890,CRY6,62.65,2256.69,CUR25,2024-02-01 16:51:03.457757
OTC860030,Buy,USR3924,USR6452,CRY7,72.87,2487.16,CUR24,2023-05-04 08:42:44.271213
OTC860031,Sell,USR9234,USR6298,CRY2,54.53,7464.23,CUR12,2024-01-07 02:35:36.355148
OTC860032,Buy,USR4714,USR7131,CRY7,42.94,7008.42,CUR12,2023-04-26 13:32:04.282986
OTC860033,Sell,USR8675,USR2615,CRY7,20.86,8658.6,CUR24,2023-09-25 00:02:49.357425
OTC860034,Buy,USR3101,USR2580,CRY5,25.12,5219.49,CUR19,2023-04-08 12:31:20.361494
OTC860035,Sell,USR6897,USR5612,CRY5,68.81,2152.05,CUR6,2024-02-01 06:52:07.903250
OTC860036,Buy,USR3539,USR2984,CRY2,68.88,184.06,CUR28,2023-11-08 05:18:44.126028
OTC860037,Buy,USR3667,USR9831,CRY6,92.41,4122.1,CUR21,2023-11-21 21:16:42.286952
OTC860038,Sell,USR4334,USR1941,CRY6,76.04,3314.9,CUR22,2023-11-22 05:56:23.040115
OTC860039,Sell,USR4110,USR3435,CRY2,8.08,948.54,CUR4,2023-02-11 08:29:07.458861
OTC860040,Buy,USR337,USR1721,CRY4,10.43,7787.42,CUR22,2023-11-10 16:32:19.702193
OTC860041,Sell,USR9767,USR2645,CRY1,66.25,3184.69,CUR9,2023-03-18 17:54:49.181005
OTC860042,Buy,USR2539,USR796,CRY7,16.45,853.03,CUR1,2023-09-04 10:02:52.699050
OTC860043,Sell,USR2508,USR4064,CRY5,15.3,8052.11,CUR11,2023-09-26 14:21:24.844278
OTC860044,Buy,USR6827,USR3469,CRY2,83.54,5768.68,CUR27,2023-08-05 02:57:38.642215
OTC860045,Buy,USR1869,USR515,CRY10,21.67,6564.16,CUR8,2023-03-09 08:14:08.496735
OTC860046,Sell,USR5369,USR672,CRY7,69.67,3702.36,CUR13,2023-02-26 04:00:39.520468
OTC860047,Sell,USR3489,USR6069,CRY4,86.37,2427.33,CUR11,2023-05-27 14:30:13.862092
OTC860048,Buy,USR8941,USR9853,CRY6,81.01,6340.59,CUR20,2023-03-24 18:33:03.576062
