OrderID,OrderType,SellerUserID,BuyerUserID,CryptocurrencyID,CryptoAmount,FiatAmount,FiatID,Timestamp
OTC1440001,Buy,USR2058,USR4162,CRY9,77.0,3015.63,CUR29,2023-09-15 07:25:21.023253
OTC1440002,Sell,USR9490,USR9809,CRY9,20.58,1101.41,CUR11,2023-05-19 00:10:23.957320
OTC1440003,Sell,USR9486,USR4019,CRY10,74.73,5516.23,CUR19,2023-12-05 11:45:42.368734
OTC1440004,Buy,USR4774,USR6017,CRY8,53.57,6807.02,CUR2,2023-12-01 11:35:39.594234
OTC1440005,Sell,USR7831,USR2308,CRY2,56.87,580.81,CUR27,2023-05-22 21:14:26.465883
OTC1440006,Buy,USR5754,USR5116,CRY4,24.06,8565.84,CUR29,2023-12-10 05:46:36.381546
OTC1440007,Buy,USR5530,USR4788,CRY5,41.48,2962.01,CUR8,2023-03-27 14:09:37.089797
OTC1440008,Sell,USR9353,USR8773,CRY2,90.03,7170.19,CUR27,2023-09-01 14:59:58.217586
OTC1440009,Buy,USR7535,USR4137,CRY5,25.55,9745.74,CUR16,2023-06-23 09:58:12.292538
OTC1440010,Buy,USR9475,USR8275,CRY9,91.11,5211.33,CUR3,2023-06-15 13:39:39.570143
OTC1440011,Sell,USR5829,USR3965,CRY9,61.48,742.19,CUR11,2023-11-14 03:55:57.083040
OTC1440012,Buy,USR8211,USR2884,CRY3,18.68,3512.63,CUR8,2023-12-10 03:57:14.876200
OTC1440013,Buy,USR4908,USR8971,CRY3,94.35,3759.5,CUR8,2023-08-23 23:07:07.880738
OTC1440014,Sell,USR3875,USR9508,CRY5,41.73,6279.64,CUR29,2023-11-20 06:17:49.151733
OTC1440015,Buy,USR997,USR1911,CRY4,98.51,3669.64,CUR22,2023-04-23 13:07:43.903903
OTC1440016,Buy,USR6202,USR6403,CRY6,80.64,2288.77,CUR27,2023-07-12 21:21:40.595741
OTC1440017,Buy,USR5818,USR1917,CRY9,92.24,1938.73,CUR16,2023-08-31 16:11:39.648665
OTC1440018,Sell,USR1123,USR5294,CRY3,96.87,2944.22,CUR11,2023-05-02 11:35:08.118620
OTC1440019,Buy,USR8458,USR7745,CRY4,36.95,7923.04,CUR30,2024-01-30 06:48:09.099505
OTC1440020,Sell,USR7304,USR5397,CRY8,77.46,9904.46,CUR11,2023-03-03 11:46:34.331451
OTC1440021,Buy,USR5235,USR2084,CRY10,80.16,6526.92,CUR23,2023-05-24 20:14:40.954042
OTC1440022,Buy,USR793,USR9850,CRY5,20.39,9117.84,CUR11,2023-10-20 18:12:52.080857
OTC1440023,Buy,USR7586,USR6996,CRY1,8.54,1361.8,CUR8,2023-09-05 17:26:57.473417
OTC1440024,Buy,USR699,USR6252,CRY1,6.73,2683.92,CUR26,2023-10-30 05:49:38.973336
OTC1440025,Buy,USR1463,USR3326,CRY6,31.47,3021.53,CUR4,2023-06-23 04:13:46.824736
