OrderID,OrderType,SellerUserID,BuyerUserID,CryptocurrencyID,CryptoAmount,FiatAmount,FiatID,Timestamp
OTC1580001,Buy,USR2514,USR3165,CRY6,16.3,7496.0,CUR10,2023-12-03 07:23:48.477810
OTC1580002,Buy,USR1374,USR7748,CRY7,26.49,4455.9,CUR11,2023-07-13 06:03:58.856028
OTC1580003,Sell,USR1016,USR6478,CRY3,87.02,6609.36,CUR11,2023-03-08 12:56:12.617002
OTC1580004,Buy,USR1596,USR7749,CRY8,43.35,5354.93,CUR1,2023-11-17 14:44:06.380510
OTC1580005,Sell,USR1578,USR110,CRY3,61.42,5520.33,CUR17,2023-08-14 11:25:27.793235
OTC1580006,Buy,USR8181,USR6338,CRY10,20.64,6795.54,CUR11,2023-09-23 02:40:20.776579
OTC1580007,Sell,USR2773,USR7420,CRY3,32.56,6989.69,CUR15,2023-05-25 21:23:11.218915
OTC1580008,Buy,USR9628,USR2471,CRY3,32.57,4862.82,CUR14,2023-07-01 00:52:22.546413
OTC1580009,Sell,USR3670,USR4498,CRY10,12.59,9446.7,CUR10,2023-04-07 06:03:44.866251
OTC1580010,Buy,USR4371,USR8310,CRY9,32.71,3572.0,CUR20,2023-05-19 21:50:08.768615
OTC1580011,Sell,USR6079,USR1071,CRY1,24.9,7888.3,CUR23,2023-03-08 10:17:03.335664
OTC1580012,Buy,USR3101,USR7052,CRY1,37.21,5853.34,CUR24,2023-05-23 22:44:29.592232
OTC1580013,Buy,USR1899,USR9575,CRY7,35.15,5172.22,CUR13,2023-11-22 16:29:04.840111
OTC1580014,Sell,USR5349,USR9833,CRY6,50.02,1767.11,CUR10,2023-11-01 17:10:17.383948
OTC1580015,Sell,USR8166,USR1886,CRY9,75.72,4466.93,CUR27,2023-06-24 23:14:40.985595
OTC1580016,Buy,USR5948,USR3620,CRY3,73.12,5099.33,CUR8,2023-10-29 02:52:40.806181
OTC1580017,Buy,USR9383,USR9821,CRY3,72.39,444.05,CUR25,2023-09-02 15:00:03.948708
OTC1580018,Sell,USR379,USR913,CRY5,74.06,7495.66,CUR1,2023-12-03 19:12:11.258956
OTC1580019,Buy,USR6488,USR149,CRY1,99.92,124.27,CUR12,2023-05-18 00:48:02.736627
OTC1580020,Sell,USR9496,USR5993,CRY6,15.97,1811.79,CUR5,2023-07-27 00:53:58.342532
OTC1580021,Buy,USR9160,USR6530,CRY7,14.35,8063.95,CUR26,2023-10-23 10:36:35.237693
OTC1580022,Sell,USR9762,USR3937,CRY6,74.93,8611.67,CUR28,2023-11-13 18:01:48.831404
OTC1580023,Sell,USR5375,USR2992,CRY9,57.0,5557.39,CUR5,2023-08-16 03:08:06.967023
OTC1580024,Buy,USR221,USR2354,CRY2,48.41,3590.73,CUR1,2023-03-05 21:42:42.807129
OTC1580025,Buy,USR9015,USR6704,CRY6,91.52,8424.88,CUR15,2024-01-13 09:04:53.624278
OTC1580026,Sell,USR5687,USR6251,CRY2,78.77,9106.66,CUR9,2023-09-18 11:22:40.007434
OTC1580027,Buy,USR2075,USR6115,CRY9,1.53,5703.75,CUR13,2023-06-08 08:26:28.171077
OTC1580028,Buy,USR5904,USR7756,CRY3,36.46,1199.86,CUR16,2023-04-22 04:33:14.933311
OTC1580029,Sell,USR6992,USR584,CRY8,44.79,2601.74,CUR1,2023-04-07 13:22:52.201904
OTC1580030,Buy,USR7417,USR7633,CRY2,17.57,3153.0,CUR11,2023-09-15 10:34:18.714867
OTC1580031,Sell,USR1168,USR7389,CRY8,40.35,7862.12,CUR21,2023-05-02 17:42:58.541847
OTC1580032,Buy,USR581,USR6781,CRY7,27.3,8445.02,CUR22,2023-09-08 10:33:30.746108
OTC1580033,Sell,USR7849,USR5281,CRY4,26.01,8443.25,CUR28,2023-02-24 20:00:53.163618
OTC1580034,Buy,USR7702,USR7900,CRY4,91.29,8665.72,CUR1,2023-08-06 12:05:50.095891
OTC1580035,Buy,USR9334,USR2829,CRY4,22.24,1158.31,CUR18,2023-08-14 03:48:23.748711
OTC1580036,Sell,USR6969,USR7295,CRY5,63.69,2062.34,CUR9,2023-12-24 23:56:18.597845
OTC1580037,Buy,USR3969,USR4299,CRY4,84.44,1646.83,CUR18,2023-06-30 19:06:52.153657
OTC1580038,Sell,USR1308,USR2740,CRY1,41.44,8553.49,CUR30,2023-05-09 21:04:24.584081
