OrderID,OrderType,SellerUserID,BuyerUserID,CryptocurrencyID,CryptoAmount,FiatAmount,FiatID,Timestamp
OTC920001,Buy,USR332,USR7677,CRY8,43.14,8940.94,CUR29,2023-05-26 10:49:21.201920
OTC920002,Sell,USR2103,USR9236,CRY9,34.7,8979.36,CUR8,2023-04-06 06:01:50.502446
OTC920003,Buy,USR9057,USR6082,CRY6,76.74,6989.02,CUR10,2023-09-22 19:37:03.605410
OTC920004,Sell,USR6549,USR6699,CRY7,99.47,965.05,CUR30,2023-06-16 00:10:45.935196
OTC920005,Sell,USR902,USR6517,CRY6,56.99,4661.17,CUR21,2023-09-08 07:39:51.280235
OTC920006,Sell,USR6846,USR4708,CRY8,46.54,161.7,CUR17,2023-06-06 05:43:18.824379
OTC920007,Sell,USR9580,USR7889,CRY6,36.85,8093.31,CUR7,2023-10-02 13:49:01.373296
OTC920008,Sell,USR2171,USR7368,CRY4,20.6,2231.82,CUR9,2023-04-15 17:41:10.553080
OTC920009,Buy,USR9098,USR4280,CRY4,72.84,9038.68,CUR16,2023-10-16 16:06:15.535654
OTC920010,Sell,USR1895,USR3002,CRY9,89.92,6362.64,CUR21,2023-05-25 00:39:16.002896
OTC920011,Buy,USR3831,USR1684,CRY1,95.49,5162.25,CUR21,2023-09-16 10:26:17.101242
OTC920012,Sell,USR2682,USR7577,CRY5,56.77,5182.79,CUR25,2024-02-07 08:20:13.768625
OTC920013,Sell,USR9246,USR251,CRY5,55.6,5722.35,CUR12,2023-10-28 03:57:50.792925
OTC920014,Sell,USR7134,USR5495,CRY8,0.4,9257.01,CUR20,2023-06-06 17:03:07.028160
OTC920015,Sell,USR2126,USR226,CRY7,84.19,9202.79,CUR12,2023-03-20 17:35:20.531399
OTC920016,Sell,USR8356,USR4810,CRY3,60.84,4682.93,CUR15,2024-01-17 12:33:45.744932
OTC920017,Buy,USR6333,USR294,CRY2,63.08,3214.62,CUR15,2023-09-14 16:19:14.311879
OTC920018,Sell,USR5955,USR565,CRY5,83.09,1960.07,CUR4,2023-10-27 08:12:13.161190
OTC920019,Sell,USR143,USR5788,CRY8,80.07,6527.23,CUR12,2023-11-03 17:20:20.070415
OTC920020,Sell,USR8134,USR5191,CRY4,7.62,601.5,CUR14,2023-09-05 06:58:27.868528
OTC920021,Sell,USR6836,USR3846,CRY3,94.93,2016.02,CUR14,2023-12-18 19:03:30.656770
OTC920022,Sell,USR5555,USR5263,CRY4,54.66,5619.57,CUR17,2023-09-12 06:45:46.888267
OTC920023,Sell,USR4773,USR5648,CRY1,66.17,1248.7,CUR3,2023-06-25 16:02:21.473558
OTC920024,Sell,USR9490,USR4040,CRY3,73.04,2655.54,CUR30,2023-06-12 12:27:46.945575
OTC920025,Sell,USR1504,USR8151,CRY7,18.53,1540.77,CUR2,2023-03-03 15:07:27.750764
OTC920026,Buy,USR8174,USR3432,CRY3,86.77,8960.38,CUR20,2023-11-27 18:22:37.847706
