OrderID,OrderType,SellerUserID,BuyerUserID,CryptocurrencyID,CryptoAmount,FiatAmount,FiatID,Timestamp
OTC320001,Sell,USR8592,USR7738,CRY8,38.4,9169.18,CUR22,2023-06-04 12:17:48.200609
OTC320002,Buy,USR4485,USR7856,CRY2,61.7,1968.74,CUR4,2023-09-25 21:08:28.657415
OTC320003,Sell,USR2329,USR9510,CRY6,43.89,9499.19,CUR12,2023-06-15 17:19:05.137955
OTC320004,Sell,USR565,USR8432,CRY6,14.59,3996.3,CUR25,2024-01-19 00:46:25.343995
OTC320005,Buy,USR7847,USR7800,CRY2,45.63,7632.12,CUR26,2023-05-24 11:59:58.239259
OTC320006,Buy,USR571,USR7172,CRY2,8.12,4892.33,CUR7,2023-08-10 15:34:31.070127
OTC320007,Buy,USR3414,USR9636,CRY1,35.26,6279.42,CUR20,2023-08-09 18:17:23.119215
OTC320008,Sell,USR8562,USR2676,CRY7,86.33,9818.17,CUR30,2023-08-19 11:29:05.102551
OTC320009,Sell,USR9413,USR4811,CRY2,80.67,9423.63,CUR14,2023-11-05 16:48:10.920951
OTC320010,Sell,USR5815,USR5841,CRY10,29.66,3294.47,CUR3,2023-12-09 23:03:04.338377
OTC320011,Buy,USR8409,USR1386,CRY9,0.77,6158.99,CUR8,2023-10-17 16:09:24.808121
OTC320012,Buy,USR7456,USR5599,CRY7,39.0,2920.22,CUR3,2023-06-02 14:52:17.567702
OTC320013,Buy,USR8292,USR5180,CRY10,51.98,8266.73,CUR5,2023-12-03 17:51:42.033596
OTC320014,Sell,USR2888,USR1696,CRY1,50.42,4622.61,CUR25,2023-09-20 11:41:14.116673
OTC320015,Sell,USR4380,USR8724,CRY8,48.48,8874.04,CUR22,2023-09-27 09:59:36.057806
OTC320016,Buy,USR9848,USR7841,CRY2,10.8,8737.72,CUR29,2023-05-14 18:55:25.084289
OTC320017,Sell,USR560,USR1050,CRY6,99.03,9576.04,CUR16,2023-04-09 13:57:24.088914
OTC320018,Sell,USR7962,USR8436,CRY10,24.99,6210.33,CUR20,2023-07-20 13:09:40.100161
OTC320019,Buy,USR3798,USR7783,CRY5,56.03,2331.93,CUR29,2024-01-30 04:29:53.590697
OTC320020,Buy,USR1341,USR3287,CRY4,47.65,616.65,CUR14,2023-07-21 00:13:45.549989
OTC320021,Sell,USR8561,USR6231,CRY4,95.71,2345.79,CUR28,2023-05-07 08:46:47.755019
OTC320022,Sell,USR8740,USR3637,CRY3,74.09,6428.86,CUR12,2024-01-02 15:33:10.380679
OTC320023,Buy,USR4307,USR1393,CRY2,59.5,7052.15,CUR26,2023-05-04 10:46:45.232934
OTC320024,Sell,USR7276,USR6991,CRY3,32.87,8301.63,CUR29,2023-12-23 12:18:45.708565
OTC320025,Buy,USR6902,USR70,CRY3,59.19,3207.67,CUR21,2023-02-20 00:18:08.441325
OTC320026,Buy,USR2483,USR5638,CRY9,80.43,9605.94,CUR19,2023-03-16 08:27:00.309300
OTC320027,Buy,USR8670,USR1384,CRY10,33.48,7128.85,CUR27,2023-11-10 19:13:30.011089
OTC320028,Buy,USR4022,USR6127,CRY10,72.61,3069.25,CUR14,2023-07-25 14:49:21.931746
OTC320029,Sell,USR9055,USR7836,CRY2,61.13,5572.37,CUR24,2023-10-29 06:39:27.003069
OTC320030,Sell,USR692,USR7881,CRY2,69.85,8574.31,CUR12,2023-07-30 15:35:28.322705
OTC320031,Buy,USR6686,USR311,CRY10,99.08,7786.67,CUR23,2023-10-11 15:49:31.391976
OTC320032,Sell,USR3754,USR103,CRY5,89.37,919.18,CUR23,2023-04-01 20:18:18.861425
OTC320033,Buy,USR4153,USR7362,CRY1,75.81,6676.34,CUR3,2023-08-15 13:38:07.214848
OTC320034,Sell,USR2936,USR5714,CRY1,32.43,8408.22,CUR17,2023-04-12 16:13:49.437278
OTC320035,Buy,USR672,USR2889,CRY1,29.75,6435.2,CUR8,2023-11-23 06:39:31.695706
OTC320036,Buy,USR8707,USR3397,CRY5,13.68,6988.72,CUR27,2023-06-05 03:19:51.334450
OTC320037,Buy,USR105,USR1373,CRY10,50.5,1708.93,CUR6,2023-08-04 02:40:29.382360
OTC320038,Sell,USR2962,USR4613,CRY2,41.08,3749.13,CUR9,2023-12-21 19:57:56.281943
OTC320039,Sell,USR7675,USR7687,CRY6,98.04,2648.89,CUR25,2024-01-14 08:28:32.987511
OTC320040,Sell,USR9822,USR7697,CRY9,43.22,2424.62,CUR29,2023-08-10 16:01:38.750282
OTC320041,Sell,USR2061,USR8346,CRY9,81.64,3423.88,CUR21,2023-12-28 07:49:34.097709
OTC320042,Sell,USR3530,USR9306,CRY9,92.27,4111.81,CUR4,2023-04-04 09:19:22.250000
OTC320043,Buy,USR9740,USR103,CRY7,49.52,5791.19,CUR1,2023-08-08 14:56:14.550705
OTC320044,Buy,USR1305,USR1366,CRY6,23.43,2068.03,CUR16,2023-08-26 01:02:18.140180
OTC320045,Buy,USR1348,USR8792,CRY6,94.89,505.94,CUR20,2023-12-31 02:48:30.486125
OTC320046,Sell,USR2311,USR9912,CRY9,21.98,4284.99,CUR4,2023-04-21 02:01:20.667372
OTC320047,Buy,USR9206,USR7350,CRY1,91.55,7277.32,CUR6,2023-06-02 12:43:19.030853
OTC320048,Buy,USR1424,USR2455,CRY1,27.16,7272.45,CUR24,2023-04-08 22:07:12.627079
OTC320049,Buy,USR5530,USR1874,CRY4,16.26,5847.8,CUR19,2024-01-25 14:16:46.875143
OTC320050,Buy,USR3584,USR1769,CRY9,4.0,3616.11,CUR24,2023-08-21 02:44:15.272176
OTC320051,Sell,USR8827,USR1456,CRY3,90.23,3076.0,CUR23,2023-06-20 16:41:00.774744
OTC320052,Sell,USR8242,USR1529,CRY3,95.58,622.93,CUR30,2023-11-14 21:48:00.081431
OTC320053,Sell,USR5147,USR7952,CRY8,71.16,3260.56,CUR27,2023-12-08 22:47:08.767815
OTC320054,Sell,USR8354,USR5575,CRY3,97.91,1220.77,CUR18,2024-02-01 05:09:17.473155
OTC320055,Buy,USR5041,USR680,CRY3,45.27,382.48,CUR28,2023-02-16 17:09:45.651308
OTC320056,Buy,USR8239,USR2128,CRY10,9.19,366.93,CUR26,2023-11-28 19:23:53.465655
OTC320057,Buy,USR2965,USR5994,CRY1,31.66,8896.9,CUR3,2023-12-19 02:53:38.060030
OTC320058,Buy,USR6265,USR1910,CRY4,47.88,4644.98,CUR22,2023-07-01 11:21:55.546447
OTC320059,Buy,USR8821,USR6478,CRY7,98.6,3257.34,CUR7,2023-04-22 19:59:20.120489
OTC320060,Buy,USR883,USR4273,CRY10,14.34,8442.13,CUR11,2023-05-06 03:33:54.393576
OTC320061,Buy,USR7647,USR5577,CRY1,8.47,8966.12,CUR1,2023-12-31 07:38:08.187903
OTC320062,Buy,USR7079,USR9865,CRY6,38.04,4991.54,CUR22,2023-07-18 17:33:28.482012
OTC320063,Sell,USR3507,USR9177,CRY6,16.84,294.63,CUR9,2023-06-20 12:15:40.405842
OTC320064,Sell,USR2051,USR2921,CRY7,73.07,5975.87,CUR26,2023-05-28 00:06:43.939556
OTC320065,Buy,USR952,USR268,CRY2,17.46,4879.19,CUR24,2023-11-29 08:16:22.913023
OTC320066,Buy,USR8289,USR7811,CRY1,22.73,2668.83,CUR23,2023-06-12 10:40:57.998842
OTC320067,Buy,USR4436,USR9189,CRY6,58.81,7145.24,CUR15,2023-05-28 02:53:30.482290
OTC320068,Sell,USR6402,USR6968,CRY2,13.62,8975.62,CUR9,2023-05-17 20:03:00.784353
OTC320069,Sell,USR5986,USR6263,CRY7,12.9,8268.26,CUR8,2023-10-05 08:27:53.675307
OTC320070,Sell,USR3576,USR5240,CRY4,85.68,8926.08,CUR28,2023-11-17 12:06:27.788128
OTC320071,Buy,USR4282,USR9869,CRY1,5.87,8094.63,CUR12,2023-11-11 23:00:00.374530
OTC320072,Buy,USR2438,USR3166,CRY4,15.07,277.42,CUR7,2023-12-06 20:21:59.758217
OTC320073,Buy,USR3377,USR7962,CRY10,98.11,2213.65,CUR20,2023-06-27 14:13:16.188053
OTC320074,Sell,USR4862,USR2402,CRY8,25.93,3332.38,CUR18,2023-04-11 20:16:42.066300
OTC320075,Buy,USR9069,USR6033,CRY2,85.38,1622.4,CUR23,2024-01-20 03:34:05.900693
OTC320076,Buy,USR2515,USR9769,CRY6,74.85,6479.02,CUR2,2023-07-01 13:19:03.649727
OTC320077,Sell,USR8734,USR9711,CRY9,68.65,7680.27,CUR21,2023-11-26 21:31:34.841146
OTC320078,Sell,USR4195,USR9803,CRY7,54.87,6855.64,CUR20,2023-10-08 19:57:55.639805
OTC320079,Sell,USR7536,USR3861,CRY6,85.04,8325.09,CUR11,2023-11-03 21:43:32.518488
OTC320080,Sell,USR4651,USR7823,CRY2,14.53,7807.78,CUR28,2023-02-19 02:19:20.016726
OTC320081,Buy,USR5752,USR2171,CRY1,36.19,9971.56,CUR4,2023-12-19 04:16:32.931573
OTC320082,Sell,USR5358,USR1211,CRY2,33.46,5123.89,CUR6,2023-05-16 02:49:37.638662
OTC320083,Sell,USR4117,USR6139,CRY5,58.8,6413.42,CUR29,2023-04-27 17:40:13.358352
OTC320084,Sell,USR6803,USR4251,CRY8,87.41,2444.65,CUR28,2023-11-13 02:40:20.269472
OTC320085,Sell,USR816,USR1293,CRY3,64.78,7101.71,CUR28,2023-10-03 01:23:36.033262
OTC320086,Buy,USR6470,USR3726,CRY1,5.86,8778.26,CUR3,2023-11-13 13:18:30.202112
OTC320087,Buy,USR2831,USR4255,CRY8,88.45,8903.18,CUR23,2023-09-18 04:44:07.240940
OTC320088,Buy,USR2040,USR2814,CRY7,8.29,7861.2,CUR11,2023-03-30 07:38:09.944612
OTC320089,Sell,USR7408,USR3323,CRY6,73.66,1138.89,CUR8,2023-03-18 17:32:06.006096
OTC320090,Buy,USR9434,USR1039,CRY9,84.03,3078.62,CUR14,2023-05-11 09:06:12.207911
OTC320091,Sell,USR4571,USR3753,CRY5,3.58,1749.01,CUR6,2023-10-04 02:50:51.507456
OTC320092,Sell,USR4202,USR4119,CRY5,27.59,3431.04,CUR22,2024-01-12 12:40:43.396636
OTC320093,Buy,USR994,USR4827,CRY4,61.97,4483.36,CUR1,2023-03-06 22:47:25.311772
OTC320094,Sell,USR1800,USR262,CRY4,21.6,9683.07,CUR14,2023-03-18 16:34:15.123174
OTC320095,Sell,USR5101,USR669,CRY5,21.12,9287.47,CUR23,2023-12-27 18:54:24.088795
OTC320096,Buy,USR3451,USR5702,CRY9,59.57,3594.12,CUR8,2023-06-28 18:22:32.595339
OTC320097,Sell,USR6033,USR1587,CRY4,74.23,5574.22,CUR3,2023-12-09 11:17:26.980623
OTC320098,Sell,USR5579,USR8633,CRY8,2.55,4207.22,CUR17,2023-11-10 22:00:13.845981
OTC320099,Buy,USR744,USR9331,CRY10,57.54,9276.18,CUR13,2023-02-21 20:02:07.683311
OTC320100,Buy,USR8883,USR1764,CRY9,85.66,4649.93,CUR16,2023-04-08 14:13:05.038872
OTC320101,Buy,USR8655,USR5293,CRY10,13.02,3628.68,CUR26,2023-06-17 14:06:07.971034
OTC320102,Buy,USR2018,USR3387,CRY6,28.08,5208.1,CUR19,2023-10-09 20:32:18.879519
OTC320103,Buy,USR5791,USR4330,CRY3,83.7,265.59,CUR10,2023-02-14 05:40:06.444759
OTC320104,Buy,USR8250,USR9198,CRY7,3.21,6386.09,CUR13,2023-05-11 03:01:33.217002
OTC320105,Sell,USR291,USR8598,CRY5,10.69,6678.07,CUR4,2023-09-26 10:17:31.700202
OTC320106,Buy,USR8623,USR8848,CRY5,7.37,1114.51,CUR4,2023-10-23 22:19:38.038230
OTC320107,Sell,USR4689,USR6213,CRY1,4.12,3129.94,CUR25,2023-12-09 13:46:46.544530
OTC320108,Buy,USR7992,USR2274,CRY6,57.28,3722.62,CUR23,2023-03-18 00:33:46.341977
OTC320109,Sell,USR5844,USR908,CRY8,49.46,8774.54,CUR6,2023-10-05 22:00:32.394184
