OrderID,OrderType,SellerUserID,BuyerUserID,CryptocurrencyID,CryptoAmount,FiatAmount,FiatID,Timestamp
OTC1260001,Sell,USR866,USR624,CRY8,70.88,3638.32,CUR10,2023-11-14 07:14:19.372985
OTC1260002,Sell,USR7965,USR8052,CRY2,9.7,2652.94,CUR6,2023-04-14 15:26:35.929558
OTC1260003,Buy,USR1880,USR9808,CRY10,96.26,3605.74,CUR7,2023-10-16 13:32:41.412509
OTC1260004,Sell,USR7461,USR6100,CRY3,80.44,237.8,CUR8,2023-07-20 13:37:06.500985
OTC1260005,Sell,USR101,USR1523,CRY3,75.24,6352.42,CUR14,2023-05-15 09:06:39.594353
OTC1260006,Buy,USR9199,USR9220,CRY5,18.99,4650.7,CUR15,2023-10-02 16:22:56.562889
OTC1260007,Buy,USR7620,USR6705,CRY9,71.23,917.8,CUR12,2023-09-07 18:45:13.466103
OTC1260008,Buy,USR4163,USR6938,CRY8,45.03,3452.88,CUR19,2023-05-29 10:28:11.596937
OTC1260009,Sell,USR7916,USR9241,CRY4,86.86,5817.81,CUR12,2023-11-13 19:31:18.141490
OTC1260010,Sell,USR8619,USR5660,CRY4,5.65,511.96,CUR25,2023-03-20 04:22:04.657335
OTC1260011,Sell,USR8014,USR8296,CRY1,54.22,9793.97,CUR12,2023-09-24 12:36:37.615035
OTC1260012,Buy,USR2480,USR8692,CRY7,85.88,9527.96,CUR19,2023-12-19 08:32:15.485974
OTC1260013,Buy,USR4788,USR727,CRY1,69.87,3871.08,CUR11,2023-04-10 08:09:36.593090
OTC1260014,Sell,USR9023,USR9811,CRY8,48.24,8951.96,CUR12,2023-05-03 17:37:46.793736
OTC1260015,Sell,USR9318,USR6087,CRY8,25.43,9673.43,CUR24,2023-08-18 16:47:09.074353
OTC1260016,Buy,USR7054,USR9682,CRY8,20.93,7844.87,CUR26,2023-04-11 23:16:15.035215
OTC1260017,Buy,USR626,USR1904,CRY5,21.6,9476.43,CUR7,2023-07-08 22:31:59.666042
OTC1260018,Buy,USR6065,USR4237,CRY4,96.97,2253.52,CUR27,2024-01-17 16:07:39.771831
OTC1260019,Buy,USR7666,USR2601,CRY6,63.25,4783.33,CUR27,2023-09-16 20:03:44.383037
OTC1260020,Buy,USR6914,USR9756,CRY9,60.65,8871.39,CUR26,2023-05-06 15:50:30.574588
OTC1260021,Buy,USR1301,USR1073,CRY6,5.35,9828.17,CUR23,2023-12-13 15:55:15.978124
OTC1260022,Buy,USR1754,USR8844,CRY2,9.9,8027.07,CUR20,2024-02-03 22:54:26.796768
OTC1260023,Buy,USR4861,USR193,CRY2,4.44,9052.81,CUR12,2023-02-26 11:23:28.971559
OTC1260024,Buy,USR5568,USR6130,CRY6,72.16,5598.8,CUR18,2023-09-07 07:28:47.648297
OTC1260025,Sell,USR7347,USR6070,CRY8,68.02,8700.7,CUR13,2023-05-03 07:55:44.177070
OTC1260026,Buy,USR5769,USR3343,CRY2,85.57,7615.84,CUR11,2023-12-19 15:27:58.058228
OTC1260027,Buy,USR3513,USR2326,CRY3,31.31,7602.17,CUR25,2023-08-06 12:32:03.413513
OTC1260028,Buy,USR3264,USR3612,CRY9,0.25,5087.82,CUR25,2023-05-13 05:34:29.218365
OTC1260029,Sell,USR3358,USR6135,CRY5,34.22,3557.52,CUR26,2023-11-01 05:27:26.513300
OTC1260030,Sell,USR1882,USR9340,CRY5,63.63,8035.95,CUR26,2023-07-28 00:19:09.314275
OTC1260031,Sell,USR7282,USR7555,CRY8,53.94,8645.99,CUR20,2023-07-30 00:00:41.908094
OTC1260032,Sell,USR6418,USR1473,CRY5,36.39,6942.53,CUR4,2023-07-14 06:27:37.841065
OTC1260033,Sell,USR4372,USR5074,CRY6,74.53,8988.64,CUR23,2023-10-26 18:37:00.952077
OTC1260034,Buy,USR1106,USR647,CRY3,75.07,3579.05,CUR15,2023-11-02 23:36:23.090671
OTC1260035,Buy,USR1985,USR1401,CRY5,51.64,3389.28,CUR10,2023-05-28 19:02:44.583487
OTC1260036,Buy,USR9931,USR7550,CRY2,58.24,8419.89,CUR10,2023-09-15 18:16:32.191289
OTC1260037,Buy,USR1022,USR3875,CRY5,81.61,6397.29,CUR15,2023-06-19 11:59:54.373085
OTC1260038,Sell,USR9801,USR1712,CRY1,68.05,4484.8,CUR14,2023-07-20 05:18:17.401461
OTC1260039,Sell,USR5920,USR8657,CRY10,99.27,5623.82,CUR25,2023-04-09 18:27:08.293286
OTC1260040,Buy,USR6068,USR9848,CRY3,0.56,5040.4,CUR14,2023-12-05 02:35:52.200086
OTC1260041,Sell,USR1864,USR6107,CRY2,35.39,601.49,CUR27,2023-11-11 19:58:14.578293
OTC1260042,Buy,USR3553,USR7720,CRY5,42.15,1816.49,CUR29,2023-02-12 01:28:27.050295
OTC1260043,Buy,USR7891,USR9307,CRY9,23.11,471.04,CUR26,2023-12-05 20:39:02.223720
OTC1260044,Buy,USR3446,USR1710,CRY10,62.15,3036.69,CUR20,2023-09-13 21:03:42.451294
OTC1260045,Sell,USR7373,USR9452,CRY7,74.67,991.06,CUR25,2023-10-08 07:51:27.693345
OTC1260046,Buy,USR7074,USR9946,CRY6,36.17,6631.52,CUR5,2023-12-24 14:58:09.242998
OTC1260047,Sell,USR309,USR4498,CRY1,34.45,9003.67,CUR25,2023-06-28 07:56:43.052207
OTC1260048,Buy,USR484,USR6017,CRY2,51.9,8674.31,CUR4,2024-01-01 02:53:44.633678
OTC1260049,Buy,USR1100,USR5831,CRY3,33.95,2929.13,CUR19,2023-12-13 17:47:57.497936
OTC1260050,Sell,USR5112,USR6599,CRY6,58.78,5991.44,CUR6,2023-08-07 19:53:14.816392
OTC1260051,Sell,USR6650,USR3883,CRY8,85.22,5286.48,CUR17,2023-03-21 18:31:57.821670
OTC1260052,Sell,USR8218,USR6800,CRY7,2.66,2576.34,CUR7,2023-09-06 23:15:06.283706
OTC1260053,Buy,USR3209,USR7120,CRY5,52.47,4007.31,CUR24,2023-07-17 18:42:03.171349
OTC1260054,Buy,USR412,USR2831,CRY10,73.39,1728.49,CUR19,2023-08-22 19:31:16.560957
OTC1260055,Sell,USR7906,USR7207,CRY6,12.4,1497.32,CUR3,2023-10-29 14:48:50.845101
OTC1260056,Buy,USR6628,USR6220,CRY6,48.15,1535.14,CUR30,2023-12-18 20:27:34.588002
OTC1260057,Buy,USR226,USR3988,CRY6,18.78,8234.55,CUR20,2023-09-26 07:50:28.296294
OTC1260058,Buy,USR4971,USR1218,CRY1,7.66,8648.32,CUR23,2023-04-07 21:07:44.775672
OTC1260059,Buy,USR8844,USR7776,CRY1,15.18,5712.99,CUR1,2023-09-17 10:10:12.823156
OTC1260060,Sell,USR9499,USR9949,CRY3,66.08,1255.34,CUR15,2023-06-01 09:31:07.711493
OTC1260061,Sell,USR6025,USR7737,CRY10,87.14,2821.56,CUR9,2023-05-09 11:46:25.428410
OTC1260062,Buy,USR4013,USR7889,CRY3,5.03,8143.79,CUR11,2023-12-24 00:11:30.007837
OTC1260063,Buy,USR5169,USR6420,CRY4,97.46,7019.89,CUR30,2024-01-20 20:09:32.346349
