OrderID,OrderType,SellerUserID,BuyerUserID,CryptocurrencyID,CryptoAmount,FiatAmount,FiatID,Timestamp
OTC840001,Sell,USR2951,USR1995,CRY8,11.18,3851.57,CUR1,2023-11-28 08:28:23.436443
OTC840002,Buy,USR7795,USR7315,CRY1,65.54,609.12,CUR6,2023-03-11 19:01:29.564365
OTC840003,Sell,USR7619,USR8444,CRY10,19.16,3585.56,CUR6,2023-11-10 02:13:05.721451
OTC840004,Buy,USR859,USR9927,CRY2,33.81,6822.2,CUR8,2023-03-17 06:13:36.304286
OTC840005,Sell,USR289,USR2576,CRY5,94.33,8245.13,CUR9,2024-02-03 19:35:55.479256
OTC840006,Sell,USR7678,USR8054,CRY3,55.35,8136.09,CUR20,2023-12-31 13:33:43.916417
OTC840007,Buy,USR1368,USR3955,CRY2,26.85,7321.45,CUR14,2023-05-22 07:58:51.473981
OTC840008,Sell,USR2640,USR7814,CRY10,82.21,1595.43,CUR1,2023-08-06 14:53:53.962562
OTC840009,Sell,USR9603,USR583,CRY8,91.76,3153.3,CUR26,2023-11-18 07:37:59.134630
OTC840010,Sell,USR5878,USR7894,CRY1,48.87,6024.39,CUR7,2023-11-21 00:47:30.164787
OTC840011,Buy,USR7507,USR8628,CRY3,74.37,8038.51,CUR25,2023-04-18 11:54:23.068152
OTC840012,Buy,USR5817,USR5557,CRY6,67.13,1781.32,CUR26,2023-08-28 05:03:26.510878
OTC840013,Sell,USR8992,USR1324,CRY6,78.85,9370.77,CUR20,2023-08-25 03:21:11.246263
OTC840014,Sell,USR1639,USR1869,CRY1,32.29,5604.27,CUR5,2024-02-02 09:01:01.304952
OTC840015,Buy,USR8905,USR7547,CRY8,57.11,3565.17,CUR14,2023-09-18 00:46:26.312284
OTC840016,Sell,USR3219,USR3095,CRY8,20.22,683.41,CUR9,2023-08-12 01:01:34.143008
OTC840017,Sell,USR768,USR5361,CRY10,40.09,9391.11,CUR26,2023-08-27 15:46:53.740912
OTC840018,Sell,USR8401,USR3670,CRY8,99.46,910.09,CUR28,2023-05-20 22:32:25.140862
OTC840019,Sell,USR9023,USR7488,CRY9,41.72,1895.99,CUR12,2023-05-04 08:45:14.218514
OTC840020,Buy,USR2899,USR5695,CRY1,52.88,4162.48,CUR20,2024-02-09 02:18:36.945604
