OrderID,OrderType,SellerUserID,BuyerUserID,CryptocurrencyID,CryptoAmount,FiatAmount,FiatID,Timestamp
OTC1700001,Buy,USR2656,USR5681,CRY7,68.98,1723.17,CUR30,2023-03-10 06:17:10.572393
OTC1700002,Sell,USR1202,USR588,CRY8,98.59,101.45,CUR5,2023-04-06 22:52:59.253122
OTC1700003,Sell,USR5102,USR4341,CRY10,50.33,2290.63,CUR6,2023-08-18 02:35:54.364411
OTC1700004,Buy,USR9036,USR5439,CRY8,32.02,9247.77,CUR8,2023-10-11 03:29:44.029852
OTC1700005,Sell,USR5991,USR3149,CRY1,92.03,767.79,CUR18,2023-05-25 03:40:43.871355
OTC1700006,Buy,USR6581,USR588,CRY1,42.25,3344.04,CUR14,2023-06-21 16:08:30.840596
OTC1700007,Sell,USR7448,USR9774,CRY5,81.26,6337.4,CUR24,2023-04-10 03:31:40.357358
OTC1700008,Buy,USR5610,USR3622,CRY2,12.88,1806.59,CUR16,2023-10-19 03:49:31.060849
OTC1700009,Sell,USR6516,USR7152,CRY5,36.95,2743.18,CUR5,2023-07-09 01:27:34.035492
OTC1700010,Sell,USR8690,USR3546,CRY3,39.03,1759.17,CUR25,2023-10-15 11:32:09.139091
OTC1700011,Sell,USR273,USR5221,CRY1,62.46,8216.08,CUR25,2023-09-17 05:29:27.477184
OTC1700012,Buy,USR1831,USR6210,CRY8,32.22,4563.52,CUR2,2023-06-20 14:10:11.405004
OTC1700013,Buy,USR4368,USR6463,CRY8,69.26,3499.79,CUR10,2023-06-01 06:52:49.285139
OTC1700014,Sell,USR2535,USR2098,CRY6,47.96,5670.4,CUR24,2023-06-10 10:47:15.819681
OTC1700015,Buy,USR8297,USR2407,CRY5,74.07,9251.17,CUR15,2023-06-02 21:42:34.933413
OTC1700016,Buy,USR9810,USR3402,CRY4,36.09,8885.04,CUR23,2023-06-04 09:29:26.367375
OTC1700017,Buy,USR4249,USR3170,CRY9,7.23,9351.22,CUR17,2023-08-04 03:53:06.452222
OTC1700018,Buy,USR912,USR8969,CRY10,88.48,6240.52,CUR1,2023-06-24 20:57:55.773348
OTC1700019,Buy,USR9144,USR1338,CRY8,67.87,3082.22,CUR16,2023-12-13 09:09:38.773229
OTC1700020,Buy,USR654,USR1229,CRY9,72.58,1236.23,CUR26,2023-10-07 03:42:47.225419
OTC1700021,Buy,USR8831,USR6743,CRY7,60.09,5789.53,CUR8,2023-03-23 22:42:37.804507
OTC1700022,Buy,USR9935,USR2199,CRY6,3.57,9168.67,CUR28,2023-07-22 22:53:01.417608
OTC1700023,Buy,USR6049,USR8568,CRY5,17.63,7931.76,CUR23,2023-07-09 01:16:03.264079
OTC1700024,Sell,USR9984,USR3855,CRY10,20.23,3346.21,CUR15,2023-11-18 03:24:49.582401
OTC1700025,Buy,USR1828,USR6921,CRY6,56.19,7690.76,CUR27,2023-04-23 02:33:27.563603
OTC1700026,Sell,USR6811,USR9053,CRY3,44.43,7173.47,CUR23,2023-08-30 14:15:38.809015
OTC1700027,Buy,USR3645,USR8475,CRY1,8.86,9784.3,CUR24,2024-01-14 08:06:46.318133
OTC1700028,Sell,USR9114,USR2492,CRY10,22.93,1490.11,CUR7,2023-11-12 05:12:02.991266
OTC1700029,Buy,USR5811,USR8794,CRY8,45.87,6692.88,CUR23,2023-02-25 00:34:01.781741
OTC1700030,Buy,USR5163,USR3031,CRY1,19.38,3099.24,CUR22,2023-11-03 17:57:59.593430
OTC1700031,Buy,USR1359,USR4253,CRY3,96.43,7594.52,CUR5,2023-04-08 03:34:29.125897
OTC1700032,Buy,USR4717,USR5777,CRY5,79.27,8215.19,CUR11,2023-10-20 16:02:47.910748
OTC1700033,Sell,USR3547,USR856,CRY7,75.47,3755.71,CUR20,2023-09-12 20:34:31.196023
OTC1700034,Sell,USR8487,USR2132,CRY10,41.24,6885.08,CUR14,2023-09-20 02:06:20.138439
OTC1700035,Buy,USR4784,USR8828,CRY7,19.07,9868.36,CUR15,2023-03-10 05:25:41.253026
OTC1700036,Buy,USR2384,USR3150,CRY5,67.35,4008.85,CUR8,2023-09-04 03:49:47.428104
OTC1700037,Buy,USR9660,USR4262,CRY7,59.37,4077.04,CUR26,2023-03-01 02:18:00.161179
OTC1700038,Buy,USR8824,USR1674,CRY1,71.98,7390.99,CUR22,2023-08-12 19:01:17.404285
OTC1700039,Buy,USR5786,USR1477,CRY6,74.69,2307.63,CUR20,2023-07-09 07:18:57.457792
OTC1700040,Buy,USR1922,USR9760,CRY8,99.54,2220.58,CUR12,2023-04-01 09:44:56.422344
OTC1700041,Sell,USR5225,USR2999,CRY8,17.36,6862.27,CUR22,2023-10-27 10:28:53.080112
OTC1700042,Sell,USR4441,USR4722,CRY2,57.58,5985.43,CUR21,2024-01-04 12:46:22.711736
OTC1700043,Sell,USR9250,USR4696,CRY3,53.43,3262.82,CUR22,2023-12-13 11:57:39.256054
OTC1700044,Buy,USR9919,USR1917,CRY8,56.3,9763.59,CUR7,2024-01-24 04:04:57.900532
OTC1700045,Buy,USR3463,USR8153,CRY7,45.63,1654.88,CUR10,2023-04-22 13:03:22.427412
OTC1700046,Buy,USR7918,USR7176,CRY9,6.07,5437.35,CUR26,2023-09-23 13:38:35.366520
