OrderID,OrderType,SellerUserID,BuyerUserID,CryptocurrencyID,CryptoAmount,FiatAmount,FiatID,Timestamp
OTC100001,Buy,USR1007,USR5684,CRY8,50.53,5305.98,CUR6,2023-12-19 12:43:46.197906
OTC100002,Sell,USR4170,USR5655,CRY3,69.16,4505.78,CUR10,2024-01-11 19:03:40.160591
OTC100003,Sell,USR4124,USR5794,CRY3,31.95,6924.07,CUR14,2023-10-23 08:11:53.537323
OTC100004,Sell,USR7421,USR2245,CRY6,63.56,9622.27,CUR1,2023-08-23 20:48:44.130518
OTC100005,Sell,USR5172,USR5510,CRY5,72.76,2656.61,CUR9,2023-10-28 10:51:44.211819
OTC100006,Sell,USR1436,USR6324,CRY3,54.83,7474.46,CUR22,2023-03-17 22:32:40.863289
OTC100007,Buy,USR7687,USR1048,CRY6,1.42,9038.74,CUR17,2023-09-08 02:29:35.480845
OTC100008,Buy,USR1637,USR5448,CRY6,67.84,3067.25,CUR16,2023-08-14 22:08:07.123377
OTC100009,Buy,USR8766,USR5583,CRY6,28.24,6569.98,CUR10,2023-06-11 21:40:05.095154
OTC100010,Sell,USR9212,USR2359,CRY8,59.22,6859.03,CUR6,2023-03-11 16:18:55.004955
OTC100011,Sell,USR168,USR2083,CRY1,74.65,9448.49,CUR6,2023-10-16 08:26:53.498654
OTC100012,Buy,USR2923,USR8503,CRY2,55.65,3711.12,CUR10,2024-01-27 18:17:35.643089
OTC100013,Buy,USR5387,USR3131,CRY10,11.22,3802.61,CUR13,2023-10-22 03:35:54.804970
OTC100014,Sell,USR1756,USR5077,CRY5,36.38,3120.46,CUR3,2023-07-04 06:33:40.170465
OTC100015,Sell,USR4681,USR5409,CRY10,17.77,1719.57,CUR15,2023-10-03 09:59:37.521194
OTC100016,Sell,USR2689,USR9887,CRY10,99.77,6669.3,CUR7,2024-01-23 21:15:08.600796
OTC100017,Buy,USR782,USR7439,CRY5,42.29,9066.26,CUR12,2023-02-11 10:59:47.685902
OTC100018,Sell,USR3007,USR6096,CRY2,56.75,2474.57,CUR22,2023-03-31 07:36:32.867262
OTC100019,Buy,USR2847,USR4039,CRY7,96.43,2751.62,CUR3,2024-01-16 11:43:49.863025
OTC100020,Sell,USR5867,USR5915,CRY8,76.0,1412.14,CUR1,2023-07-01 18:44:44.371367
OTC100021,Sell,USR4202,USR1532,CRY9,69.09,6399.63,CUR12,2023-08-21 06:45:14.593041
OTC100022,Buy,USR8290,USR1694,CRY3,79.49,1467.24,CUR4,2023-04-28 04:36:03.363196
OTC100023,Sell,USR7982,USR2576,CRY9,43.54,4572.27,CUR11,2023-06-14 01:42:35.991980
OTC100024,Sell,USR934,USR8674,CRY1,41.45,2818.06,CUR12,2023-02-26 21:16:00.738455
OTC100025,Sell,USR5457,USR6457,CRY7,87.77,8655.24,CUR11,2023-09-07 07:10:48.896215
OTC100026,Sell,USR3407,USR1742,CRY5,80.67,9601.92,CUR3,2023-09-17 15:14:31.524726
OTC100027,Sell,USR1114,USR6920,CRY5,20.78,6108.95,CUR20,2023-08-28 04:53:57.999246
OTC100028,Sell,USR4041,USR6269,CRY10,52.23,3067.44,CUR17,2023-05-25 09:39:32.109855
OTC100029,Buy,USR7223,USR9179,CRY5,42.76,8324.87,CUR20,2023-12-18 01:15:54.488988
OTC100030,Sell,USR8201,USR5657,CRY4,62.53,9551.61,CUR14,2023-07-31 17:24:36.187805
OTC100031,Sell,USR3856,USR5224,CRY1,57.46,9751.28,CUR14,2023-11-04 18:30:28.722010
OTC100032,Sell,USR9268,USR7898,CRY1,75.66,9803.96,CUR30,2023-08-25 06:51:44.007092
OTC100033,Buy,USR5434,USR9937,CRY10,46.41,9176.04,CUR30,2023-07-28 01:04:18.019643
OTC100034,Sell,USR815,USR2482,CRY3,2.6,7959.23,CUR23,2023-10-23 07:22:47.527004
OTC100035,Buy,USR1153,USR6031,CRY2,49.33,1623.91,CUR8,2024-01-14 04:45:56.507484
OTC100036,Sell,USR9479,USR5354,CRY2,44.26,5820.12,CUR23,2023-05-14 13:26:30.571928
OTC100037,Sell,USR3958,USR811,CRY7,53.17,6272.45,CUR6,2023-02-10 12:33:27.475309
OTC100038,Buy,USR8386,USR4865,CRY2,10.26,2629.32,CUR18,2023-12-27 23:55:59.267641
OTC100039,Sell,USR4012,USR2282,CRY4,79.25,6730.08,CUR9,2023-07-21 01:22:07.880814
OTC100040,Buy,USR5409,USR4178,CRY6,53.53,1574.02,CUR26,2023-04-26 06:51:47.125257
OTC100041,Sell,USR9912,USR6358,CRY8,1.15,3642.47,CUR10,2023-10-07 23:15:20.593077
