OrderID,OrderType,SellerUserID,BuyerUserID,CryptocurrencyID,CryptoAmount,FiatAmount,FiatID,Timestamp
OTC1300001,Sell,USR9722,USR202,CRY2,74.68,2558.61,CUR25,2023-10-26 01:21:36.992070
OTC1300002,Sell,USR2997,USR9036,CRY1,25.72,3639.24,CUR19,2023-10-25 20:59:07.173375
OTC1300003,Sell,USR6075,USR375,CRY6,2.94,4232.4,CUR27,2023-09-20 08:27:55.870209
OTC1300004,Buy,USR4271,USR3506,CRY2,5.75,6375.69,CUR11,2023-04-05 15:24:14.360386
OTC1300005,Sell,USR6285,USR8727,CRY7,80.82,6692.8,CUR18,2023-02-20 23:32:34.296482
OTC1300006,Sell,USR7654,USR8675,CRY2,52.44,8198.29,CUR12,2023-12-21 15:46:04.068840
OTC1300007,Sell,USR321,USR256,CRY10,31.67,6948.55,CUR3,2023-11-24 00:38:04.456924
OTC1300008,Sell,USR2811,USR8747,CRY4,68.11,3179.01,CUR22,2023-07-03 07:21:37.856114
OTC1300009,Sell,USR6603,USR1891,CRY6,64.47,8298.85,CUR2,2023-08-05 14:42:15.665011
OTC1300010,Buy,USR7539,USR4230,CRY4,42.09,2671.94,CUR3,2023-03-16 10:12:19.275721
OTC1300011,Buy,USR357,USR6644,CRY5,9.53,2033.62,CUR11,2024-02-09 13:13:43.340561
OTC1300012,Sell,USR490,USR3635,CRY6,96.07,1190.5,CUR8,2023-07-08 12:37:09.373070
OTC1300013,Buy,USR7960,USR7472,CRY2,24.62,9078.31,CUR7,2023-04-02 09:29:45.050589
OTC1300014,Buy,USR5347,USR487,CRY1,86.87,4918.57,CUR29,2023-11-17 17:19:13.906811
OTC1300015,Sell,USR281,USR3007,CRY10,69.38,9870.98,CUR30,2023-09-07 09:52:07.290265
OTC1300016,Sell,USR688,USR4026,CRY10,75.82,3707.35,CUR12,2023-12-07 03:35:10.599470
OTC1300017,Sell,USR2033,USR1804,CRY5,3.84,2419.26,CUR23,2023-12-27 09:26:40.970667
OTC1300018,Buy,USR4284,USR3786,CRY4,55.73,1895.84,CUR19,2023-06-03 20:36:49.137358
OTC1300019,Buy,USR661,USR8286,CRY7,45.38,2396.17,CUR4,2023-12-19 02:52:34.232346
OTC1300020,Buy,USR4493,USR7911,CRY3,31.61,3390.52,CUR18,2023-04-15 09:33:04.018970
OTC1300021,Sell,USR3224,USR7237,CRY8,91.43,2373.17,CUR12,2023-04-27 05:40:27.540464
OTC1300022,Sell,USR3217,USR3677,CRY5,31.18,7859.01,CUR15,2023-09-16 15:16:10.597993
OTC1300023,Sell,USR3187,USR4076,CRY10,35.46,1103.83,CUR12,2023-12-18 22:15:53.586997
OTC1300024,Buy,USR9941,USR3860,CRY6,92.52,8621.78,CUR8,2023-05-17 21:43:55.003202
OTC1300025,Sell,USR1071,USR1025,CRY1,5.73,5987.06,CUR27,2023-07-07 09:29:29.588843
OTC1300026,Sell,USR1799,USR5808,CRY8,70.4,9282.06,CUR10,2023-02-27 19:14:53.186739
OTC1300027,Buy,USR795,USR6201,CRY10,69.09,821.9,CUR17,2023-12-26 22:51:09.450187
OTC1300028,Sell,USR2355,USR4834,CRY9,53.98,499.42,CUR10,2023-10-24 08:14:03.927836
OTC1300029,Buy,USR8514,USR3237,CRY9,88.71,3112.04,CUR8,2023-10-14 09:14:49.251785
OTC1300030,Buy,USR1519,USR759,CRY3,10.93,8207.8,CUR30,2024-01-10 10:49:32.988111
OTC1300031,Buy,USR2889,USR6044,CRY7,48.45,2967.95,CUR19,2023-07-04 13:37:00.648549
OTC1300032,Buy,USR6580,USR6670,CRY6,80.31,6112.84,CUR13,2023-07-13 10:56:25.576660
OTC1300033,Sell,USR7291,USR2725,CRY1,85.86,5764.75,CUR4,2023-04-19 09:56:07.670887
OTC1300034,Buy,USR7143,USR4639,CRY8,76.25,3053.14,CUR15,2023-12-22 15:13:47.606499
OTC1300035,Buy,USR9420,USR561,CRY5,31.95,6255.87,CUR8,2023-11-21 08:58:14.931738
OTC1300036,Sell,USR7836,USR3883,CRY7,90.75,5247.79,CUR27,2023-05-16 14:04:04.307691
OTC1300037,Buy,USR7736,USR1847,CRY5,99.23,8494.85,CUR4,2023-12-09 11:27:32.414706
OTC1300038,Sell,USR2127,USR7713,CRY9,55.11,8469.55,CUR1,2023-04-22 19:08:33.044150
OTC1300039,Buy,USR4209,USR5257,CRY3,67.7,4011.68,CUR25,2023-12-29 12:19:40.548672
OTC1300040,Sell,USR4937,USR8494,CRY6,72.37,1565.81,CUR30,2023-09-25 14:38:14.174704
OTC1300041,Sell,USR1404,USR4462,CRY5,99.93,7828.84,CUR18,2023-05-28 09:25:15.109551
OTC1300042,Buy,USR5389,USR4195,CRY2,50.14,5557.87,CUR22,2023-02-26 05:29:55.328832
OTC1300043,Buy,USR7643,USR9179,CRY3,20.47,9426.9,CUR5,2023-07-30 07:55:28.156563
OTC1300044,Buy,USR5627,USR9734,CRY10,72.05,7312.02,CUR22,2023-09-22 03:53:40.772386
OTC1300045,Sell,USR8738,USR890,CRY5,26.67,286.98,CUR11,2023-03-16 18:27:33.776673
OTC1300046,Sell,USR8385,USR621,CRY3,39.59,9395.11,CUR19,2023-07-10 02:40:26.774281
OTC1300047,Buy,USR550,USR803,CRY3,36.35,1634.0,CUR12,2023-11-24 06:17:36.291897
OTC1300048,Buy,USR9040,USR2851,CRY1,33.95,8508.32,CUR12,2023-07-14 03:01:09.340027
OTC1300049,Sell,USR2968,USR869,CRY4,28.08,4156.32,CUR3,2023-09-05 00:26:50.913490
OTC1300050,Sell,USR2962,USR1131,CRY3,88.35,7302.77,CUR6,2023-08-25 03:08:26.200002
OTC1300051,Buy,USR4979,USR6910,CRY2,18.55,847.92,CUR14,2023-02-26 03:22:09.565966
OTC1300052,Buy,USR6003,USR8982,CRY9,81.75,3353.88,CUR3,2023-10-25 21:54:56.899374
OTC1300053,Buy,USR2373,USR677,CRY3,98.25,8931.16,CUR18,2023-02-22 13:11:41.302484
OTC1300054,Sell,USR2689,USR4148,CRY7,93.43,7226.45,CUR24,2023-09-10 14:09:35.047140
OTC1300055,Buy,USR6177,USR4151,CRY9,58.78,2608.28,CUR29,2023-05-13 22:58:45.718399
OTC1300056,Buy,USR2443,USR7900,CRY10,82.33,473.29,CUR10,2023-09-16 01:14:13.021968
OTC1300057,Sell,USR5748,USR3526,CRY9,41.42,4766.64,CUR23,2024-02-06 15:52:43.073042
OTC1300058,Buy,USR9993,USR2570,CRY4,11.42,296.57,CUR29,2023-10-23 11:05:18.841240
OTC1300059,Buy,USR8709,USR8087,CRY10,90.91,3527.7,CUR12,2023-04-01 05:53:49.139421
OTC1300060,Buy,USR8012,USR9675,CRY10,14.3,7650.05,CUR5,2023-07-15 19:21:10.517818
OTC1300061,Buy,USR8976,USR6963,CRY5,29.27,7449.74,CUR5,2023-07-27 16:21:14.362616
OTC1300062,Sell,USR4718,USR661,CRY7,9.92,9538.76,CUR7,2023-08-18 16:20:00.473673
OTC1300063,Buy,USR3805,USR3482,CRY2,28.85,2066.46,CUR20,2023-06-19 21:01:52.719591
OTC1300064,Buy,USR4176,USR9202,CRY3,31.7,3169.92,CUR27,2023-02-14 21:05:38.981272
OTC1300065,Buy,USR2384,USR4651,CRY10,56.2,4823.66,CUR15,2024-01-15 06:23:56.712188
OTC1300066,Sell,USR4138,USR6701,CRY5,16.72,2674.17,CUR5,2023-05-30 06:56:38.777253
OTC1300067,Buy,USR7994,USR880,CRY2,7.17,3604.41,CUR12,2023-12-26 17:51:39.588425
OTC1300068,Buy,USR9654,USR3839,CRY2,34.82,5529.58,CUR11,2023-11-20 00:08:23.507134
OTC1300069,Buy,USR7756,USR1109,CRY8,64.78,2414.39,CUR15,2023-10-02 04:21:04.466969
OTC1300070,Buy,USR8551,USR8725,CRY8,3.44,509.66,CUR6,2023-07-19 19:36:04.254664
OTC1300071,Buy,USR6980,USR3461,CRY3,42.4,9045.93,CUR14,2023-06-28 07:56:58.195016
OTC1300072,Buy,USR6981,USR7002,CRY7,29.79,8151.17,CUR29,2023-08-06 09:55:40.223603
OTC1300073,Buy,USR1663,USR346,CRY10,2.91,9461.33,CUR26,2023-03-28 10:53:33.404809
OTC1300074,Sell,USR6485,USR1191,CRY2,26.34,3082.76,CUR15,2023-06-13 06:54:51.015813
OTC1300075,Sell,USR5348,USR8225,CRY7,14.35,4534.74,CUR2,2023-09-04 08:28:51.505999
OTC1300076,Buy,USR5653,USR9176,CRY9,98.0,7149.53,CUR7,2024-01-23 00:03:10.622950
OTC1300077,Buy,USR7653,USR5778,CRY3,15.89,5681.43,CUR2,2023-02-28 06:21:10.901961
OTC1300078,Buy,USR9619,USR1374,CRY10,39.26,4199.83,CUR26,2023-09-23 05:34:37.372520
OTC1300079,Sell,USR8152,USR629,CRY4,73.27,7376.63,CUR11,2023-03-28 03:31:51.418767
OTC1300080,Buy,USR4223,USR2867,CRY6,17.97,4622.87,CUR16,2023-05-31 05:55:10.332552
OTC1300081,Sell,USR6906,USR4860,CRY6,26.17,9867.95,CUR30,2023-12-17 15:20:04.014425
OTC1300082,Buy,USR5821,USR7594,CRY1,45.83,7407.7,CUR6,2023-03-14 16:51:14.211052
OTC1300083,Sell,USR4022,USR7284,CRY4,62.92,5870.35,CUR29,2023-05-21 01:02:29.562377
OTC1300084,Buy,USR4145,USR5059,CRY1,63.4,6691.49,CUR6,2023-12-05 14:44:01.123634
OTC1300085,Buy,USR5752,USR8319,CRY4,0.61,3023.29,CUR5,2024-02-06 22:13:35.702171
OTC1300086,Buy,USR6807,USR5264,CRY5,54.88,6712.79,CUR18,2023-03-26 06:48:55.264086
OTC1300087,Buy,USR2571,USR7644,CRY1,82.58,8471.73,CUR27,2023-09-25 15:43:49.697830
OTC1300088,Sell,USR1253,USR6447,CRY1,14.03,1994.62,CUR11,2023-11-01 05:41:10.479662
OTC1300089,Sell,USR7232,USR6190,CRY3,4.63,7571.05,CUR17,2023-04-16 04:03:54.484971
OTC1300090,Buy,USR5756,USR2419,CRY5,46.14,150.14,CUR7,2023-10-25 00:03:10.596146
OTC1300091,Sell,USR1345,USR9957,CRY6,12.3,7615.99,CUR9,2023-10-02 12:49:29.286855
OTC1300092,Sell,USR5272,USR2522,CRY8,4.47,1035.88,CUR15,2023-07-22 18:04:28.361294
OTC1300093,Buy,USR8579,USR847,CRY2,73.62,5244.64,CUR4,2024-02-09 01:36:41.231211
OTC1300094,Buy,USR7531,USR2720,CRY5,15.92,6420.56,CUR16,2023-12-29 08:00:40.587828
OTC1300095,Sell,USR8473,USR4664,CRY5,52.38,4735.61,CUR20,2023-09-05 04:19:39.868155
OTC1300096,Buy,USR3239,USR3168,CRY1,59.08,549.51,CUR15,2023-12-09 06:27:44.471547
OTC1300097,Buy,USR3037,USR8854,CRY1,40.9,4070.33,CUR7,2024-02-08 04:14:03.970429
OTC1300098,Buy,USR9960,USR436,CRY4,71.21,2256.35,CUR29,2023-03-04 12:37:37.814548
OTC1300099,Buy,USR1457,USR50,CRY7,2.4,8748.87,CUR14,2023-12-25 07:16:11.608218
OTC1300100,Buy,USR943,USR208,CRY10,23.48,3751.89,CUR11,2023-09-04 11:41:35.075879
OTC1300101,Buy,USR2839,USR3388,CRY8,97.21,5157.56,CUR12,2023-05-24 09:52:48.749011
OTC1300102,Sell,USR3664,USR3126,CRY3,52.42,436.72,CUR22,2023-10-03 13:09:37.375839
OTC1300103,Sell,USR7084,USR5238,CRY9,79.7,9147.18,CUR19,2023-07-31 15:22:27.878438
OTC1300104,Buy,USR3345,USR6750,CRY8,91.55,704.13,CUR15,2023-08-10 10:49:30.704272
OTC1300105,Sell,USR3312,USR2966,CRY1,36.72,2047.08,CUR9,2023-03-24 19:37:44.762349
OTC1300106,Buy,USR7544,USR7230,CRY7,43.05,2330.05,CUR29,2023-02-25 23:12:49.330431
OTC1300107,Buy,USR6135,USR6432,CRY10,61.35,190.17,CUR22,2023-08-21 03:13:38.331173
OTC1300108,Buy,USR6376,USR8616,CRY1,63.6,899.79,CUR3,2024-01-05 07:30:09.155206
OTC1300109,Sell,USR411,USR9534,CRY4,2.57,3311.95,CUR22,2023-02-18 14:18:39.094714
OTC1300110,Sell,USR3680,USR9997,CRY4,70.14,221.37,CUR19,2023-02-23 00:55:58.000796
OTC1300111,Sell,USR4930,USR6678,CRY3,52.24,6047.83,CUR6,2023-11-21 16:47:26.893879
OTC1300112,Sell,USR2349,USR5043,CRY4,38.43,9542.77,CUR15,2023-10-09 01:46:45.239186
OTC1300113,Sell,USR9199,USR8240,CRY10,85.73,5972.32,CUR16,2023-03-05 09:56:52.055737
OTC1300114,Sell,USR1965,USR2632,CRY3,74.65,9895.7,CUR5,2023-02-24 13:43:04.100807
OTC1300115,Sell,USR281,USR6580,CRY8,66.31,2961.93,CUR5,2024-01-05 02:46:54.196937
OTC1300116,Sell,USR3500,USR9476,CRY5,63.89,7656.47,CUR1,2024-01-18 05:26:22.794022
OTC1300117,Buy,USR1931,USR8647,CRY8,22.05,4488.02,CUR11,2023-07-28 09:16:52.265836
OTC1300118,Sell,USR4468,USR7599,CRY1,48.29,2222.65,CUR13,2023-11-04 16:20:53.066857
OTC1300119,Sell,USR7267,USR5673,CRY5,69.68,6190.62,CUR9,2023-04-14 19:05:07.269943
OTC1300120,Buy,USR7123,USR136,CRY10,46.38,8233.76,CUR13,2023-12-03 21:22:32.380238
OTC1300121,Sell,USR1979,USR369,CRY8,89.33,4528.33,CUR2,2023-10-15 11:50:34.689108
OTC1300122,Sell,USR6824,USR4601,CRY4,35.36,1981.01,CUR16,2023-09-23 04:58:15.119476
OTC1300123,Buy,USR5263,USR4555,CRY8,43.74,5368.48,CUR24,2023-06-19 17:09:04.271369
OTC1300124,Buy,USR8743,USR5372,CRY3,71.61,2522.83,CUR14,2023-12-26 15:21:59.943547
OTC1300125,Buy,USR6697,USR4720,CRY2,90.33,120.73,CUR3,2023-07-20 14:02:36.768215
OTC1300126,Sell,USR9591,USR9201,CRY3,79.1,1745.43,CUR21,2023-06-06 17:42:30.536562
OTC1300127,Buy,USR8579,USR3116,CRY10,46.01,9004.11,CUR23,2024-01-15 09:06:51.991866
OTC1300128,Buy,USR2333,USR4019,CRY10,19.99,3619.03,CUR13,2023-06-07 19:13:36.139534
OTC1300129,Buy,USR4364,USR6304,CRY4,49.79,3962.3,CUR11,2023-06-03 00:27:25.425171
OTC1300130,Buy,USR6172,USR8647,CRY8,73.95,6854.43,CUR1,2023-05-07 06:48:07.094873
OTC1300131,Buy,USR2285,USR2280,CRY3,47.32,1583.93,CUR8,2023-08-10 16:54:37.652474
OTC1300132,Sell,USR7721,USR2784,CRY6,68.21,2861.23,CUR8,2023-02-13 16:34:49.794308
OTC1300133,Buy,USR8744,USR7693,CRY1,37.86,4222.7,CUR21,2023-12-07 18:00:30.983790
OTC1300134,Buy,USR7357,USR2692,CRY3,66.13,4370.53,CUR16,2023-11-04 11:14:58.264158
OTC1300135,Buy,USR6502,USR3978,CRY4,54.45,7469.83,CUR1,2023-12-12 17:17:29.376498
