OrderID,TransType,UserID,FiatID,FiatAmount,Timestamp
FiatTrans1240001,Fiat Deposit,USR5027,CUR22,5331.99,2023-12-03 00:45:31.982225
FiatTrans1240002,Fiat Deposit,USR3173,CUR15,6169.27,2023-12-14 16:13:37.372223
FiatTrans1240003,Fiat Deposit,USR8317,CUR27,899.7,2023-03-12 08:09:30.102869
FiatTrans1240004,Fiat Withdrawl,USR3049,CUR25,9510.35,2024-02-07 19:51:36.397341
FiatTrans1240005,Fiat Deposit,USR6400,CUR3,9192.74,2023-06-04 08:10:00.997964
FiatTrans1240006,Fiat Withdrawl,USR6068,CUR10,4948.55,2023-10-10 17:40:04.413966
FiatTrans1240007,Fiat Withdrawl,USR7866,CUR2,295.64,2023-02-19 07:07:15.931284
FiatTrans1240008,Fiat Withdrawl,USR1465,CUR6,8207.87,2023-08-09 11:38:24.588331
FiatTrans1240009,Fiat Deposit,USR2506,CUR13,8957.29,2023-12-24 01:30:11.542217
FiatTrans1240010,Fiat Deposit,USR2036,CUR21,3360.53,2023-02-12 14:27:21.823065
FiatTrans1240011,Fiat Deposit,USR8056,CUR12,9018.99,2023-06-08 04:04:35.681821
FiatTrans1240012,Fiat Deposit,USR5751,CUR10,7401.4,2023-09-14 11:44:40.739303
FiatTrans1240013,Fiat Deposit,USR8758,CUR7,6936.0,2023-07-05 07:53:01.847087
FiatTrans1240014,Fiat Withdrawl,USR8056,CUR15,2951.15,2023-03-13 06:45:51.371894
FiatTrans1240015,Fiat Deposit,USR9435,CUR8,8489.85,2024-01-24 18:29:14.446679
FiatTrans1240016,Fiat Withdrawl,USR1542,CUR28,5157.68,2023-02-17 17:25:53.012292
FiatTrans1240017,Fiat Deposit,USR4888,CUR23,9350.91,2023-09-26 13:03:19.390546
FiatTrans1240018,Fiat Withdrawl,USR3008,CUR13,9193.15,2023-07-22 19:24:30.334539
FiatTrans1240019,Fiat Deposit,USR1594,CUR24,9760.39,2023-10-28 08:08:59.120471
FiatTrans1240020,Fiat Withdrawl,USR2035,CUR20,9494.32,2023-11-02 18:31:59.255075
FiatTrans1240021,Fiat Withdrawl,USR7795,CUR13,5642.86,2023-03-29 04:04:06.020683
FiatTrans1240022,Fiat Deposit,USR2371,CUR23,4586.59,2024-01-31 18:51:50.224438
FiatTrans1240023,Fiat Withdrawl,USR6363,CUR22,5078.62,2023-12-08 05:00:31.789663
FiatTrans1240024,Fiat Withdrawl,USR7093,CUR28,774.05,2023-03-02 09:11:37.923391
FiatTrans1240025,Fiat Withdrawl,USR2336,CUR20,4777.32,2023-09-18 18:39:11.799408
FiatTrans1240026,Fiat Deposit,USR6056,CUR27,3209.72,2023-09-08 09:08:14.957796
FiatTrans1240027,Fiat Withdrawl,USR8272,CUR10,2464.0,2023-03-25 18:41:15.028324
FiatTrans1240028,Fiat Withdrawl,USR6993,CUR29,7068.79,2023-05-06 04:24:54.775215
FiatTrans1240029,Fiat Withdrawl,USR2781,CUR14,7169.28,2023-02-19 00:40:59.342365
FiatTrans1240030,Fiat Withdrawl,USR219,CUR16,3086.32,2024-01-31 18:51:16.590464
FiatTrans1240031,Fiat Withdrawl,USR5736,CUR6,7888.56,2023-04-16 22:43:07.398725
FiatTrans1240032,Fiat Deposit,USR4639,CUR9,189.85,2023-06-09 00:09:01.831965
FiatTrans1240033,Fiat Withdrawl,USR1899,CUR29,6385.36,2023-03-08 00:25:08.877291
FiatTrans1240034,Fiat Deposit,USR5593,CUR24,6813.74,2023-03-07 23:59:28.964653
FiatTrans1240035,Fiat Withdrawl,USR879,CUR24,2349.36,2023-09-13 08:51:59.117545
FiatTrans1240036,Fiat Withdrawl,USR5853,CUR4,3932.3,2023-06-25 22:19:55.964175
FiatTrans1240037,Fiat Withdrawl,USR3220,CUR8,2066.82,2023-07-20 23:24:41.186050
FiatTrans1240038,Fiat Withdrawl,USR3948,CUR22,1118.9,2023-12-21 22:55:17.828221
FiatTrans1240039,Fiat Withdrawl,USR6877,CUR5,1522.26,2023-07-10 17:57:19.408738
FiatTrans1240040,Fiat Withdrawl,USR9552,CUR1,6831.73,2023-10-31 13:30:21.082229
FiatTrans1240041,Fiat Withdrawl,USR1703,CUR9,461.4,2023-08-05 03:20:07.311729
FiatTrans1240042,Fiat Withdrawl,USR2792,CUR22,2643.82,2023-10-01 11:52:24.598253
FiatTrans1240043,Fiat Withdrawl,USR9892,CUR10,1849.81,2023-06-08 11:31:40.424298
FiatTrans1240044,Fiat Withdrawl,USR5253,CUR16,8077.98,2023-08-03 22:27:23.684598
FiatTrans1240045,Fiat Withdrawl,USR742,CUR19,8482.06,2023-11-02 23:33:12.756676
FiatTrans1240046,Fiat Deposit,USR6904,CUR27,1450.17,2023-03-24 15:32:22.552372
FiatTrans1240047,Fiat Withdrawl,USR5097,CUR30,2739.78,2023-05-30 21:46:50.423736
FiatTrans1240048,Fiat Withdrawl,USR1072,CUR16,7483.08,2023-09-11 15:47:19.303937
FiatTrans1240049,Fiat Deposit,USR3138,CUR12,6608.21,2023-10-11 20:04:09.521867
FiatTrans1240050,Fiat Withdrawl,USR223,CUR24,9600.56,2023-04-06 02:28:34.613188
FiatTrans1240051,Fiat Deposit,USR7137,CUR13,9975.7,2023-08-21 07:37:38.766230
FiatTrans1240052,Fiat Withdrawl,USR2367,CUR20,7046.03,2023-05-11 02:59:02.673917
FiatTrans1240053,Fiat Withdrawl,USR313,CUR10,6540.49,2023-03-14 17:32:53.906184
FiatTrans1240054,Fiat Deposit,USR2264,CUR27,4024.83,2023-07-16 03:43:31.416164
FiatTrans1240055,Fiat Withdrawl,USR5841,CUR10,7236.33,2023-05-17 11:55:06.460241
FiatTrans1240056,Fiat Withdrawl,USR2434,CUR20,1589.78,2023-09-11 19:01:27.544368
FiatTrans1240057,Fiat Deposit,USR3983,CUR11,7153.64,2023-06-06 20:44:32.022518
FiatTrans1240058,Fiat Deposit,USR2660,CUR12,6409.31,2024-01-21 05:41:53.772804
FiatTrans1240059,Fiat Withdrawl,USR1422,CUR26,5006.9,2023-09-22 18:57:55.649374
FiatTrans1240060,Fiat Deposit,USR4019,CUR25,504.19,2023-10-06 05:43:56.482699
FiatTrans1240061,Fiat Withdrawl,USR7806,CUR4,4313.84,2023-11-16 07:18:04.333420
FiatTrans1240062,Fiat Withdrawl,USR1589,CUR18,9462.86,2023-11-25 13:06:10.226995
FiatTrans1240063,Fiat Deposit,USR3268,CUR21,6612.24,2023-12-28 04:30:16.890745
FiatTrans1240064,Fiat Withdrawl,USR1332,CUR1,7219.46,2023-04-03 22:02:11.556548
FiatTrans1240065,Fiat Deposit,USR1660,CUR2,303.48,2023-12-19 08:19:59.185169
FiatTrans1240066,Fiat Withdrawl,USR1431,CUR28,3595.77,2023-08-10 19:19:06.408489
FiatTrans1240067,Fiat Withdrawl,USR9311,CUR20,8401.88,2023-09-10 20:10:08.133630
FiatTrans1240068,Fiat Deposit,USR6448,CUR8,6662.63,2023-12-04 04:42:09.867131
FiatTrans1240069,Fiat Withdrawl,USR7733,CUR29,9858.37,2023-04-27 09:24:05.446309
FiatTrans1240070,Fiat Withdrawl,USR2985,CUR5,5896.88,2023-09-16 11:29:13.299350
FiatTrans1240071,Fiat Withdrawl,USR1491,CUR3,8095.14,2023-05-01 07:36:12.332848
FiatTrans1240072,Fiat Withdrawl,USR6130,CUR17,9610.11,2023-09-02 09:58:09.632149
FiatTrans1240073,Fiat Withdrawl,USR4914,CUR11,7554.57,2023-05-19 15:44:39.881182
FiatTrans1240074,Fiat Withdrawl,USR968,CUR16,5056.53,2023-09-09 09:04:14.807425
FiatTrans1240075,Fiat Deposit,USR654,CUR24,6216.27,2023-09-16 09:56:18.159132
FiatTrans1240076,Fiat Deposit,USR6197,CUR25,8494.61,2023-05-16 01:04:47.871411
FiatTrans1240077,Fiat Deposit,USR3001,CUR11,2435.37,2023-05-16 14:41:06.576613
FiatTrans1240078,Fiat Withdrawl,USR6284,CUR10,341.72,2023-12-04 06:58:23.400900
FiatTrans1240079,Fiat Deposit,USR4310,CUR17,7568.59,2023-05-11 15:46:59.099399
FiatTrans1240080,Fiat Deposit,USR5795,CUR12,9426.02,2023-02-24 12:33:47.730567
FiatTrans1240081,Fiat Withdrawl,USR5388,CUR30,4672.82,2023-08-18 21:17:22.477522
FiatTrans1240082,Fiat Deposit,USR7356,CUR18,2636.43,2024-01-11 11:56:31.215189
FiatTrans1240083,Fiat Withdrawl,USR5598,CUR23,3312.24,2023-10-06 18:22:39.545493
FiatTrans1240084,Fiat Withdrawl,USR6126,CUR11,274.97,2023-08-10 16:24:35.831014
FiatTrans1240085,Fiat Withdrawl,USR7717,CUR16,4121.4,2023-09-20 04:17:35.828627
FiatTrans1240086,Fiat Deposit,USR7459,CUR30,1884.45,2023-12-31 19:35:12.200980
FiatTrans1240087,Fiat Withdrawl,USR8684,CUR16,3062.59,2023-06-05 12:00:46.399040
