OrderID,TransType,UserID,FiatID,FiatAmount,Timestamp
FiatTrans1460001,Fiat Withdrawl,USR4594,CUR26,6407.14,2023-02-21 11:57:06.008893
FiatTrans1460002,Fiat Withdrawl,USR2092,CUR13,4048.69,2023-11-23 20:00:46.685372
FiatTrans1460003,Fiat Withdrawl,USR5654,CUR3,3911.7,2023-12-31 19:55:21.292685
FiatTrans1460004,Fiat Withdrawl,USR8893,CUR4,676.69,2023-08-18 05:54:39.525052
FiatTrans1460005,Fiat Withdrawl,USR2117,CUR6,6230.59,2023-07-18 11:00:37.686147
FiatTrans1460006,Fiat Withdrawl,USR6033,CUR21,8121.69,2023-10-27 22:40:58.016635
FiatTrans1460007,Fiat Deposit,USR7807,CUR2,3825.62,2023-05-16 07:20:11.981105
FiatTrans1460008,Fiat Deposit,USR590,CUR14,3198.87,2023-08-31 13:46:18.120720
FiatTrans1460009,Fiat Withdrawl,USR964,CUR18,2012.86,2023-11-24 19:40:58.102751
FiatTrans1460010,Fiat Withdrawl,USR8013,CUR14,6988.55,2024-02-01 23:21:01.207929
FiatTrans1460011,Fiat Deposit,USR3021,CUR25,4741.86,2023-04-06 01:06:50.123448
FiatTrans1460012,Fiat Withdrawl,USR8727,CUR23,9083.21,2023-03-23 21:00:30.552905
FiatTrans1460013,Fiat Deposit,USR8382,CUR14,3655.34,2023-10-07 06:21:37.901481
FiatTrans1460014,Fiat Withdrawl,USR6937,CUR12,2081.75,2023-09-12 23:06:26.918940
FiatTrans1460015,Fiat Deposit,USR117,CUR26,3988.82,2023-06-22 14:05:36.344688
FiatTrans1460016,Fiat Withdrawl,USR8231,CUR13,9312.38,2023-06-27 11:30:09.423821
FiatTrans1460017,Fiat Deposit,USR6498,CUR14,9247.8,2023-10-06 14:55:07.830993
FiatTrans1460018,Fiat Withdrawl,USR3404,CUR13,4016.66,2023-08-07 20:49:36.822902
FiatTrans1460019,Fiat Withdrawl,USR5664,CUR7,1102.64,2023-08-16 01:02:05.490814
FiatTrans1460020,Fiat Withdrawl,USR7951,CUR11,9431.24,2023-07-31 09:31:47.930261
FiatTrans1460021,Fiat Deposit,USR1089,CUR20,6812.34,2023-12-02 14:51:08.665587
FiatTrans1460022,Fiat Withdrawl,USR7238,CUR28,7889.87,2023-06-08 02:32:53.963329
FiatTrans1460023,Fiat Withdrawl,USR2145,CUR25,4867.55,2023-06-26 21:54:59.387899
FiatTrans1460024,Fiat Withdrawl,USR3826,CUR12,548.56,2023-06-20 14:07:55.788678
FiatTrans1460025,Fiat Withdrawl,USR5944,CUR28,2176.08,2023-05-10 06:30:49.935345
FiatTrans1460026,Fiat Deposit,USR3926,CUR14,4506.81,2023-08-07 18:08:27.429232
FiatTrans1460027,Fiat Deposit,USR9882,CUR12,1773.47,2023-02-18 03:17:37.371304
FiatTrans1460028,Fiat Withdrawl,USR6755,CUR15,2235.11,2023-02-21 23:20:49.997478
FiatTrans1460029,Fiat Withdrawl,USR5150,CUR2,9718.19,2023-11-29 07:16:30.515208
FiatTrans1460030,Fiat Withdrawl,USR4572,CUR6,3964.79,2023-12-09 22:29:30.080682
FiatTrans1460031,Fiat Withdrawl,USR5111,CUR19,7643.47,2023-07-13 04:20:12.351260
FiatTrans1460032,Fiat Withdrawl,USR1854,CUR22,1111.2,2023-11-13 02:27:04.963857
FiatTrans1460033,Fiat Deposit,USR3512,CUR17,3628.38,2023-08-02 18:49:29.169660
FiatTrans1460034,Fiat Withdrawl,USR7452,CUR15,4178.27,2023-05-31 04:29:48.332223
FiatTrans1460035,Fiat Deposit,USR7295,CUR25,9200.66,2023-12-01 19:40:31.685370
FiatTrans1460036,Fiat Deposit,USR7610,CUR21,2003.39,2023-07-28 05:46:22.349209
FiatTrans1460037,Fiat Deposit,USR9422,CUR26,8638.11,2023-10-03 22:49:10.387649
FiatTrans1460038,Fiat Withdrawl,USR5931,CUR13,9228.28,2023-04-29 12:24:38.277751
FiatTrans1460039,Fiat Deposit,USR6319,CUR28,7001.78,2023-09-25 14:51:29.522010
FiatTrans1460040,Fiat Withdrawl,USR7159,CUR19,2011.76,2023-10-10 02:11:56.104824
FiatTrans1460041,Fiat Withdrawl,USR2395,CUR2,6537.71,2023-10-02 21:59:28.743382
FiatTrans1460042,Fiat Withdrawl,USR8323,CUR22,2430.28,2023-12-03 21:30:49.438521
FiatTrans1460043,Fiat Deposit,USR7650,CUR15,7092.07,2023-02-20 01:06:36.020227
FiatTrans1460044,Fiat Deposit,USR8297,CUR16,8336.9,2024-01-25 10:15:09.734080
FiatTrans1460045,Fiat Withdrawl,USR6860,CUR22,5316.81,2023-10-04 02:03:20.727990
FiatTrans1460046,Fiat Withdrawl,USR9161,CUR19,6433.1,2023-11-08 09:04:11.670926
FiatTrans1460047,Fiat Withdrawl,USR8047,CUR22,3199.99,2024-01-04 18:17:44.663537
FiatTrans1460048,Fiat Withdrawl,USR9165,CUR30,7468.26,2023-09-03 07:43:13.605730
FiatTrans1460049,Fiat Deposit,USR9378,CUR14,9017.52,2023-07-04 18:59:18.323778
FiatTrans1460050,Fiat Deposit,USR771,CUR13,3410.4,2023-06-30 12:52:00.310631
FiatTrans1460051,Fiat Deposit,USR657,CUR27,1793.53,2023-03-07 12:29:44.754748
FiatTrans1460052,Fiat Deposit,USR8147,CUR25,8856.49,2023-09-23 08:32:17.828377
FiatTrans1460053,Fiat Deposit,USR8510,CUR11,9182.4,2023-05-20 20:45:40.362533
FiatTrans1460054,Fiat Deposit,USR7793,CUR25,6686.08,2023-07-13 13:34:55.337319
FiatTrans1460055,Fiat Withdrawl,USR7307,CUR29,3349.57,2023-10-03 00:01:46.969347
