OrderID,TransType,UserID,FiatID,FiatAmount,Timestamp
FiatTrans1160001,Fiat Deposit,USR6125,CUR26,9159.35,2023-07-07 08:22:23.826907
FiatTrans1160002,Fiat Withdrawl,USR7599,CUR21,2628.17,2023-03-09 05:39:04.714990
FiatTrans1160003,Fiat Withdrawl,USR894,CUR14,8995.87,2024-01-06 18:11:10.059196
FiatTrans1160004,Fiat Deposit,USR7696,CUR14,9155.26,2023-09-20 10:11:03.585716
FiatTrans1160005,Fiat Withdrawl,USR9311,CUR14,467.74,2023-07-08 10:05:02.261811
FiatTrans1160006,Fiat Deposit,USR6359,CUR26,9667.73,2023-02-27 02:56:20.590231
FiatTrans1160007,Fiat Deposit,USR7090,CUR19,966.4,2023-10-10 23:10:26.860924
FiatTrans1160008,Fiat Withdrawl,USR7576,CUR7,8215.76,2023-10-01 13:31:20.356411
FiatTrans1160009,Fiat Deposit,USR9392,CUR19,8006.19,2023-08-29 18:07:42.534851
FiatTrans1160010,Fiat Deposit,USR143,CUR23,8870.62,2023-09-09 17:26:08.950119
FiatTrans1160011,Fiat Withdrawl,USR4101,CUR24,2385.58,2023-05-07 06:27:51.118002
FiatTrans1160012,Fiat Deposit,USR4912,CUR16,558.22,2024-01-08 05:17:22.707555
FiatTrans1160013,Fiat Deposit,USR217,CUR20,2942.44,2023-09-01 21:22:21.719671
FiatTrans1160014,Fiat Deposit,USR4009,CUR22,513.02,2023-06-26 20:19:51.287890
FiatTrans1160015,Fiat Withdrawl,USR3422,CUR12,5869.74,2023-03-05 01:51:05.744731
FiatTrans1160016,Fiat Deposit,USR8735,CUR6,5049.92,2023-08-08 05:04:42.495835
FiatTrans1160017,Fiat Withdrawl,USR4584,CUR26,6684.24,2023-09-11 03:14:04.205605
FiatTrans1160018,Fiat Deposit,USR925,CUR20,4852.19,2023-12-03 11:16:09.612765
FiatTrans1160019,Fiat Deposit,USR2499,CUR25,412.94,2023-07-16 14:13:17.243621
FiatTrans1160020,Fiat Deposit,USR7082,CUR11,4060.64,2023-06-22 21:40:49.491462
FiatTrans1160021,Fiat Deposit,USR7656,CUR21,2724.12,2023-07-06 02:38:35.783502
FiatTrans1160022,Fiat Deposit,USR8482,CUR7,5180.44,2024-01-10 05:27:51.195179
FiatTrans1160023,Fiat Deposit,USR8909,CUR2,5987.58,2023-11-26 17:38:23.935616
FiatTrans1160024,Fiat Withdrawl,USR3009,CUR29,3647.28,2023-02-24 11:59:58.704946
FiatTrans1160025,Fiat Deposit,USR6308,CUR9,4292.38,2023-12-12 15:30:03.352282
FiatTrans1160026,Fiat Deposit,USR6476,CUR30,9026.56,2023-07-28 01:38:45.692690
FiatTrans1160027,Fiat Withdrawl,USR5937,CUR22,1926.89,2023-06-24 06:17:17.010324
FiatTrans1160028,Fiat Deposit,USR4429,CUR15,5660.04,2023-04-09 22:52:11.715349
FiatTrans1160029,Fiat Deposit,USR390,CUR9,3161.17,2023-10-04 07:59:44.901777
FiatTrans1160030,Fiat Withdrawl,USR4439,CUR7,6104.32,2023-06-05 09:06:54.039518
FiatTrans1160031,Fiat Withdrawl,USR7658,CUR26,5756.96,2023-05-07 08:55:23.288522
FiatTrans1160032,Fiat Deposit,USR6295,CUR13,7173.46,2023-04-08 16:17:55.657881
FiatTrans1160033,Fiat Withdrawl,USR1383,CUR6,2848.1,2023-12-05 19:50:59.445498
FiatTrans1160034,Fiat Withdrawl,USR6338,CUR6,6316.52,2024-01-02 19:19:14.238226
FiatTrans1160035,Fiat Deposit,USR7481,CUR29,6443.9,2023-06-07 16:42:35.706995
FiatTrans1160036,Fiat Deposit,USR4441,CUR3,3047.3,2023-07-01 23:38:24.661186
FiatTrans1160037,Fiat Withdrawl,USR1384,CUR26,8437.63,2023-09-01 22:31:40.876010
FiatTrans1160038,Fiat Deposit,USR9463,CUR7,2643.1,2023-08-18 09:05:56.829533
FiatTrans1160039,Fiat Withdrawl,USR5262,CUR26,4509.36,2023-03-03 01:57:09.359346
FiatTrans1160040,Fiat Deposit,USR6652,CUR12,9921.67,2023-07-10 11:10:01.108414
FiatTrans1160041,Fiat Deposit,USR523,CUR4,6512.86,2023-09-24 11:24:55.716312
FiatTrans1160042,Fiat Deposit,USR5287,CUR24,1958.36,2023-02-25 01:55:51.900835
