OrderID,TransType,UserID,FiatID,FiatAmount,Timestamp
FiatTrans1680001,Fiat Withdrawl,USR2570,CUR4,7908.33,2023-09-04 17:12:30.800667
FiatTrans1680002,Fiat Deposit,USR9451,CUR3,5965.42,2023-05-23 09:04:26.044650
FiatTrans1680003,Fiat Deposit,USR7867,CUR9,7435.59,2023-09-15 00:28:53.398282
FiatTrans1680004,Fiat Withdrawl,USR7125,CUR15,6616.64,2023-03-20 21:44:42.421778
FiatTrans1680005,Fiat Deposit,USR2606,CUR2,4137.01,2023-09-05 15:49:37.413804
FiatTrans1680006,Fiat Deposit,USR2386,CUR13,9660.63,2023-10-06 05:21:10.936794
FiatTrans1680007,Fiat Deposit,USR9989,CUR13,8389.77,2023-08-03 00:38:55.316454
FiatTrans1680008,Fiat Withdrawl,USR1097,CUR21,2180.62,2024-01-13 07:50:04.984735
FiatTrans1680009,Fiat Deposit,USR2373,CUR30,7705.78,2023-12-31 17:56:18.680416
FiatTrans1680010,Fiat Withdrawl,USR9892,CUR16,7235.05,2023-08-19 08:39:58.175710
FiatTrans1680011,Fiat Withdrawl,USR1100,CUR13,5484.19,2023-04-07 04:11:49.624291
FiatTrans1680012,Fiat Deposit,USR1692,CUR4,6713.2,2023-04-01 21:44:26.061955
FiatTrans1680013,Fiat Deposit,USR1313,CUR24,1519.5,2024-01-11 22:40:08.596263
FiatTrans1680014,Fiat Withdrawl,USR6849,CUR17,3756.37,2023-03-26 03:33:59.000997
FiatTrans1680015,Fiat Withdrawl,USR7108,CUR18,6635.71,2023-06-18 10:42:50.833681
FiatTrans1680016,Fiat Deposit,USR3203,CUR22,6547.74,2023-12-25 14:30:05.620148
FiatTrans1680017,Fiat Deposit,USR7382,CUR7,7740.82,2023-11-06 03:09:49.171537
FiatTrans1680018,Fiat Withdrawl,USR1663,CUR8,2533.06,2023-05-19 06:51:13.178819
FiatTrans1680019,Fiat Deposit,USR4239,CUR23,1113.31,2023-10-24 15:29:14.273514
FiatTrans1680020,Fiat Deposit,USR1025,CUR2,8154.96,2023-04-18 10:25:43.227473
FiatTrans1680021,Fiat Withdrawl,USR1954,CUR27,7331.24,2023-08-10 13:05:35.290463
FiatTrans1680022,Fiat Deposit,USR3153,CUR24,9719.31,2023-12-26 08:49:03.991239
FiatTrans1680023,Fiat Deposit,USR4605,CUR22,2213.46,2024-02-04 11:37:32.393492
FiatTrans1680024,Fiat Deposit,USR6573,CUR13,5067.77,2023-03-21 17:04:29.125789
FiatTrans1680025,Fiat Deposit,USR8218,CUR27,246.65,2023-07-07 14:20:39.387561
FiatTrans1680026,Fiat Deposit,USR5818,CUR9,9138.41,2023-07-22 02:49:29.165271
FiatTrans1680027,Fiat Withdrawl,USR3814,CUR28,9925.57,2023-04-12 19:00:48.854140
FiatTrans1680028,Fiat Deposit,USR9820,CUR25,3061.11,2023-04-10 00:41:03.519829
FiatTrans1680029,Fiat Withdrawl,USR5301,CUR26,5555.83,2024-01-12 08:53:09.400016
FiatTrans1680030,Fiat Withdrawl,USR1010,CUR8,2912.85,2023-08-08 20:41:14.237551
FiatTrans1680031,Fiat Deposit,USR3749,CUR25,2613.2,2023-04-18 13:56:39.841962
FiatTrans1680032,Fiat Withdrawl,USR7172,CUR12,9793.92,2023-04-13 14:46:20.706451
FiatTrans1680033,Fiat Withdrawl,USR1566,CUR20,5092.88,2024-01-16 02:28:00.536553
FiatTrans1680034,Fiat Deposit,USR9628,CUR19,926.72,2023-08-17 01:35:26.676888
FiatTrans1680035,Fiat Withdrawl,USR604,CUR22,4979.91,2023-04-06 01:14:43.081308
FiatTrans1680036,Fiat Deposit,USR3736,CUR10,2894.04,2023-08-02 22:00:55.177214
FiatTrans1680037,Fiat Withdrawl,USR3095,CUR13,2409.11,2023-10-24 00:32:18.007094
FiatTrans1680038,Fiat Deposit,USR8228,CUR18,2604.39,2023-12-18 07:02:49.066208
FiatTrans1680039,Fiat Withdrawl,USR7339,CUR29,6984.56,2023-03-09 00:00:04.546436
FiatTrans1680040,Fiat Deposit,USR3224,CUR9,1542.34,2023-02-22 05:13:19.200348
FiatTrans1680041,Fiat Deposit,USR7093,CUR6,6460.36,2023-12-26 18:49:38.069395
FiatTrans1680042,Fiat Deposit,USR5334,CUR7,716.93,2023-09-15 17:41:27.916402
FiatTrans1680043,Fiat Withdrawl,USR5709,CUR10,721.5,2024-01-15 06:45:47.318324
FiatTrans1680044,Fiat Deposit,USR4928,CUR24,4387.05,2023-10-24 01:22:23.398483
FiatTrans1680045,Fiat Withdrawl,USR5936,CUR18,6510.7,2023-12-20 07:24:12.295759
FiatTrans1680046,Fiat Deposit,USR9199,CUR12,5311.89,2023-10-17 06:46:14.633251
FiatTrans1680047,Fiat Withdrawl,USR1237,CUR19,8842.72,2023-07-03 19:35:18.460473
FiatTrans1680048,Fiat Withdrawl,USR7298,CUR30,4626.14,2023-08-30 20:54:42.633568
FiatTrans1680049,Fiat Withdrawl,USR6483,CUR29,3491.45,2024-02-10 10:14:16.251293
FiatTrans1680050,Fiat Withdrawl,USR4835,CUR27,2238.09,2024-01-16 08:12:00.674157
FiatTrans1680051,Fiat Deposit,USR5900,CUR14,3365.5,2023-07-24 13:29:49.339691
FiatTrans1680052,Fiat Withdrawl,USR3640,CUR10,7190.51,2023-02-26 09:05:03.041302
FiatTrans1680053,Fiat Deposit,USR606,CUR14,4063.56,2023-04-22 23:38:23.194717
FiatTrans1680054,Fiat Withdrawl,USR6596,CUR23,5473.33,2023-11-07 05:31:38.730923
FiatTrans1680055,Fiat Deposit,USR7648,CUR4,4316.5,2023-12-12 18:07:01.298514
FiatTrans1680056,Fiat Withdrawl,USR1791,CUR20,8688.11,2023-07-07 08:23:36.892369
FiatTrans1680057,Fiat Deposit,USR4080,CUR17,5725.62,2023-05-23 05:34:42.286610
FiatTrans1680058,Fiat Deposit,USR6629,CUR4,4137.83,2024-02-06 23:09:13.396309
FiatTrans1680059,Fiat Withdrawl,USR6865,CUR22,3305.67,2023-07-22 15:37:11.218727
FiatTrans1680060,Fiat Withdrawl,USR8094,CUR10,3246.43,2023-11-03 22:39:30.336473
FiatTrans1680061,Fiat Deposit,USR2093,CUR11,5915.07,2023-10-27 11:27:40.158491
FiatTrans1680062,Fiat Withdrawl,USR7447,CUR27,9307.11,2023-08-15 22:50:52.790816
FiatTrans1680063,Fiat Withdrawl,USR3667,CUR3,2273.9,2023-03-15 12:58:09.431412
FiatTrans1680064,Fiat Deposit,USR4092,CUR23,9723.05,2023-06-30 03:14:16.500129
FiatTrans1680065,Fiat Withdrawl,USR3786,CUR13,8080.04,2023-05-22 21:43:07.636774
FiatTrans1680066,Fiat Withdrawl,USR4834,CUR29,2427.23,2023-05-28 02:52:46.120585
FiatTrans1680067,Fiat Deposit,USR5149,CUR1,8533.82,2023-07-09 09:04:11.363323
FiatTrans1680068,Fiat Withdrawl,USR4149,CUR30,6760.32,2023-05-31 02:26:40.259022
FiatTrans1680069,Fiat Withdrawl,USR2789,CUR26,8629.38,2023-09-26 04:34:06.398287
FiatTrans1680070,Fiat Deposit,USR532,CUR13,4217.57,2023-05-09 23:48:35.029912
FiatTrans1680071,Fiat Withdrawl,USR7049,CUR1,3943.42,2023-05-02 16:46:55.257113
FiatTrans1680072,Fiat Deposit,USR6685,CUR28,2003.41,2023-12-16 18:05:13.181527
FiatTrans1680073,Fiat Deposit,USR5746,CUR28,3316.6,2023-06-01 22:10:52.604912
FiatTrans1680074,Fiat Withdrawl,USR9962,CUR27,8643.84,2023-10-05 22:41:18.851017
FiatTrans1680075,Fiat Deposit,USR6487,CUR12,5645.67,2023-06-07 19:48:42.392971
FiatTrans1680076,Fiat Withdrawl,USR1061,CUR7,7792.98,2023-08-18 17:25:05.371017
FiatTrans1680077,Fiat Withdrawl,USR2070,CUR8,5702.37,2023-05-26 17:27:09.928937
FiatTrans1680078,Fiat Withdrawl,USR8767,CUR23,2691.22,2023-03-03 03:44:58.362251
FiatTrans1680079,Fiat Withdrawl,USR7345,CUR25,8709.21,2023-10-14 11:11:22.725567
FiatTrans1680080,Fiat Withdrawl,USR532,CUR12,1735.95,2024-02-07 01:03:49.605435
FiatTrans1680081,Fiat Withdrawl,USR3070,CUR20,5716.6,2023-12-28 04:14:12.767212
FiatTrans1680082,Fiat Deposit,USR5110,CUR21,7317.89,2023-11-02 06:26:41.527280
FiatTrans1680083,Fiat Deposit,USR3002,CUR3,5900.74,2023-06-05 17:42:56.546293
FiatTrans1680084,Fiat Deposit,USR5116,CUR18,3409.51,2023-07-07 23:43:15.226511
FiatTrans1680085,Fiat Withdrawl,USR2614,CUR13,5091.93,2023-11-19 03:15:09.877613
FiatTrans1680086,Fiat Withdrawl,USR5855,CUR9,120.51,2023-12-02 14:43:06.187442
FiatTrans1680087,Fiat Withdrawl,USR2904,CUR22,4899.12,2023-04-20 07:05:06.882586
FiatTrans1680088,Fiat Deposit,USR2401,CUR28,8937.29,2023-04-09 19:03:48.866446
FiatTrans1680089,Fiat Withdrawl,USR7824,CUR28,8578.21,2023-08-10 21:15:43.985406
FiatTrans1680090,Fiat Withdrawl,USR1934,CUR14,9607.0,2023-07-09 17:52:18.046912
FiatTrans1680091,Fiat Withdrawl,USR9713,CUR22,915.69,2023-11-03 07:58:57.512248
FiatTrans1680092,Fiat Deposit,USR6036,CUR2,2532.27,2023-08-14 09:03:05.848874
FiatTrans1680093,Fiat Deposit,USR2870,CUR30,6500.25,2023-03-22 12:45:05.730708
FiatTrans1680094,Fiat Deposit,USR3930,CUR8,4780.26,2023-03-04 00:20:31.606283
FiatTrans1680095,Fiat Withdrawl,USR4687,CUR18,3305.42,2023-08-28 02:49:01.675813
FiatTrans1680096,Fiat Withdrawl,USR4607,CUR15,664.54,2023-09-16 18:54:19.383937
FiatTrans1680097,Fiat Withdrawl,USR8638,CUR29,6257.32,2023-03-17 13:05:54.887690
FiatTrans1680098,Fiat Deposit,USR2211,CUR19,6809.03,2023-03-12 09:28:00.965073
FiatTrans1680099,Fiat Deposit,USR2201,CUR29,2448.42,2023-05-13 15:46:38.826401
FiatTrans1680100,Fiat Deposit,USR4585,CUR24,5751.97,2023-12-10 15:47:21.183859
FiatTrans1680101,Fiat Deposit,USR1362,CUR17,6705.74,2024-01-25 15:13:14.472718
FiatTrans1680102,Fiat Withdrawl,USR725,CUR17,5738.77,2023-05-08 03:19:08.660957
FiatTrans1680103,Fiat Withdrawl,USR8936,CUR10,2677.82,2023-05-14 10:19:44.770839
FiatTrans1680104,Fiat Withdrawl,USR1378,CUR11,4820.72,2023-05-01 06:54:12.881238
FiatTrans1680105,Fiat Deposit,USR2726,CUR1,1739.37,2023-12-27 10:20:21.226730
FiatTrans1680106,Fiat Withdrawl,USR4283,CUR22,7689.45,2023-04-13 04:28:06.401146
FiatTrans1680107,Fiat Deposit,USR842,CUR21,8639.04,2023-09-12 12:26:30.753659
FiatTrans1680108,Fiat Deposit,USR8910,CUR15,8604.11,2023-11-20 11:35:33.885290
FiatTrans1680109,Fiat Deposit,USR2504,CUR12,9777.29,2023-03-09 13:26:55.235335
